HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N3.HOG0001361	OG0000710	n0									KAF6253440.1 adenosine 5'-phosphosulfate kinase [Scenedesmus sp. NREL 46B-D3]	KAF8059728.1 APK2 [Scenedesmus sp. PABB004]
N3.HOG0001362	OG0000712	n1									KAF6257820.1 histone deacetylase [Scenedesmus sp. NREL 46B-D3]	KAF8065528.1 hypothetical protein HT031_003129 [Scenedesmus sp. PABB004]
N3.HOG0001363	OG0000712	n6									KAF6255252.1 hypothetical protein COO60DRAFT_234250 [Scenedesmus sp. NREL 46B-D3]	KAF8055474.1 hypothetical protein HT031_006733 [Scenedesmus sp. PABB004]
N3.HOG0001364	OG0000713	n0									KAF6265674.1 flavo protein-like protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001365	OG0000714	n1									KAF6248759.1 diacylglycerol acyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8071123.1 DGAT2B [Scenedesmus sp. PABB004]
N3.HOG0001366	OG0000714	n6									KAF6264729.1 diacylglycerol acyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8065725.1 DGAT2B [Scenedesmus sp. PABB004]
N3.HOG0001367	OG0000715	n1									KAF6259371.1 hypothetical protein COO60DRAFT_1638449 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001368	OG0000715	n5									KAF6257895.1 poly polymerase and DNA-ligase Zn-finger region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057134.1 hypothetical protein HT031_006143 [Scenedesmus sp. PABB004]
N3.HOG0001369	OG0000716	n0									KAF6254796.1 hypothetical protein COO60DRAFT_287080 [Scenedesmus sp. NREL 46B-D3]	KAF8068324.1 SLC35F6 [Scenedesmus sp. PABB004]
N3.HOG0001370	OG0000717	n0									KAF6264508.1 Scd6-like Sm domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072595.1 DCP5 [Scenedesmus sp. PABB004]
N3.HOG0001371	OG0000719	n6									KAF6255781.1 acid phosphatase [Scenedesmus sp. NREL 46B-D3]	KAF8061393.1 AKR2A [Scenedesmus sp. PABB004], KAF8061386.1 hypothetical protein HT031_004477 [Scenedesmus sp. PABB004], KAF8061383.1 roco8 [Scenedesmus sp. PABB004]
N3.HOG0001372	OG0000719	n9									KAF6255091.1 hypothetical protein COO60DRAFT_1641805 [Scenedesmus sp. NREL 46B-D3], KAF6255092.1 hypothetical protein COO60DRAFT_1702985 [Scenedesmus sp. NREL 46B-D3]	KAF8061380.1 CFAP43 [Scenedesmus sp. PABB004]
N3.HOG0001373	OG0000719	n11									KAF6261147.1 Methyladenine glycosylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255097.1 hypothetical protein COO60DRAFT_1641810 [Scenedesmus sp. NREL 46B-D3]	KAF8061388.1 SIS8 [Scenedesmus sp. PABB004]
N3.HOG0001374	OG0000720	n1									KAF6261008.1 monooxygenase [Scenedesmus sp. NREL 46B-D3]	KAF8072714.1 kmo [Scenedesmus sp. PABB004]
N3.HOG0001375	OG0000720	n3									KAF6260127.1 hypothetical protein COO60DRAFT_923242 [Scenedesmus sp. NREL 46B-D3], KAF6253210.1 hypothetical protein COO60DRAFT_439792 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001376	OG0000721	n9									KAF6264254.1 hypothetical protein COO60DRAFT_1698338 [Scenedesmus sp. NREL 46B-D3], KAF6255561.1 hypothetical protein COO60DRAFT_1702741 [Scenedesmus sp. NREL 46B-D3]	KAF8060567.1 Zeaxanthin epoxidase [Scenedesmus sp. PABB004]
N3.HOG0001377	OG0000721	n12									KAF6253545.1 FAD/NAD_P_-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255942.1 hypothetical protein COO60DRAFT_160036 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001378	OG0000723	n5									KAF6257371.1 hypothetical protein COO60DRAFT_1234230 [Scenedesmus sp. NREL 46B-D3], KAF6235940.1 hypothetical protein COO60DRAFT_492147 [Scenedesmus sp. NREL 46B-D3]	KAF8057122.1 LanC-like protein 3 [Scenedesmus sp. PABB004]
N3.HOG0001379	OG0000723	n8									KAF6253479.1 hypothetical protein COO60DRAFT_1643112 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001380	OG0000724	n0									KAF6262901.1 hypothetical protein COO60DRAFT_1493327 [Scenedesmus sp. NREL 46B-D3], KAF6261931.1 hypothetical protein COO60DRAFT_1699518 [Scenedesmus sp. NREL 46B-D3], KAF6265575.1 hypothetical protein COO60DRAFT_1697632 [Scenedesmus sp. NREL 46B-D3], KAF6263208.1 hypothetical protein COO60DRAFT_1635423 [Scenedesmus sp. NREL 46B-D3]	KAF8072532.1 EDR2L [Scenedesmus sp. PABB004]
N3.HOG0001381	OG0000725	n5									KAF6256261.1 Lecithin_cholesterol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073211.1 Pla2g15 [Scenedesmus sp. PABB004]
N3.HOG0001382	OG0000725	n6									KAF6251524.1 Lecithin_cholesterol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055938.1 hypothetical protein HT031_006577 [Scenedesmus sp. PABB004], KAF8067395.1 hypothetical protein HT031_002443 [Scenedesmus sp. PABB004]
N3.HOG0001383	OG0000725	n8									KAF6258173.1 hypothetical protein COO60DRAFT_1701449 [Scenedesmus sp. NREL 46B-D3], KAF6258171.1 hypothetical protein COO60DRAFT_1143550 [Scenedesmus sp. NREL 46B-D3], KAF6258283.1 hypothetical protein COO60DRAFT_1139915 [Scenedesmus sp. NREL 46B-D3], KAF6250910.1 Lecithin_cholesterol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062720.1 PLA2G15 [Scenedesmus sp. PABB004]
N3.HOG0001384	OG0000725	n12									KAF6239172.1 Lecithin_cholesterol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068150.1 PLA2G15 [Scenedesmus sp. PABB004]
N3.HOG0001385	OG0000726	n1									KAF6252850.1 putative steroid-binding protein 3-like protein [Scenedesmus sp. NREL 46B-D3], KAF6250928.1 cytochrome b5-like heme/steroid binding domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255702.1 cytochrome b5-like heme/steroid binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001386	OG0000726	n8									KAF6263176.1 hypothetical protein COO60DRAFT_1470402 [Scenedesmus sp. NREL 46B-D3], KAF6263177.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072518.1 hypothetical protein HT031_000178 [Scenedesmus sp. PABB004]
N3.HOG0001387	OG0000728	n0									KAF6258594.1 hypothetical protein COO60DRAFT_1101657 [Scenedesmus sp. NREL 46B-D3], KAF6260039.1 SGNH hydrolase-type esterase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260040.1 hypothetical protein COO60DRAFT_929522 [Scenedesmus sp. NREL 46B-D3], KAF6264558.1 hypothetical protein COO60DRAFT_70863 [Scenedesmus sp. NREL 46B-D3], KAF6258083.1 hypothetical protein COO60DRAFT_1520697 [Scenedesmus sp. NREL 46B-D3], KAF6260583.1 hypothetical protein COO60DRAFT_1700292 [Scenedesmus sp. NREL 46B-D3], KAF6251720.1 hypothetical protein COO60DRAFT_1557999 [Scenedesmus sp. NREL 46B-D3], KAF6250340.1 hypothetical protein COO60DRAFT_1465698 [Scenedesmus sp. NREL 46B-D3], KAF6254129.1 hypothetical protein COO60DRAFT_1462864 [Scenedesmus sp. NREL 46B-D3], KAF6260584.1 hypothetical protein COO60DRAFT_885635 [Scenedesmus sp. NREL 46B-D3], KAF6251721.1 hypothetical protein COO60DRAFT_593804 [Scenedesmus sp. NREL 46B-D3], KAF6261146.1 hypothetical protein COO60DRAFT_1625477 [Scenedesmus sp. NREL 46B-D3], KAF6261151.1 hypothetical protein COO60DRAFT_811472 [Scenedesmus sp. NREL 46B-D3], KAF6257791.1 hypothetical protein COO60DRAFT_1522163 [Scenedesmus sp. NREL 46B-D3]	KAF8064555.1 pbpX [Scenedesmus sp. PABB004]
N3.HOG0001388	OG0000729	n1									KAF6262135.1 hypothetical protein COO60DRAFT_675011 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001389	OG0000729	n6									KAF6253848.1 hypothetical protein COO60DRAFT_1703625 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001390	OG0000730	n0									KAF6256171.1 U4/U6 small nuclear ribonucleoprotein [Scenedesmus sp. NREL 46B-D3]	KAF8061075.1 PRP31 [Scenedesmus sp. PABB004]
N3.HOG0001391	OG0000731	n0									KAF6254169.1 solute carrier family 35 member C2 [Scenedesmus sp. NREL 46B-D3], KAF6252638.1 phosphate/phosphoenolpyruvate translocator protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001392	OG0000732	n0									KAF6242159.1 transcription factor S-II_ central domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242161.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242162.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068353.1 ttuB [Scenedesmus sp. PABB004]
N3.HOG0001393	OG0000733	n3									KAF6259470.1 hypothetical protein COO60DRAFT_1294852 [Scenedesmus sp. NREL 46B-D3], KAF6257483.1 hypothetical protein COO60DRAFT_1295810 [Scenedesmus sp. NREL 46B-D3]	KAF8068413.1 hypothetical protein HT031_002102 [Scenedesmus sp. PABB004]
N3.HOG0001394	OG0000733	n5									KAF6264540.1 phospholipid methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001395	OG0000734	n0									KAF6262490.1 hypothetical protein COO60DRAFT_1699221 [Scenedesmus sp. NREL 46B-D3]	KAF8073060.1 mdn1 [Scenedesmus sp. PABB004]
N3.HOG0001396	OG0000735	n0									KAF6259735.1 TBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065437.1 hypothetical protein HT031_003038 [Scenedesmus sp. PABB004]
N3.HOG0001397	OG0000736	n3									KAF6266026.1 hypothetical protein COO60DRAFT_639825 [Scenedesmus sp. NREL 46B-D3], KAF6266774.1 hypothetical protein COO60DRAFT_1697249 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001398	OG0000736	n11									KAF6264250.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8056356.1 hypothetical protein HT031_006355 [Scenedesmus sp. PABB004]
N3.HOG0001399	OG0000736	n12									KAF6266007.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8059430.1 Chlorophyllase-1 [Scenedesmus sp. PABB004]
N3.HOG0001400	OG0000737	n1									KAF6263612.1 hypothetical protein COO60DRAFT_1667179 [Scenedesmus sp. NREL 46B-D3], KAF6263616.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072562.1 hypothetical protein HT031_000222 [Scenedesmus sp. PABB004]
N3.HOG0001401	OG0000737	n5									KAF6258580.1 peptidase family C78-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8064550.1 Ufm1-specific protease [Scenedesmus sp. PABB004]
N3.HOG0001402	OG0000738	n1									KAF6251954.1 acid phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001403	OG0000738	n8									KAF6250768.1 chloroplast photosystem I subunit N [Scenedesmus sp. NREL 46B-D3]	KAF8055286.1 hypothetical protein HT031_006812 [Scenedesmus sp. PABB004]
N3.HOG0001404	OG0000739	n0									KAF6260335.1 hypothetical protein COO60DRAFT_1700345 [Scenedesmus sp. NREL 46B-D3]	KAF8073192.1 NCA1 [Scenedesmus sp. PABB004]
N3.HOG0001405	OG0000740	n0									KAF6265296.1 phosphoglycerate mutase-related protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001406	OG0000741	n0									KAF6256737.1 hexokinase [Scenedesmus sp. NREL 46B-D3]	KAF8070974.1 HXK1 [Scenedesmus sp. PABB004]
N3.HOG0001407	OG0000742	n1									KAF6265174.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264928.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256735.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001408	OG0000742	n10									KAF6255678.1 high-affinity nitrate transporter 2.1-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8054878.1 NRT2.2 [Scenedesmus sp. PABB004]
N3.HOG0001409	OG0000743	n0									KAF6257101.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6257099.1 hypothetical protein COO60DRAFT_40188 [Scenedesmus sp. NREL 46B-D3]	KAF8064605.1 abhd17c [Scenedesmus sp. PABB004]
N3.HOG0001410	OG0000744	n6									KAF6253486.1 hypothetical protein COO60DRAFT_416932 [Scenedesmus sp. NREL 46B-D3]	KAF8067147.1 GTE1 [Scenedesmus sp. PABB004]
N3.HOG0001411	OG0000744	n8									KAF6262042.1 hypothetical protein COO60DRAFT_687772 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001412	OG0000745	n0									KAF6254589.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6260152.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6260150.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6255666.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3]	KAF8062723.1 Heat shock 22 kDa protein [Scenedesmus sp. PABB004], KAF8062724.1 Heat shock 22 kDa protein [Scenedesmus sp. PABB004]
N3.HOG0001413	OG0000746	n1									KAF6263190.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8072525.1 SPBC3B9.04 [Scenedesmus sp. PABB004]
N3.HOG0001414	OG0000746	n6									KAF6265253.1 hypothetical protein COO60DRAFT_1623921 [Scenedesmus sp. NREL 46B-D3], KAF6265255.1 hypothetical protein COO60DRAFT_1457162 [Scenedesmus sp. NREL 46B-D3]	KAF8069548.1 TTC28 [Scenedesmus sp. PABB004]
N3.HOG0001415	OG0000747	n0									KAF6264347.1 Qc-SNARE_ Tlg1/Syntaxin 6-family [Scenedesmus sp. NREL 46B-D3]	KAF8060493.1 SYP61 [Scenedesmus sp. PABB004]
N3.HOG0001416	OG0000748	n3									KAF6264911.1 hypothetical protein COO60DRAFT_1633973 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001417	OG0000748	n10									KAF6258169.1 hypothetical protein COO60DRAFT_1143556 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001418	OG0000748	n11									KAF6258621.1 hypothetical protein COO60DRAFT_1701275 [Scenedesmus sp. NREL 46B-D3]	KAF8056742.1 hypothetical protein HT031_006240 [Scenedesmus sp. PABB004]
N3.HOG0001419	OG0000749	n0									KAF6250643.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248259.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248260.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248261.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248258.1 cystathione beta lyase [Scenedesmus sp. NREL 46B-D3]	KAF8058082.1 cystathionine beta-lyase [Scenedesmus sp. PABB004]
N3.HOG0001420	OG0000750	n0									KAF6254661.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254664.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058950.1 AGO1 [Scenedesmus sp. PABB004]
N3.HOG0001421	OG0000751	n0									KAF6253148.1 aspartic proteinase [Scenedesmus sp. NREL 46B-D3]	KAF8057898.1 hypothetical protein HT031_005844 [Scenedesmus sp. PABB004], KAF8061058.1 hypothetical protein HT031_004518 [Scenedesmus sp. PABB004], KAF8061063.1 hypothetical protein HT031_004523 [Scenedesmus sp. PABB004], KAF8065810.1 hypothetical protein HT031_002870 [Scenedesmus sp. PABB004], KAF8069695.1 hypothetical protein HT031_001812 [Scenedesmus sp. PABB004], KAF8060302.1 APA1 [Scenedesmus sp. PABB004]
N3.HOG0001422	OG0000752	n2									KAF6253572.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	KAF8072423.1 HISN6B [Scenedesmus sp. PABB004]
N3.HOG0001423	OG0000752	n8									KAF6266668.1 Vps54-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072927.1 VPS54 [Scenedesmus sp. PABB004]
N3.HOG0001424	OG0000753	n0									KAF6261754.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6251499.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261753.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261752.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3]	KAF8062970.1 Succinate--CoA ligase [ADP-forming] subunit beta [Scenedesmus sp. PABB004]
N3.HOG0001425	OG0000754	n1									KAF6254337.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	KAF8065801.1 ASP1 [Scenedesmus sp. PABB004]
N3.HOG0001426	OG0000754	n6									KAF6265435.1 aspartate aminotransferase [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001427	OG0000755	n0										KAF8069456.1 hypothetical protein HT031_001572 [Scenedesmus sp. PABB004]
N3.HOG0001428	OG0000756	n0									KAF6250527.1 hypothetical protein COO60DRAFT_1465293 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001429	OG0000757	n1									KAF6253363.1 hypothetical protein COO60DRAFT_1547131 [Scenedesmus sp. NREL 46B-D3]	KAF8071179.1 ALA8 [Scenedesmus sp. PABB004]
N3.HOG0001430	OG0000757	n3									KAF6257786.1 ATPase_ phospholipid transporter [Scenedesmus sp. NREL 46B-D3]	KAF8063036.1 ATP8B4 [Scenedesmus sp. PABB004]
N3.HOG0001431	OG0000758	n8									KAF6266193.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057854.1 ttll6 [Scenedesmus sp. PABB004]
N3.HOG0001432	OG0000758	n9									KAF6262781.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254948.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266673.1 putative tubulin polyglutamylase TTLL1-like protein [Scenedesmus sp. NREL 46B-D3], KAF6260795.1 tubulin tyrosine ligase-like family_ member 9 [Scenedesmus sp. NREL 46B-D3]	KAF8063863.1 Ttll9 [Scenedesmus sp. PABB004]
N3.HOG0001433	OG0000759	n2									KAF6263461.1 hypothetical protein COO60DRAFT_411504 [Scenedesmus sp. NREL 46B-D3]	KAF8055843.1 hypothetical protein HT031_006618 [Scenedesmus sp. PABB004]
N3.HOG0001434	OG0000759	n5									KAF6253023.1 Lipin/Ned1/Smp2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073074.1 PAH2 [Scenedesmus sp. PABB004]
N3.HOG0001435	OG0000759	n6									KAF6253024.1 lipin_ N-terminal conserved region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073075.1 hypothetical protein HT031_000736 [Scenedesmus sp. PABB004], KAF8073067.1 hypothetical protein HT031_000728 [Scenedesmus sp. PABB004]
N3.HOG0001436	OG0000760	n0									KAF6259536.1 hypothetical protein COO60DRAFT_1003924 [Scenedesmus sp. NREL 46B-D3]	KAF8072700.1 PUX13 [Scenedesmus sp. PABB004]
N3.HOG0001437	OG0000761	n0									KAF6266378.1 glycosyl transferase [Scenedesmus sp. NREL 46B-D3]	KAF8057928.1 hypothetical protein HT031_005874 [Scenedesmus sp. PABB004]
N3.HOG0001438	OG0000762	n1									KAF6261460.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001439	OG0000762	n10									KAF6255982.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001440	OG0000763	n0									KAF6265250.1 hypothetical protein COO60DRAFT_1036415 [Scenedesmus sp. NREL 46B-D3]	KAF8069551.1 UBA2 [Scenedesmus sp. PABB004]
N3.HOG0001441	OG0000764	n0									KAF6261803.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6258457.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6261802.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8058334.1 VTE4 [Scenedesmus sp. PABB004]
N3.HOG0001442	OG0000765	n0									KAF6260029.1 hypothetical protein COO60DRAFT_940116 [Scenedesmus sp. NREL 46B-D3]	KAF8062916.1 relA [Scenedesmus sp. PABB004]
N3.HOG0001443	OG0000766	n1									KAF6261770.1 hypothetical protein COO60DRAFT_721674 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001444	OG0000766	n4									KAF6266547.1 GMC oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266548.1 GMC oxidoreductase-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001445	OG0000767	n3									KAF6254569.1 hypothetical protein COO60DRAFT_1296994 [Scenedesmus sp. NREL 46B-D3]	KAF8068336.1 hypothetical protein HT031_002024 [Scenedesmus sp. PABB004]
N3.HOG0001446	OG0000767	n5									KAF6263159.1 hypothetical protein COO60DRAFT_1635386 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001447	OG0000768	n0									KAF6260637.1 hypothetical protein COO60DRAFT_1269269_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8067365.1 hypothetical protein HT031_002413 [Scenedesmus sp. PABB004]
N3.HOG0001448	OG0000769	n0									KAF6255296.1 hypothetical protein COO60DRAFT_1471217 [Scenedesmus sp. NREL 46B-D3]	KAF8057108.1 RER4 [Scenedesmus sp. PABB004]
N3.HOG0001449	OG0000770	n0									KAF6256742.1 galactose mutarotase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070973.1 putative glucose-6-phosphate 1-epimerase [Scenedesmus sp. PABB004]
N3.HOG0001450	OG0000771	n1									KAF6257303.1 N-terminal domain of NEFA-interacting nuclear protein NIP30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001451	OG0000771	n9									KAF6257460.1 growth-arrest-specific micro-tubule binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001452	OG0000772	n0									KAF6266382.1 pyruvate-formate lyase [Scenedesmus sp. NREL 46B-D3], KAF6253614.1 pyruvate-formate lyase [Scenedesmus sp. NREL 46B-D3]	KAF8070902.1 pflB [Scenedesmus sp. PABB004]
N3.HOG0001453	OG0000773	n2									KAF6259000.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001454	OG0000773	n12									KAF6259001.1 LrgB-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001455	OG0000774	n0									KAF6264870.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254095.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6265393.1 hypothetical protein COO60DRAFT_1623981 [Scenedesmus sp. NREL 46B-D3]	KAF8069541.1 ATG101 [Scenedesmus sp. PABB004]
N3.HOG0001456	OG0000775	n8									KAF6257465.1 hypothetical protein COO60DRAFT_1271359 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001457	OG0000775	n9									KAF6260356.1 hypothetical protein COO60DRAFT_1269502 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0001458	OG0000775	n11									KAF6257447.1 transcription factor [Scenedesmus sp. NREL 46B-D3]	KAF8068427.1 hypothetical protein HT031_002116 [Scenedesmus sp. PABB004]
N3.HOG0001459	OG0000776	n0									KAF6260964.1 hypothetical protein COO60DRAFT_1269089 [Scenedesmus sp. NREL 46B-D3]	KAF8072742.1 hypothetical protein HT031_000402 [Scenedesmus sp. PABB004]
N3.HOG0001460	OG0000777	n0									KAF6263137.1 glyoxylase family protein [Scenedesmus sp. NREL 46B-D3]	KAF8072499.1 Zinc finger CCCH domain-containing protein 10 [Scenedesmus sp. PABB004]
N3.HOG0001461	OG0000778	n0									KAF6252259.1 hypothetical protein COO60DRAFT_1297946 [Scenedesmus sp. NREL 46B-D3], KAF6250652.1 hypothetical protein COO60DRAFT_777883 [Scenedesmus sp. NREL 46B-D3]	
