Orthogroup	Auxenochlorella_protothecoides	Chlorella_VariabilisNC64A
OG0000385	RMZ56670.1 hypothetical protein APUTEX25_002759_ partial [Auxenochlorella protothecoides]	XP_005843156.1 hypothetical protein CHLNCDRAFT_141564 [Chlorella variabilis]
OG0000386	RMZ57097.1 hypothetical protein APUTEX25_002329_ partial [Auxenochlorella protothecoides]	XP_005851161.1 hypothetical protein CHLNCDRAFT_137776 [Chlorella variabilis]
OG0000387	RMZ57209.1 hypothetical protein APUTEX25_004043_ partial [Auxenochlorella protothecoides]	XP_005846658.1 hypothetical protein CHLNCDRAFT_135352_ partial [Chlorella variabilis]
OG0000388	RMZ57239.1 hypothetical protein APUTEX25_004073_ partial [Auxenochlorella protothecoides]	XP_005844539.1 hypothetical protein CHLNCDRAFT_138964 [Chlorella variabilis]
OG0000388	RMZ57455.1 hypothetical protein APUTEX25_004289 [Auxenochlorella protothecoides]	XP_005843549.1 hypothetical protein CHLNCDRAFT_55078 [Chlorella variabilis]
OG0000389	RMZ57361.1 hypothetical protein APUTEX25_004195 [Auxenochlorella protothecoides]	XP_005851473.1 hypothetical protein CHLNCDRAFT_137841 [Chlorella variabilis]
OG0000389	RMZ57434.1 hypothetical protein APUTEX25_004268 [Auxenochlorella protothecoides]	XP_005844949.1 hypothetical protein CHLNCDRAFT_138311 [Chlorella variabilis]
OG0000390	RMZ57399.1 hypothetical protein APUTEX25_004233 [Auxenochlorella protothecoides]	XP_005844467.1 hypothetical protein CHLNCDRAFT_138794 [Chlorella variabilis], XP_005844468.1 hypothetical protein CHLNCDRAFT_138795 [Chlorella variabilis]
OG0000391	RMZ57522.1 hypothetical protein APUTEX25_003765 [Auxenochlorella protothecoides]	XP_005851096.1 hypothetical protein CHLNCDRAFT_137630 [Chlorella variabilis], XP_005851386.1 hypothetical protein CHLNCDRAFT_137622 [Chlorella variabilis]
OG0000392	RMZ57681.1 hypothetical protein APUTEX25_001881_ partial [Auxenochlorella protothecoides]	XP_005851585.1 hypothetical protein CHLNCDRAFT_48490 [Chlorella variabilis]
OG0000404	RMZ52095.1 hypothetical protein APUTEX25_001289 [Auxenochlorella protothecoides]	XP_005847137.1 hypothetical protein CHLNCDRAFT_24051 [Chlorella variabilis]
OG0000404	RMZ54055.1 hypothetical protein APUTEX25_002632 [Auxenochlorella protothecoides]	XP_005848552.1 hypothetical protein CHLNCDRAFT_10627_ partial [Chlorella variabilis]
OG0000405	RMZ52096.1 hypothetical protein APUTEX25_001290 [Auxenochlorella protothecoides]	XP_005849429.1 hypothetical protein CHLNCDRAFT_143971 [Chlorella variabilis]
OG0000406	RMZ55462.1 hypothetical protein APUTEX25_003586_ partial [Auxenochlorella protothecoides]	XP_005846894.1 hypothetical protein CHLNCDRAFT_52747 [Chlorella variabilis]
OG0000407	RMZ52135.1 hypothetical protein APUTEX25_001525 [Auxenochlorella protothecoides]	XP_005842866.1 hypothetical protein CHLNCDRAFT_59450 [Chlorella variabilis]
OG0000408	RMZ56791.1 hypothetical protein APUTEX25_002880 [Auxenochlorella protothecoides]	XP_005845028.1 hypothetical protein CHLNCDRAFT_137251 [Chlorella variabilis]
OG0000409	RMZ53991.1 hypothetical protein APUTEX25_002568 [Auxenochlorella protothecoides]	XP_005843995.1 hypothetical protein CHLNCDRAFT_139487 [Chlorella variabilis]
OG0000409	RMZ52355.1 hypothetical protein APUTEX25_000630_ partial [Auxenochlorella protothecoides]	XP_005844689.1 hypothetical protein CHLNCDRAFT_49080 [Chlorella variabilis], XP_005851829.1 hypothetical protein CHLNCDRAFT_56532 [Chlorella variabilis]
OG0000410	RMZ52363.1 hypothetical protein APUTEX25_000638 [Auxenochlorella protothecoides]	XP_005842660.1 hypothetical protein CHLNCDRAFT_138759_ partial [Chlorella variabilis]
OG0000411	RMZ52370.1 hypothetical protein APUTEX25_000645 [Auxenochlorella protothecoides]	XP_005852225.1 expressed protein_ partial [Chlorella variabilis]
OG0000412	RMZ52499.1 hypothetical protein APUTEX25_003642 [Auxenochlorella protothecoides]	XP_005843796.1 hypothetical protein CHLNCDRAFT_139944 [Chlorella variabilis]
OG0000413	RMZ54032.1 hypothetical protein APUTEX25_002609 [Auxenochlorella protothecoides]	XP_005848353.1 hypothetical protein CHLNCDRAFT_35190 [Chlorella variabilis]
OG0000413	RMZ52538.1 hypothetical protein APUTEX25_003681 [Auxenochlorella protothecoides]	XP_005849748.1 hypothetical protein CHLNCDRAFT_48629 [Chlorella variabilis]
OG0000414	RMZ57376.1 hypothetical protein APUTEX25_004210_ partial [Auxenochlorella protothecoides]	XP_005852062.1 hypothetical protein CHLNCDRAFT_133059 [Chlorella variabilis]
OG0000414	RMZ54733.1 hypothetical protein APUTEX25_003111 [Auxenochlorella protothecoides], RMZ52720.1 hypothetical protein APUTEX25_000839 [Auxenochlorella protothecoides], RMZ56304.1 hypothetical protein APUTEX25_000543 [Auxenochlorella protothecoides], RMZ53005.1 hypothetical protein APUTEX25_001124_ partial [Auxenochlorella protothecoides]	XP_005843950.1 hypothetical protein CHLNCDRAFT_37217 [Chlorella variabilis]
OG0000415	RMZ52742.1 hypothetical protein APUTEX25_000861 [Auxenochlorella protothecoides]	XP_005843073.1 hypothetical protein CHLNCDRAFT_28531 [Chlorella variabilis]
OG0000415	RMZ54000.1 hypothetical protein APUTEX25_002577_ partial [Auxenochlorella protothecoides]	XP_005848408.1 hypothetical protein CHLNCDRAFT_144716 [Chlorella variabilis], XP_005846782.1 hypothetical protein CHLNCDRAFT_135296 [Chlorella variabilis]
OG0000416	RMZ52842.1 hypothetical protein APUTEX25_000961 [Auxenochlorella protothecoides]	XP_005851977.1 hypothetical protein CHLNCDRAFT_49305 [Chlorella variabilis]
OG0000416	RMZ53914.1 hypothetical protein APUTEX25_004939 [Auxenochlorella protothecoides]	XP_005852109.1 hypothetical protein CHLNCDRAFT_133175 [Chlorella variabilis]
OG0000418	RMZ52947.1 hypothetical protein APUTEX25_001066_ partial [Auxenochlorella protothecoides]	XP_005849660.1 hypothetical protein CHLNCDRAFT_34770 [Chlorella variabilis]
OG0000419	RMZ52957.1 hypothetical protein APUTEX25_001076 [Auxenochlorella protothecoides]	XP_005842770.1 hypothetical protein CHLNCDRAFT_28877_ partial [Chlorella variabilis]
OG0000420	RMZ53119.1 hypothetical protein APUTEX25_005108 [Auxenochlorella protothecoides], RMZ53957.1 hypothetical protein APUTEX25_002534 [Auxenochlorella protothecoides]	XP_005852239.1 hypothetical protein CHLNCDRAFT_56592 [Chlorella variabilis], XP_005846324.1 hypothetical protein CHLNCDRAFT_36096 [Chlorella variabilis]
OG0000421	RMZ53124.1 hypothetical protein APUTEX25_005113 [Auxenochlorella protothecoides]	XP_005846968.1 hypothetical protein CHLNCDRAFT_134943 [Chlorella variabilis]
OG0000421	RMZ54110.1 hypothetical protein APUTEX25_002687 [Auxenochlorella protothecoides]	XP_005849804.1 hypothetical protein CHLNCDRAFT_59626 [Chlorella variabilis]
OG0000422	RMZ53131.1 hypothetical protein APUTEX25_005120_ partial [Auxenochlorella protothecoides]	XP_005850935.1 hypothetical protein CHLNCDRAFT_59583 [Chlorella variabilis]
OG0000423	RMZ53199.1 hypothetical protein APUTEX25_005188 [Auxenochlorella protothecoides]	XP_005845688.1 hypothetical protein CHLNCDRAFT_56262 [Chlorella variabilis]
OG0000423	RMZ53747.1 hypothetical protein APUTEX25_003886 [Auxenochlorella protothecoides]	XP_005845046.1 hypothetical protein CHLNCDRAFT_32311_ partial [Chlorella variabilis]
OG0000424	RMZ57388.1 hypothetical protein APUTEX25_004222 [Auxenochlorella protothecoides]	XP_005844462.1 hypothetical protein CHLNCDRAFT_138776 [Chlorella variabilis]
OG0000425	RMZ53340.1 hypothetical protein APUTEX25_004828 [Auxenochlorella protothecoides]	XP_005846724.1 hypothetical protein CHLNCDRAFT_135156 [Chlorella variabilis]
OG0000426	RMZ53377.1 hypothetical protein APUTEX25_004865_ partial [Auxenochlorella protothecoides]	XP_005846273.1 hypothetical protein CHLNCDRAFT_135599 [Chlorella variabilis]
OG0000427	RMZ56004.1 hypothetical protein APUTEX25_004428 [Auxenochlorella protothecoides]	XP_005849708.1 hypothetical protein CHLNCDRAFT_20797 [Chlorella variabilis]
OG0000427	RMZ53399.1 hypothetical protein APUTEX25_004887_ partial [Auxenochlorella protothecoides]	XP_005849967.1 hypothetical protein CHLNCDRAFT_143333 [Chlorella variabilis]
OG0000428	RMZ53525.1 hypothetical protein APUTEX25_003347_ partial [Auxenochlorella protothecoides]	XP_005849867.1 hypothetical protein CHLNCDRAFT_143079 [Chlorella variabilis], XP_005844945.1 hypothetical protein CHLNCDRAFT_138295 [Chlorella variabilis], XP_005852111.1 expressed protein [Chlorella variabilis], XP_005844946.1 hypothetical protein CHLNCDRAFT_138296 [Chlorella variabilis]
OG0000429	RMZ53694.1 hypothetical protein APUTEX25_003228 [Auxenochlorella protothecoides]	XP_005846382.1 hypothetical protein CHLNCDRAFT_58327 [Chlorella variabilis]
OG0000429	RMZ55152.1 hypothetical protein APUTEX25_005430_ partial [Auxenochlorella protothecoides]	XP_005846556.1 hypothetical protein CHLNCDRAFT_56232 [Chlorella variabilis]
OG0000430	RMZ53703.1 hypothetical protein APUTEX25_003237_ partial [Auxenochlorella protothecoides]	XP_005844653.1 hypothetical protein CHLNCDRAFT_138525 [Chlorella variabilis]
OG0000431	RMZ53709.1 hypothetical protein APUTEX25_003243_ partial [Auxenochlorella protothecoides]	XP_005849442.1 hypothetical protein CHLNCDRAFT_142698 [Chlorella variabilis]
OG0000432	RMZ54554.1 hypothetical protein APUTEX25_002129 [Auxenochlorella protothecoides]	XP_005849879.1 hypothetical protein CHLNCDRAFT_20786 [Chlorella variabilis]
OG0000433	RMZ53829.1 hypothetical protein APUTEX25_003968_ partial [Auxenochlorella protothecoides]	XP_005843672.1 hypothetical protein CHLNCDRAFT_27784 [Chlorella variabilis]
OG0000433	RMZ57326.1 hypothetical protein APUTEX25_004160 [Auxenochlorella protothecoides]	XP_005845932.1 hypothetical protein CHLNCDRAFT_13086_ partial [Chlorella variabilis]
OG0000434	RMZ53846.1 hypothetical protein APUTEX25_005592 [Auxenochlorella protothecoides]	XP_005851347.1 hypothetical protein CHLNCDRAFT_50121 [Chlorella variabilis], XP_005851346.1 hypothetical protein CHLNCDRAFT_138237 [Chlorella variabilis]
OG0000435	RMZ57724.1 hypothetical protein APUTEX25_000567_ partial [Auxenochlorella protothecoides]	XP_005850295.1 hypothetical protein CHLNCDRAFT_142040 [Chlorella variabilis]
OG0000435	RMZ53903.1 hypothetical protein APUTEX25_004774 [Auxenochlorella protothecoides]	XP_005850041.1 hypothetical protein CHLNCDRAFT_142036 [Chlorella variabilis]
OG0000436	RMZ53992.1 hypothetical protein APUTEX25_002569 [Auxenochlorella protothecoides]	XP_005852211.1 hypothetical protein CHLNCDRAFT_133452 [Chlorella variabilis], XP_005849637.1 hypothetical protein CHLNCDRAFT_21385_ partial [Chlorella variabilis]
OG0000437	RMZ54041.1 hypothetical protein APUTEX25_002618 [Auxenochlorella protothecoides]	XP_005847797.1 hypothetical protein CHLNCDRAFT_133971 [Chlorella variabilis], XP_005847634.1 hypothetical protein CHLNCDRAFT_23377_ partial [Chlorella variabilis], XP_005847630.1 hypothetical protein CHLNCDRAFT_52345 [Chlorella variabilis]
OG0000438	RMZ55136.1 hypothetical protein APUTEX25_005414 [Auxenochlorella protothecoides]	XP_005847358.1 expressed protein [Chlorella variabilis]
OG0000438	RMZ54128.1 hypothetical protein APUTEX25_005284 [Auxenochlorella protothecoides]	XP_005846202.1 hypothetical protein CHLNCDRAFT_136236 [Chlorella variabilis]
OG0000439	RMZ54152.1 hypothetical protein APUTEX25_005308 [Auxenochlorella protothecoides]	XP_005848438.1 hypothetical protein CHLNCDRAFT_144797 [Chlorella variabilis]
OG0000440	RMZ54228.1 hypothetical protein APUTEX25_000579 [Auxenochlorella protothecoides]	XP_005842947.1 hypothetical protein CHLNCDRAFT_28672_ partial [Chlorella variabilis]
OG0000441	RMZ54366.1 hypothetical protein APUTEX25_001942_ partial [Auxenochlorella protothecoides]	XP_005847391.1 hypothetical protein CHLNCDRAFT_52469 [Chlorella variabilis], XP_005846339.1 hypothetical protein CHLNCDRAFT_25065_ partial [Chlorella variabilis]
OG0000442	RMZ54398.1 hypothetical protein APUTEX25_001974 [Auxenochlorella protothecoides]	XP_005852072.1 hypothetical protein CHLNCDRAFT_6734_ partial [Chlorella variabilis]
OG0000443	RMZ54734.1 hypothetical protein APUTEX25_003112 [Auxenochlorella protothecoides]	XP_005844006.1 hypothetical protein CHLNCDRAFT_27314 [Chlorella variabilis], XP_005844009.1 hypothetical protein CHLNCDRAFT_54762 [Chlorella variabilis], XP_005844004.1 hypothetical protein CHLNCDRAFT_139527 [Chlorella variabilis]
OG0000444	RMZ54780.1 hypothetical protein APUTEX25_000297 [Auxenochlorella protothecoides]	XP_005844514.1 hypothetical protein CHLNCDRAFT_13804_ partial [Chlorella variabilis]
OG0000445	RMZ54928.1 hypothetical protein APUTEX25_000445_ partial [Auxenochlorella protothecoides]	XP_005849084.1 hypothetical protein CHLNCDRAFT_143584 [Chlorella variabilis]
OG0000446	RMZ55066.1 hypothetical protein APUTEX25_005692 [Auxenochlorella protothecoides], RMZ56155.1 hypothetical protein APUTEX25_004579 [Auxenochlorella protothecoides]	XP_005849694.1 hypothetical protein CHLNCDRAFT_20970_ partial [Chlorella variabilis]
OG0000447	RMZ55248.1 hypothetical protein APUTEX25_005526_ partial [Auxenochlorella protothecoides]	XP_005843065.1 hypothetical protein CHLNCDRAFT_141593 [Chlorella variabilis]
OG0000447	RMZ55349.1 hypothetical protein APUTEX25_003487 [Auxenochlorella protothecoides]	XP_005847107.1 hypothetical protein CHLNCDRAFT_58072 [Chlorella variabilis]
OG0000448	RMZ55249.1 hypothetical protein APUTEX25_005527_ partial [Auxenochlorella protothecoides]	XP_005849268.1 hypothetical protein CHLNCDRAFT_57374 [Chlorella variabilis]
OG0000449	RMZ55262.1 hypothetical protein APUTEX25_005540_ partial [Auxenochlorella protothecoides]	XP_005851351.1 hypothetical protein CHLNCDRAFT_19196 [Chlorella variabilis], XP_005851646.1 hypothetical protein CHLNCDRAFT_19379_ partial [Chlorella variabilis]
OG0000450	RMZ55301.1 hypothetical protein APUTEX25_003439 [Auxenochlorella protothecoides]	XP_005846931.1 hypothetical protein CHLNCDRAFT_23974_ partial [Chlorella variabilis], XP_005852187.1 hypothetical protein CHLNCDRAFT_133394 [Chlorella variabilis]
OG0000451	RMZ55320.1 hypothetical protein APUTEX25_003458 [Auxenochlorella protothecoides]	XP_005846956.1 hypothetical protein CHLNCDRAFT_134911 [Chlorella variabilis]
OG0000452	RMZ57028.1 hypothetical protein APUTEX25_002260_ partial [Auxenochlorella protothecoides]	XP_005850888.1 hypothetical protein CHLNCDRAFT_56887 [Chlorella variabilis]
OG0000453	RMZ55360.1 hypothetical protein APUTEX25_002218 [Auxenochlorella protothecoides]	XP_005849895.1 hypothetical protein CHLNCDRAFT_34758 [Chlorella variabilis]
OG0000453	RMZ55364.1 hypothetical protein APUTEX25_002222 [Auxenochlorella protothecoides]	XP_005849896.1 hypothetical protein CHLNCDRAFT_143148 [Chlorella variabilis]
OG0000454	RMZ55404.1 hypothetical protein APUTEX25_003528 [Auxenochlorella protothecoides]	XP_005849992.1 expressed protein_ partial [Chlorella variabilis]
OG0000455	RMZ55403.1 hypothetical protein APUTEX25_003527_ partial [Auxenochlorella protothecoides]	XP_005843906.1 hypothetical protein CHLNCDRAFT_27668_ partial [Chlorella variabilis]
OG0000455	RMZ55435.1 hypothetical protein APUTEX25_003559_ partial [Auxenochlorella protothecoides]	XP_005843905.1 hypothetical protein CHLNCDRAFT_59136 [Chlorella variabilis]
OG0000456	RMZ55507.1 hypothetical protein APUTEX25_000090 [Auxenochlorella protothecoides]	XP_005848775.1 hypothetical protein CHLNCDRAFT_144542 [Chlorella variabilis]
OG0000457	RMZ55515.1 hypothetical protein APUTEX25_000098 [Auxenochlorella protothecoides]	XP_005850677.1 hypothetical protein CHLNCDRAFT_34199 [Chlorella variabilis]
OG0000458	RMZ55617.1 hypothetical protein APUTEX25_000200_ partial [Auxenochlorella protothecoides]	XP_005849808.1 hypothetical protein CHLNCDRAFT_30376 [Chlorella variabilis]
OG0000459	RMZ55697.1 hypothetical protein APUTEX25_005738 [Auxenochlorella protothecoides]	XP_005850662.1 hypothetical protein CHLNCDRAFT_140690 [Chlorella variabilis], XP_005850250.1 hypothetical protein CHLNCDRAFT_141928 [Chlorella variabilis]
OG0000460	RMZ55725.1 hypothetical protein APUTEX25_005766 [Auxenochlorella protothecoides]	XP_005844084.1 hypothetical protein CHLNCDRAFT_139488 [Chlorella variabilis]
OG0000460	RMZ57578.1 hypothetical protein APUTEX25_001778 [Auxenochlorella protothecoides]	XP_005845113.1 hypothetical protein CHLNCDRAFT_59751 [Chlorella variabilis]
OG0000461	RMZ55756.1 hypothetical protein APUTEX25_005797 [Auxenochlorella protothecoides]	XP_005847835.1 hypothetical protein CHLNCDRAFT_134063_ partial [Chlorella variabilis]
OG0000461	RMZ55771.1 hypothetical protein APUTEX25_005812 [Auxenochlorella protothecoides]	XP_005847836.1 hypothetical protein CHLNCDRAFT_23061_ partial [Chlorella variabilis]
OG0000462	RMZ56021.1 hypothetical protein APUTEX25_004445 [Auxenochlorella protothecoides]	XP_005843814.1 hypothetical protein CHLNCDRAFT_139869 [Chlorella variabilis]
OG0000463	RMZ56075.1 hypothetical protein APUTEX25_004499_ partial [Auxenochlorella protothecoides]	XP_005842608.1 hypothetical protein CHLNCDRAFT_142567_ partial [Chlorella variabilis]
OG0000465	RMZ56211.1 hypothetical protein APUTEX25_002401 [Auxenochlorella protothecoides]	XP_005844263.1 hypothetical protein CHLNCDRAFT_7287_ partial [Chlorella variabilis], XP_005851396.1 hypothetical protein CHLNCDRAFT_137645 [Chlorella variabilis]
OG0000466	RMZ56251.1 hypothetical protein APUTEX25_002441 [Auxenochlorella protothecoides]	XP_005847164.1 hypothetical protein CHLNCDRAFT_13061_ partial [Chlorella variabilis], XP_005843652.1 hypothetical protein CHLNCDRAFT_140010 [Chlorella variabilis], XP_005846187.1 hypothetical protein CHLNCDRAFT_25350_ partial [Chlorella variabilis]
OG0000467	RMZ56340.1 hypothetical protein APUTEX25_004697 [Auxenochlorella protothecoides]	XP_005843507.1 hypothetical protein CHLNCDRAFT_33111 [Chlorella variabilis]
OG0000468	RMZ57221.1 hypothetical protein APUTEX25_004055 [Auxenochlorella protothecoides]	XP_005846307.1 GTP-binding protein yptV1 [Chlorella variabilis]
OG0000468	RMZ56355.1 hypothetical protein APUTEX25_004712_ partial [Auxenochlorella protothecoides]	XP_005851611.1 hypothetical protein CHLNCDRAFT_33935 [Chlorella variabilis]
OG0000469	RMZ56818.1 hypothetical protein APUTEX25_002907 [Auxenochlorella protothecoides]	XP_005845145.1 hypothetical protein CHLNCDRAFT_137280 [Chlorella variabilis]
OG0000469	RMZ56542.1 hypothetical protein APUTEX25_001389 [Auxenochlorella protothecoides]	XP_005846124.1 hypothetical protein CHLNCDRAFT_25383 [Chlorella variabilis]
OG0000470	RMZ57656.1 hypothetical protein APUTEX25_001856 [Auxenochlorella protothecoides]	XP_005848387.1 hypothetical protein CHLNCDRAFT_145167 [Chlorella variabilis]
OG0000470	RMZ56552.1 hypothetical protein APUTEX25_001399 [Auxenochlorella protothecoides]	XP_005843941.1 hypothetical protein CHLNCDRAFT_32859 [Chlorella variabilis]
OG0000473	RMZ56931.1 hypothetical protein APUTEX25_004993 [Auxenochlorella protothecoides]	XP_005851149.1 expressed protein [Chlorella variabilis], XP_005851148.1 hypothetical protein CHLNCDRAFT_7805_ partial [Chlorella variabilis], XP_005846862.1 hypothetical protein CHLNCDRAFT_35720 [Chlorella variabilis]
