Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_PABB004
OG0000908	RMZ52988.1 hypothetical protein APUTEX25_001107 [Auxenochlorella protothecoides]	KAF8062805.1 IscA-like protein [Scenedesmus sp. PABB004]
OG0000909	RMZ53303.1 hypothetical protein APUTEX25_004791 [Auxenochlorella protothecoides]	KAF8072641.1 CPN20 [Scenedesmus sp. PABB004]
OG0000912	RMZ54488.1 hypothetical protein APUTEX25_002064_ partial [Auxenochlorella protothecoides], RMZ53472.1 hypothetical protein APUTEX25_003294_ partial [Auxenochlorella protothecoides]	KAF8065480.1 LIG4 [Scenedesmus sp. PABB004]
OG0000913	RMZ53474.1 hypothetical protein APUTEX25_003296_ partial [Auxenochlorella protothecoides]	KAF8061320.1 RNP1 [Scenedesmus sp. PABB004]
OG0000914	RMZ53489.1 hypothetical protein APUTEX25_003311 [Auxenochlorella protothecoides]	KAF8066269.1 hypothetical protein HT031_002592 [Scenedesmus sp. PABB004]
OG0000915	RMZ53498.1 hypothetical protein APUTEX25_003320 [Auxenochlorella protothecoides]	KAF8056477.1 AAE15 [Scenedesmus sp. PABB004]
OG0000916	RMZ53513.1 hypothetical protein APUTEX25_003335 [Auxenochlorella protothecoides], RMZ53510.1 hypothetical protein APUTEX25_003332 [Auxenochlorella protothecoides]	KAF8070940.1 GATA1 [Scenedesmus sp. PABB004]
OG0000917	RMZ53534.1 hypothetical protein APUTEX25_003356 [Auxenochlorella protothecoides]	KAF8067249.1 fetC [Scenedesmus sp. PABB004], KAF8061145.1 fetC [Scenedesmus sp. PABB004], KAF8065842.1 NOB1 [Scenedesmus sp. PABB004]
OG0000919	RMZ53651.1 hypothetical protein APUTEX25_003185 [Auxenochlorella protothecoides]	KAF8060603.1 MRS2-G [Scenedesmus sp. PABB004]
OG0000921	RMZ53733.1 hypothetical protein APUTEX25_003872 [Auxenochlorella protothecoides], RMZ53794.1 hypothetical protein APUTEX25_003933 [Auxenochlorella protothecoides]	KAF8068154.1 hypothetical protein HT031_001840 [Scenedesmus sp. PABB004]
OG0000923	RMZ53791.1 hypothetical protein APUTEX25_003930 [Auxenochlorella protothecoides], RMZ55446.1 hypothetical protein APUTEX25_003570_ partial [Auxenochlorella protothecoides]	KAF8060581.1 TVP38/TMEM64 family protein [Scenedesmus sp. PABB004]
OG0000924	RMZ53854.1 hypothetical protein APUTEX25_005600_ partial [Auxenochlorella protothecoides]	KAF8066392.1 ATG16 [Scenedesmus sp. PABB004]
OG0000925	RMZ53877.1 hypothetical protein APUTEX25_005623 [Auxenochlorella protothecoides]	KAF8064602.1 hypothetical protein HT031_003403 [Scenedesmus sp. PABB004]
OG0000926	RMZ53878.1 hypothetical protein APUTEX25_005624_ partial [Auxenochlorella protothecoides]	KAF8062786.1 CKAP5 [Scenedesmus sp. PABB004]
OG0000927	RMZ56113.1 hypothetical protein APUTEX25_004537_ partial [Auxenochlorella protothecoides], RMZ53891.1 hypothetical protein APUTEX25_005573 [Auxenochlorella protothecoides]	KAF8065776.1 Aadat [Scenedesmus sp. PABB004]
OG0000928	RMZ56864.1 hypothetical protein APUTEX25_002953 [Auxenochlorella protothecoides], RMZ53899.1 hypothetical protein APUTEX25_005581_ partial [Auxenochlorella protothecoides]	KAF8057774.1 acyl-lipid _7-3_-desaturase [Scenedesmus sp. PABB004]
OG0000929	RMZ55059.1 hypothetical protein APUTEX25_005685 [Auxenochlorella protothecoides], RMZ53964.1 hypothetical protein APUTEX25_002541 [Auxenochlorella protothecoides]	KAF8065826.1 haloacid dehalogenase-like protein [Scenedesmus sp. PABB004]
OG0000931	RMZ53993.1 hypothetical protein APUTEX25_002570 [Auxenochlorella protothecoides]	KAF8067229.1 hypothetical protein HT031_002276 [Scenedesmus sp. PABB004]
OG0000933	RMZ54094.1 hypothetical protein APUTEX25_002671 [Auxenochlorella protothecoides], RMZ54092.1 hypothetical protein APUTEX25_002669_ partial [Auxenochlorella protothecoides]	KAF8065534.1 hypothetical protein HT031_003135 [Scenedesmus sp. PABB004]
OG0000934	RMZ54252.1 hypothetical protein APUTEX25_000603_ partial [Auxenochlorella protothecoides]	KAF8057137.1 CSLA3 [Scenedesmus sp. PABB004]
OG0000935	RMZ54426.1 hypothetical protein APUTEX25_002002_ partial [Auxenochlorella protothecoides]	KAF8072438.1 hypothetical protein HT031_000097 [Scenedesmus sp. PABB004]
OG0000937	RMZ54494.1 hypothetical protein APUTEX25_002070 [Auxenochlorella protothecoides]	KAF8069679.1 lkhA [Scenedesmus sp. PABB004]
OG0000938	RMZ54533.1 hypothetical protein APUTEX25_001705 [Auxenochlorella protothecoides], RMZ56598.1 hypothetical protein APUTEX25_004762 [Auxenochlorella protothecoides]	KAF8072599.1 SNAP33 [Scenedesmus sp. PABB004]
OG0000939	RMZ54546.1 hypothetical protein APUTEX25_002121 [Auxenochlorella protothecoides]	KAF8065580.1 GGT2 [Scenedesmus sp. PABB004]
OG0000943	RMZ54730.1 hypothetical protein APUTEX25_003108 [Auxenochlorella protothecoides]	KAF8065491.1 hypothetical protein HT031_003092 [Scenedesmus sp. PABB004]
OG0000944	RMZ54760.1 hypothetical protein APUTEX25_000277 [Auxenochlorella protothecoides]	KAF8055117.1 hypothetical protein HT031_006826 [Scenedesmus sp. PABB004], KAF8065567.1 rluD [Scenedesmus sp. PABB004]
OG0000945	RMZ54804.1 hypothetical protein APUTEX25_000321 [Auxenochlorella protothecoides]	KAF8059717.1 hypothetical protein HT031_005125 [Scenedesmus sp. PABB004]
OG0000946	RMZ54838.1 hypothetical protein APUTEX25_000355_ partial [Auxenochlorella protothecoides]	KAF8065825.1 ydjP [Scenedesmus sp. PABB004]
OG0000947	RMZ57754.1 hypothetical protein APUTEX25_001709_ partial [Auxenochlorella protothecoides], RMZ54850.1 hypothetical protein APUTEX25_000367 [Auxenochlorella protothecoides]	KAF8058309.1 SIS8 [Scenedesmus sp. PABB004]
OG0000948	RMZ54888.1 hypothetical protein APUTEX25_000405_ partial [Auxenochlorella protothecoides]	KAF8072958.1 FAD7 [Scenedesmus sp. PABB004], KAF8065821.1 FAD7 [Scenedesmus sp. PABB004], KAF8060338.1 FAD7 [Scenedesmus sp. PABB004]
OG0000950	RMZ54941.1 hypothetical protein APUTEX25_000458_ partial [Auxenochlorella protothecoides]	KAF8055491.1 lacZ [Scenedesmus sp. PABB004]
OG0000951	RMZ54973.1 hypothetical protein APUTEX25_000490 [Auxenochlorella protothecoides]	KAF8072933.1 HSFA1A [Scenedesmus sp. PABB004]
OG0000952	RMZ55043.1 hypothetical protein APUTEX25_005669_ partial [Auxenochlorella protothecoides]	KAF8061299.1 VAMP726 [Scenedesmus sp. PABB004]
OG0000953	RMZ55121.1 hypothetical protein APUTEX25_005399 [Auxenochlorella protothecoides]	KAF8072948.1 CSN2 [Scenedesmus sp. PABB004]
OG0000955	RMZ55206.1 hypothetical protein APUTEX25_005484 [Auxenochlorella protothecoides]	KAF8061930.1 CPX1 [Scenedesmus sp. PABB004]
OG0000956	RMZ55226.1 hypothetical protein APUTEX25_005504_ partial [Auxenochlorella protothecoides]	KAF8055986.1 ubiquitin-like modifier-activating enzyme 5 [Scenedesmus sp. PABB004]
OG0000957	RMZ55271.1 hypothetical protein APUTEX25_005549 [Auxenochlorella protothecoides], RMZ55281.1 hypothetical protein APUTEX25_005559 [Auxenochlorella protothecoides]	KAF8055404.1 hypothetical protein HT031_006772 [Scenedesmus sp. PABB004], KAF8054729.1 hypothetical protein HT031_006952 [Scenedesmus sp. PABB004]
OG0000958	RMZ57470.1 hypothetical protein APUTEX25_004304_ partial [Auxenochlorella protothecoides], RMZ55298.1 hypothetical protein APUTEX25_003436 [Auxenochlorella protothecoides]	KAF8072466.1 ypel3 [Scenedesmus sp. PABB004]
OG0000959	RMZ55299.1 hypothetical protein APUTEX25_003437 [Auxenochlorella protothecoides]	KAF8055671.1 CMD1 [Scenedesmus sp. PABB004]
OG0000960	RMZ55317.1 hypothetical protein APUTEX25_003455 [Auxenochlorella protothecoides]	KAF8065937.1 Chtf8 [Scenedesmus sp. PABB004]
OG0000961	RMZ55454.1 hypothetical protein APUTEX25_003578_ partial [Auxenochlorella protothecoides], RMZ55458.1 hypothetical protein APUTEX25_003582 [Auxenochlorella protothecoides], RMZ57765.1 hypothetical protein APUTEX25_004325_ partial [Auxenochlorella protothecoides]	KAF8068184.1 Polr3e [Scenedesmus sp. PABB004]
OG0000962	RMZ55456.1 hypothetical protein APUTEX25_003580 [Auxenochlorella protothecoides]	KAF8072920.1 ABCF4 [Scenedesmus sp. PABB004]
OG0000963	RMZ55488.1 hypothetical protein APUTEX25_000071 [Auxenochlorella protothecoides]	KAF8072772.1 atgl-1 [Scenedesmus sp. PABB004]
OG0000964	RMZ55570.1 hypothetical protein APUTEX25_000153 [Auxenochlorella protothecoides]	KAF8066379.1 PHD and RING finger domain-containing protein [Scenedesmus sp. PABB004]
OG0000966	RMZ55594.1 hypothetical protein APUTEX25_000177_ partial [Auxenochlorella protothecoides], RMZ57715.1 hypothetical protein APUTEX25_001915 [Auxenochlorella protothecoides]	KAF8072749.1 TARBP1 [Scenedesmus sp. PABB004]
OG0000967	RMZ55606.1 hypothetical protein APUTEX25_000189 [Auxenochlorella protothecoides]	KAF8055472.1 FMO GS-OX-like 3 [Scenedesmus sp. PABB004], KAF8068234.1 flavin-containing monooxygenase [Scenedesmus sp. PABB004]
OG0000968	RMZ55708.1 hypothetical protein APUTEX25_005749 [Auxenochlorella protothecoides]	KAF8057261.1 RECQL1 [Scenedesmus sp. PABB004]
OG0000969	RMZ55774.1 hypothetical protein APUTEX25_005815_ partial [Auxenochlorella protothecoides]	KAF8060051.1 TMN3 [Scenedesmus sp. PABB004]
OG0000971	RMZ56356.1 hypothetical protein APUTEX25_004713 [Auxenochlorella protothecoides], RMZ55781.1 hypothetical protein APUTEX25_005822_ partial [Auxenochlorella protothecoides]	KAF8067403.1 M3KE1 [Scenedesmus sp. PABB004]
OG0000972	RMZ55817.1 hypothetical protein APUTEX25_003783 [Auxenochlorella protothecoides]	KAF8054894.1 NADH dehydrogenase [ubiquinone] flavoprotein 1 [Scenedesmus sp. PABB004]
OG0000973	RMZ55824.1 hypothetical protein APUTEX25_003790 [Auxenochlorella protothecoides]	KAF8071234.1 VCX1 [Scenedesmus sp. PABB004]
OG0000974	RMZ55871.1 hypothetical protein APUTEX25_003837_ partial [Auxenochlorella protothecoides]	KAF8063857.1 PL10B [Scenedesmus sp. PABB004]
OG0000975	RMZ55899.1 hypothetical protein APUTEX25_003865 [Auxenochlorella protothecoides]	KAF8056826.1 LACS7 [Scenedesmus sp. PABB004], KAF8073206.1 LACS7 [Scenedesmus sp. PABB004]
OG0000976	RMZ55923.1 hypothetical protein APUTEX25_004347 [Auxenochlorella protothecoides]	KAF8066334.1 hypothetical protein HT031_002657 [Scenedesmus sp. PABB004]
OG0000977	RMZ55932.1 hypothetical protein APUTEX25_004356 [Auxenochlorella protothecoides]	KAF8059386.1 PDIL5-4 [Scenedesmus sp. PABB004], KAF8059388.1 hypothetical protein HT031_005193 [Scenedesmus sp. PABB004], KAF8059387.1 sulfatase [Scenedesmus sp. PABB004], KAF8062775.1 PDIL5-4 [Scenedesmus sp. PABB004]
OG0000978	RMZ55939.1 hypothetical protein APUTEX25_004363 [Auxenochlorella protothecoides]	KAF8060585.1 zinc finger CCCH domain-containing protein 40 [Scenedesmus sp. PABB004]
OG0000979	RMZ55968.1 hypothetical protein APUTEX25_004392 [Auxenochlorella protothecoides]	KAF8060512.1 hypothetical protein HT031_004688 [Scenedesmus sp. PABB004]
OG0000981	RMZ56176.1 hypothetical protein APUTEX25_004600 [Auxenochlorella protothecoides], RMZ56015.1 hypothetical protein APUTEX25_004439_ partial [Auxenochlorella protothecoides]	KAF8062948.1 hypothetical protein HT031_003787 [Scenedesmus sp. PABB004]
OG0000983	RMZ56324.1 hypothetical protein APUTEX25_000563 [Auxenochlorella protothecoides]	KAF8063792.1 thiO [Scenedesmus sp. PABB004]
OG0000984	RMZ56348.1 hypothetical protein APUTEX25_004705_ partial [Auxenochlorella protothecoides]	KAF8071387.1 XI-I [Scenedesmus sp. PABB004], KAF8063028.1 XI-F [Scenedesmus sp. PABB004]
OG0000985	RMZ56378.1 hypothetical protein APUTEX25_004735 [Auxenochlorella protothecoides]	KAF8068462.1 PP7 [Scenedesmus sp. PABB004]
OG0000986	RMZ56426.1 hypothetical protein APUTEX25_004649 [Auxenochlorella protothecoides]	KAF8064656.1 yfkN [Scenedesmus sp. PABB004]
OG0000987	RMZ56441.1 hypothetical protein APUTEX25_004664 [Auxenochlorella protothecoides]	KAF8065731.1 CLPB3 [Scenedesmus sp. PABB004]
OG0000989	RMZ56449.1 hypothetical protein APUTEX25_004672_ partial [Auxenochlorella protothecoides]	KAF8061102.1 coq9 [Scenedesmus sp. PABB004]
OG0000992	RMZ56514.1 hypothetical protein APUTEX25_001361 [Auxenochlorella protothecoides]	KAF8058331.1 CBSX3 [Scenedesmus sp. PABB004]
OG0000993	RMZ56620.1 hypothetical protein APUTEX25_002709 [Auxenochlorella protothecoides]	KAF8061888.1 DAW1 [Scenedesmus sp. PABB004]
OG0000994	RMZ56678.1 hypothetical protein APUTEX25_002767 [Auxenochlorella protothecoides]	KAF8056006.1 lactoylglutathione lyase [Scenedesmus sp. PABB004]
OG0000998	RMZ56777.1 hypothetical protein APUTEX25_002866 [Auxenochlorella protothecoides]	KAF8072556.1 Glycosyltransferase-like protein [Scenedesmus sp. PABB004]
OG0000999	RMZ56819.1 hypothetical protein APUTEX25_002908_ partial [Auxenochlorella protothecoides]	KAF8056779.1 hypothetical protein HT031_006277 [Scenedesmus sp. PABB004]
OG0001001	RMZ56978.1 hypothetical protein APUTEX25_005040 [Auxenochlorella protothecoides]	KAF8071270.1 AZG1 [Scenedesmus sp. PABB004]
OG0001002	RMZ56979.1 hypothetical protein APUTEX25_005041 [Auxenochlorella protothecoides]	KAF8072496.1 hypothetical protein HT031_000155 [Scenedesmus sp. PABB004]
OG0001003	RMZ57019.1 hypothetical protein APUTEX25_002251 [Auxenochlorella protothecoides]	KAF8067132.1 trehalase [Scenedesmus sp. PABB004]
OG0001004	RMZ57025.1 hypothetical protein APUTEX25_002257 [Auxenochlorella protothecoides]	KAF8069586.1 VH-PTP13 [Scenedesmus sp. PABB004]
OG0001006	RMZ57179.1 hypothetical protein APUTEX25_004013 [Auxenochlorella protothecoides], RMZ57372.1 hypothetical protein APUTEX25_004206_ partial [Auxenochlorella protothecoides]	KAF8068308.1 hypothetical protein HT031_001995 [Scenedesmus sp. PABB004]
OG0001007	RMZ57199.1 hypothetical protein APUTEX25_004033 [Auxenochlorella protothecoides]	KAF8067406.1 cka1 [Scenedesmus sp. PABB004], KAF8055584.1 HD6 [Scenedesmus sp. PABB004]
OG0001010	RMZ57552.1 hypothetical protein APUTEX25_001752_ partial [Auxenochlorella protothecoides]	KAF8073109.1 UGD1 [Scenedesmus sp. PABB004]
OG0001011	RMZ57575.1 hypothetical protein APUTEX25_001775 [Auxenochlorella protothecoides]	KAF8058874.1 ILL5 [Scenedesmus sp. PABB004]
OG0001012	RMZ57634.1 hypothetical protein APUTEX25_001834_ partial [Auxenochlorella protothecoides]	KAF8063007.1 dapb1 [Scenedesmus sp. PABB004]
OG0001013	RMZ57658.1 hypothetical protein APUTEX25_001858 [Auxenochlorella protothecoides]	KAF8073164.1 GTP-binding protein [Scenedesmus sp. PABB004]
OG0001014	RMZ57713.1 hypothetical protein APUTEX25_001913 [Auxenochlorella protothecoides]	KAF8071353.1 hypothetical protein HT031_001437 [Scenedesmus sp. PABB004]
OG0001015	RMZ57717.1 hypothetical protein APUTEX25_001917 [Auxenochlorella protothecoides]	KAF8065818.1 tun [Scenedesmus sp. PABB004]
OG0001052	RMZ52051.1 hypothetical protein APUTEX25_001245 [Auxenochlorella protothecoides]	KAF8056760.1 TGD2 [Scenedesmus sp. PABB004], KAF8056764.1 RD21A [Scenedesmus sp. PABB004], KAF8056772.1 hypothetical protein HT031_006270 [Scenedesmus sp. PABB004], KAF8056774.1 hypothetical protein HT031_006272 [Scenedesmus sp. PABB004]
OG0001054	RMZ52061.1 hypothetical protein APUTEX25_001255 [Auxenochlorella protothecoides]	KAF8056785.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]
OG0001056	RMZ52082.1 hypothetical protein APUTEX25_001276 [Auxenochlorella protothecoides]	KAF8057282.1 FOLD2 [Scenedesmus sp. PABB004], KAF8063044.1 FOLD2 [Scenedesmus sp. PABB004]
OG0001057	RMZ52128.1 hypothetical protein APUTEX25_001518_ partial [Auxenochlorella protothecoides]	KAF8067227.1 hypothetical protein HT031_002274 [Scenedesmus sp. PABB004]
OG0001058	RMZ52161.1 hypothetical protein APUTEX25_001551_ partial [Auxenochlorella protothecoides]	KAF8073240.1 hypothetical protein HT031_000901 [Scenedesmus sp. PABB004]
OG0001059	RMZ52198.1 hypothetical protein APUTEX25_001588 [Auxenochlorella protothecoides]	KAF8070997.1 hypothetical protein HT031_001078 [Scenedesmus sp. PABB004]
OG0001060	RMZ52203.1 hypothetical protein APUTEX25_001593 [Auxenochlorella protothecoides]	KAF8063090.1 AIP1 [Scenedesmus sp. PABB004], KAF8061128.1 hypothetical protein HT031_004589 [Scenedesmus sp. PABB004], KAF8060275.1 hly [Scenedesmus sp. PABB004]
OG0001061	RMZ52209.1 hypothetical protein APUTEX25_001599 [Auxenochlorella protothecoides]	KAF8065444.1 40S ribosomal protein S3a [Scenedesmus sp. PABB004]
OG0001062	RMZ52255.1 hypothetical protein APUTEX25_001645 [Auxenochlorella protothecoides]	KAF8063085.1 smkA [Scenedesmus sp. PABB004]
OG0001064	RMZ52271.1 hypothetical protein APUTEX25_001661_ partial [Auxenochlorella protothecoides]	KAF8063764.1 SPP1 [Scenedesmus sp. PABB004]
OG0001065	RMZ52295.1 hypothetical protein APUTEX25_001685 [Auxenochlorella protothecoides], RMZ52359.1 hypothetical protein APUTEX25_000634 [Auxenochlorella protothecoides]	KAF8060053.1 ML1 [Scenedesmus sp. PABB004]
OG0001067	RMZ52311.1 hypothetical protein APUTEX25_005064 [Auxenochlorella protothecoides]	KAF8059991.1 rsph10b [Scenedesmus sp. PABB004], KAF8059981.1 ABCF1 [Scenedesmus sp. PABB004]
OG0001068	RMZ52322.1 hypothetical protein APUTEX25_005075_ partial [Auxenochlorella protothecoides]	KAF8063801.1 NSE4A [Scenedesmus sp. PABB004]
OG0001069	RMZ52337.1 hypothetical protein APUTEX25_005090 [Auxenochlorella protothecoides]	KAF8072987.1 GLO5 [Scenedesmus sp. PABB004]
OG0001072	RMZ52401.1 hypothetical protein APUTEX25_000676 [Auxenochlorella protothecoides]	KAF8060362.1 BMS1 [Scenedesmus sp. PABB004]
OG0001074	RMZ52465.1 hypothetical protein APUTEX25_000044 [Auxenochlorella protothecoides]	KAF8073133.1 SAMS2 [Scenedesmus sp. PABB004], KAF8058429.1 hypothetical protein HT031_005553 [Scenedesmus sp. PABB004]
OG0001075	RMZ52493.1 hypothetical protein APUTEX25_003636 [Auxenochlorella protothecoides]	KAF8069640.1 PEX11A [Scenedesmus sp. PABB004]
OG0001076	RMZ52511.1 hypothetical protein APUTEX25_003654 [Auxenochlorella protothecoides], RMZ54710.1 hypothetical protein APUTEX25_003088 [Auxenochlorella protothecoides]	KAF8068411.1 hypothetical protein HT031_002100 [Scenedesmus sp. PABB004]
OG0001077	RMZ52520.1 hypothetical protein APUTEX25_003663 [Auxenochlorella protothecoides], RMZ56142.1 hypothetical protein APUTEX25_004566_ partial [Auxenochlorella protothecoides]	KAF8055758.1 KIN14F [Scenedesmus sp. PABB004]
OG0001079	RMZ52550.1 hypothetical protein APUTEX25_003693_ partial [Auxenochlorella protothecoides]	KAF8056112.1 pantothenate kinase 2 [Scenedesmus sp. PABB004]
OG0001080	RMZ52572.1 hypothetical protein APUTEX25_003715_ partial [Auxenochlorella protothecoides]	KAF8068344.1 PPIP5K1 [Scenedesmus sp. PABB004], KAF8059699.1 VIP2 [Scenedesmus sp. PABB004]
OG0001081	RMZ52592.1 hypothetical protein APUTEX25_000711 [Auxenochlorella protothecoides]	KAF8063678.1 CCT2 [Scenedesmus sp. PABB004]
OG0001082	RMZ57010.1 hypothetical protein APUTEX25_002242 [Auxenochlorella protothecoides], RMZ52603.1 hypothetical protein APUTEX25_000722 [Auxenochlorella protothecoides]	KAF8073167.1 ATP synthase subunit delta [Scenedesmus sp. PABB004]
OG0001083	RMZ52636.1 hypothetical protein APUTEX25_000755 [Auxenochlorella protothecoides]	KAF8059193.1 CDK5RAP3-like protein [Scenedesmus sp. PABB004]
OG0001085	RMZ52703.1 hypothetical protein APUTEX25_000822 [Auxenochlorella protothecoides]	KAF8072391.1 SOP1 [Scenedesmus sp. PABB004]
OG0001086	RMZ52729.1 hypothetical protein APUTEX25_000848 [Auxenochlorella protothecoides]	KAF8054876.1 MMD1 [Scenedesmus sp. PABB004]
OG0001087	RMZ52737.1 hypothetical protein APUTEX25_000856_ partial [Auxenochlorella protothecoides]	KAF8073191.1 hypothetical protein HT031_000852 [Scenedesmus sp. PABB004]
OG0001089	RMZ52839.1 hypothetical protein APUTEX25_000958_ partial [Auxenochlorella protothecoides], RMZ52821.1 hypothetical protein APUTEX25_000940 [Auxenochlorella protothecoides]	KAF8067239.1 SEL1L [Scenedesmus sp. PABB004]
OG0001091	RMZ52900.1 hypothetical protein APUTEX25_001019_ partial [Auxenochlorella protothecoides]	KAF8068274.1 FBXL14 [Scenedesmus sp. PABB004]
OG0001092	RMZ52908.1 hypothetical protein APUTEX25_001027_ partial [Auxenochlorella protothecoides]	KAF8057127.1 hypothetical protein HT031_006136 [Scenedesmus sp. PABB004]
OG0001094	RMZ52925.1 hypothetical protein APUTEX25_001044 [Auxenochlorella protothecoides]	KAF8072914.1 GAL1 [Scenedesmus sp. PABB004], KAF8072885.1 GAL1 [Scenedesmus sp. PABB004]
OG0001095	RMZ52936.1 hypothetical protein APUTEX25_001055 [Auxenochlorella protothecoides]	KAF8071286.1 hypothetical protein HT031_001369 [Scenedesmus sp. PABB004], KAF8058433.1 eukaryotic translation initiation factor 5-1 [Scenedesmus sp. PABB004]
OG0001096	RMZ52948.1 hypothetical protein APUTEX25_001067 [Auxenochlorella protothecoides]	KAF8067426.1 mnd1 [Scenedesmus sp. PABB004], KAF8067425.1 hypothetical protein HT031_002473 [Scenedesmus sp. PABB004]
