Orthogroup	Auxenochlorella_protothecoides	Micractinium_SAG24180
OG0000637	RMZ56338.1 hypothetical protein APUTEX25_004695 [Auxenochlorella protothecoides]	PSC74139.1 adiponectin receptor 1b [Micractinium conductrix]
OG0000638	RMZ53764.1 hypothetical protein APUTEX25_003903_ partial [Auxenochlorella protothecoides]	PSC70505.1 MON2-like protein isoform X1 [Micractinium conductrix]
OG0000639	RMZ56746.1 hypothetical protein APUTEX25_002835 [Auxenochlorella protothecoides]	PSC74636.1 Histone H1 [Micractinium conductrix]
OG0000640	RMZ53822.1 hypothetical protein APUTEX25_003961_ partial [Auxenochlorella protothecoides]	PSC74444.1 oxidoreductase [Micractinium conductrix], PSC68750.1 DNA mismatch repair MLH1 [Micractinium conductrix]
OG0000641	RMZ53825.1 hypothetical protein APUTEX25_003964_ partial [Auxenochlorella protothecoides]	PSC73805.1 hypothetical protein C2E20_2922 [Micractinium conductrix], PSC67041.1 molecular chaperone [Micractinium conductrix], PSC67149.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix], PSC67045.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix], PSC68685.1 molecular chaperone_ partial [Micractinium conductrix], PSC67091.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix]
OG0000642	RMZ53954.1 hypothetical protein APUTEX25_002531 [Auxenochlorella protothecoides]	PSC68937.1 alanine-glyoxylate transaminase [Micractinium conductrix]
OG0000643	RMZ54045.1 hypothetical protein APUTEX25_002622 [Auxenochlorella protothecoides]	PSC68192.1 sorting nexin 2A [Micractinium conductrix], PSC68199.1 5 -3 exoribonuclease 2 [Micractinium conductrix]
OG0000644	RMZ54067.1 hypothetical protein APUTEX25_002644_ partial [Auxenochlorella protothecoides]	PSC68788.1 RNA polymerase II C-terminal domain phosphatase-like 1 [Micractinium conductrix]
OG0000645	RMZ54079.1 hypothetical protein APUTEX25_002656 [Auxenochlorella protothecoides]	PSC76381.1 copper target 1 [Micractinium conductrix], PSC76971.1 copper target 1 [Micractinium conductrix], PSC67538.1 copper target 1 [Micractinium conductrix]
OG0000646	RMZ57192.1 hypothetical protein APUTEX25_004026 [Auxenochlorella protothecoides]	PSC67313.1 Transcription factor 25 [Micractinium conductrix]
OG0000647	RMZ54859.1 hypothetical protein APUTEX25_000376_ partial [Auxenochlorella protothecoides]	PSC72908.1 DNA repair XRCC3-like protein [Micractinium conductrix]
OG0000647	RMZ54173.1 hypothetical protein APUTEX25_005329 [Auxenochlorella protothecoides]	PSC70096.1 E3 ubiquitin-ligase [Micractinium conductrix]
OG0000648	RMZ54179.1 hypothetical protein APUTEX25_005335 [Auxenochlorella protothecoides]	PSC74060.1 tRNA-dihydrouridine_47_ synthase [NAD_P__+_]-like [Micractinium conductrix]
OG0000649	RMZ54291.1 hypothetical protein APUTEX25_001449 [Auxenochlorella protothecoides], RMZ54279.1 hypothetical protein APUTEX25_001437 [Auxenochlorella protothecoides]	PSC73006.1 diaminopimelate decarboxylase chloroplastic-like [Micractinium conductrix]
OG0000650	RMZ54299.1 hypothetical protein APUTEX25_001457 [Auxenochlorella protothecoides]	PSC70855.1 mitogen-activated kinase [Micractinium conductrix]
OG0000650	RMZ57645.1 hypothetical protein APUTEX25_001845 [Auxenochlorella protothecoides]	PSC70416.1 mitogen-activated kinase 3 [Micractinium conductrix]
OG0000651	RMZ54365.1 hypothetical protein APUTEX25_001941 [Auxenochlorella protothecoides]	PSC71597.1 MGDG specific palmitate delta-7 desaturase [Micractinium conductrix], PSC75319.1 Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase_ chloroplastic [Micractinium conductrix]
OG0000652	RMZ54466.1 hypothetical protein APUTEX25_002042_ partial [Auxenochlorella protothecoides]	PSC75833.1 glutamine amidotransferase [Micractinium conductrix]
OG0000653	RMZ54477.1 hypothetical protein APUTEX25_002053_ partial [Auxenochlorella protothecoides]	PSC69951.1 aspartate-semialdehyde dehydrogenase-like [Micractinium conductrix]
OG0000654	RMZ54551.1 hypothetical protein APUTEX25_002126 [Auxenochlorella protothecoides]	PSC68286.1 ligase [Micractinium conductrix]
OG0000655	RMZ56219.1 hypothetical protein APUTEX25_002409 [Auxenochlorella protothecoides]	PSC70587.1 K Homology type 1 isoform B [Micractinium conductrix], PSC70588.1 K Homology type 1 isoform A [Micractinium conductrix]
OG0000656	RMZ56720.1 hypothetical protein APUTEX25_002809 [Auxenochlorella protothecoides], RMZ54765.1 hypothetical protein APUTEX25_000282_ partial [Auxenochlorella protothecoides]	PSC73589.1 Cilia-and flagella-associated 57 [Micractinium conductrix]
OG0000657	RMZ54844.1 hypothetical protein APUTEX25_000361 [Auxenochlorella protothecoides]	PSC72517.1 ubiquitin-conjugating enzyme E2 2 [Micractinium conductrix]
OG0000658	RMZ54913.1 hypothetical protein APUTEX25_000430_ partial [Auxenochlorella protothecoides]	PSC71110.1 THO complex subunit 3 [Micractinium conductrix]
OG0000659	RMZ54922.1 hypothetical protein APUTEX25_000439 [Auxenochlorella protothecoides]	PSC74179.1 CHD3-type chromatin-remodeling factor PICKLE isoform B [Micractinium conductrix], PSC74180.1 CHD3-type chromatin-remodeling factor PICKLE isoform A [Micractinium conductrix]
OG0000660	RMZ55058.1 hypothetical protein APUTEX25_005684 [Auxenochlorella protothecoides]	PSC75572.1 40S ribosomal S27-2 [Micractinium conductrix]
OG0000661	RMZ55081.1 hypothetical protein APUTEX25_005707 [Auxenochlorella protothecoides]	PSC71826.1 Guanine nucleotide-binding -like 3 [Micractinium conductrix]
OG0000662	RMZ55110.1 hypothetical protein APUTEX25_005388 [Auxenochlorella protothecoides]	PSC76402.1 plant MCA23-20 [Micractinium conductrix]
OG0000663	RMZ55114.1 hypothetical protein APUTEX25_005392 [Auxenochlorella protothecoides]	PSC72810.1 integral membrane single C2 domain [Micractinium conductrix], PSC73181.1 synaptotagmin-2-like isoform X1 [Micractinium conductrix]
OG0000664	RMZ55173.1 hypothetical protein APUTEX25_005451_ partial [Auxenochlorella protothecoides], RMZ57180.1 hypothetical protein APUTEX25_004014 [Auxenochlorella protothecoides]	PSC71591.1 CBL-interacting kinase 32 [Micractinium conductrix]
OG0000666	RMZ55213.1 hypothetical protein APUTEX25_005491_ partial [Auxenochlorella protothecoides]	PSC71607.1 plastid acyl carrier [Micractinium conductrix]
OG0000667	RMZ56434.1 hypothetical protein APUTEX25_004657 [Auxenochlorella protothecoides]	PSC72759.1 50S ribosomal L27 [Micractinium conductrix]
OG0000667	RMZ55270.1 hypothetical protein APUTEX25_005548 [Auxenochlorella protothecoides]	PSC75934.1 50S ribosomal L27 [Micractinium conductrix]
OG0000668	RMZ56063.1 hypothetical protein APUTEX25_004487 [Auxenochlorella protothecoides]	PSC72579.1 cytochrome P450 [Micractinium conductrix], PSC69406.1 cytochrome P450_ partial [Micractinium conductrix]
OG0000668	RMZ55283.1 hypothetical protein APUTEX25_005561 [Auxenochlorella protothecoides]	PSC70294.1 lipase class 3-like [Micractinium conductrix]
OG0000669	RMZ55482.1 hypothetical protein APUTEX25_000065 [Auxenochlorella protothecoides]	PSC75041.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]
OG0000670	RMZ55498.1 hypothetical protein APUTEX25_000081_ partial [Auxenochlorella protothecoides]	PSC71488.1 hypothetical protein C2E20_5000 [Micractinium conductrix], PSC69312.1 hypothetical protein C2E20_7167 [Micractinium conductrix]
OG0000671	RMZ55508.1 hypothetical protein APUTEX25_000091 [Auxenochlorella protothecoides]	PSC67959.1 DNA-directed RNA polymerase III subunit RPC6 [Micractinium conductrix]
OG0000672	RMZ55635.1 hypothetical protein APUTEX25_000218_ partial [Auxenochlorella protothecoides]	PSC72737.1 ATP-binding cassette sub-family G member 2 [Micractinium conductrix]
OG0000672	RMZ55518.1 hypothetical protein APUTEX25_000101 [Auxenochlorella protothecoides]	PSC71511.1 ATP-binding Cassette _ABC_ Superfamily [Micractinium conductrix], PSC76113.1 ATP-dependent permease [Micractinium conductrix]
OG0000673	RMZ55543.1 hypothetical protein APUTEX25_000126_ partial [Auxenochlorella protothecoides], RMZ56210.1 hypothetical protein APUTEX25_002400 [Auxenochlorella protothecoides]	PSC76152.1 solanesyl diphosphate synthase [Micractinium conductrix]
OG0000674	RMZ57814.1 hypothetical protein APUTEX25_002482_ partial [Auxenochlorella protothecoides]	PSC69984.1 ubiquitin-UPL1 [Micractinium conductrix]
OG0000675	RMZ55568.1 hypothetical protein APUTEX25_000151 [Auxenochlorella protothecoides]	PSC75326.1 secis-binding 2 [Micractinium conductrix]
OG0000676	RMZ57478.1 hypothetical protein APUTEX25_004312 [Auxenochlorella protothecoides]	PSC68356.1 zinc finger CCCH domain-containing 39-like [Micractinium conductrix]
OG0000677	RMZ55735.1 hypothetical protein APUTEX25_005776 [Auxenochlorella protothecoides]	PSC69503.1 Glutamate decarboxylase [Micractinium conductrix]
OG0000678	RMZ55892.1 hypothetical protein APUTEX25_003858_ partial [Auxenochlorella protothecoides]	PSC72021.1 SKP1 1B [Micractinium conductrix]
OG0000679	RMZ55895.1 hypothetical protein APUTEX25_003861 [Auxenochlorella protothecoides]	PSC71865.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0000680	RMZ56111.1 hypothetical protein APUTEX25_004535 [Auxenochlorella protothecoides]	PSC68897.1 Estradiol 17-beta-dehydrogenase 12 [Micractinium conductrix]
OG0000680	RMZ55967.1 hypothetical protein APUTEX25_004391 [Auxenochlorella protothecoides]	PSC68871.1 NEP1-interacting 2 [Micractinium conductrix]
OG0000681	RMZ56005.1 hypothetical protein APUTEX25_004429_ partial [Auxenochlorella protothecoides]	PSC73571.1 parafibromin-like isoform X2 [Micractinium conductrix], PSC73893.1 Elongator complex 2 [Micractinium conductrix]
OG0000682	RMZ56024.1 hypothetical protein APUTEX25_004448 [Auxenochlorella protothecoides]	PSC74581.1 cell surface receptor IPT TIG domain-containing isoform A [Micractinium conductrix], PSC74583.1 cell surface receptor IPT TIG domain-containing isoform C [Micractinium conductrix], PSC74582.1 cell surface receptor IPT TIG domain-containing isoform B [Micractinium conductrix]
OG0000684	RMZ56759.1 hypothetical protein APUTEX25_002848 [Auxenochlorella protothecoides]	PSC69765.1 Counting factor associated D [Micractinium conductrix]
OG0000685	RMZ56195.1 hypothetical protein APUTEX25_002385 [Auxenochlorella protothecoides]	PSC67947.1 acyl-binding domain-containing 4-like isoform X1 isoform B [Micractinium conductrix]
OG0000685	RMZ56230.1 hypothetical protein APUTEX25_002420 [Auxenochlorella protothecoides]	PSC67948.1 acyl-binding domain-containing 4-like isoform X1 isoform A [Micractinium conductrix]
OG0000687	RMZ56380.1 hypothetical protein APUTEX25_004737 [Auxenochlorella protothecoides]	PSC71473.1 cell division control 45-like protein [Micractinium conductrix]
OG0000688	RMZ56435.1 hypothetical protein APUTEX25_004658 [Auxenochlorella protothecoides]	PSC72831.1 60S ribosomal export NMD3-like [Micractinium conductrix]
OG0000689	RMZ56566.1 hypothetical protein APUTEX25_001413 [Auxenochlorella protothecoides]	PSC68493.1 2-isopropylmalate synthase isoform B [Micractinium conductrix], PSC68492.1 2-isopropylmalate synthase isoform A [Micractinium conductrix]
OG0000690	RMZ56612.1 hypothetical protein APUTEX25_002701 [Auxenochlorella protothecoides]	PSC67477.1 malonyl-acyl carrier mitochondrial [Micractinium conductrix]
OG0000691	RMZ56674.1 hypothetical protein APUTEX25_002763_ partial [Auxenochlorella protothecoides]	PSC69841.1 divinyl chlorophyllide a 8-vinyl-chloroplastic isoform B [Micractinium conductrix], PSC69840.1 divinyl chlorophyllide a 8-vinyl-chloroplastic isoform A [Micractinium conductrix]
OG0000692	RMZ56647.1 hypothetical protein APUTEX25_002736 [Auxenochlorella protothecoides]	PSC71297.1 conserved domain _ISS_ [Micractinium conductrix]
OG0000692	RMZ56634.1 hypothetical protein APUTEX25_002723_ partial [Auxenochlorella protothecoides]	PSC71426.1 PKHD-type hydroxylase ofd1 [Micractinium conductrix]
OG0000693	RMZ56690.1 hypothetical protein APUTEX25_002779 [Auxenochlorella protothecoides]	PSC69767.1 nuA4 complex subunit EAF3-like protein [Micractinium conductrix]
OG0000693	RMZ56786.1 hypothetical protein APUTEX25_002875 [Auxenochlorella protothecoides]	PSC69788.1 TRNA-dihydrouridine_16 17_ synthase [NAD_P__+_] [Micractinium conductrix]
OG0000694	RMZ56696.1 hypothetical protein APUTEX25_002785 [Auxenochlorella protothecoides]	PSC67459.1 hypothetical protein C2E20_8860 [Micractinium conductrix]
OG0000695	RMZ56703.1 hypothetical protein APUTEX25_002792_ partial [Auxenochlorella protothecoides]	PSC69835.1 ABC transporter G family member 31 [Micractinium conductrix]
OG0000696	RMZ56712.1 hypothetical protein APUTEX25_002801 [Auxenochlorella protothecoides]	PSC69836.1 60S ribosomal L34 [Micractinium conductrix]
OG0000697	RMZ57035.1 hypothetical protein APUTEX25_002267 [Auxenochlorella protothecoides], RMZ56775.1 hypothetical protein APUTEX25_002864 [Auxenochlorella protothecoides]	PSC76281.1 peptide deformylase [Micractinium conductrix]
OG0000698	RMZ56836.1 hypothetical protein APUTEX25_002925 [Auxenochlorella protothecoides]	PSC76924.1 acyl-N-acyltransferase [Micractinium conductrix]
OG0000699	RMZ56899.1 hypothetical protein APUTEX25_002988 [Auxenochlorella protothecoides]	PSC71290.1 carbohydrate-binding module family 20 [Micractinium conductrix]
OG0000700	RMZ57155.1 hypothetical protein APUTEX25_003989 [Auxenochlorella protothecoides]	PSC71773.1 Peptidyl-prolyl cis-trans isomerase E [Micractinium conductrix], PSC68323.1 RNA recognition motif [Micractinium conductrix]
OG0000701	RMZ57220.1 hypothetical protein APUTEX25_004054 [Auxenochlorella protothecoides]	PSC73099.1 putative serine threonine-kinase abkC [Micractinium conductrix]
OG0000702	RMZ57280.1 hypothetical protein APUTEX25_004114 [Auxenochlorella protothecoides]	PSC67929.1 molybdate-anion transporter isoform C [Micractinium conductrix], PSC67928.1 molybdate-anion transporter isoform A [Micractinium conductrix], PSC67930.1 molybdate-anion transporter isoform B [Micractinium conductrix]
OG0000703	RMZ57397.1 hypothetical protein APUTEX25_004231_ partial [Auxenochlorella protothecoides]	PSC68151.1 protease Do-like 9 [Micractinium conductrix]
OG0000704	RMZ57405.1 hypothetical protein APUTEX25_004239 [Auxenochlorella protothecoides]	PSC68459.1 Transmembrane 18 isoform B [Micractinium conductrix], PSC68460.1 Transmembrane 18 isoform A [Micractinium conductrix], PSC68437.1 Transmembrane 18 isoform A [Micractinium conductrix], PSC68436.1 Transmembrane 18 isoform B [Micractinium conductrix]
OG0000705	RMZ57419.1 hypothetical protein APUTEX25_004253 [Auxenochlorella protothecoides]	PSC72002.1 hypothetical protein C2E20_4746 [Micractinium conductrix]
OG0000706	RMZ57456.1 hypothetical protein APUTEX25_004290 [Auxenochlorella protothecoides]	PSC68841.1 Uridine kinase 3 [Micractinium conductrix], PSC68860.1 uridine kinase chloroplastic [Micractinium conductrix]
OG0000708	RMZ57507.1 hypothetical protein APUTEX25_003750 [Auxenochlorella protothecoides]	PSC67789.1 NAD_P_-binding Rossmann-fold superfamily isoform 1 [Micractinium conductrix], PSC67764.1 methionine adenosyltransferase 2 subunit beta [Micractinium conductrix], PSC67802.1 hypothetical protein C2E20_8588 [Micractinium conductrix]
OG0000709	RMZ57593.1 hypothetical protein APUTEX25_001793 [Auxenochlorella protothecoides]	PSC73685.1 AAR2-like protein [Micractinium conductrix]
OG0000710	RMZ57675.1 hypothetical protein APUTEX25_001875 [Auxenochlorella protothecoides]	PSC74484.1 adenylylsulfate kinase [Micractinium conductrix], PSC67933.1 Adenylyl-sulfate kinase chloroplastic [Micractinium conductrix]
OG0000729	RMZ52116.1 hypothetical protein APUTEX25_001310 [Auxenochlorella protothecoides]	PSC69156.1 hypothetical protein C2E20_7333 [Micractinium conductrix]
OG0000730	RMZ52364.1 hypothetical protein APUTEX25_000639_ partial [Auxenochlorella protothecoides]	PSC73830.1 U4 U6 small nuclear ribonucleo Prp31-like [Micractinium conductrix]
OG0000731	RMZ52424.1 hypothetical protein APUTEX25_000003 [Auxenochlorella protothecoides]	PSC73693.1 sugar phosphate phosphate translocator [Micractinium conductrix]
OG0000732	RMZ52510.1 hypothetical protein APUTEX25_003653 [Auxenochlorella protothecoides]	PSC75709.1 Transcription elongation factor A 2 [Micractinium conductrix]
OG0000733	RMZ52557.1 hypothetical protein APUTEX25_003700 [Auxenochlorella protothecoides]	PSC75400.1 S-isoprenylcysteine O-methyltransferase [Micractinium conductrix]
OG0000734	RMZ52645.1 hypothetical protein APUTEX25_000764 [Auxenochlorella protothecoides]	PSC67588.1 type A von Willebrand factor domain-containing isoform A [Micractinium conductrix], PSC67589.1 type A von Willebrand factor domain-containing isoform B [Micractinium conductrix]
OG0000735	RMZ52751.1 hypothetical protein APUTEX25_000870 [Auxenochlorella protothecoides]	PSC75361.1 TATA-box-binding 2 [Micractinium conductrix], PSC75796.1 pheromone shutdown [Micractinium conductrix]
OG0000736	RMZ52679.1 hypothetical protein APUTEX25_000798 [Auxenochlorella protothecoides]	PSC67340.1 hypothetical protein C2E20_8974 [Micractinium conductrix]
OG0000737	RMZ52700.1 hypothetical protein APUTEX25_000819_ partial [Auxenochlorella protothecoides]	PSC72983.1 Ufm1-specific protease [Micractinium conductrix], PSC73159.1 tyrosine serine phosphatase [Micractinium conductrix]
OG0000738	RMZ52767.1 hypothetical protein APUTEX25_000886 [Auxenochlorella protothecoides]	PSC71675.1 magnesium-dependent phosphatase-1 [Micractinium conductrix]
OG0000738	RMZ52743.1 hypothetical protein APUTEX25_000862_ partial [Auxenochlorella protothecoides]	PSC71745.1 Photosystem I reaction center subunit N [Micractinium conductrix]
