Orthogroup	Auxenochlorella_protothecoides	Chlorella_Vulgaris2111P
OG0000610	RMZ52015.1 hypothetical protein APUTEX25_001209_ partial [Auxenochlorella protothecoides]	KAI3436841.1 hypothetical protein D9Q98_006251 [Chlorella vulgaris]
OG0000611	RMZ52033.1 hypothetical protein APUTEX25_001227_ partial [Auxenochlorella protothecoides]	KAI3434679.1 hypothetical protein D9Q98_002743 [Chlorella vulgaris]
OG0000612	RMZ52073.1 hypothetical protein APUTEX25_001267 [Auxenochlorella protothecoides]	KAI3434628.1 hypothetical protein D9Q98_002695 [Chlorella vulgaris]
OG0000614	RMZ52307.1 hypothetical protein APUTEX25_005060 [Auxenochlorella protothecoides]	KAI3432309.1 hypothetical protein D9Q98_003869 [Chlorella vulgaris]
OG0000615	RMZ52859.1 hypothetical protein APUTEX25_000978_ partial [Auxenochlorella protothecoides]	KAI3430839.1 hypothetical protein D9Q98_009250 [Chlorella vulgaris]
OG0000615	RMZ52318.1 hypothetical protein APUTEX25_005071_ partial [Auxenochlorella protothecoides]	KAI3431806.1 hypothetical protein D9Q98_010559 [Chlorella vulgaris]
OG0000616	RMZ52321.1 hypothetical protein APUTEX25_005074_ partial [Auxenochlorella protothecoides]	KAI3435946.1 hypothetical protein D9Q98_002004 [Chlorella vulgaris], KAI3432435.1 hypothetical protein D9Q98_003988 [Chlorella vulgaris], KAI3432436.1 hypothetical protein D9Q98_003989 [Chlorella vulgaris]
OG0000617	RMZ52406.1 hypothetical protein APUTEX25_000681 [Auxenochlorella protothecoides]	KAI3435692.1 hypothetical protein D9Q98_001750 [Chlorella vulgaris]
OG0000618	RMZ52555.1 hypothetical protein APUTEX25_003698_ partial [Auxenochlorella protothecoides]	KAI3438568.1 hypothetical protein D9Q98_000995 [Chlorella vulgaris], KAI3438569.1 hypothetical protein D9Q98_000996 [Chlorella vulgaris]
OG0000620	RMZ52762.1 hypothetical protein APUTEX25_000881 [Auxenochlorella protothecoides]	KAI3437935.1 hypothetical protein D9Q98_000379 [Chlorella vulgaris], KAI3437936.1 hypothetical protein D9Q98_000380 [Chlorella vulgaris]
OG0000621	RMZ52793.1 hypothetical protein APUTEX25_000912_ partial [Auxenochlorella protothecoides]	KAI3428533.1 hypothetical protein D9Q98_007356 [Chlorella vulgaris]
OG0000622	RMZ52800.1 hypothetical protein APUTEX25_000919_ partial [Auxenochlorella protothecoides]	KAI3428583.1 hypothetical protein D9Q98_007405 [Chlorella vulgaris]
OG0000623	RMZ52819.1 hypothetical protein APUTEX25_000938 [Auxenochlorella protothecoides]	KAI3433493.1 hypothetical protein D9Q98_003305 [Chlorella vulgaris], KAI3430726.1 hypothetical protein D9Q98_005312 [Chlorella vulgaris]
OG0000624	RMZ52916.1 hypothetical protein APUTEX25_001035 [Auxenochlorella protothecoides]	KAI3436260.1 hypothetical protein D9Q98_002313 [Chlorella vulgaris], KAI3436261.1 hypothetical protein D9Q98_002314 [Chlorella vulgaris]
OG0000625	RMZ52945.1 hypothetical protein APUTEX25_001064 [Auxenochlorella protothecoides]	KAI3429300.1 hypothetical protein D9Q98_005395 [Chlorella vulgaris], KAI3429299.1 hypothetical protein D9Q98_005395 [Chlorella vulgaris]
OG0000625	RMZ55705.1 hypothetical protein APUTEX25_005746_ partial [Auxenochlorella protothecoides]	KAI3430460.1 hypothetical protein D9Q98_005055 [Chlorella vulgaris]
OG0000626	RMZ55093.1 hypothetical protein APUTEX25_005719 [Auxenochlorella protothecoides]	KAI3436093.1 hypothetical protein D9Q98_002151 [Chlorella vulgaris]
OG0000626	RMZ53082.1 hypothetical protein APUTEX25_002491_ partial [Auxenochlorella protothecoides]	KAI3430569.1 hypothetical protein D9Q98_005162 [Chlorella vulgaris]
OG0000627	RMZ56387.1 hypothetical protein APUTEX25_004744 [Auxenochlorella protothecoides]	KAI3433374.1 hypothetical protein D9Q98_003191 [Chlorella vulgaris]
OG0000628	RMZ53162.1 hypothetical protein APUTEX25_005151_ partial [Auxenochlorella protothecoides]	KAI3428720.1 hypothetical protein D9Q98_007544 [Chlorella vulgaris]
OG0000628	RMZ54046.1 hypothetical protein APUTEX25_002623 [Auxenochlorella protothecoides]	KAI3426436.1 hypothetical protein D9Q98_008804 [Chlorella vulgaris]
OG0000629	RMZ53205.1 hypothetical protein APUTEX25_005194 [Auxenochlorella protothecoides]	KAI3432589.1 hypothetical protein D9Q98_004137 [Chlorella vulgaris]
OG0000629	RMZ56657.1 hypothetical protein APUTEX25_002746 [Auxenochlorella protothecoides]	KAI3438846.1 hypothetical protein D9Q98_001263 [Chlorella vulgaris]
OG0000630	RMZ53248.1 hypothetical protein APUTEX25_005237_ partial [Auxenochlorella protothecoides]	KAI3435779.1 hypothetical protein D9Q98_001837 [Chlorella vulgaris]
OG0000631	RMZ53249.1 hypothetical protein APUTEX25_005238 [Auxenochlorella protothecoides]	KAI3431263.1 hypothetical protein D9Q98_004325 [Chlorella vulgaris]
OG0000632	RMZ53333.1 hypothetical protein APUTEX25_004821 [Auxenochlorella protothecoides]	KAI3432836.1 hypothetical protein D9Q98_010420 [Chlorella vulgaris]
OG0000633	RMZ53368.1 hypothetical protein APUTEX25_004856 [Auxenochlorella protothecoides]	KAI3438228.1 hypothetical protein D9Q98_000665 [Chlorella vulgaris]
OG0000634	RMZ53409.1 hypothetical protein APUTEX25_004897 [Auxenochlorella protothecoides]	KAI3433932.1 hypothetical protein D9Q98_003734 [Chlorella vulgaris], KAI3432866.1 hypothetical protein D9Q98_010449 [Chlorella vulgaris]
OG0000635	RMZ56144.1 hypothetical protein APUTEX25_004568 [Auxenochlorella protothecoides]	KAI3428114.1 hypothetical protein D9Q98_006497 [Chlorella vulgaris]
OG0000636	RMZ53494.1 hypothetical protein APUTEX25_003316 [Auxenochlorella protothecoides]	KAI3431645.1 hypothetical protein D9Q98_004692 [Chlorella vulgaris]
OG0000637	RMZ53706.1 hypothetical protein APUTEX25_003240 [Auxenochlorella protothecoides]	KAI3425086.1 hypothetical protein D9Q98_008464 [Chlorella vulgaris]
OG0000637	RMZ56338.1 hypothetical protein APUTEX25_004695 [Auxenochlorella protothecoides]	KAI3432760.1 hypothetical protein D9Q98_004300 [Chlorella vulgaris]
OG0000638	RMZ53764.1 hypothetical protein APUTEX25_003903_ partial [Auxenochlorella protothecoides]	KAI3432606.1 hypothetical protein D9Q98_004153 [Chlorella vulgaris]
OG0000639	RMZ56746.1 hypothetical protein APUTEX25_002835 [Auxenochlorella protothecoides]	KAI3424406.1 hypothetical protein D9Q98_009958 [Chlorella vulgaris]
OG0000639	RMZ53785.1 hypothetical protein APUTEX25_003924 [Auxenochlorella protothecoides]	KAI3424340.1 hypothetical protein D9Q98_009893 [Chlorella vulgaris]
OG0000640	RMZ55182.1 hypothetical protein APUTEX25_005460 [Auxenochlorella protothecoides]	KAI3431789.1 hypothetical protein D9Q98_010542 [Chlorella vulgaris]
OG0000640	RMZ53822.1 hypothetical protein APUTEX25_003961_ partial [Auxenochlorella protothecoides]	KAI3434499.1 hypothetical protein D9Q98_002574 [Chlorella vulgaris]
OG0000641	RMZ53825.1 hypothetical protein APUTEX25_003964_ partial [Auxenochlorella protothecoides]	KAI3429327.1 hypothetical protein D9Q98_005422 [Chlorella vulgaris]
OG0000642	RMZ53954.1 hypothetical protein APUTEX25_002531 [Auxenochlorella protothecoides]	KAI3429701.1 hypothetical protein D9Q98_005786 [Chlorella vulgaris]
OG0000643	RMZ54045.1 hypothetical protein APUTEX25_002622 [Auxenochlorella protothecoides]	KAI3438389.1 hypothetical protein D9Q98_000821 [Chlorella vulgaris], KAI3438387.1 hypothetical protein D9Q98_000819 [Chlorella vulgaris]
OG0000644	RMZ54067.1 hypothetical protein APUTEX25_002644_ partial [Auxenochlorella protothecoides]	KAI3429634.1 hypothetical protein D9Q98_005720 [Chlorella vulgaris], KAI3429630.1 hypothetical protein D9Q98_005716 [Chlorella vulgaris]
OG0000645	RMZ54079.1 hypothetical protein APUTEX25_002656 [Auxenochlorella protothecoides]	KAI3426131.1 hypothetical protein D9Q98_008510 [Chlorella vulgaris]
OG0000646	RMZ54109.1 hypothetical protein APUTEX25_002686_ partial [Auxenochlorella protothecoides]	KAI3425286.1 hypothetical protein D9Q98_009053 [Chlorella vulgaris]
OG0000646	RMZ57192.1 hypothetical protein APUTEX25_004026 [Auxenochlorella protothecoides]	KAI3425283.1 hypothetical protein D9Q98_009050 [Chlorella vulgaris]
OG0000647	RMZ54859.1 hypothetical protein APUTEX25_000376_ partial [Auxenochlorella protothecoides]	KAI3436831.1 hypothetical protein D9Q98_006241 [Chlorella vulgaris]
OG0000647	RMZ54173.1 hypothetical protein APUTEX25_005329 [Auxenochlorella protothecoides]	KAI3425172.1 hypothetical protein D9Q98_008942 [Chlorella vulgaris], KAI3425171.1 hypothetical protein D9Q98_008942 [Chlorella vulgaris]
OG0000648	RMZ54179.1 hypothetical protein APUTEX25_005335 [Auxenochlorella protothecoides]	KAI3424237.1 hypothetical protein D9Q98_009593 [Chlorella vulgaris]
OG0000649	RMZ54279.1 hypothetical protein APUTEX25_001437 [Auxenochlorella protothecoides]	KAI3436301.1 hypothetical protein D9Q98_002354 [Chlorella vulgaris]
OG0000650	RMZ54299.1 hypothetical protein APUTEX25_001457 [Auxenochlorella protothecoides]	KAI3436338.1 hypothetical protein D9Q98_002391 [Chlorella vulgaris]
OG0000650	RMZ57645.1 hypothetical protein APUTEX25_001845 [Auxenochlorella protothecoides]	KAI3426365.1 hypothetical protein D9Q98_008737 [Chlorella vulgaris]
OG0000651	RMZ54365.1 hypothetical protein APUTEX25_001941 [Auxenochlorella protothecoides]	KAI3436648.1 hypothetical protein D9Q98_006064 [Chlorella vulgaris]
OG0000652	RMZ54466.1 hypothetical protein APUTEX25_002042_ partial [Auxenochlorella protothecoides]	KAI3431691.1 hypothetical protein D9Q98_004737 [Chlorella vulgaris], KAI3423558.1 hypothetical protein D9Q98_010740_ partial _chloroplast_ [Chlorella vulgaris], KAI3427154.1 hypothetical protein D9Q98_007091 [Chlorella vulgaris]
OG0000653	RMZ54477.1 hypothetical protein APUTEX25_002053_ partial [Auxenochlorella protothecoides]	KAI3428422.1 hypothetical protein D9Q98_007249 [Chlorella vulgaris], KAI3428423.1 hypothetical protein D9Q98_007250 [Chlorella vulgaris]
OG0000654	RMZ54551.1 hypothetical protein APUTEX25_002126 [Auxenochlorella protothecoides]	KAI3433576.1 hypothetical protein D9Q98_003387 [Chlorella vulgaris]
OG0000655	RMZ54649.1 hypothetical protein APUTEX25_003027 [Auxenochlorella protothecoides]	KAI3433780.1 hypothetical protein D9Q98_003585 [Chlorella vulgaris]
OG0000655	RMZ56219.1 hypothetical protein APUTEX25_002409 [Auxenochlorella protothecoides]	KAI3425025.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris], KAI3425027.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris], KAI3425026.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris], KAI3425024.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris]
OG0000656	RMZ56720.1 hypothetical protein APUTEX25_002809 [Auxenochlorella protothecoides]	KAI3425752.1 hypothetical protein D9Q98_007727 [Chlorella vulgaris]
OG0000656	RMZ54765.1 hypothetical protein APUTEX25_000282_ partial [Auxenochlorella protothecoides]	KAI3425753.1 hypothetical protein D9Q98_007728 [Chlorella vulgaris]
OG0000657	RMZ54844.1 hypothetical protein APUTEX25_000361 [Auxenochlorella protothecoides]	KAI3427990.1 hypothetical protein D9Q98_006378 [Chlorella vulgaris], KAI3425796.1 hypothetical protein D9Q98_007771 [Chlorella vulgaris]
OG0000658	RMZ54913.1 hypothetical protein APUTEX25_000430_ partial [Auxenochlorella protothecoides]	KAI3436005.1 hypothetical protein D9Q98_002062 [Chlorella vulgaris]
OG0000659	RMZ54922.1 hypothetical protein APUTEX25_000439 [Auxenochlorella protothecoides]	KAI3432466.1 hypothetical protein D9Q98_004015 [Chlorella vulgaris]
OG0000660	RMZ55058.1 hypothetical protein APUTEX25_005684 [Auxenochlorella protothecoides]	KAI3428772.1 hypothetical protein D9Q98_007593 [Chlorella vulgaris]
OG0000661	RMZ55081.1 hypothetical protein APUTEX25_005707 [Auxenochlorella protothecoides]	KAI3430851.1 hypothetical protein D9Q98_009261 [Chlorella vulgaris], KAI3430852.1 hypothetical protein D9Q98_009262 [Chlorella vulgaris]
OG0000662	RMZ55110.1 hypothetical protein APUTEX25_005388 [Auxenochlorella protothecoides]	KAI3423953.1 hypothetical protein D9Q98_009787 [Chlorella vulgaris]
OG0000663	RMZ55114.1 hypothetical protein APUTEX25_005392 [Auxenochlorella protothecoides]	KAI3435577.1 hypothetical protein D9Q98_001642 [Chlorella vulgaris], KAI3427264.1 hypothetical protein D9Q98_007197 [Chlorella vulgaris], KAI3427265.1 hypothetical protein D9Q98_007197 [Chlorella vulgaris]
OG0000664	RMZ55173.1 hypothetical protein APUTEX25_005451_ partial [Auxenochlorella protothecoides]	KAI3436682.1 hypothetical protein D9Q98_006098 [Chlorella vulgaris]
OG0000665	RMZ55203.1 hypothetical protein APUTEX25_005481_ partial [Auxenochlorella protothecoides]	KAI3436529.1 hypothetical protein D9Q98_005946 [Chlorella vulgaris]
OG0000666	RMZ55213.1 hypothetical protein APUTEX25_005491_ partial [Auxenochlorella protothecoides]	KAI3436671.1 hypothetical protein D9Q98_006087 [Chlorella vulgaris], KAI3436674.1 hypothetical protein D9Q98_006090 [Chlorella vulgaris], KAI3436672.1 hypothetical protein D9Q98_006088 [Chlorella vulgaris]
OG0000667	RMZ56434.1 hypothetical protein APUTEX25_004657 [Auxenochlorella protothecoides]	KAI3428173.1 hypothetical protein D9Q98_006553 [Chlorella vulgaris]
OG0000667	RMZ55270.1 hypothetical protein APUTEX25_005548 [Auxenochlorella protothecoides]	KAI3423891.1 hypothetical protein D9Q98_009725 [Chlorella vulgaris]
OG0000668	RMZ56063.1 hypothetical protein APUTEX25_004487 [Auxenochlorella protothecoides]	KAI3425041.1 hypothetical protein D9Q98_008419 [Chlorella vulgaris]
OG0000668	RMZ55283.1 hypothetical protein APUTEX25_005561 [Auxenochlorella protothecoides]	KAI3426005.1 hypothetical protein D9Q98_007973 [Chlorella vulgaris]
OG0000669	RMZ55482.1 hypothetical protein APUTEX25_000065 [Auxenochlorella protothecoides]	KAI3425332.1 hypothetical protein D9Q98_009096 [Chlorella vulgaris]
OG0000670	RMZ55498.1 hypothetical protein APUTEX25_000081_ partial [Auxenochlorella protothecoides]	KAI3430871.1 hypothetical protein D9Q98_009280 [Chlorella vulgaris], KAI3424132.1 hypothetical protein D9Q98_009492 [Chlorella vulgaris], KAI3429600.1 hypothetical protein D9Q98_005686 [Chlorella vulgaris]
OG0000671	RMZ55508.1 hypothetical protein APUTEX25_000091 [Auxenochlorella protothecoides]	KAI3438602.1 hypothetical protein D9Q98_001025 [Chlorella vulgaris]
OG0000672	RMZ55635.1 hypothetical protein APUTEX25_000218_ partial [Auxenochlorella protothecoides]	KAI3436589.1 hypothetical protein D9Q98_006006 [Chlorella vulgaris]
OG0000672	RMZ55518.1 hypothetical protein APUTEX25_000101 [Auxenochlorella protothecoides]	KAI3436221.1 hypothetical protein D9Q98_002275 [Chlorella vulgaris]
OG0000673	RMZ55543.1 hypothetical protein APUTEX25_000126_ partial [Auxenochlorella protothecoides]	KAI3430559.1 hypothetical protein D9Q98_005152 [Chlorella vulgaris]
OG0000673	RMZ56210.1 hypothetical protein APUTEX25_002400 [Auxenochlorella protothecoides]	KAI3430560.1 hypothetical protein D9Q98_005153 [Chlorella vulgaris]
OG0000674	RMZ57814.1 hypothetical protein APUTEX25_002482_ partial [Auxenochlorella protothecoides]	KAI3425184.1 hypothetical protein D9Q98_008953 [Chlorella vulgaris]
OG0000675	RMZ55568.1 hypothetical protein APUTEX25_000151 [Auxenochlorella protothecoides]	KAI3430276.1 hypothetical protein D9Q98_004872 [Chlorella vulgaris], KAI3424759.1 hypothetical protein D9Q98_008148 [Chlorella vulgaris], KAI3424721.1 hypothetical protein D9Q98_008110 [Chlorella vulgaris], KAI3424712.1 hypothetical protein D9Q98_008101 [Chlorella vulgaris], KAI3430324.1 hypothetical protein D9Q98_004919 [Chlorella vulgaris]
OG0000676	RMZ57478.1 hypothetical protein APUTEX25_004312 [Auxenochlorella protothecoides]	KAI3438591.1 hypothetical protein D9Q98_001015 [Chlorella vulgaris], KAI3435824.1 hypothetical protein D9Q98_001882 [Chlorella vulgaris]
OG0000677	RMZ55735.1 hypothetical protein APUTEX25_005776 [Auxenochlorella protothecoides]	KAI3437785.1 hypothetical protein D9Q98_000232 [Chlorella vulgaris]
OG0000678	RMZ55892.1 hypothetical protein APUTEX25_003858_ partial [Auxenochlorella protothecoides]	KAI3431398.1 hypothetical protein D9Q98_004451 [Chlorella vulgaris], KAI3431397.1 hypothetical protein D9Q98_004450 [Chlorella vulgaris]
OG0000679	RMZ55895.1 hypothetical protein APUTEX25_003861 [Auxenochlorella protothecoides]	KAI3431464.1 hypothetical protein D9Q98_004516 [Chlorella vulgaris], KAI3431463.1 hypothetical protein D9Q98_004515 [Chlorella vulgaris]
OG0000680	RMZ56111.1 hypothetical protein APUTEX25_004535 [Auxenochlorella protothecoides]	KAI3433622.1 hypothetical protein D9Q98_003431 [Chlorella vulgaris]
OG0000680	RMZ55967.1 hypothetical protein APUTEX25_004391 [Auxenochlorella protothecoides]	KAI3433623.1 hypothetical protein D9Q98_003432 [Chlorella vulgaris]
OG0000681	RMZ56005.1 hypothetical protein APUTEX25_004429_ partial [Auxenochlorella protothecoides]	KAI3433538.1 hypothetical protein D9Q98_003348 [Chlorella vulgaris], KAI3433542.1 hypothetical protein D9Q98_003352 [Chlorella vulgaris]
OG0000682	RMZ56024.1 hypothetical protein APUTEX25_004448 [Auxenochlorella protothecoides]	KAI3425774.1 hypothetical protein D9Q98_007749 [Chlorella vulgaris], KAI3425776.1 hypothetical protein D9Q98_007751 [Chlorella vulgaris]
OG0000683	RMZ56177.1 hypothetical protein APUTEX25_004601 [Auxenochlorella protothecoides]	KAI3427094.1 hypothetical protein D9Q98_007033 [Chlorella vulgaris]
OG0000684	RMZ56759.1 hypothetical protein APUTEX25_002848 [Auxenochlorella protothecoides]	KAI3428334.1 hypothetical protein D9Q98_006714 [Chlorella vulgaris]
OG0000684	RMZ56185.1 hypothetical protein APUTEX25_002375_ partial [Auxenochlorella protothecoides]	KAI3431411.1 hypothetical protein D9Q98_004464 [Chlorella vulgaris]
OG0000685	RMZ56195.1 hypothetical protein APUTEX25_002385 [Auxenochlorella protothecoides]	KAI3430307.1 hypothetical protein D9Q98_004903 [Chlorella vulgaris]
OG0000685	RMZ56230.1 hypothetical protein APUTEX25_002420 [Auxenochlorella protothecoides]	KAI3430306.1 hypothetical protein D9Q98_004902 [Chlorella vulgaris]
OG0000687	RMZ56380.1 hypothetical protein APUTEX25_004737 [Auxenochlorella protothecoides]	KAI3436794.1 hypothetical protein D9Q98_006205 [Chlorella vulgaris]
OG0000688	RMZ56435.1 hypothetical protein APUTEX25_004658 [Auxenochlorella protothecoides]	KAI3428208.1 hypothetical protein D9Q98_006588 [Chlorella vulgaris], KAI3428209.1 hypothetical protein D9Q98_006589 [Chlorella vulgaris]
OG0000689	RMZ56566.1 hypothetical protein APUTEX25_001413 [Auxenochlorella protothecoides]	KAI3429866.1 hypothetical protein D9Q98_010177 [Chlorella vulgaris]
OG0000690	RMZ56612.1 hypothetical protein APUTEX25_002701 [Auxenochlorella protothecoides]	KAI3436875.1 hypothetical protein D9Q98_006284 [Chlorella vulgaris]
OG0000691	RMZ56674.1 hypothetical protein APUTEX25_002763_ partial [Auxenochlorella protothecoides]	KAI3428322.1 hypothetical protein D9Q98_006702 [Chlorella vulgaris]
OG0000692	RMZ56647.1 hypothetical protein APUTEX25_002736 [Auxenochlorella protothecoides]	KAI3435905.1 hypothetical protein D9Q98_001963 [Chlorella vulgaris]
OG0000692	RMZ56634.1 hypothetical protein APUTEX25_002723_ partial [Auxenochlorella protothecoides]	KAI3435904.1 hypothetical protein D9Q98_001962 [Chlorella vulgaris]
OG0000693	RMZ56690.1 hypothetical protein APUTEX25_002779 [Auxenochlorella protothecoides]	KAI3428380.1 hypothetical protein D9Q98_006760 [Chlorella vulgaris]
OG0000693	RMZ56786.1 hypothetical protein APUTEX25_002875 [Auxenochlorella protothecoides]	KAI3428361.1 hypothetical protein D9Q98_006741 [Chlorella vulgaris]
