Orthogroup	Auxenochlorella_protothecoides	Coccomyxa_SubellipsoideaC169
OG0000956	RMZ55226.1 hypothetical protein APUTEX25_005504_ partial [Auxenochlorella protothecoides]	EIE26468.1 hypothetical protein COCSUDRAFT_12196_ partial [Coccomyxa subellipsoidea C-169]
OG0000957	RMZ55271.1 hypothetical protein APUTEX25_005549 [Auxenochlorella protothecoides]	EIE23266.1 hypothetical protein COCSUDRAFT_42173 [Coccomyxa subellipsoidea C-169]
OG0000958	RMZ57470.1 hypothetical protein APUTEX25_004304_ partial [Auxenochlorella protothecoides]	EIE27121.1 yippee-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27240.1 yippee-like protein [Coccomyxa subellipsoidea C-169]
OG0000959	RMZ55299.1 hypothetical protein APUTEX25_003437 [Auxenochlorella protothecoides]	EIE27301.1 hypothetical protein COCSUDRAFT_55320 [Coccomyxa subellipsoidea C-169]
OG0000960	RMZ55317.1 hypothetical protein APUTEX25_003455 [Auxenochlorella protothecoides]	EIE23689.1 hypothetical protein COCSUDRAFT_63214 [Coccomyxa subellipsoidea C-169], EIE27354.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000962	RMZ55456.1 hypothetical protein APUTEX25_003580 [Auxenochlorella protothecoides]	EIE25084.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000963	RMZ55488.1 hypothetical protein APUTEX25_000071 [Auxenochlorella protothecoides]	EIE26134.1 hypothetical protein COCSUDRAFT_61126 [Coccomyxa subellipsoidea C-169], EIE27184.1 hypothetical protein COCSUDRAFT_45766 [Coccomyxa subellipsoidea C-169]
OG0000964	RMZ55570.1 hypothetical protein APUTEX25_000153 [Auxenochlorella protothecoides]	EIE24153.1 hypothetical protein COCSUDRAFT_62668 [Coccomyxa subellipsoidea C-169]
OG0000965	RMZ55582.1 hypothetical protein APUTEX25_000165 [Auxenochlorella protothecoides]	EIE21192.1 Sigma2 domain of RNA polymerase sigma factor_ partial [Coccomyxa subellipsoidea C-169]
OG0000965	RMZ55785.1 hypothetical protein APUTEX25_005826 [Auxenochlorella protothecoides]	EIE20761.1 RNA polymerase sigma factor_ cyanobacterial RpoD-like family [Coccomyxa subellipsoidea C-169]
OG0000966	RMZ55594.1 hypothetical protein APUTEX25_000177_ partial [Auxenochlorella protothecoides], RMZ57715.1 hypothetical protein APUTEX25_001915 [Auxenochlorella protothecoides]	EIE26050.1 Hiv-1 Rna binding protein 1_ partial [Coccomyxa subellipsoidea C-169]
OG0000967	RMZ55606.1 hypothetical protein APUTEX25_000189 [Auxenochlorella protothecoides]	EIE25007.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23106.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000968	RMZ55708.1 hypothetical protein APUTEX25_005749 [Auxenochlorella protothecoides]	EIE20775.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]
OG0000969	RMZ55774.1 hypothetical protein APUTEX25_005815_ partial [Auxenochlorella protothecoides]	EIE26257.1 putative endosomal protein [Coccomyxa subellipsoidea C-169]
OG0000970	RMZ56563.1 hypothetical protein APUTEX25_001410_ partial [Auxenochlorella protothecoides], RMZ56169.1 hypothetical protein APUTEX25_004593 [Auxenochlorella protothecoides], RMZ55776.1 hypothetical protein APUTEX25_005817 [Auxenochlorella protothecoides]	EIE26841.1 hypothetical protein COCSUDRAFT_64680 [Coccomyxa subellipsoidea C-169], EIE26973.1 putative cyclase [Coccomyxa subellipsoidea C-169]
OG0000971	RMZ56356.1 hypothetical protein APUTEX25_004713 [Auxenochlorella protothecoides], RMZ55781.1 hypothetical protein APUTEX25_005822_ partial [Auxenochlorella protothecoides]	EIE26601.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000972	RMZ55817.1 hypothetical protein APUTEX25_003783 [Auxenochlorella protothecoides]	EIE26041.1 NADH-ubiquinone oxidoreductase [Coccomyxa subellipsoidea C-169]
OG0000973	RMZ55824.1 hypothetical protein APUTEX25_003790 [Auxenochlorella protothecoides]	EIE25899.1 calcium/proton exchanger [Coccomyxa subellipsoidea C-169]
OG0000974	RMZ55871.1 hypothetical protein APUTEX25_003837_ partial [Auxenochlorella protothecoides]	EIE23469.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27725.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000975	RMZ55899.1 hypothetical protein APUTEX25_003865 [Auxenochlorella protothecoides]	EIE20929.1 long-chain acyl-CoA synthetase 7 [Coccomyxa subellipsoidea C-169]
OG0000977	RMZ55932.1 hypothetical protein APUTEX25_004356 [Auxenochlorella protothecoides]	EIE18093.1 protein disulfide isomerase [Coccomyxa subellipsoidea C-169]
OG0000978	RMZ55939.1 hypothetical protein APUTEX25_004363 [Auxenochlorella protothecoides]	EIE27276.1 amidase signature enzyme [Coccomyxa subellipsoidea C-169]
OG0000979	RMZ55968.1 hypothetical protein APUTEX25_004392 [Auxenochlorella protothecoides]	EIE22971.1 hypothetical protein COCSUDRAFT_63364 [Coccomyxa subellipsoidea C-169]
OG0000980	RMZ56009.1 hypothetical protein APUTEX25_004433 [Auxenochlorella protothecoides]	EIE23076.1 Leo1-like protein [Coccomyxa subellipsoidea C-169]
OG0000981	RMZ56176.1 hypothetical protein APUTEX25_004600 [Auxenochlorella protothecoides], RMZ56015.1 hypothetical protein APUTEX25_004439_ partial [Auxenochlorella protothecoides]	EIE18967.1 hypothetical protein COCSUDRAFT_45095 [Coccomyxa subellipsoidea C-169]
OG0000982	RMZ56280.1 hypothetical protein APUTEX25_002470 [Auxenochlorella protothecoides]	EIE23276.1 hypothetical protein COCSUDRAFT_36720 [Coccomyxa subellipsoidea C-169]
OG0000983	RMZ56324.1 hypothetical protein APUTEX25_000563 [Auxenochlorella protothecoides]	EIE22517.1 hypothetical protein COCSUDRAFT_83474 [Coccomyxa subellipsoidea C-169]
OG0000984	RMZ56348.1 hypothetical protein APUTEX25_004705_ partial [Auxenochlorella protothecoides]	EIE25498.1 hypothetical protein COCSUDRAFT_61711 [Coccomyxa subellipsoidea C-169]
OG0000985	RMZ56378.1 hypothetical protein APUTEX25_004735 [Auxenochlorella protothecoides]	EIE25508.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000987	RMZ56441.1 hypothetical protein APUTEX25_004664 [Auxenochlorella protothecoides]	EIE22574.1 ClpB chaperone_ Hsp100 family [Coccomyxa subellipsoidea C-169]
OG0000988	RMZ56444.1 hypothetical protein APUTEX25_004667_ partial [Auxenochlorella protothecoides]	EIE21574.1 ribosomal protein L15e [Coccomyxa subellipsoidea C-169], EIE21695.1 hypothetical protein COCSUDRAFT_67012 [Coccomyxa subellipsoidea C-169]
OG0000989	RMZ56449.1 hypothetical protein APUTEX25_004672_ partial [Auxenochlorella protothecoides]	EIE18999.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169], EIE25574.1 ubiquinone biosynthesis protein COQ9 [Coccomyxa subellipsoidea C-169]
OG0000990	RMZ56544.1 hypothetical protein APUTEX25_001391 [Auxenochlorella protothecoides], RMZ56499.1 hypothetical protein APUTEX25_001346 [Auxenochlorella protothecoides]	EIE21333.1 ribosomal protein S21e [Coccomyxa subellipsoidea C-169]
OG0000991	RMZ56524.1 hypothetical protein APUTEX25_001371_ partial [Auxenochlorella protothecoides]	EIE24674.1 Bet v1-like protein [Coccomyxa subellipsoidea C-169]
OG0000992	RMZ56514.1 hypothetical protein APUTEX25_001361 [Auxenochlorella protothecoides]	EIE24360.1 CBS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000993	RMZ56620.1 hypothetical protein APUTEX25_002709 [Auxenochlorella protothecoides]	EIE18346.1 argininosuccinate synthase [Coccomyxa subellipsoidea C-169]
OG0000994	RMZ56678.1 hypothetical protein APUTEX25_002767 [Auxenochlorella protothecoides]	EIE23646.1 glyoxalase I [Coccomyxa subellipsoidea C-169]
OG0000995	RMZ57792.1 hypothetical protein APUTEX25_001504_ partial [Auxenochlorella protothecoides]	EIE25435.1 hypothetical protein COCSUDRAFT_61652 [Coccomyxa subellipsoidea C-169]
OG0000996	RMZ56741.1 hypothetical protein APUTEX25_002830 [Auxenochlorella protothecoides]	EIE25313.1 hypothetical protein COCSUDRAFT_65188 [Coccomyxa subellipsoidea C-169]
OG0000997	RMZ56758.1 hypothetical protein APUTEX25_002847 [Auxenochlorella protothecoides]	EIE23055.1 hypothetical protein COCSUDRAFT_36634 [Coccomyxa subellipsoidea C-169], EIE20577.1 hypothetical protein COCSUDRAFT_48568 [Coccomyxa subellipsoidea C-169]
OG0000999	RMZ56819.1 hypothetical protein APUTEX25_002908_ partial [Auxenochlorella protothecoides]	EIE26748.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0001000	RMZ56901.1 hypothetical protein APUTEX25_002990 [Auxenochlorella protothecoides]	EIE26206.1 hypothetical protein COCSUDRAFT_46535 [Coccomyxa subellipsoidea C-169]
OG0001001	RMZ56978.1 hypothetical protein APUTEX25_005040 [Auxenochlorella protothecoides]	EIE20818.1 peptidase M20 [Coccomyxa subellipsoidea C-169]
OG0001002	RMZ56979.1 hypothetical protein APUTEX25_005041 [Auxenochlorella protothecoides]	EIE20844.1 DUF506-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001003	RMZ57019.1 hypothetical protein APUTEX25_002251 [Auxenochlorella protothecoides]	EIE21836.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0001004	RMZ57025.1 hypothetical protein APUTEX25_002257 [Auxenochlorella protothecoides]	EIE18839.1 phosphatases II_ partial [Coccomyxa subellipsoidea C-169], EIE20537.1 phosphatases II_ partial [Coccomyxa subellipsoidea C-169], EIE23642.1 phosphatases II [Coccomyxa subellipsoidea C-169]
OG0001005	RMZ57108.1 hypothetical protein APUTEX25_002340 [Auxenochlorella protothecoides]	EIE24078.1 hypothetical protein COCSUDRAFT_47131 [Coccomyxa subellipsoidea C-169]
OG0001006	RMZ57179.1 hypothetical protein APUTEX25_004013 [Auxenochlorella protothecoides], RMZ57372.1 hypothetical protein APUTEX25_004206_ partial [Auxenochlorella protothecoides]	EIE25385.1 glycosyl transferase family 1 protein [Coccomyxa subellipsoidea C-169]
OG0001007	RMZ57199.1 hypothetical protein APUTEX25_004033 [Auxenochlorella protothecoides]	EIE25431.1 casein kinase II alpha subunit [Coccomyxa subellipsoidea C-169]
OG0001008	RMZ57329.1 hypothetical protein APUTEX25_004163_ partial [Auxenochlorella protothecoides]	EIE20135.1 Triosephosphate isomerase [Coccomyxa subellipsoidea C-169]
OG0001009	RMZ57499.1 hypothetical protein APUTEX25_003742 [Auxenochlorella protothecoides]	EIE21944.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0001010	RMZ57552.1 hypothetical protein APUTEX25_001752_ partial [Auxenochlorella protothecoides]	EIE24160.1 UDP-glucose 6-dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22366.1 UDP-glucose dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0001011	RMZ57575.1 hypothetical protein APUTEX25_001775 [Auxenochlorella protothecoides]	EIE22283.1 amidohydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0001012	RMZ57634.1 hypothetical protein APUTEX25_001834_ partial [Auxenochlorella protothecoides]	EIE22420.1 hypothetical protein COCSUDRAFT_42729 [Coccomyxa subellipsoidea C-169], EIE25518.1 hypothetical protein COCSUDRAFT_13807_ partial [Coccomyxa subellipsoidea C-169]
OG0001013	RMZ57658.1 hypothetical protein APUTEX25_001858 [Auxenochlorella protothecoides]	EIE18621.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0001014	RMZ57713.1 hypothetical protein APUTEX25_001913 [Auxenochlorella protothecoides]	EIE27390.1 Abi-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001015	RMZ57717.1 hypothetical protein APUTEX25_001917 [Auxenochlorella protothecoides]	EIE27010.1 hypothetical protein COCSUDRAFT_83569 [Coccomyxa subellipsoidea C-169]
OG0001052	RMZ52051.1 hypothetical protein APUTEX25_001245 [Auxenochlorella protothecoides]	EIE25724.1 hypothetical protein COCSUDRAFT_46353 [Coccomyxa subellipsoidea C-169]
OG0001053	RMZ53641.1 hypothetical protein APUTEX25_003175_ partial [Auxenochlorella protothecoides]	EIE20749.1 GINS complex_ Psf3 component [Coccomyxa subellipsoidea C-169]
OG0001053	RMZ52060.1 hypothetical protein APUTEX25_001254 [Auxenochlorella protothecoides]	EIE19738.1 hypothetical protein COCSUDRAFT_54599_ partial [Coccomyxa subellipsoidea C-169]
OG0001054	RMZ52061.1 hypothetical protein APUTEX25_001255 [Auxenochlorella protothecoides]	EIE25726.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]
OG0001055	RMZ56007.1 hypothetical protein APUTEX25_004431 [Auxenochlorella protothecoides]	EIE27155.1 hypothetical protein COCSUDRAFT_38902 [Coccomyxa subellipsoidea C-169]
OG0001055	RMZ52065.1 hypothetical protein APUTEX25_001259 [Auxenochlorella protothecoides]	EIE24171.1 hypothetical protein COCSUDRAFT_65781 [Coccomyxa subellipsoidea C-169], EIE23157.1 hypothetical protein COCSUDRAFT_66191 [Coccomyxa subellipsoidea C-169], EIE24220.1 hypothetical protein COCSUDRAFT_62728 [Coccomyxa subellipsoidea C-169]
OG0001056	RMZ52082.1 hypothetical protein APUTEX25_001276 [Auxenochlorella protothecoides]	EIE27395.1 hypothetical protein COCSUDRAFT_26703 [Coccomyxa subellipsoidea C-169]
OG0001057	RMZ53283.1 hypothetical protein APUTEX25_005272 [Auxenochlorella protothecoides]	EIE19870.1 hypothetical protein COCSUDRAFT_48713 [Coccomyxa subellipsoidea C-169]
OG0001058	RMZ52161.1 hypothetical protein APUTEX25_001551_ partial [Auxenochlorella protothecoides]	EIE26580.1 hypothetical protein COCSUDRAFT_52390 [Coccomyxa subellipsoidea C-169]
OG0001059	RMZ52198.1 hypothetical protein APUTEX25_001588 [Auxenochlorella protothecoides]	EIE26714.1 hypothetical protein COCSUDRAFT_59231 [Coccomyxa subellipsoidea C-169]
OG0001060	RMZ52203.1 hypothetical protein APUTEX25_001593 [Auxenochlorella protothecoides]	EIE19232.1 nuclear RNA helicase-like protein Bat1 [Coccomyxa subellipsoidea C-169]
OG0001061	RMZ52209.1 hypothetical protein APUTEX25_001599 [Auxenochlorella protothecoides]	EIE26074.1 ribosomal protein S3Ae [Coccomyxa subellipsoidea C-169]
OG0001062	RMZ52255.1 hypothetical protein APUTEX25_001645 [Auxenochlorella protothecoides]	EIE26200.1 DUF625-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001063	RMZ52260.1 hypothetical protein APUTEX25_001650 [Auxenochlorella protothecoides]	EIE18889.1 hypothetical protein COCSUDRAFT_45036 [Coccomyxa subellipsoidea C-169]
OG0001064	RMZ52271.1 hypothetical protein APUTEX25_001661_ partial [Auxenochlorella protothecoides]	EIE19231.1 eukaryotic-type signal peptide peptidase [Coccomyxa subellipsoidea C-169]
OG0001065	RMZ52295.1 hypothetical protein APUTEX25_001685 [Auxenochlorella protothecoides], RMZ52359.1 hypothetical protein APUTEX25_000634 [Auxenochlorella protothecoides]	EIE26479.1 hypothetical protein COCSUDRAFT_64509 [Coccomyxa subellipsoidea C-169]
OG0001066	RMZ52301.1 hypothetical protein APUTEX25_001691 [Auxenochlorella protothecoides]	EIE26199.1 hypothetical protein COCSUDRAFT_35581 [Coccomyxa subellipsoidea C-169]
OG0001067	RMZ52311.1 hypothetical protein APUTEX25_005064 [Auxenochlorella protothecoides]	EIE26592.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0001068	RMZ52322.1 hypothetical protein APUTEX25_005075_ partial [Auxenochlorella protothecoides]	EIE27735.1 hypothetical protein COCSUDRAFT_64358 [Coccomyxa subellipsoidea C-169], EIE22451.1 hypothetical protein COCSUDRAFT_42752 [Coccomyxa subellipsoidea C-169]
OG0001069	RMZ52337.1 hypothetical protein APUTEX25_005090 [Auxenochlorella protothecoides]	EIE26582.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0001070	RMZ52392.1 hypothetical protein APUTEX25_000667 [Auxenochlorella protothecoides]	EIE23232.1 hypothetical protein COCSUDRAFT_63588 [Coccomyxa subellipsoidea C-169]
OG0001071	RMZ52398.1 hypothetical protein APUTEX25_000673 [Auxenochlorella protothecoides]	EIE24336.1 hypothetical protein COCSUDRAFT_62836 [Coccomyxa subellipsoidea C-169], EIE24418.1 TPT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001072	RMZ52401.1 hypothetical protein APUTEX25_000676 [Auxenochlorella protothecoides]	EIE20399.1 DUF663-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001074	RMZ52465.1 hypothetical protein APUTEX25_000044 [Auxenochlorella protothecoides]	EIE27619.1 methionine adenosyltransferase [Coccomyxa subellipsoidea C-169]
OG0001075	RMZ52493.1 hypothetical protein APUTEX25_003636 [Auxenochlorella protothecoides]	EIE18544.1 peroxisomal biogenesis factor 11 [Coccomyxa subellipsoidea C-169]
OG0001076	RMZ52511.1 hypothetical protein APUTEX25_003654 [Auxenochlorella protothecoides], RMZ54710.1 hypothetical protein APUTEX25_003088 [Auxenochlorella protothecoides]	EIE20543.1 hypothetical protein COCSUDRAFT_43963 [Coccomyxa subellipsoidea C-169]
OG0001077	RMZ52520.1 hypothetical protein APUTEX25_003663 [Auxenochlorella protothecoides], RMZ56142.1 hypothetical protein APUTEX25_004566_ partial [Auxenochlorella protothecoides]	EIE19659.1 kinesin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE22632.1 the Kifc3 motor domain in complex with Adp_ partial [Coccomyxa subellipsoidea C-169]
OG0001078	RMZ52548.1 hypothetical protein APUTEX25_003691 [Auxenochlorella protothecoides]	EIE20296.1 hypothetical protein COCSUDRAFT_58005 [Coccomyxa subellipsoidea C-169]
OG0001079	RMZ52550.1 hypothetical protein APUTEX25_003693_ partial [Auxenochlorella protothecoides]	EIE24982.1 fumble-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001080	RMZ52572.1 hypothetical protein APUTEX25_003715_ partial [Auxenochlorella protothecoides]	EIE20441.1 hypothetical protein COCSUDRAFT_43885 [Coccomyxa subellipsoidea C-169]
OG0001081	RMZ52592.1 hypothetical protein APUTEX25_000711 [Auxenochlorella protothecoides]	EIE23953.1 acid phosphatase/Vanadium-dependent haloperoxidase [Coccomyxa subellipsoidea C-169]
OG0001082	RMZ57010.1 hypothetical protein APUTEX25_002242 [Auxenochlorella protothecoides]	EIE18850.1 hypothetical protein COCSUDRAFT_68051 [Coccomyxa subellipsoidea C-169]
OG0001082	RMZ52603.1 hypothetical protein APUTEX25_000722 [Auxenochlorella protothecoides]	EIE19366.1 hypothetical protein COCSUDRAFT_48924 [Coccomyxa subellipsoidea C-169]
OG0001083	RMZ52636.1 hypothetical protein APUTEX25_000755 [Auxenochlorella protothecoides]	EIE21683.1 DUF773-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001085	RMZ52703.1 hypothetical protein APUTEX25_000822 [Auxenochlorella protothecoides]	EIE19762.1 Caleosin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19761.1 Caleosin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001086	RMZ52729.1 hypothetical protein APUTEX25_000848 [Auxenochlorella protothecoides]	EIE21728.1 hypothetical protein COCSUDRAFT_47922 [Coccomyxa subellipsoidea C-169]
OG0001088	RMZ52818.1 hypothetical protein APUTEX25_000937 [Auxenochlorella protothecoides]	EIE27736.1 60S ribosomal protein L18a-2 [Coccomyxa subellipsoidea C-169]
OG0001089	RMZ52821.1 hypothetical protein APUTEX25_000940 [Auxenochlorella protothecoides]	EIE24096.1 hypothetical protein COCSUDRAFT_62615 [Coccomyxa subellipsoidea C-169]
OG0001090	RMZ52885.1 hypothetical protein APUTEX25_001004 [Auxenochlorella protothecoides], RMZ52966.1 hypothetical protein APUTEX25_001085 [Auxenochlorella protothecoides]	EIE23039.1 mitochondrial import inner membrane translocase_ subunit Tim17/22 [Coccomyxa subellipsoidea C-169]
OG0001091	RMZ52900.1 hypothetical protein APUTEX25_001019_ partial [Auxenochlorella protothecoides]	EIE24081.1 RNI-like protein [Coccomyxa subellipsoidea C-169]
OG0001092	RMZ52908.1 hypothetical protein APUTEX25_001027_ partial [Auxenochlorella protothecoides]	EIE20354.1 target of rapamycin kinase [Coccomyxa subellipsoidea C-169]
OG0001093	RMZ52919.1 hypothetical protein APUTEX25_001038_ partial [Auxenochlorella protothecoides], RMZ54056.1 hypothetical protein APUTEX25_002633_ partial [Auxenochlorella protothecoides]	EIE24267.1 hypothetical protein COCSUDRAFT_65824 [Coccomyxa subellipsoidea C-169]
