Orthogroup	Auxenochlorella_protothecoides	Chlorella_Sorokiniana1602
OG0000995	RMZ56717.1 hypothetical protein APUTEX25_002806 [Auxenochlorella protothecoides]	PRW56699.1 hypothetical protein C2E21_4842 [Chlorella sorokiniana]
OG0000997	RMZ56758.1 hypothetical protein APUTEX25_002847 [Auxenochlorella protothecoides]	PRW57785.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform B [Chlorella sorokiniana], PRW57784.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform A [Chlorella sorokiniana]
OG0000998	RMZ56777.1 hypothetical protein APUTEX25_002866 [Auxenochlorella protothecoides]	PRW56345.1 glycosyltransferase-like protein [Chlorella sorokiniana]
OG0000999	RMZ56819.1 hypothetical protein APUTEX25_002908_ partial [Auxenochlorella protothecoides]	PRW18312.1 MFS transporter [Chlorella sorokiniana]
OG0001000	RMZ56901.1 hypothetical protein APUTEX25_002990 [Auxenochlorella protothecoides]	PRW61175.1 DEK-like isoform X2 isoform A [Chlorella sorokiniana], PRW61174.1 DEK-like isoform X2 isoform B [Chlorella sorokiniana]
OG0001001	RMZ56978.1 hypothetical protein APUTEX25_005040 [Auxenochlorella protothecoides]	PRW33919.1 peptidase M20 [Chlorella sorokiniana]
OG0001002	RMZ56979.1 hypothetical protein APUTEX25_005041 [Auxenochlorella protothecoides]	PRW33990.1 hypothetical protein C2E21_7448 [Chlorella sorokiniana]
OG0001003	RMZ57019.1 hypothetical protein APUTEX25_002251 [Auxenochlorella protothecoides]	PRW60783.1 Trehalase [Chlorella sorokiniana], PRW32561.1 putative trehalase [Chlorella sorokiniana]
OG0001004	RMZ57025.1 hypothetical protein APUTEX25_002257 [Auxenochlorella protothecoides]	PRW34102.1 Dual specificity phosphatase 1 isoform 2 [Chlorella sorokiniana]
OG0001005	RMZ57108.1 hypothetical protein APUTEX25_002340 [Auxenochlorella protothecoides]	PRW57801.1 putative prolyl 4-hydroxylase 9 [Chlorella sorokiniana]
OG0001006	RMZ57179.1 hypothetical protein APUTEX25_004013 [Auxenochlorella protothecoides]	PRW56830.1 chitobiosyldiphosphodolichol beta-mannosyltransferase-like isoform X1 [Chlorella sorokiniana], PRW56488.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Chlorella sorokiniana]
OG0001007	RMZ57199.1 hypothetical protein APUTEX25_004033 [Auxenochlorella protothecoides]	PRW61486.1 CPD photolyase isoform C [Chlorella sorokiniana], PRW61487.1 CPD photolyase isoform B [Chlorella sorokiniana]
OG0001008	RMZ57329.1 hypothetical protein APUTEX25_004163_ partial [Auxenochlorella protothecoides]	PRW33625.1 Triosephosphate cytosolic [Chlorella sorokiniana]
OG0001009	RMZ57499.1 hypothetical protein APUTEX25_003742 [Auxenochlorella protothecoides]	PRW58664.1 Alpha-L-arabinofuranosidase 1 isoform B [Chlorella sorokiniana], PRW58663.1 Alpha-L-arabinofuranosidase 1 isoform A [Chlorella sorokiniana]
OG0001010	RMZ57552.1 hypothetical protein APUTEX25_001752_ partial [Auxenochlorella protothecoides]	PRW59391.1 UDP-glucose dehydrogenase [Chlorella sorokiniana], PRW61304.1 UDP-glucose dehydrogenase [Chlorella sorokiniana]
OG0001012	RMZ57634.1 hypothetical protein APUTEX25_001834_ partial [Auxenochlorella protothecoides]	PRW44844.1 prolyl endopeptidase-like isoform B [Chlorella sorokiniana], PRW44843.1 prolyl endopeptidase-like isoform A [Chlorella sorokiniana]
OG0001013	RMZ57658.1 hypothetical protein APUTEX25_001858 [Auxenochlorella protothecoides]	PRW58204.1 GTP-binding protein [Chlorella sorokiniana]
OG0001014	RMZ57713.1 hypothetical protein APUTEX25_001913 [Auxenochlorella protothecoides]	PRW44593.1 CAAX amino terminal protease family [Chlorella sorokiniana]
OG0001015	RMZ57717.1 hypothetical protein APUTEX25_001917 [Auxenochlorella protothecoides]	PRW59055.1 N-terminal glutamine amidohydrolase [Chlorella sorokiniana]
OG0001052	RMZ52051.1 hypothetical protein APUTEX25_001245 [Auxenochlorella protothecoides]	PRW56079.1 NUDIX hydrolase domain-like [Chlorella sorokiniana]
OG0001053	RMZ53641.1 hypothetical protein APUTEX25_003175_ partial [Auxenochlorella protothecoides]	PRW32620.1 putative DNA replication complex GINS PSF3 [Chlorella sorokiniana]
OG0001053	RMZ52060.1 hypothetical protein APUTEX25_001254 [Auxenochlorella protothecoides]	PRW32668.1 Tetratricopeptide-like helical [Chlorella sorokiniana]
OG0001054	RMZ52061.1 hypothetical protein APUTEX25_001255 [Auxenochlorella protothecoides]	PRW20695.1 mitochondrial substrate carrier [Chlorella sorokiniana]
OG0001055	RMZ52065.1 hypothetical protein APUTEX25_001259 [Auxenochlorella protothecoides]	PRW57177.1 Inositol phosphoceramide mannosyltransferase 2 [Chlorella sorokiniana]
OG0001056	RMZ52082.1 hypothetical protein APUTEX25_001276 [Auxenochlorella protothecoides]	PRW44475.1 tetrahydrofolate dehydrogenase cyclohydrolase [Chlorella sorokiniana]
OG0001057	RMZ52128.1 hypothetical protein APUTEX25_001518_ partial [Auxenochlorella protothecoides], RMZ53283.1 hypothetical protein APUTEX25_005272 [Auxenochlorella protothecoides]	PRW45009.1 MPN domain-containing [Chlorella sorokiniana]
OG0001058	RMZ52161.1 hypothetical protein APUTEX25_001551_ partial [Auxenochlorella protothecoides]	PRW61344.1 PUB domain [Chlorella sorokiniana], PRW20553.1 hypothetical protein C2E21_8918 [Chlorella sorokiniana], PRW60996.1 hypothetical protein C2E21_0371 [Chlorella sorokiniana]
OG0001060	RMZ52203.1 hypothetical protein APUTEX25_001593 [Auxenochlorella protothecoides]	PRW61181.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Chlorella sorokiniana]
OG0001061	RMZ52209.1 hypothetical protein APUTEX25_001599 [Auxenochlorella protothecoides]	PRW39385.1 40S ribosomal S3a-2 isoform A [Chlorella sorokiniana], PRW39386.1 40S ribosomal S3a-2 isoform B [Chlorella sorokiniana]
OG0001062	RMZ52255.1 hypothetical protein APUTEX25_001645 [Auxenochlorella protothecoides]	PRW61604.1 Serine threonine- phosphatase 4 regulatory subunit 3 [Chlorella sorokiniana]
OG0001063	RMZ52260.1 hypothetical protein APUTEX25_001650 [Auxenochlorella protothecoides]	PRW20718.1 hypothetical protein C2E21_8749 [Chlorella sorokiniana]
OG0001064	RMZ52271.1 hypothetical protein APUTEX25_001661_ partial [Auxenochlorella protothecoides]	PRW61442.1 signal peptide peptidase-like [Chlorella sorokiniana]
OG0001065	RMZ52295.1 hypothetical protein APUTEX25_001685 [Auxenochlorella protothecoides]	PRW61306.1 MEI2-like 1 isoform X1 [Chlorella sorokiniana]
OG0001065	RMZ52359.1 hypothetical protein APUTEX25_000634 [Auxenochlorella protothecoides]	PRW59072.1 MEI2-like 1 [Chlorella sorokiniana]
OG0001066	RMZ52301.1 hypothetical protein APUTEX25_001691 [Auxenochlorella protothecoides]	PRW60902.1 26S proteasome complex subunit DSS1 [Chlorella sorokiniana]
OG0001067	RMZ52311.1 hypothetical protein APUTEX25_005064 [Auxenochlorella protothecoides]	PRW61109.1 ATP-binding cassette [Chlorella sorokiniana]
OG0001068	RMZ52322.1 hypothetical protein APUTEX25_005075_ partial [Auxenochlorella protothecoides]	PRW56062.1 non-structural maintenance of chromosomes element 4-like protein A-like [Chlorella sorokiniana]
OG0001069	RMZ52337.1 hypothetical protein APUTEX25_005090 [Auxenochlorella protothecoides]	PRW60891.1 Dual specificity kinase splA isoform B [Chlorella sorokiniana], PRW60892.1 Dual specificity kinase splA isoform A [Chlorella sorokiniana]
OG0001070	RMZ52392.1 hypothetical protein APUTEX25_000667 [Auxenochlorella protothecoides]	PRW50954.1 F-box only 21-like [Chlorella sorokiniana], PRW59079.1 F-box only 21 [Chlorella sorokiniana], PRW59357.1 uvrB uvrC motif-containing [Chlorella sorokiniana]
OG0001071	RMZ52398.1 hypothetical protein APUTEX25_000673 [Auxenochlorella protothecoides]	PRW61386.1 Drug Metabolite transporter superfamily [Chlorella sorokiniana], PRW60834.1 Drug Metabolite transporter superfamily [Chlorella sorokiniana]
OG0001072	RMZ52401.1 hypothetical protein APUTEX25_000676 [Auxenochlorella protothecoides]	PRW58959.1 ribosome biogenesis BMS1-like protein [Chlorella sorokiniana]
OG0001073	RMZ52446.1 hypothetical protein APUTEX25_000025 [Auxenochlorella protothecoides]	PRW57012.1 hypothetical protein C2E21_4311 [Chlorella sorokiniana]
OG0001074	RMZ52465.1 hypothetical protein APUTEX25_000044 [Auxenochlorella protothecoides]	PRW57411.1 S-adenosylmethionine synthetase [Chlorella sorokiniana]
OG0001075	RMZ52493.1 hypothetical protein APUTEX25_003636 [Auxenochlorella protothecoides]	PRW51152.1 peroxisomal membrane 11A isoform B [Chlorella sorokiniana], PRW51151.1 peroxisomal membrane 11A isoform A [Chlorella sorokiniana]
OG0001076	RMZ52511.1 hypothetical protein APUTEX25_003654 [Auxenochlorella protothecoides]	PRW57444.1 hypothetical protein C2E21_4037 [Chlorella sorokiniana]
OG0001077	RMZ52520.1 hypothetical protein APUTEX25_003663 [Auxenochlorella protothecoides], RMZ56142.1 hypothetical protein APUTEX25_004566_ partial [Auxenochlorella protothecoides]	PRW50920.1 kinesin KP1-like [Chlorella sorokiniana]
OG0001078	RMZ52548.1 hypothetical protein APUTEX25_003691 [Auxenochlorella protothecoides]	PRW58665.1 CCR4-NOT transcription complex subunit 3 [Chlorella sorokiniana], PRW39295.1 Not1 domain-containing [Chlorella sorokiniana]
OG0001079	RMZ52550.1 hypothetical protein APUTEX25_003693_ partial [Auxenochlorella protothecoides]	PRW59429.1 Pantothenate kinase 2 [Chlorella sorokiniana]
OG0001080	RMZ52572.1 hypothetical protein APUTEX25_003715_ partial [Auxenochlorella protothecoides]	PRW58968.1 Phosphoglycerate mutase-like family isoform 1 [Chlorella sorokiniana]
OG0001081	RMZ52592.1 hypothetical protein APUTEX25_000711 [Auxenochlorella protothecoides]	PRW33528.1 choline-phosphate cytidylyltransferase 1 [Chlorella sorokiniana]
OG0001082	RMZ52603.1 hypothetical protein APUTEX25_000722 [Auxenochlorella protothecoides]	PRW60568.1 ATP synthase subunit delta mitochondrial-like [Chlorella sorokiniana]
OG0001083	RMZ52636.1 hypothetical protein APUTEX25_000755 [Auxenochlorella protothecoides]	PRW59501.1 CDK5RAP3 isoform B [Chlorella sorokiniana], PRW59500.1 CDK5RAP3 isoform A [Chlorella sorokiniana]
OG0001084	RMZ52699.1 hypothetical protein APUTEX25_000818 [Auxenochlorella protothecoides]	PRW20912.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana], PRW56041.1 Nex18 symbiotically induced [Chlorella sorokiniana]
OG0001085	RMZ52703.1 hypothetical protein APUTEX25_000822 [Auxenochlorella protothecoides]	PRW45357.1 caleosin domain containing [Chlorella sorokiniana]
OG0001086	RMZ52729.1 hypothetical protein APUTEX25_000848 [Auxenochlorella protothecoides]	PRW21067.1 PHD finger protein isoform B [Chlorella sorokiniana], PRW21066.1 PHD finger protein isoform C [Chlorella sorokiniana], PRW21068.1 PHD finger protein isoform A [Chlorella sorokiniana]
OG0001087	RMZ52737.1 hypothetical protein APUTEX25_000856_ partial [Auxenochlorella protothecoides]	PRW59386.1 TLC ATP ADP transporter [Chlorella sorokiniana]
OG0001088	RMZ52818.1 hypothetical protein APUTEX25_000937 [Auxenochlorella protothecoides]	PRW57226.1 60S ribosomal L18a-2 [Chlorella sorokiniana], PRW57005.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0001089	RMZ52839.1 hypothetical protein APUTEX25_000958_ partial [Auxenochlorella protothecoides], RMZ52821.1 hypothetical protein APUTEX25_000940 [Auxenochlorella protothecoides]	PRW60402.1 Sel-1 1 [Chlorella sorokiniana]
OG0001090	RMZ52966.1 hypothetical protein APUTEX25_001085 [Auxenochlorella protothecoides]	PRW44391.1 outer envelope pore 16- chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001092	RMZ52908.1 hypothetical protein APUTEX25_001027_ partial [Auxenochlorella protothecoides]	PRW60020.1 Serine threonine- kinase TOR [Chlorella sorokiniana]
OG0001093	RMZ52919.1 hypothetical protein APUTEX25_001038_ partial [Auxenochlorella protothecoides], RMZ54056.1 hypothetical protein APUTEX25_002633_ partial [Auxenochlorella protothecoides]	PRW60388.1 A disintegrin and metallo ase with thrombospondin motifs 12 [Chlorella sorokiniana]
OG0001094	RMZ52925.1 hypothetical protein APUTEX25_001044 [Auxenochlorella protothecoides]	PRW59155.1 Galactokinase [Chlorella sorokiniana]
OG0001095	RMZ52936.1 hypothetical protein APUTEX25_001055 [Auxenochlorella protothecoides]	PRW20878.1 eukaryotic translation initiation factor 5 [Chlorella sorokiniana]
OG0001096	RMZ52948.1 hypothetical protein APUTEX25_001067 [Auxenochlorella protothecoides]	PRW60566.1 meiotic nuclear division 1-like protein [Chlorella sorokiniana]
OG0001097	RMZ52955.1 hypothetical protein APUTEX25_001074 [Auxenochlorella protothecoides]	PRW45527.1 UPF0468 [Chlorella sorokiniana]
OG0001098	RMZ52961.1 hypothetical protein APUTEX25_001080_ partial [Auxenochlorella protothecoides]	PRW44528.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana], PRW60823.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana]
OG0001099	RMZ52989.1 hypothetical protein APUTEX25_001108_ partial [Auxenochlorella protothecoides]	PRW51041.1 DNA-directed RNA polymerases IV and V subunit 3 [Chlorella sorokiniana]
OG0001100	RMZ52998.1 hypothetical protein APUTEX25_001117_ partial [Auxenochlorella protothecoides]	PRW60302.1 kinase [Chlorella sorokiniana]
OG0001101	RMZ53044.1 hypothetical protein APUTEX25_001163_ partial [Auxenochlorella protothecoides]	PRW33071.1 eukaryotic translation initiation factor 3 subunit D-like [Chlorella sorokiniana]
OG0001102	RMZ53105.1 hypothetical protein APUTEX25_002514_ partial [Auxenochlorella protothecoides]	PRW60931.1 Ferric reductase [Chlorella sorokiniana]
OG0001103	RMZ53125.1 hypothetical protein APUTEX25_005114 [Auxenochlorella protothecoides]	PRW59585.1 transmembrane 9 superfamily member 7 [Chlorella sorokiniana]
OG0001104	RMZ53128.1 hypothetical protein APUTEX25_005117_ partial [Auxenochlorella protothecoides]	PRW60578.1 arginine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]
OG0001105	RMZ53136.1 hypothetical protein APUTEX25_005125 [Auxenochlorella protothecoides]	PRW61209.1 OPI10-like protein [Chlorella sorokiniana]
OG0001106	RMZ53150.1 hypothetical protein APUTEX25_005139 [Auxenochlorella protothecoides]	PRW56010.1 kinesin K39 isoform B [Chlorella sorokiniana], PRW56011.1 kinesin K39 isoform A [Chlorella sorokiniana]
OG0001107	RMZ53159.1 hypothetical protein APUTEX25_005148 [Auxenochlorella protothecoides]	PRW20545.1 small RNA degrading nuclease 5 isoform X1 isoform A [Chlorella sorokiniana], PRW20546.1 small RNA degrading nuclease 5 isoform X1 isoform B [Chlorella sorokiniana], PRW44608.1 small RNA degrading nuclease 5-like isoform X2 [Chlorella sorokiniana]
OG0001108	RMZ53165.1 hypothetical protein APUTEX25_005154_ partial [Auxenochlorella protothecoides]	PRW57450.1 chitin [Chlorella sorokiniana], PRW57796.1 Polysaccharide deacetylase domain-containing [Chlorella sorokiniana]
OG0001109	RMZ53183.1 hypothetical protein APUTEX25_005172 [Auxenochlorella protothecoides]	PRW61591.1 Transcription initiation factor TFIID subunit 1 isoform A [Chlorella sorokiniana], PRW61593.1 Transcription initiation factor TFIID subunit 1 isoform C [Chlorella sorokiniana], PRW61592.1 Transcription initiation factor TFIID subunit 1 isoform B [Chlorella sorokiniana]
OG0001110	RMZ53192.1 hypothetical protein APUTEX25_005181 [Auxenochlorella protothecoides]	PRW33002.1 kelch motif [Chlorella sorokiniana]
OG0001111	RMZ53207.1 hypothetical protein APUTEX25_005196 [Auxenochlorella protothecoides]	PRW32873.1 MFS general substrate transporter [Chlorella sorokiniana], PRW57489.1 MFS general substrate transporter [Chlorella sorokiniana]
OG0001112	RMZ53218.1 hypothetical protein APUTEX25_005207_ partial [Auxenochlorella protothecoides]	PRW57301.1 dynein intermediate chain axonemal isoform B [Chlorella sorokiniana], PRW57300.1 dynein intermediate chain axonemal isoform A [Chlorella sorokiniana]
OG0001113	RMZ53255.1 hypothetical protein APUTEX25_005244_ partial [Auxenochlorella protothecoides]	PRW05765.1 neuroendocrine convertase 1 [Chlorella sorokiniana]
OG0001114	RMZ53308.1 hypothetical protein APUTEX25_004796 [Auxenochlorella protothecoides]	PRW59015.1 deoxyribonuclease TATDN1 [Chlorella sorokiniana]
OG0001115	RMZ53342.1 hypothetical protein APUTEX25_004830 [Auxenochlorella protothecoides]	PRW33785.1 hypothetical protein C2E21_7200 [Chlorella sorokiniana]
OG0001115	RMZ55496.1 hypothetical protein APUTEX25_000079 [Auxenochlorella protothecoides]	PRW34062.1 hypothetical protein C2E21_7201 [Chlorella sorokiniana]
OG0001117	RMZ53363.1 hypothetical protein APUTEX25_004851 [Auxenochlorella protothecoides]	PRW61416.1 anaphase-promoting complex subunit 8-like [Chlorella sorokiniana]
OG0001118	RMZ53375.1 hypothetical protein APUTEX25_004863_ partial [Auxenochlorella protothecoides]	PRW57009.1 putative prolyl 4-hydroxylase 6 [Chlorella sorokiniana]
OG0001119	RMZ53379.1 hypothetical protein APUTEX25_004867 [Auxenochlorella protothecoides]	PRW57278.1 Nucleolar GTP-binding 2 [Chlorella sorokiniana]
OG0001120	RMZ53389.1 hypothetical protein APUTEX25_004877 [Auxenochlorella protothecoides]	PRW61130.1 DNA-directed RNA polymerases IV and V subunit 11 [Chlorella sorokiniana]
OG0001121	RMZ53415.1 hypothetical protein APUTEX25_004903_ partial [Auxenochlorella protothecoides]	PRW59243.1 cell polarity mor2 isoform X2 isoform B [Chlorella sorokiniana], PRW59242.1 cell polarity mor2 isoform X2 isoform A [Chlorella sorokiniana]
OG0001122	RMZ53429.1 hypothetical protein APUTEX25_004917_ partial [Auxenochlorella protothecoides]	PRW20826.1 hypothetical protein C2E21_8537 [Chlorella sorokiniana]
OG0001122	RMZ57149.1 hypothetical protein APUTEX25_003606_ partial [Auxenochlorella protothecoides]	PRW57003.1 regulator of nonsense transcripts UPF2 [Chlorella sorokiniana]
OG0001123	RMZ53506.1 hypothetical protein APUTEX25_003328 [Auxenochlorella protothecoides]	PRW60454.1 cell division cycle 5 isoform B [Chlorella sorokiniana], PRW60453.1 cell division cycle 5 isoform A [Chlorella sorokiniana]
OG0001124	RMZ53522.1 hypothetical protein APUTEX25_003344 [Auxenochlorella protothecoides], RMZ54972.1 hypothetical protein APUTEX25_000489_ partial [Auxenochlorella protothecoides]	PRW59747.1 Fe_2+_ _Mn2+_ transporter pcl1 [Chlorella sorokiniana]
OG0001125	RMZ53544.1 hypothetical protein APUTEX25_003366 [Auxenochlorella protothecoides]	PRW57886.1 Isocitrate dehydrogenase [NAD] catalytic subunit mitochondrial [Chlorella sorokiniana]
OG0001126	RMZ53546.1 hypothetical protein APUTEX25_003368 [Auxenochlorella protothecoides]	PRW56589.1 5-methyltetrahydropteroyltriglutamate--homoc ysteine s-methyltransferase [Chlorella sorokiniana], PRW60626.1 5-methyltetrahydropteroyltriglutamate--homoc ysteine s-methyltransferase [Chlorella sorokiniana]
OG0001127	RMZ53556.1 hypothetical protein APUTEX25_003378 [Auxenochlorella protothecoides]	PRW33588.1 Glyceraldehyde-3-phosphate cytosolic [Chlorella sorokiniana]
OG0001128	RMZ54249.1 hypothetical protein APUTEX25_000600 [Auxenochlorella protothecoides]	PRW45531.1 bax inhibitor 1-like [Chlorella sorokiniana]
