Orthogroup	Chlorella_Vulgaris2111P	Auxenochlorella_protothecoides
OG0000971	KAI3425898.1 hypothetical protein D9Q98_007871 [Chlorella vulgaris]	RMZ55781.1 hypothetical protein APUTEX25_005822_ partial [Auxenochlorella protothecoides]
OG0000972	KAI3431381.1 hypothetical protein D9Q98_004435 [Chlorella vulgaris]	RMZ55817.1 hypothetical protein APUTEX25_003783 [Auxenochlorella protothecoides]
OG0000973	KAI3431863.1 hypothetical protein D9Q98_010614 [Chlorella vulgaris], KAI3431436.1 hypothetical protein D9Q98_004488 [Chlorella vulgaris]	RMZ55824.1 hypothetical protein APUTEX25_003790 [Auxenochlorella protothecoides]
OG0000974	KAI3431332.1 hypothetical protein D9Q98_004390 [Chlorella vulgaris]	RMZ55871.1 hypothetical protein APUTEX25_003837_ partial [Auxenochlorella protothecoides]
OG0000975	KAI3430396.1 hypothetical protein D9Q98_004991 [Chlorella vulgaris]	RMZ55899.1 hypothetical protein APUTEX25_003865 [Auxenochlorella protothecoides]
OG0000976	KAI3435732.1 hypothetical protein D9Q98_001790 [Chlorella vulgaris], KAI3425334.1 hypothetical protein D9Q98_009098 [Chlorella vulgaris], KAI3431774.1 hypothetical protein D9Q98_010530 [Chlorella vulgaris]	RMZ55923.1 hypothetical protein APUTEX25_004347 [Auxenochlorella protothecoides]
OG0000977	KAI3433495.1 hypothetical protein D9Q98_003307 [Chlorella vulgaris]	RMZ55932.1 hypothetical protein APUTEX25_004356 [Auxenochlorella protothecoides]
OG0000978	KAI3433526.1 hypothetical protein D9Q98_003336 [Chlorella vulgaris]	RMZ55939.1 hypothetical protein APUTEX25_004363 [Auxenochlorella protothecoides]
OG0000979	KAI3433647.1 hypothetical protein D9Q98_003456 [Chlorella vulgaris]	RMZ55968.1 hypothetical protein APUTEX25_004392 [Auxenochlorella protothecoides]
OG0000980	KAI3433555.1 hypothetical protein D9Q98_003366 [Chlorella vulgaris]	RMZ56009.1 hypothetical protein APUTEX25_004433 [Auxenochlorella protothecoides]
OG0000980	KAI3433556.1 hypothetical protein D9Q98_003367 [Chlorella vulgaris]	RMZ56658.1 hypothetical protein APUTEX25_002747 [Auxenochlorella protothecoides]
OG0000981	KAI3433544.1 hypothetical protein D9Q98_003354 [Chlorella vulgaris]	RMZ56176.1 hypothetical protein APUTEX25_004600 [Auxenochlorella protothecoides]
OG0000981	KAI3433545.1 hypothetical protein D9Q98_003355 [Chlorella vulgaris]	RMZ56015.1 hypothetical protein APUTEX25_004439_ partial [Auxenochlorella protothecoides]
OG0000982	KAI3428417.1 hypothetical protein D9Q98_007244 [Chlorella vulgaris]	RMZ56280.1 hypothetical protein APUTEX25_002470 [Auxenochlorella protothecoides]
OG0000983	KAI3428735.1 hypothetical protein D9Q98_007558 [Chlorella vulgaris], KAI3426104.1 hypothetical protein D9Q98_008072 [Chlorella vulgaris]	RMZ56324.1 hypothetical protein APUTEX25_000563 [Auxenochlorella protothecoides]
OG0000984	KAI3428806.1 hypothetical protein D9Q98_007623 [Chlorella vulgaris]	RMZ56348.1 hypothetical protein APUTEX25_004705_ partial [Auxenochlorella protothecoides]
OG0000985	KAI3428779.1 hypothetical protein D9Q98_007600 [Chlorella vulgaris]	RMZ56378.1 hypothetical protein APUTEX25_004735 [Auxenochlorella protothecoides]
OG0000986	KAI3425775.1 hypothetical protein D9Q98_007750 [Chlorella vulgaris], KAI3436153.1 hypothetical protein D9Q98_002210 [Chlorella vulgaris]	RMZ56426.1 hypothetical protein APUTEX25_004649 [Auxenochlorella protothecoides]
OG0000987	KAI3436060.1 hypothetical protein D9Q98_002118 [Chlorella vulgaris], KAI3436059.1 hypothetical protein D9Q98_002118 [Chlorella vulgaris]	RMZ56441.1 hypothetical protein APUTEX25_004664 [Auxenochlorella protothecoides]
OG0000988	KAI3436075.1 hypothetical protein D9Q98_002133 [Chlorella vulgaris], KAI3436077.1 hypothetical protein D9Q98_002135 [Chlorella vulgaris], KAI3436076.1 hypothetical protein D9Q98_002134 [Chlorella vulgaris]	RMZ56444.1 hypothetical protein APUTEX25_004667_ partial [Auxenochlorella protothecoides]
OG0000989	KAI3436503.1 hypothetical protein D9Q98_005920 [Chlorella vulgaris], KAI3428181.1 hypothetical protein D9Q98_006561 [Chlorella vulgaris]	RMZ56449.1 hypothetical protein APUTEX25_004672_ partial [Auxenochlorella protothecoides]
OG0000990	KAI3429784.1 hypothetical protein D9Q98_010097 [Chlorella vulgaris], KAI3429775.1 hypothetical protein D9Q98_010088 [Chlorella vulgaris]	RMZ56544.1 hypothetical protein APUTEX25_001391 [Auxenochlorella protothecoides], RMZ56499.1 hypothetical protein APUTEX25_001346 [Auxenochlorella protothecoides]
OG0000991	KAI3429771.1 hypothetical protein D9Q98_010084 [Chlorella vulgaris]	RMZ56524.1 hypothetical protein APUTEX25_001371_ partial [Auxenochlorella protothecoides]
OG0000992	KAI3429877.1 hypothetical protein D9Q98_010188 [Chlorella vulgaris]	RMZ56514.1 hypothetical protein APUTEX25_001361 [Auxenochlorella protothecoides]
OG0000993	KAI3425731.1 hypothetical protein D9Q98_007707 [Chlorella vulgaris]	RMZ56620.1 hypothetical protein APUTEX25_002709 [Auxenochlorella protothecoides]
OG0000994	KAI3435000.1 hypothetical protein D9Q98_003052 [Chlorella vulgaris]	RMZ56678.1 hypothetical protein APUTEX25_002767 [Auxenochlorella protothecoides]
OG0000995	KAI3428370.1 hypothetical protein D9Q98_006750 [Chlorella vulgaris]	RMZ56717.1 hypothetical protein APUTEX25_002806 [Auxenochlorella protothecoides]
OG0000996	KAI3436706.1 hypothetical protein D9Q98_006121 [Chlorella vulgaris]	RMZ56741.1 hypothetical protein APUTEX25_002830 [Auxenochlorella protothecoides]
OG0000997	KAI3425801.1 hypothetical protein D9Q98_007776 [Chlorella vulgaris], KAI3425805.1 hypothetical protein D9Q98_007780 [Chlorella vulgaris]	RMZ56758.1 hypothetical protein APUTEX25_002847 [Auxenochlorella protothecoides]
OG0000998	KAI3436820.1 hypothetical protein D9Q98_006230 [Chlorella vulgaris]	RMZ56777.1 hypothetical protein APUTEX25_002866 [Auxenochlorella protothecoides]
OG0000999	KAI3435490.1 hypothetical protein D9Q98_001556 [Chlorella vulgaris]	RMZ56819.1 hypothetical protein APUTEX25_002908_ partial [Auxenochlorella protothecoides]
OG0001000	KAI3424451.1 hypothetical protein D9Q98_010003 [Chlorella vulgaris], KAI3424440.1 hypothetical protein D9Q98_009992 [Chlorella vulgaris]	RMZ56901.1 hypothetical protein APUTEX25_002990 [Auxenochlorella protothecoides]
OG0001001	KAI3426497.1 hypothetical protein D9Q98_008863 [Chlorella vulgaris]	RMZ56978.1 hypothetical protein APUTEX25_005040 [Auxenochlorella protothecoides]
OG0001002	KAI3426086.1 hypothetical protein D9Q98_008054 [Chlorella vulgaris]	RMZ56979.1 hypothetical protein APUTEX25_005041 [Auxenochlorella protothecoides]
OG0001003	KAI3429282.1 hypothetical protein D9Q98_005378 [Chlorella vulgaris], KAI3423816.1 hypothetical protein D9Q98_009652 [Chlorella vulgaris]	RMZ57019.1 hypothetical protein APUTEX25_002251 [Auxenochlorella protothecoides]
OG0001004	KAI3434902.1 hypothetical protein D9Q98_002956 [Chlorella vulgaris]	RMZ57025.1 hypothetical protein APUTEX25_002257 [Auxenochlorella protothecoides]
OG0001005	KAI3434748.1 hypothetical protein D9Q98_002808 [Chlorella vulgaris]	RMZ57108.1 hypothetical protein APUTEX25_002340 [Auxenochlorella protothecoides]
OG0001006	KAI3428089.1 hypothetical protein D9Q98_006472 [Chlorella vulgaris]	RMZ57179.1 hypothetical protein APUTEX25_004013 [Auxenochlorella protothecoides]
OG0001007	KAI3432636.1 hypothetical protein D9Q98_004182 [Chlorella vulgaris]	RMZ57199.1 hypothetical protein APUTEX25_004033 [Auxenochlorella protothecoides]
OG0001008	KAI3425249.1 hypothetical protein D9Q98_009017 [Chlorella vulgaris]	RMZ57329.1 hypothetical protein APUTEX25_004163_ partial [Auxenochlorella protothecoides]
OG0001009	KAI3432300.1 hypothetical protein D9Q98_003860 [Chlorella vulgaris], KAI3433808.1 hypothetical protein D9Q98_003612 [Chlorella vulgaris]	RMZ57499.1 hypothetical protein APUTEX25_003742 [Auxenochlorella protothecoides]
OG0001010	KAI3438594.1 hypothetical protein D9Q98_001018 [Chlorella vulgaris]	RMZ57552.1 hypothetical protein APUTEX25_001752_ partial [Auxenochlorella protothecoides]
OG0001011	KAI3426500.1 hypothetical protein D9Q98_008865 [Chlorella vulgaris]	RMZ57575.1 hypothetical protein APUTEX25_001775 [Auxenochlorella protothecoides]
OG0001012	KAI3426332.1 hypothetical protein D9Q98_008705 [Chlorella vulgaris]	RMZ57634.1 hypothetical protein APUTEX25_001834_ partial [Auxenochlorella protothecoides]
OG0001013	KAI3433933.1 hypothetical protein D9Q98_003735 [Chlorella vulgaris], KAI3433937.1 hypothetical protein D9Q98_003739 [Chlorella vulgaris]	RMZ57658.1 hypothetical protein APUTEX25_001858 [Auxenochlorella protothecoides]
OG0001015	KAI3438634.1 hypothetical protein D9Q98_001056 [Chlorella vulgaris]	RMZ57717.1 hypothetical protein APUTEX25_001917 [Auxenochlorella protothecoides]
OG0001052	KAI3436829.1 hypothetical protein D9Q98_006239 [Chlorella vulgaris]	RMZ52051.1 hypothetical protein APUTEX25_001245 [Auxenochlorella protothecoides]
OG0001053	KAI3423872.1 hypothetical protein D9Q98_009706 [Chlorella vulgaris]	RMZ53641.1 hypothetical protein APUTEX25_003175_ partial [Auxenochlorella protothecoides]
OG0001053	KAI3423873.1 hypothetical protein D9Q98_009707 [Chlorella vulgaris]	RMZ52060.1 hypothetical protein APUTEX25_001254 [Auxenochlorella protothecoides]
OG0001054	KAI3434506.1 hypothetical protein D9Q98_002580 [Chlorella vulgaris]	RMZ52061.1 hypothetical protein APUTEX25_001255 [Auxenochlorella protothecoides]
OG0001055	KAI3438189.1 hypothetical protein D9Q98_000626 [Chlorella vulgaris]	RMZ52065.1 hypothetical protein APUTEX25_001259 [Auxenochlorella protothecoides]
OG0001056	KAI3428706.1 hypothetical protein D9Q98_007530 [Chlorella vulgaris]	RMZ52082.1 hypothetical protein APUTEX25_001276 [Auxenochlorella protothecoides]
OG0001058	KAI3432290.1 hypothetical protein D9Q98_003850 [Chlorella vulgaris]	RMZ52161.1 hypothetical protein APUTEX25_001551_ partial [Auxenochlorella protothecoides]
OG0001059	KAI3436548.1 hypothetical protein D9Q98_005964 [Chlorella vulgaris]	RMZ52198.1 hypothetical protein APUTEX25_001588 [Auxenochlorella protothecoides]
OG0001060	KAI3424054.1 hypothetical protein D9Q98_009417 [Chlorella vulgaris]	RMZ52203.1 hypothetical protein APUTEX25_001593 [Auxenochlorella protothecoides]
OG0001061	KAI3431544.1 hypothetical protein D9Q98_004593 [Chlorella vulgaris]	RMZ52209.1 hypothetical protein APUTEX25_001599 [Auxenochlorella protothecoides]
OG0001062	KAI3423413.1 hypothetical protein D9Q98_010630 [Chlorella vulgaris], KAI3423414.1 hypothetical protein D9Q98_010630 [Chlorella vulgaris]	RMZ52255.1 hypothetical protein APUTEX25_001645 [Auxenochlorella protothecoides]
OG0001063	KAI3433874.1 hypothetical protein D9Q98_003676 [Chlorella vulgaris]	RMZ52260.1 hypothetical protein APUTEX25_001650 [Auxenochlorella protothecoides]
OG0001064	KAI3424073.1 hypothetical protein D9Q98_009436 [Chlorella vulgaris]	RMZ52271.1 hypothetical protein APUTEX25_001661_ partial [Auxenochlorella protothecoides]
OG0001065	KAI3432299.1 hypothetical protein D9Q98_003859 [Chlorella vulgaris]	RMZ52295.1 hypothetical protein APUTEX25_001685 [Auxenochlorella protothecoides]
OG0001065	KAI3438533.1 hypothetical protein D9Q98_000961 [Chlorella vulgaris]	RMZ52359.1 hypothetical protein APUTEX25_000634 [Auxenochlorella protothecoides]
OG0001066	KAI3423422.1 hypothetical protein D9Q98_010638 [Chlorella vulgaris]	RMZ52301.1 hypothetical protein APUTEX25_001691 [Auxenochlorella protothecoides]
OG0001067	KAI3432307.1 hypothetical protein D9Q98_003867 [Chlorella vulgaris]	RMZ52311.1 hypothetical protein APUTEX25_005064 [Auxenochlorella protothecoides]
OG0001068	KAI3436577.1 hypothetical protein D9Q98_005993 [Chlorella vulgaris]	RMZ52322.1 hypothetical protein APUTEX25_005075_ partial [Auxenochlorella protothecoides]
OG0001069	KAI3432354.1 hypothetical protein D9Q98_003911 [Chlorella vulgaris]	RMZ52337.1 hypothetical protein APUTEX25_005090 [Auxenochlorella protothecoides]
OG0001070	KAI3427151.1 hypothetical protein D9Q98_007088 [Chlorella vulgaris]	RMZ52392.1 hypothetical protein APUTEX25_000667 [Auxenochlorella protothecoides]
OG0001071	KAI3432322.1 hypothetical protein D9Q98_003881 [Chlorella vulgaris], KAI3432266.1 hypothetical protein D9Q98_003826 [Chlorella vulgaris], KAI3431814.1 hypothetical protein D9Q98_010567 [Chlorella vulgaris], KAI3429710.1 hypothetical protein D9Q98_005795 [Chlorella vulgaris]	RMZ52398.1 hypothetical protein APUTEX25_000673 [Auxenochlorella protothecoides]
OG0001072	KAI3438527.1 hypothetical protein D9Q98_000955 [Chlorella vulgaris]	RMZ52401.1 hypothetical protein APUTEX25_000676 [Auxenochlorella protothecoides]
OG0001073	KAI3437845.1 hypothetical protein D9Q98_000291 [Chlorella vulgaris]	RMZ52446.1 hypothetical protein APUTEX25_000025 [Auxenochlorella protothecoides]
OG0001074	KAI3437883.1 hypothetical protein D9Q98_000328 [Chlorella vulgaris]	RMZ52465.1 hypothetical protein APUTEX25_000044 [Auxenochlorella protothecoides]
OG0001075	KAI3426999.1 hypothetical protein D9Q98_006943 [Chlorella vulgaris]	RMZ52493.1 hypothetical protein APUTEX25_003636 [Auxenochlorella protothecoides]
OG0001076	KAI3427232.1 hypothetical protein D9Q98_007167 [Chlorella vulgaris]	RMZ52511.1 hypothetical protein APUTEX25_003654 [Auxenochlorella protothecoides]
OG0001076	KAI3433765.1 hypothetical protein D9Q98_003572 [Chlorella vulgaris]	RMZ54710.1 hypothetical protein APUTEX25_003088 [Auxenochlorella protothecoides]
OG0001077	KAI3427016.1 hypothetical protein D9Q98_006959 [Chlorella vulgaris]	RMZ52520.1 hypothetical protein APUTEX25_003663 [Auxenochlorella protothecoides], RMZ56142.1 hypothetical protein APUTEX25_004566_ partial [Auxenochlorella protothecoides]
OG0001078	KAI3433476.1 hypothetical protein D9Q98_003288 [Chlorella vulgaris], KAI3438424.1 hypothetical protein D9Q98_000855 [Chlorella vulgaris]	RMZ52548.1 hypothetical protein APUTEX25_003691 [Auxenochlorella protothecoides]
OG0001079	KAI3438596.1 hypothetical protein D9Q98_001020 [Chlorella vulgaris]	RMZ52550.1 hypothetical protein APUTEX25_003693_ partial [Auxenochlorella protothecoides]
OG0001080	KAI3438574.1 hypothetical protein D9Q98_001000 [Chlorella vulgaris], KAI3438575.1 hypothetical protein D9Q98_001000 [Chlorella vulgaris]	RMZ52572.1 hypothetical protein APUTEX25_003715_ partial [Auxenochlorella protothecoides]
OG0001081	KAI3425214.1 hypothetical protein D9Q98_008982 [Chlorella vulgaris]	RMZ52592.1 hypothetical protein APUTEX25_000711 [Auxenochlorella protothecoides]
OG0001082	KAI3429525.1 hypothetical protein D9Q98_005613 [Chlorella vulgaris]	RMZ52603.1 hypothetical protein APUTEX25_000722 [Auxenochlorella protothecoides]
OG0001083	KAI3436259.1 hypothetical protein D9Q98_002312 [Chlorella vulgaris]	RMZ52636.1 hypothetical protein APUTEX25_000755 [Auxenochlorella protothecoides]
OG0001084	KAI3436449.1 hypothetical protein D9Q98_005866 [Chlorella vulgaris], KAI3436450.1 hypothetical protein D9Q98_005867 [Chlorella vulgaris], KAI3436447.1 hypothetical protein D9Q98_005864 [Chlorella vulgaris]	RMZ52699.1 hypothetical protein APUTEX25_000818 [Auxenochlorella protothecoides]
OG0001085	KAI3424861.1 hypothetical protein D9Q98_008245 [Chlorella vulgaris], KAI3424860.1 hypothetical protein D9Q98_008244 [Chlorella vulgaris]	RMZ52703.1 hypothetical protein APUTEX25_000822 [Auxenochlorella protothecoides]
OG0001086	KAI3430774.1 hypothetical protein D9Q98_009186 [Chlorella vulgaris]	RMZ52729.1 hypothetical protein APUTEX25_000848 [Auxenochlorella protothecoides]
OG0001087	KAI3438811.1 hypothetical protein D9Q98_001228 [Chlorella vulgaris]	RMZ52737.1 hypothetical protein APUTEX25_000856_ partial [Auxenochlorella protothecoides]
OG0001088	KAI3437797.1 hypothetical protein D9Q98_000244 [Chlorella vulgaris], KAI3437798.1 hypothetical protein D9Q98_000245 [Chlorella vulgaris]	RMZ52818.1 hypothetical protein APUTEX25_000937 [Auxenochlorella protothecoides]
OG0001089	KAI3429527.1 hypothetical protein D9Q98_005615 [Chlorella vulgaris]	RMZ52821.1 hypothetical protein APUTEX25_000940 [Auxenochlorella protothecoides]
OG0001090	KAI3428447.1 hypothetical protein D9Q98_007274 [Chlorella vulgaris]	RMZ52885.1 hypothetical protein APUTEX25_001004 [Auxenochlorella protothecoides]
OG0001090	KAI3428446.1 hypothetical protein D9Q98_007273 [Chlorella vulgaris]	RMZ52966.1 hypothetical protein APUTEX25_001085 [Auxenochlorella protothecoides]
OG0001092	KAI3435635.1 hypothetical protein D9Q98_001694 [Chlorella vulgaris]	RMZ52908.1 hypothetical protein APUTEX25_001027_ partial [Auxenochlorella protothecoides]
OG0001093	KAI3429558.1 hypothetical protein D9Q98_005646 [Chlorella vulgaris]	RMZ52919.1 hypothetical protein APUTEX25_001038_ partial [Auxenochlorella protothecoides], RMZ54056.1 hypothetical protein APUTEX25_002633_ partial [Auxenochlorella protothecoides]
OG0001094	KAI3438850.1 hypothetical protein D9Q98_001267 [Chlorella vulgaris]	RMZ52925.1 hypothetical protein APUTEX25_001044 [Auxenochlorella protothecoides]
OG0001095	KAI3437615.1 hypothetical protein D9Q98_000067 [Chlorella vulgaris]	RMZ52936.1 hypothetical protein APUTEX25_001055 [Auxenochlorella protothecoides]
OG0001096	KAI3429236.1 hypothetical protein D9Q98_005335 [Chlorella vulgaris]	RMZ52948.1 hypothetical protein APUTEX25_001067 [Auxenochlorella protothecoides]
OG0001097	KAI3425065.1 hypothetical protein D9Q98_008442 [Chlorella vulgaris]	RMZ52955.1 hypothetical protein APUTEX25_001074 [Auxenochlorella protothecoides]
OG0001098	KAI3428623.1 hypothetical protein D9Q98_007446 [Chlorella vulgaris]	RMZ52961.1 hypothetical protein APUTEX25_001080_ partial [Auxenochlorella protothecoides]
OG0001099	KAI3427149.1 hypothetical protein D9Q98_007086 [Chlorella vulgaris], KAI3427150.1 hypothetical protein D9Q98_007087 [Chlorella vulgaris]	RMZ52989.1 hypothetical protein APUTEX25_001108_ partial [Auxenochlorella protothecoides]
OG0001100	KAI3429523.1 hypothetical protein D9Q98_005611 [Chlorella vulgaris], KAI3429522.1 hypothetical protein D9Q98_005611 [Chlorella vulgaris]	RMZ52998.1 hypothetical protein APUTEX25_001117_ partial [Auxenochlorella protothecoides]
OG0001101	KAI3430397.1 hypothetical protein D9Q98_004992 [Chlorella vulgaris]	RMZ53044.1 hypothetical protein APUTEX25_001163_ partial [Auxenochlorella protothecoides]
OG0001102	KAI3432471.1 hypothetical protein D9Q98_004020 [Chlorella vulgaris], KAI3436428.1 hypothetical protein D9Q98_005845 [Chlorella vulgaris], KAI3436430.1 hypothetical protein D9Q98_005847 [Chlorella vulgaris]	RMZ53105.1 hypothetical protein APUTEX25_002514_ partial [Auxenochlorella protothecoides]
OG0001103	KAI3435778.1 hypothetical protein D9Q98_001836 [Chlorella vulgaris]	RMZ53125.1 hypothetical protein APUTEX25_005114 [Auxenochlorella protothecoides]
OG0001104	KAI3435752.1 hypothetical protein D9Q98_001810 [Chlorella vulgaris]	RMZ53128.1 hypothetical protein APUTEX25_005117_ partial [Auxenochlorella protothecoides]
OG0001105	KAI3428790.1 hypothetical protein D9Q98_007609 [Chlorella vulgaris]	RMZ53136.1 hypothetical protein APUTEX25_005125 [Auxenochlorella protothecoides]
OG0001106	KAI3436665.1 hypothetical protein D9Q98_006081 [Chlorella vulgaris]	RMZ53150.1 hypothetical protein APUTEX25_005139 [Auxenochlorella protothecoides]
OG0001107	KAI3430221.1 hypothetical protein D9Q98_004819 [Chlorella vulgaris], KAI3430222.1 hypothetical protein D9Q98_004819 [Chlorella vulgaris], KAI3428722.1 hypothetical protein D9Q98_007546 [Chlorella vulgaris]	RMZ53159.1 hypothetical protein APUTEX25_005148 [Auxenochlorella protothecoides]
