Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_PABB004
OG0000561	KAI3424207.1 hypothetical protein D9Q98_009563 [Chlorella vulgaris]	KAF8072843.1 yjbQ [Scenedesmus sp. PABB004]
OG0000561	KAI3435004.1 hypothetical protein D9Q98_003056 [Chlorella vulgaris]	KAF8056005.1 SPAC4A8.02c [Scenedesmus sp. PABB004]
OG0000562	KAI3425899.1 hypothetical protein D9Q98_007872 [Chlorella vulgaris]	KAF8065848.1 slc35e3 [Scenedesmus sp. PABB004], KAF8056748.1 slc35e3 [Scenedesmus sp. PABB004], KAF8062003.1 slc35e3 [Scenedesmus sp. PABB004]
OG0000564	KAI3434530.1 hypothetical protein D9Q98_002603 [Chlorella vulgaris], KAI3425969.1 hypothetical protein D9Q98_007937 [Chlorella vulgaris]	KAF8057927.1 Serine/threonine-protein phosphatase PP1 isozyme 1 [Scenedesmus sp. PABB004]
OG0000566	KAI3430279.1 hypothetical protein D9Q98_004875 [Chlorella vulgaris], KAI3431453.1 hypothetical protein D9Q98_004505 [Chlorella vulgaris]	KAF8073157.1 SMC6 [Scenedesmus sp. PABB004]
OG0000567	KAI3438963.1 hypothetical protein D9Q98_001377 [Chlorella vulgaris], KAI3438964.1 hypothetical protein D9Q98_001378 [Chlorella vulgaris]	KAF8057653.1 RCC1 [Scenedesmus sp. PABB004]
OG0000568	KAI3430332.1 hypothetical protein D9Q98_004927 [Chlorella vulgaris]	KAF8061309.1 WDR92 [Scenedesmus sp. PABB004]
OG0000569	KAI3434693.1 hypothetical protein D9Q98_002756 [Chlorella vulgaris]	KAF8059372.1 Selenoo [Scenedesmus sp. PABB004], KAF8065845.1 OCT4 [Scenedesmus sp. PABB004]
OG0000570	KAI3434722.1 hypothetical protein D9Q98_002783 [Chlorella vulgaris]	KAF8071011.1 SYNC3 [Scenedesmus sp. PABB004]
OG0000571	KAI3423885.1 hypothetical protein D9Q98_009719 [Chlorella vulgaris], KAI3436067.1 hypothetical protein D9Q98_002125 [Chlorella vulgaris], KAI3436068.1 hypothetical protein D9Q98_002126 [Chlorella vulgaris]	KAF8066295.1 AGAL3 [Scenedesmus sp. PABB004]
OG0000572	KAI3434899.1 hypothetical protein D9Q98_002953 [Chlorella vulgaris], KAI3434894.1 hypothetical protein D9Q98_002948 [Chlorella vulgaris]	KAF8067221.1 HAC1 [Scenedesmus sp. PABB004]
OG0000573	KAI3430859.1 hypothetical protein D9Q98_009268 [Chlorella vulgaris]	KAF8062784.1 hypothetical protein HT031_004114 [Scenedesmus sp. PABB004]
OG0000573	KAI3430849.1 hypothetical protein D9Q98_009259 [Chlorella vulgaris]	KAF8062671.1 hypothetical protein HT031_004000 [Scenedesmus sp. PABB004]
OG0000574	KAI3438549.1 hypothetical protein D9Q98_000977 [Chlorella vulgaris]	KAF8058881.1 mog [Scenedesmus sp. PABB004]
OG0000575	KAI3436688.1 hypothetical protein D9Q98_006103 [Chlorella vulgaris]	KAF8061325.1 hypothetical protein HT031_004416 [Scenedesmus sp. PABB004]
OG0000575	KAI3436689.1 hypothetical protein D9Q98_006104 [Chlorella vulgaris]	KAF8065661.1 hypothetical protein HT031_003262 [Scenedesmus sp. PABB004]
OG0000576	KAI3424424.1 hypothetical protein D9Q98_009976 [Chlorella vulgaris]	KAF8056124.1 zntD [Scenedesmus sp. PABB004]
OG0000576	KAI3424423.1 hypothetical protein D9Q98_009975 [Chlorella vulgaris]	KAF8065627.1 B''ALPHA [Scenedesmus sp. PABB004]
OG0000577	KAI3428755.1 hypothetical protein D9Q98_007577 [Chlorella vulgaris]	KAF8062904.1 tlcA [Scenedesmus sp. PABB004]
OG0000578	KAI3428656.1 hypothetical protein D9Q98_007479 [Chlorella vulgaris]	KAF8069472.1 mpv17 [Scenedesmus sp. PABB004], KAF8061917.1 ANKRD44 [Scenedesmus sp. PABB004]
OG0000578	KAI3428657.1 hypothetical protein D9Q98_007480 [Chlorella vulgaris]	KAF8056391.1 hypothetical protein HT031_006391 [Scenedesmus sp. PABB004]
OG0000580	KAI3424819.1 hypothetical protein D9Q98_008205 [Chlorella vulgaris]	KAF8059749.1 CSN6 [Scenedesmus sp. PABB004]
OG0000581	KAI3436761.1 hypothetical protein D9Q98_006173 [Chlorella vulgaris]	KAF8069684.1 grtp1a [Scenedesmus sp. PABB004], KAF8072845.1 Tbc1d2 [Scenedesmus sp. PABB004]
OG0000581	KAI3436760.1 hypothetical protein D9Q98_006172 [Chlorella vulgaris]	KAF8061356.1 BIRC6 [Scenedesmus sp. PABB004]
OG0000583	KAI3438715.1 hypothetical protein D9Q98_001135 [Chlorella vulgaris]	KAF8068256.1 THEM4 [Scenedesmus sp. PABB004]
OG0000583	KAI3429369.1 hypothetical protein D9Q98_005464 [Chlorella vulgaris]	KAF8072539.1 AP2 [Scenedesmus sp. PABB004]
OG0000585	KAI3425268.1 hypothetical protein D9Q98_009035 [Chlorella vulgaris]	KAF8068375.1 BTL3 [Scenedesmus sp. PABB004]
OG0000586	KAI3427930.1 hypothetical protein D9Q98_006322 [Chlorella vulgaris]	KAF8065774.1 hypothetical protein HT031_002834 [Scenedesmus sp. PABB004]
OG0000587	KAI3428460.1 hypothetical protein D9Q98_007286 [Chlorella vulgaris]	KAF8062783.1 CMT3 [Scenedesmus sp. PABB004]
OG0000588	KAI3428144.1 hypothetical protein D9Q98_006528 [Chlorella vulgaris]	KAF8055116.1 hypothetical protein HT031_006825 [Scenedesmus sp. PABB004]
OG0000588	KAI3428145.1 hypothetical protein D9Q98_006529 [Chlorella vulgaris]	KAF8065708.1 hypothetical protein HT031_002768 [Scenedesmus sp. PABB004]
OG0000589	KAI3431866.1 hypothetical protein D9Q98_010617 [Chlorella vulgaris], KAI3434445.1 hypothetical protein D9Q98_002522 [Chlorella vulgaris], KAI3424381.1 hypothetical protein D9Q98_009934 [Chlorella vulgaris], KAI3424377.1 hypothetical protein D9Q98_009930 [Chlorella vulgaris]	KAF8072469.1 Ephx4 [Scenedesmus sp. PABB004]
OG0000590	KAI3433841.1 hypothetical protein D9Q98_003644 [Chlorella vulgaris], KAI3433842.1 hypothetical protein D9Q98_003645 [Chlorella vulgaris]	KAF8055748.1 DWA2 [Scenedesmus sp. PABB004]
OG0000591	KAI3424863.1 hypothetical protein D9Q98_008247 [Chlorella vulgaris]	KAF8061944.1 Nodulin-26 [Scenedesmus sp. PABB004], KAF8073180.1 TIP1-2 [Scenedesmus sp. PABB004], KAF8056257.1 TIP2-3 [Scenedesmus sp. PABB004], KAF8066433.1 hypothetical protein HT031_002757 [Scenedesmus sp. PABB004]
OG0000592	KAI3425942.1 hypothetical protein D9Q98_007912 [Chlorella vulgaris], KAI3425941.1 hypothetical protein D9Q98_007912 [Chlorella vulgaris], KAI3425940.1 hypothetical protein D9Q98_007912 [Chlorella vulgaris], KAI3423963.1 hypothetical protein D9Q98_009797 [Chlorella vulgaris]	KAF8057852.1 GAMMACAL1 [Scenedesmus sp. PABB004]
OG0000593	KAI3437684.1 hypothetical protein D9Q98_000133 [Chlorella vulgaris], KAI3437644.1 hypothetical protein D9Q98_000095 [Chlorella vulgaris]	KAF8063051.1 ABCC13 [Scenedesmus sp. PABB004]
OG0000594	KAI3438027.1 hypothetical protein D9Q98_000470 [Chlorella vulgaris], KAI3438024.1 hypothetical protein D9Q98_000467 [Chlorella vulgaris]	KAF8063741.1 GFT1 [Scenedesmus sp. PABB004], KAF8057271.1 SAT2 [Scenedesmus sp. PABB004], KAF8063683.1 GFT1 [Scenedesmus sp. PABB004]
OG0000595	KAI3437877.1 hypothetical protein D9Q98_000323 [Chlorella vulgaris]	KAF8063782.1 RAB23 [Scenedesmus sp. PABB004]
OG0000595	KAI3436354.1 hypothetical protein D9Q98_002407 [Chlorella vulgaris]	KAF8071169.1 YPTC6 [Scenedesmus sp. PABB004]
OG0000596	KAI3438611.1 hypothetical protein D9Q98_001034 [Chlorella vulgaris], KAI3438612.1 hypothetical protein D9Q98_001034 [Chlorella vulgaris]	KAF8071202.1 hypothetical protein HT031_001285 [Scenedesmus sp. PABB004]
OG0000596	KAI3438633.1 hypothetical protein D9Q98_001055 [Chlorella vulgaris]	KAF8057256.1 RRP6L3 [Scenedesmus sp. PABB004]
OG0000600	KAI3434956.1 hypothetical protein D9Q98_003010 [Chlorella vulgaris], KAI3430746.1 hypothetical protein D9Q98_009158 [Chlorella vulgaris]	KAF8062095.1 PAP17 [Scenedesmus sp. PABB004]
OG0000604	KAI3432360.1 hypothetical protein D9Q98_003917 [Chlorella vulgaris], KAI3428184.1 hypothetical protein D9Q98_006564 [Chlorella vulgaris], KAI3426209.1 hypothetical protein D9Q98_008586 [Chlorella vulgaris], KAI3428186.1 hypothetical protein D9Q98_006566 [Chlorella vulgaris], KAI3432877.1 hypothetical protein D9Q98_010460 [Chlorella vulgaris]	KAF8059993.1 ATG8CL [Scenedesmus sp. PABB004]
OG0000605	KAI3433287.1 hypothetical protein D9Q98_003106 [Chlorella vulgaris], KAI3433288.1 hypothetical protein D9Q98_003107 [Chlorella vulgaris], KAI3433286.1 hypothetical protein D9Q98_003105 [Chlorella vulgaris]	KAF8055915.1 hypothetical protein HT031_006554 [Scenedesmus sp. PABB004], KAF8069542.1 Crbn [Scenedesmus sp. PABB004]
OG0000606	KAI3438628.1 hypothetical protein D9Q98_001050 [Chlorella vulgaris]	KAF8056833.1 SPAC9.02c [Scenedesmus sp. PABB004]
OG0000606	KAI3438621.1 hypothetical protein D9Q98_001044 [Chlorella vulgaris]	KAF8071143.1 GPA3 [Scenedesmus sp. PABB004]
OG0000607	KAI3430530.1 hypothetical protein D9Q98_005123 [Chlorella vulgaris], KAI3432318.1 hypothetical protein D9Q98_003877 [Chlorella vulgaris], KAI3432363.1 hypothetical protein D9Q98_003920 [Chlorella vulgaris]	KAF8062027.1 glucuronosyltransferase [Scenedesmus sp. PABB004]
OG0000609	KAI3434633.1 hypothetical protein D9Q98_002700 [Chlorella vulgaris]	KAF8059704.1 alpha-Man-Ia [Scenedesmus sp. PABB004], KAF8073227.1 IRL7 [Scenedesmus sp. PABB004], KAF8062957.1 SAPK1 [Scenedesmus sp. PABB004]
OG0000611	KAI3434679.1 hypothetical protein D9Q98_002743 [Chlorella vulgaris]	KAF8068161.1 EP0 [Scenedesmus sp. PABB004]
OG0000611	KAI3434670.1 hypothetical protein D9Q98_002734 [Chlorella vulgaris]	KAF8071248.1 ubtd1 [Scenedesmus sp. PABB004]
OG0000612	KAI3434628.1 hypothetical protein D9Q98_002695 [Chlorella vulgaris], KAI3434635.1 hypothetical protein D9Q98_002702 [Chlorella vulgaris]	KAF8057760.1 BAM3 [Scenedesmus sp. PABB004]
OG0000613	KAI3425991.1 hypothetical protein D9Q98_007959 [Chlorella vulgaris]	KAF8072759.1 FLA10 [Scenedesmus sp. PABB004]
OG0000614	KAI3432309.1 hypothetical protein D9Q98_003869 [Chlorella vulgaris]	KAF8065469.1 GONST1 [Scenedesmus sp. PABB004], KAF8061338.1 GONST1 [Scenedesmus sp. PABB004]
OG0000615	KAI3430839.1 hypothetical protein D9Q98_009250 [Chlorella vulgaris], KAI3431806.1 hypothetical protein D9Q98_010559 [Chlorella vulgaris]	KAF8057149.1 VTC4 [Scenedesmus sp. PABB004]
OG0000616	KAI3435946.1 hypothetical protein D9Q98_002004 [Chlorella vulgaris], KAI3432435.1 hypothetical protein D9Q98_003988 [Chlorella vulgaris], KAI3432436.1 hypothetical protein D9Q98_003989 [Chlorella vulgaris]	KAF8070936.1 hypothetical protein HT031_001017 [Scenedesmus sp. PABB004]
OG0000617	KAI3435692.1 hypothetical protein D9Q98_001750 [Chlorella vulgaris]	KAF8071024.1 PPH1 [Scenedesmus sp. PABB004]
OG0000617	KAI3435693.1 hypothetical protein D9Q98_001751 [Chlorella vulgaris]	KAF8070885.1 CGS1 [Scenedesmus sp. PABB004]
OG0000619	KAI3425995.1 hypothetical protein D9Q98_007963 [Chlorella vulgaris]	KAF8055097.1 CHR28 [Scenedesmus sp. PABB004]
OG0000621	KAI3428609.1 hypothetical protein D9Q98_007432 [Chlorella vulgaris]	KAF8065464.1 pyruvate-ferredoxin oxidoreductase [Scenedesmus sp. PABB004]
OG0000622	KAI3428583.1 hypothetical protein D9Q98_007405 [Chlorella vulgaris]	KAF8072760.1 rpsO [Scenedesmus sp. PABB004]
OG0000623	KAI3433493.1 hypothetical protein D9Q98_003305 [Chlorella vulgaris], KAI3430726.1 hypothetical protein D9Q98_005312 [Chlorella vulgaris]	KAF8056388.1 U2 small nuclear ribonucleoprotein B [Scenedesmus sp. PABB004]
OG0000625	KAI3429300.1 hypothetical protein D9Q98_005395 [Chlorella vulgaris], KAI3429299.1 hypothetical protein D9Q98_005395 [Chlorella vulgaris], KAI3430460.1 hypothetical protein D9Q98_005055 [Chlorella vulgaris]	KAF8066268.1 sphingolipid transporter spinster 2 [Scenedesmus sp. PABB004]
OG0000626	KAI3430569.1 hypothetical protein D9Q98_005162 [Chlorella vulgaris]	KAF8058469.1 SDAD1 [Scenedesmus sp. PABB004]
OG0000627	KAI3433374.1 hypothetical protein D9Q98_003191 [Chlorella vulgaris]	KAF8072592.1 hypothetical protein HT031_000252 [Scenedesmus sp. PABB004]
OG0000628	KAI3428720.1 hypothetical protein D9Q98_007544 [Chlorella vulgaris], KAI3426436.1 hypothetical protein D9Q98_008804 [Chlorella vulgaris]	KAF8066382.1 TMEM45B [Scenedesmus sp. PABB004]
OG0000629	KAI3438846.1 hypothetical protein D9Q98_001263 [Chlorella vulgaris]	KAF8073193.1 GRXC3 [Scenedesmus sp. PABB004]
OG0000631	KAI3423606.1 hypothetical protein D9Q98_010790_ partial _chloroplast_ [Chlorella vulgaris], KAI3431263.1 hypothetical protein D9Q98_004325 [Chlorella vulgaris]	KAF8057673.1 VCL1 [Scenedesmus sp. PABB004]
OG0000632	KAI3432836.1 hypothetical protein D9Q98_010420 [Chlorella vulgaris]	KAF8056129.1 hypothetical protein HT031_006480 [Scenedesmus sp. PABB004]
OG0000633	KAI3438228.1 hypothetical protein D9Q98_000665 [Chlorella vulgaris], KAI3429769.1 hypothetical protein D9Q98_010082 [Chlorella vulgaris]	KAF8056444.1 hypothetical protein HT031_006301 [Scenedesmus sp. PABB004], KAF8068451.1 maoI [Scenedesmus sp. PABB004]
OG0000635	KAI3428114.1 hypothetical protein D9Q98_006497 [Chlorella vulgaris]	KAF8054980.1 hypothetical protein HT031_006870 [Scenedesmus sp. PABB004]
OG0000636	KAI3431645.1 hypothetical protein D9Q98_004692 [Chlorella vulgaris], KAI3438485.1 hypothetical protein D9Q98_000913 [Chlorella vulgaris]	KAF8061974.1 apocarotenoid-15_15'-oxygenase [Scenedesmus sp. PABB004]
OG0000637	KAI3425086.1 hypothetical protein D9Q98_008464 [Chlorella vulgaris], KAI3432760.1 hypothetical protein D9Q98_004300 [Chlorella vulgaris]	KAF8065666.1 NAA20 [Scenedesmus sp. PABB004]
OG0000638	KAI3432606.1 hypothetical protein D9Q98_004153 [Chlorella vulgaris]	KAF8066343.1 mon2 [Scenedesmus sp. PABB004]
OG0000639	KAI3424340.1 hypothetical protein D9Q98_009893 [Chlorella vulgaris]	KAF8069658.1 histone H1.2 [Scenedesmus sp. PABB004]
OG0000640	KAI3434499.1 hypothetical protein D9Q98_002574 [Chlorella vulgaris]	KAF8073242.1 hypothetical protein HT031_000903 [Scenedesmus sp. PABB004]
OG0000641	KAI3429327.1 hypothetical protein D9Q98_005422 [Chlorella vulgaris]	KAF8073049.1 hypothetical protein HT031_000710 [Scenedesmus sp. PABB004]
OG0000642	KAI3429493.1 hypothetical protein D9Q98_005582 [Chlorella vulgaris], KAI3429701.1 hypothetical protein D9Q98_005786 [Chlorella vulgaris]	KAF8067361.1 hypothetical protein HT031_002409 [Scenedesmus sp. PABB004], KAF8062065.1 Agxt [Scenedesmus sp. PABB004]
OG0000643	KAI3438389.1 hypothetical protein D9Q98_000821 [Chlorella vulgaris], KAI3438387.1 hypothetical protein D9Q98_000819 [Chlorella vulgaris]	KAF8073000.1 SNX2B [Scenedesmus sp. PABB004], KAF8069637.1 SNX2A [Scenedesmus sp. PABB004], KAF8069565.1 SNX2B [Scenedesmus sp. PABB004]
OG0000644	KAI3429634.1 hypothetical protein D9Q98_005720 [Chlorella vulgaris], KAI3429630.1 hypothetical protein D9Q98_005716 [Chlorella vulgaris]	KAF8058879.1 CPL1 [Scenedesmus sp. PABB004]
OG0000645	KAI3426131.1 hypothetical protein D9Q98_008510 [Chlorella vulgaris]	KAF8071252.1 CTH1 [Scenedesmus sp. PABB004], KAF8065443.1 CTH1 [Scenedesmus sp. PABB004]
OG0000646	KAI3425283.1 hypothetical protein D9Q98_009050 [Chlorella vulgaris]	KAF8059753.1 TCF25 [Scenedesmus sp. PABB004]
OG0000647	KAI3436832.1 hypothetical protein D9Q98_006242 [Chlorella vulgaris], KAI3436831.1 hypothetical protein D9Q98_006241 [Chlorella vulgaris], KAI3425172.1 hypothetical protein D9Q98_008942 [Chlorella vulgaris], KAI3425171.1 hypothetical protein D9Q98_008942 [Chlorella vulgaris]	KAF8072382.1 CBSCBS2 [Scenedesmus sp. PABB004]
OG0000648	KAI3424237.1 hypothetical protein D9Q98_009593 [Chlorella vulgaris]	KAF8055999.1 tRNA-dihydrouridine_47_ synthase [NAD_P__+_] [Scenedesmus sp. PABB004]
OG0000648	KAI3436804.1 hypothetical protein D9Q98_006214 [Chlorella vulgaris]	KAF8063726.1 DUS3L [Scenedesmus sp. PABB004]
OG0000649	KAI3436301.1 hypothetical protein D9Q98_002354 [Chlorella vulgaris]	KAF8059202.1 LYSA1 [Scenedesmus sp. PABB004]
OG0000650	KAI3436338.1 hypothetical protein D9Q98_002391 [Chlorella vulgaris]	KAF8060610.1 MMK1 [Scenedesmus sp. PABB004]
OG0000650	KAI3426365.1 hypothetical protein D9Q98_008737 [Chlorella vulgaris]	KAF8069371.1 MPK4b [Scenedesmus sp. PABB004]
OG0000651	KAI3436648.1 hypothetical protein D9Q98_006064 [Chlorella vulgaris]	KAF8067366.1 ADS3 [Scenedesmus sp. PABB004]
OG0000652	KAI3431691.1 hypothetical protein D9Q98_004737 [Chlorella vulgaris], KAI3423558.1 hypothetical protein D9Q98_010740_ partial _chloroplast_ [Chlorella vulgaris], KAI3427154.1 hypothetical protein D9Q98_007091 [Chlorella vulgaris]	KAF8063022.1 TGD3 [Scenedesmus sp. PABB004]
OG0000653	KAI3428423.1 hypothetical protein D9Q98_007250 [Chlorella vulgaris]	KAF8064545.1 Ank3 [Scenedesmus sp. PABB004]
OG0000654	KAI3433577.1 hypothetical protein D9Q98_003388 [Chlorella vulgaris]	KAF8072386.1 ncbp3 [Scenedesmus sp. PABB004]
OG0000655	KAI3433780.1 hypothetical protein D9Q98_003585 [Chlorella vulgaris], KAI3425025.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris], KAI3425027.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris], KAI3425026.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris], KAI3425024.1 hypothetical protein D9Q98_008405 [Chlorella vulgaris]	KAF8066175.1 hypothetical protein HT031_002497 [Scenedesmus sp. PABB004]
OG0000656	KAI3425752.1 hypothetical protein D9Q98_007727 [Chlorella vulgaris]	KAF8061890.1 Cfap57 [Scenedesmus sp. PABB004]
OG0000656	KAI3425753.1 hypothetical protein D9Q98_007728 [Chlorella vulgaris]	KAF8064582.1 tRNA _guanine-N_7_-_-methyltransferase [Scenedesmus sp. PABB004]
OG0000657	KAI3427990.1 hypothetical protein D9Q98_006378 [Chlorella vulgaris]	KAF8056383.1 UBC2 [Scenedesmus sp. PABB004]
OG0000657	KAI3425796.1 hypothetical protein D9Q98_007771 [Chlorella vulgaris]	KAF8069445.1 UBC2 [Scenedesmus sp. PABB004]
OG0000658	KAI3436004.1 hypothetical protein D9Q98_002061 [Chlorella vulgaris]	KAF8061952.1 hypothetical protein HT031_004212 [Scenedesmus sp. PABB004]
OG0000658	KAI3436005.1 hypothetical protein D9Q98_002062 [Chlorella vulgaris]	KAF8071083.1 THO3 [Scenedesmus sp. PABB004]
OG0000661	KAI3430851.1 hypothetical protein D9Q98_009261 [Chlorella vulgaris], KAI3430852.1 hypothetical protein D9Q98_009262 [Chlorella vulgaris]	KAF8071310.1 ODA9 [Scenedesmus sp. PABB004]
OG0000662	KAI3429858.1 hypothetical protein D9Q98_010169 [Chlorella vulgaris]	KAF8058854.1 hypothetical protein HT031_005422 [Scenedesmus sp. PABB004]
OG0000662	KAI3423953.1 hypothetical protein D9Q98_009787 [Chlorella vulgaris]	KAF8056431.1 hypothetical protein HT031_006288 [Scenedesmus sp. PABB004]
OG0000664	KAI3436681.1 hypothetical protein D9Q98_006097 [Chlorella vulgaris], KAI3436682.1 hypothetical protein D9Q98_006098 [Chlorella vulgaris]	KAF8065536.1 wdr82 [Scenedesmus sp. PABB004]
OG0000666	KAI3436671.1 hypothetical protein D9Q98_006087 [Chlorella vulgaris], KAI3436674.1 hypothetical protein D9Q98_006090 [Chlorella vulgaris], KAI3436672.1 hypothetical protein D9Q98_006088 [Chlorella vulgaris]	KAF8061963.1 acpP1 [Scenedesmus sp. PABB004]
OG0000668	KAI3425040.1 hypothetical protein D9Q98_008418 [Chlorella vulgaris]	KAF8058465.1 hypothetical protein HT031_005589 [Scenedesmus sp. PABB004]
OG0000669	KAI3425332.1 hypothetical protein D9Q98_009096 [Chlorella vulgaris]	KAF8059655.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. PABB004]
OG0000670	KAI3430871.1 hypothetical protein D9Q98_009280 [Chlorella vulgaris], KAI3424132.1 hypothetical protein D9Q98_009492 [Chlorella vulgaris], KAI3429600.1 hypothetical protein D9Q98_005686 [Chlorella vulgaris]	KAF8072827.1 hypothetical protein HT031_000487 [Scenedesmus sp. PABB004]
OG0000672	KAI3436589.1 hypothetical protein D9Q98_006006 [Chlorella vulgaris], KAI3436221.1 hypothetical protein D9Q98_002275 [Chlorella vulgaris]	KAF8061171.1 ABCG2 [Scenedesmus sp. PABB004]
OG0000673	KAI3430559.1 hypothetical protein D9Q98_005152 [Chlorella vulgaris]	KAF8071361.1 SPS3 [Scenedesmus sp. PABB004]
OG0000673	KAI3430560.1 hypothetical protein D9Q98_005153 [Chlorella vulgaris]	KAF8061130.1 ENV9 [Scenedesmus sp. PABB004]
OG0000674	KAI3425184.1 hypothetical protein D9Q98_008953 [Chlorella vulgaris]	KAF8072708.1 UPL1 [Scenedesmus sp. PABB004]
OG0000676	KAI3438591.1 hypothetical protein D9Q98_001015 [Chlorella vulgaris], KAI3435824.1 hypothetical protein D9Q98_001882 [Chlorella vulgaris]	KAF8073045.1 LSM1A [Scenedesmus sp. PABB004]
OG0000677	KAI3437785.1 hypothetical protein D9Q98_000232 [Chlorella vulgaris]	KAF8072487.1 Glutamate decarboxylase [Scenedesmus sp. PABB004]
OG0000678	KAI3431398.1 hypothetical protein D9Q98_004451 [Chlorella vulgaris]	KAF8062103.1 hypothetical protein HT031_004363 [Scenedesmus sp. PABB004]
OG0000679	KAI3431463.1 hypothetical protein D9Q98_004515 [Chlorella vulgaris]	KAF8070910.1 GPX6 [Scenedesmus sp. PABB004]
OG0000681	KAI3433538.1 hypothetical protein D9Q98_003348 [Chlorella vulgaris]	KAF8059437.1 CDC73 [Scenedesmus sp. PABB004]
OG0000681	KAI3433542.1 hypothetical protein D9Q98_003352 [Chlorella vulgaris]	KAF8062100.1 ELP2 [Scenedesmus sp. PABB004]
OG0000684	KAI3428334.1 hypothetical protein D9Q98_006714 [Chlorella vulgaris], KAI3431411.1 hypothetical protein D9Q98_004464 [Chlorella vulgaris]	KAF8061392.1 cfaD [Scenedesmus sp. PABB004], KAF8061334.1 cfaD [Scenedesmus sp. PABB004]
OG0000685	KAI3430307.1 hypothetical protein D9Q98_004903 [Chlorella vulgaris], KAI3430306.1 hypothetical protein D9Q98_004902 [Chlorella vulgaris]	KAF8056441.1 ACBP4 [Scenedesmus sp. PABB004]
OG0000686	KAI3423016.1 hypothetical protein D9Q98_010859_ partial _mitochondrion_ [Chlorella vulgaris], KAI3423597.1 hypothetical protein D9Q98_010781 _chloroplast_ [Chlorella vulgaris]	KAF8057098.1 rpsL [Scenedesmus sp. PABB004]
OG0000688	KAI3428208.1 hypothetical protein D9Q98_006588 [Chlorella vulgaris], KAI3428209.1 hypothetical protein D9Q98_006589 [Chlorella vulgaris]	KAF8072582.1 nmd3 [Scenedesmus sp. PABB004]
OG0000689	KAI3429866.1 hypothetical protein D9Q98_010177 [Chlorella vulgaris]	KAF8065927.1 IPMS1 [Scenedesmus sp. PABB004]
OG0000690	KAI3436875.1 hypothetical protein D9Q98_006284 [Chlorella vulgaris]	KAF8070879.1 hypothetical protein HT031_000960 [Scenedesmus sp. PABB004]
