Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_NREL
OG0000703	KAI3429387.1 hypothetical protein D9Q98_005482 [Chlorella vulgaris]	KAF6266091.1 putative carbon-nitrogen family hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0000703	KAI3429386.1 hypothetical protein D9Q98_005481 [Chlorella vulgaris]	KAF6259030.1 putative translation releasing factor2 [Scenedesmus sp. NREL 46B-D3]
OG0000704	KAI3429349.1 hypothetical protein D9Q98_005444 [Chlorella vulgaris], KAI3429350.1 hypothetical protein D9Q98_005445 [Chlorella vulgaris]	KAF6253983.1 transmembrane protein 18-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000705	KAI3433754.1 hypothetical protein D9Q98_003561 [Chlorella vulgaris], KAI3425275.1 hypothetical protein D9Q98_009042 [Chlorella vulgaris]	KAF6252535.1 hypothetical protein COO60DRAFT_1463630 [Scenedesmus sp. NREL 46B-D3]
OG0000706	KAI3433695.1 hypothetical protein D9Q98_003504 [Chlorella vulgaris], KAI3433694.1 hypothetical protein D9Q98_003503 [Chlorella vulgaris]	KAF6251329.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263602.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000707	KAI3433735.1 hypothetical protein D9Q98_003542 [Chlorella vulgaris]	KAF6249925.1 ubiquitin-fold modifier-conjugating enzyme 1 [Scenedesmus sp. NREL 46B-D3]
OG0000708	KAI3427375.1 hypothetical protein D9Q98_010291 [Chlorella vulgaris], KAI3424332.1 hypothetical protein D9Q98_009885 [Chlorella vulgaris]	KAF6262363.1 methionine adenosyltransferase regulatory beta subunit-related [Scenedesmus sp. NREL 46B-D3]
OG0000709	KAI3424879.1 hypothetical protein D9Q98_008263 [Chlorella vulgaris]	KAF6256236.1 hypothetical protein COO60DRAFT_1702438 [Scenedesmus sp. NREL 46B-D3], KAF6251704.1 A1 cistron-splicing factor [Scenedesmus sp. NREL 46B-D3], KAF6250924.1 AAR2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000710	KAI3424272.1 hypothetical protein D9Q98_009626 [Chlorella vulgaris], KAI3439131.1 hypothetical protein D9Q98_001539 [Chlorella vulgaris], KAI3439133.1 hypothetical protein D9Q98_001541 [Chlorella vulgaris]	KAF6253440.1 adenosine 5'-phosphosulfate kinase [Scenedesmus sp. NREL 46B-D3]
OG0000712	KAI3428773.1 hypothetical protein D9Q98_007594 [Chlorella vulgaris]	KAF6257820.1 histone deacetylase [Scenedesmus sp. NREL 46B-D3]
OG0000712	KAI3423433.1 hypothetical protein D9Q98_010649 [Chlorella vulgaris]	KAF6255252.1 hypothetical protein COO60DRAFT_234250 [Scenedesmus sp. NREL 46B-D3]
OG0000713	KAI3426915.1 hypothetical protein D9Q98_006859 [Chlorella vulgaris], KAI3426917.1 hypothetical protein D9Q98_006861 [Chlorella vulgaris], KAI3426926.1 hypothetical protein D9Q98_006870 [Chlorella vulgaris]	KAF6265674.1 flavo protein-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000714	KAI3435947.1 hypothetical protein D9Q98_002005 [Chlorella vulgaris]	KAF6248759.1 diacylglycerol acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000714	KAI3426411.1 hypothetical protein D9Q98_008780 [Chlorella vulgaris]	KAF6264729.1 diacylglycerol acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000715	KAI3429852.1 hypothetical protein D9Q98_010164 [Chlorella vulgaris]	KAF6259371.1 hypothetical protein COO60DRAFT_1638449 [Scenedesmus sp. NREL 46B-D3]
OG0000715	KAI3426132.1 hypothetical protein D9Q98_008511 [Chlorella vulgaris], KAI3425321.1 hypothetical protein D9Q98_009085 [Chlorella vulgaris]	KAF6257895.1 poly polymerase and DNA-ligase Zn-finger region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000716	KAI3438585.1 hypothetical protein D9Q98_001009 [Chlorella vulgaris], KAI3438682.1 hypothetical protein D9Q98_001102 [Chlorella vulgaris]	KAF6254796.1 hypothetical protein COO60DRAFT_287080 [Scenedesmus sp. NREL 46B-D3]
OG0000717	KAI3424368.1 hypothetical protein D9Q98_009921 [Chlorella vulgaris]	KAF6264508.1 Scd6-like Sm domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000719	KAI3423880.1 hypothetical protein D9Q98_009714 [Chlorella vulgaris]	KAF6255781.1 acid phosphatase [Scenedesmus sp. NREL 46B-D3], KAF6255091.1 hypothetical protein COO60DRAFT_1641805 [Scenedesmus sp. NREL 46B-D3], KAF6255092.1 hypothetical protein COO60DRAFT_1702985 [Scenedesmus sp. NREL 46B-D3]
OG0000720	KAI3425970.1 hypothetical protein D9Q98_007938 [Chlorella vulgaris]	KAF6260127.1 hypothetical protein COO60DRAFT_923242 [Scenedesmus sp. NREL 46B-D3], KAF6253210.1 hypothetical protein COO60DRAFT_439792 [Scenedesmus sp. NREL 46B-D3]
OG0000721	KAI3424950.1 hypothetical protein D9Q98_008332 [Chlorella vulgaris], KAI3426504.1 hypothetical protein D9Q98_008869 [Chlorella vulgaris], KAI3428778.1 hypothetical protein D9Q98_007599 [Chlorella vulgaris], KAI3428777.1 hypothetical protein D9Q98_007598 [Chlorella vulgaris]	KAF6264254.1 hypothetical protein COO60DRAFT_1698338 [Scenedesmus sp. NREL 46B-D3], KAF6255561.1 hypothetical protein COO60DRAFT_1702741 [Scenedesmus sp. NREL 46B-D3], KAF6253545.1 FAD/NAD_P_-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255942.1 hypothetical protein COO60DRAFT_160036 [Scenedesmus sp. NREL 46B-D3]
OG0000723	KAI3426498.1 hypothetical protein D9Q98_008864 [Chlorella vulgaris], KAI3426499.1 hypothetical protein D9Q98_008864 [Chlorella vulgaris]	KAF6257371.1 hypothetical protein COO60DRAFT_1234230 [Scenedesmus sp. NREL 46B-D3], KAF6235940.1 hypothetical protein COO60DRAFT_492147 [Scenedesmus sp. NREL 46B-D3], KAF6253479.1 hypothetical protein COO60DRAFT_1643112 [Scenedesmus sp. NREL 46B-D3]
OG0000724	KAI3426288.1 hypothetical protein D9Q98_008661 [Chlorella vulgaris]	KAF6262901.1 hypothetical protein COO60DRAFT_1493327 [Scenedesmus sp. NREL 46B-D3], KAF6261931.1 hypothetical protein COO60DRAFT_1699518 [Scenedesmus sp. NREL 46B-D3], KAF6265575.1 hypothetical protein COO60DRAFT_1697632 [Scenedesmus sp. NREL 46B-D3], KAF6263208.1 hypothetical protein COO60DRAFT_1635423 [Scenedesmus sp. NREL 46B-D3]
OG0000726	KAI3434612.1 hypothetical protein D9Q98_002680 [Chlorella vulgaris]	KAF6252850.1 putative steroid-binding protein 3-like protein [Scenedesmus sp. NREL 46B-D3], KAF6250928.1 cytochrome b5-like heme/steroid binding domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255702.1 cytochrome b5-like heme/steroid binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000729	KAI3434669.1 hypothetical protein D9Q98_002733 [Chlorella vulgaris]	KAF6262135.1 hypothetical protein COO60DRAFT_675011 [Scenedesmus sp. NREL 46B-D3]
OG0000730	KAI3438510.1 hypothetical protein D9Q98_000938 [Chlorella vulgaris], KAI3438509.1 hypothetical protein D9Q98_000937 [Chlorella vulgaris]	KAF6256171.1 U4/U6 small nuclear ribonucleoprotein [Scenedesmus sp. NREL 46B-D3]
OG0000731	KAI3438915.1 hypothetical protein D9Q98_001329 [Chlorella vulgaris], KAI3437674.1 hypothetical protein D9Q98_000124 [Chlorella vulgaris]	KAF6254169.1 solute carrier family 35 member C2 [Scenedesmus sp. NREL 46B-D3], KAF6252638.1 phosphate/phosphoenolpyruvate translocator protein [Scenedesmus sp. NREL 46B-D3]
OG0000732	KAI3426986.1 hypothetical protein D9Q98_006930 [Chlorella vulgaris], KAI3426989.1 hypothetical protein D9Q98_006933 [Chlorella vulgaris]	KAF6242161.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242162.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000733	KAI3438493.1 hypothetical protein D9Q98_000921 [Chlorella vulgaris]	KAF6264540.1 phospholipid methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000734	KAI3431603.1 hypothetical protein D9Q98_004653 [Chlorella vulgaris]	KAF6262490.1 hypothetical protein COO60DRAFT_1699221 [Scenedesmus sp. NREL 46B-D3]
OG0000735	KAI3438882.1 hypothetical protein D9Q98_001297 [Chlorella vulgaris], KAI3438880.1 hypothetical protein D9Q98_001295 [Chlorella vulgaris]	KAF6259735.1 TBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000736	KAI3429238.1 hypothetical protein D9Q98_005337 [Chlorella vulgaris]	KAF6266026.1 hypothetical protein COO60DRAFT_639825 [Scenedesmus sp. NREL 46B-D3], KAF6266774.1 hypothetical protein COO60DRAFT_1697249 [Scenedesmus sp. NREL 46B-D3]
OG0000737	KAI3434796.1 hypothetical protein D9Q98_002854 [Chlorella vulgaris], KAI3434795.1 hypothetical protein D9Q98_002853 [Chlorella vulgaris]	KAF6258580.1 peptidase family C78-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000738	KAI3430869.1 hypothetical protein D9Q98_009278 [Chlorella vulgaris]	KAF6251954.1 acid phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000738	KAI3430870.1 hypothetical protein D9Q98_009279 [Chlorella vulgaris]	KAF6250768.1 chloroplast photosystem I subunit N [Scenedesmus sp. NREL 46B-D3]
OG0000739	KAI3430218.1 hypothetical protein D9Q98_004816 [Chlorella vulgaris], KAI3423910.1 hypothetical protein D9Q98_009744 [Chlorella vulgaris], KAI3433831.1 hypothetical protein D9Q98_003635 [Chlorella vulgaris]	KAF6260335.1 hypothetical protein COO60DRAFT_1700345 [Scenedesmus sp. NREL 46B-D3]
OG0000740	KAI3429281.1 hypothetical protein D9Q98_005377 [Chlorella vulgaris], KAI3425092.1 hypothetical protein D9Q98_008470 [Chlorella vulgaris]	KAF6265296.1 phosphoglycerate mutase-related protein [Scenedesmus sp. NREL 46B-D3]
OG0000741	KAI3435704.1 hypothetical protein D9Q98_001762 [Chlorella vulgaris]	KAF6256737.1 hexokinase [Scenedesmus sp. NREL 46B-D3]
OG0000742	KAI3430842.1 hypothetical protein D9Q98_009253 [Chlorella vulgaris]	KAF6265174.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264928.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256735.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000743	KAI3429871.1 hypothetical protein D9Q98_010182 [Chlorella vulgaris], KAI3429869.1 hypothetical protein D9Q98_010180 [Chlorella vulgaris]	KAF6257101.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6257099.1 hypothetical protein COO60DRAFT_40188 [Scenedesmus sp. NREL 46B-D3]
OG0000744	KAI3432461.1 hypothetical protein D9Q98_004010 [Chlorella vulgaris]	KAF6262042.1 hypothetical protein COO60DRAFT_687772 [Scenedesmus sp. NREL 46B-D3]
OG0000745	KAI3438118.1 hypothetical protein D9Q98_000559 [Chlorella vulgaris]	KAF6254589.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6260152.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6260150.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6255666.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3]
OG0000746	KAI3438378.1 hypothetical protein D9Q98_000810 [Chlorella vulgaris]	KAF6263190.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000746	KAI3438379.1 hypothetical protein D9Q98_000811 [Chlorella vulgaris]	KAF6265253.1 hypothetical protein COO60DRAFT_1623921 [Scenedesmus sp. NREL 46B-D3], KAF6265255.1 hypothetical protein COO60DRAFT_1457162 [Scenedesmus sp. NREL 46B-D3]
OG0000747	KAI3429409.1 hypothetical protein D9Q98_005504 [Chlorella vulgaris]	KAF6264347.1 Qc-SNARE_ Tlg1/Syntaxin 6-family [Scenedesmus sp. NREL 46B-D3]
OG0000748	KAI3431303.1 hypothetical protein D9Q98_004362 [Chlorella vulgaris], KAI3431302.1 hypothetical protein D9Q98_004361 [Chlorella vulgaris]	KAF6264911.1 hypothetical protein COO60DRAFT_1633973 [Scenedesmus sp. NREL 46B-D3]
OG0000749	KAI3436663.1 hypothetical protein D9Q98_006079 [Chlorella vulgaris]	KAF6250643.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248259.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248260.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248261.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248258.1 cystathione beta lyase [Scenedesmus sp. NREL 46B-D3]
OG0000750	KAI3437983.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris], KAI3437984.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris]	KAF6254661.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254664.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000751	KAI3438980.1 hypothetical protein D9Q98_001394 [Chlorella vulgaris]	KAF6253148.1 aspartic proteinase [Scenedesmus sp. NREL 46B-D3]
OG0000752	KAI3432573.1 hypothetical protein D9Q98_004122 [Chlorella vulgaris]	KAF6253572.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0000752	KAI3432574.1 hypothetical protein D9Q98_004123 [Chlorella vulgaris]	KAF6266668.1 Vps54-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000753	KAI3439015.1 hypothetical protein D9Q98_001427 [Chlorella vulgaris]	KAF6261754.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6251499.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261753.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261752.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3]
OG0000756	KAI3434820.1 hypothetical protein D9Q98_002877 [Chlorella vulgaris], KAI3437869.1 hypothetical protein D9Q98_000315 [Chlorella vulgaris]	KAF6250527.1 hypothetical protein COO60DRAFT_1465293 [Scenedesmus sp. NREL 46B-D3]
OG0000757	KAI3428833.1 hypothetical protein D9Q98_007650 [Chlorella vulgaris]	KAF6257786.1 ATPase_ phospholipid transporter [Scenedesmus sp. NREL 46B-D3]
OG0000758	KAI3434841.1 hypothetical protein D9Q98_002896 [Chlorella vulgaris], KAI3434842.1 hypothetical protein D9Q98_002896 [Chlorella vulgaris]	KAF6266193.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262781.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254948.1 tubulin-tyrosine ligase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266673.1 putative tubulin polyglutamylase TTLL1-like protein [Scenedesmus sp. NREL 46B-D3], KAF6260795.1 tubulin tyrosine ligase-like family_ member 9 [Scenedesmus sp. NREL 46B-D3]
OG0000759	KAI3434858.1 hypothetical protein D9Q98_002912 [Chlorella vulgaris]	KAF6263461.1 hypothetical protein COO60DRAFT_411504 [Scenedesmus sp. NREL 46B-D3], KAF6253023.1 Lipin/Ned1/Smp2-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253024.1 lipin_ N-terminal conserved region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000760	KAI3429778.1 hypothetical protein D9Q98_010091 [Chlorella vulgaris], KAI3438340.1 hypothetical protein D9Q98_000773 [Chlorella vulgaris]	KAF6259536.1 hypothetical protein COO60DRAFT_1003924 [Scenedesmus sp. NREL 46B-D3]
OG0000761	KAI3433855.1 hypothetical protein D9Q98_003658 [Chlorella vulgaris], KAI3436712.1 hypothetical protein D9Q98_006127 [Chlorella vulgaris]	KAF6266378.1 glycosyl transferase [Scenedesmus sp. NREL 46B-D3]
OG0000762	KAI3429316.1 hypothetical protein D9Q98_005411 [Chlorella vulgaris]	KAF6261460.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000762	KAI3433636.1 hypothetical protein D9Q98_003445 [Chlorella vulgaris]	KAF6255982.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0000763	KAI3434380.1 hypothetical protein D9Q98_002458 [Chlorella vulgaris]	KAF6265250.1 hypothetical protein COO60DRAFT_1036415 [Scenedesmus sp. NREL 46B-D3]
OG0000764	KAI3424734.1 hypothetical protein D9Q98_008123 [Chlorella vulgaris]	KAF6258457.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6261802.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0000765	KAI3424288.1 hypothetical protein D9Q98_009843 [Chlorella vulgaris], KAI3424289.1 hypothetical protein D9Q98_009844 [Chlorella vulgaris]	KAF6260029.1 hypothetical protein COO60DRAFT_940116 [Scenedesmus sp. NREL 46B-D3]
OG0000766	KAI3424754.1 hypothetical protein D9Q98_008143 [Chlorella vulgaris]	KAF6261770.1 hypothetical protein COO60DRAFT_721674 [Scenedesmus sp. NREL 46B-D3]
OG0000766	KAI3424736.1 hypothetical protein D9Q98_008125 [Chlorella vulgaris]	KAF6266547.1 GMC oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266548.1 GMC oxidoreductase-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000767	KAI3435622.1 hypothetical protein D9Q98_001682 [Chlorella vulgaris]	KAF6263159.1 hypothetical protein COO60DRAFT_1635386 [Scenedesmus sp. NREL 46B-D3]
OG0000768	KAI3432401.1 hypothetical protein D9Q98_003957 [Chlorella vulgaris], KAI3432647.1 hypothetical protein D9Q98_004193 [Chlorella vulgaris]	KAF6260637.1 hypothetical protein COO60DRAFT_1269269_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000769	KAI3436409.1 hypothetical protein D9Q98_005826 [Chlorella vulgaris], KAI3432416.1 hypothetical protein D9Q98_003970 [Chlorella vulgaris]	KAF6255296.1 hypothetical protein COO60DRAFT_1471217 [Scenedesmus sp. NREL 46B-D3]
OG0000770	KAI3431861.1 hypothetical protein D9Q98_010612 [Chlorella vulgaris], KAI3432413.1 hypothetical protein D9Q98_003967 [Chlorella vulgaris]	KAF6256742.1 galactose mutarotase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000771	KAI3426879.1 hypothetical protein D9Q98_006825 [Chlorella vulgaris]	KAF6257303.1 N-terminal domain of NEFA-interacting nuclear protein NIP30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000771	KAI3426885.1 hypothetical protein D9Q98_006831 [Chlorella vulgaris]	KAF6257460.1 growth-arrest-specific micro-tubule binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000772	KAI3426211.1 hypothetical protein D9Q98_008587 [Chlorella vulgaris], KAI3426210.1 hypothetical protein D9Q98_008587 [Chlorella vulgaris]	KAF6266382.1 pyruvate-formate lyase [Scenedesmus sp. NREL 46B-D3], KAF6253614.1 pyruvate-formate lyase [Scenedesmus sp. NREL 46B-D3]
OG0000773	KAI3426850.1 hypothetical protein D9Q98_006796 [Chlorella vulgaris]	KAF6259000.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000774	KAI3426853.1 hypothetical protein D9Q98_006799 [Chlorella vulgaris]	KAF6264870.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254095.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000775	KAI3426886.1 hypothetical protein D9Q98_006832 [Chlorella vulgaris]	KAF6257465.1 hypothetical protein COO60DRAFT_1271359 [Scenedesmus sp. NREL 46B-D3], KAF6260356.1 hypothetical protein COO60DRAFT_1269502 [Scenedesmus sp. NREL 46B-D3], KAF6257447.1 transcription factor [Scenedesmus sp. NREL 46B-D3]
OG0000776	KAI3430399.1 hypothetical protein D9Q98_004994 [Chlorella vulgaris], KAI3430401.1 hypothetical protein D9Q98_004996 [Chlorella vulgaris]	KAF6260964.1 hypothetical protein COO60DRAFT_1269089 [Scenedesmus sp. NREL 46B-D3]
OG0000777	KAI3430997.1 hypothetical protein D9Q98_009399 [Chlorella vulgaris], KAI3430999.1 hypothetical protein D9Q98_009401 [Chlorella vulgaris]	KAF6263137.1 glyoxylase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000778	KAI3436374.1 hypothetical protein D9Q98_002427 [Chlorella vulgaris]	KAF6252259.1 hypothetical protein COO60DRAFT_1297946 [Scenedesmus sp. NREL 46B-D3], KAF6250652.1 hypothetical protein COO60DRAFT_777883 [Scenedesmus sp. NREL 46B-D3]
OG0000779	KAI3427124.1 hypothetical protein D9Q98_007061 [Chlorella vulgaris], KAI3427125.1 hypothetical protein D9Q98_007062 [Chlorella vulgaris]	KAF6256274.1 hypothetical protein COO60DRAFT_131917 [Scenedesmus sp. NREL 46B-D3], KAF6256273.1 hypothetical protein COO60DRAFT_131968 [Scenedesmus sp. NREL 46B-D3], KAF6265338.1 hypothetical protein COO60DRAFT_1623957 [Scenedesmus sp. NREL 46B-D3]
OG0000780	KAI3425382.1 hypothetical protein D9Q98_009146 [Chlorella vulgaris]	KAF6250582.1 hypothetical protein COO60DRAFT_796807 [Scenedesmus sp. NREL 46B-D3]
OG0000781	KAI3431836.1 hypothetical protein D9Q98_010588 [Chlorella vulgaris]	KAF6259985.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254526.1 Metallo-dependent phosphatase-like protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000782	KAI3433751.1 hypothetical protein D9Q98_003558 [Chlorella vulgaris]	KAF6255083.1 divergent PAP2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000782	KAI3435567.1 hypothetical protein D9Q98_001632 [Chlorella vulgaris]	KAF6259465.1 divergent PAP2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000783	KAI3433464.1 hypothetical protein D9Q98_003277 [Chlorella vulgaris]	KAF6252790.1 3-hydroxy-3-methylglutarate-CoA lyase [Scenedesmus sp. NREL 46B-D3]
OG0000784	KAI3434975.1 hypothetical protein D9Q98_003027 [Chlorella vulgaris], KAI3434976.1 hypothetical protein D9Q98_003028 [Chlorella vulgaris]	KAF6258975.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]
OG0000785	KAI3427964.1 hypothetical protein D9Q98_006354 [Chlorella vulgaris]	KAF6256384.1 CYTH-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
