Orthogroup	Chlorella_Vulgaris2111P	Chlorella_VariabilisNC64A
OG0001203	KAI3424186.1 hypothetical protein D9Q98_009544 [Chlorella vulgaris]	XP_005845640.1 hypothetical protein CHLNCDRAFT_136656 [Chlorella variabilis]
OG0001204	KAI3430988.1 hypothetical protein D9Q98_009391 [Chlorella vulgaris]	XP_005842950.1 hypothetical protein CHLNCDRAFT_141757 [Chlorella variabilis]
OG0001205	KAI3425049.1 hypothetical protein D9Q98_008427 [Chlorella vulgaris]	XP_005846784.1 hypothetical protein CHLNCDRAFT_58176 [Chlorella variabilis]
OG0001206	KAI3430590.1 hypothetical protein D9Q98_005183 [Chlorella vulgaris]	XP_005844090.1 hypothetical protein CHLNCDRAFT_139497 [Chlorella variabilis]
OG0001207	KAI3436693.1 hypothetical protein D9Q98_006108 [Chlorella vulgaris]	XP_005850920.1 expressed protein [Chlorella variabilis]
OG0001207	KAI3436691.1 hypothetical protein D9Q98_006106 [Chlorella vulgaris]	XP_005850921.1 hypothetical protein CHLNCDRAFT_19495 [Chlorella variabilis]
OG0001208	KAI3428069.1 hypothetical protein D9Q98_006453 [Chlorella vulgaris]	XP_005850301.1 hypothetical protein CHLNCDRAFT_50601 [Chlorella variabilis]
OG0001209	KAI3426904.1 hypothetical protein D9Q98_006848 [Chlorella vulgaris]	XP_005848765.1 hypothetical protein CHLNCDRAFT_144513 [Chlorella variabilis]
OG0001209	KAI3427105.1 hypothetical protein D9Q98_007044 [Chlorella vulgaris]	XP_005848884.1 hypothetical protein CHLNCDRAFT_144269 [Chlorella variabilis]
OG0001210	KAI3438771.1 hypothetical protein D9Q98_001189 [Chlorella vulgaris]	XP_005849894.1 hypothetical protein CHLNCDRAFT_21253 [Chlorella variabilis]
OG0001211	KAI3433553.1 hypothetical protein D9Q98_003364 [Chlorella vulgaris]	XP_005851525.1 hypothetical protein CHLNCDRAFT_137951 [Chlorella variabilis]
OG0001211	KAI3438388.1 hypothetical protein D9Q98_000820 [Chlorella vulgaris]	XP_005849719.1 hypothetical protein CHLNCDRAFT_142704 [Chlorella variabilis]
OG0001212	KAI3427115.1 hypothetical protein D9Q98_007052 [Chlorella vulgaris]	XP_005848678.1 hypothetical protein CHLNCDRAFT_17713_ partial [Chlorella variabilis]
OG0001213	KAI3428073.1 hypothetical protein D9Q98_006457 [Chlorella vulgaris]	XP_005850047.1 hypothetical protein CHLNCDRAFT_10568_ partial [Chlorella variabilis]
OG0001214	KAI3435881.1 hypothetical protein D9Q98_001939 [Chlorella vulgaris]	XP_005846274.1 hypothetical protein CHLNCDRAFT_36044 [Chlorella variabilis]
OG0001214	KAI3427166.1 hypothetical protein D9Q98_007103 [Chlorella vulgaris]	XP_005848647.1 hypothetical protein CHLNCDRAFT_48708 [Chlorella variabilis]
OG0001215	KAI3432848.1 hypothetical protein D9Q98_010432 [Chlorella vulgaris], KAI3432849.1 hypothetical protein D9Q98_010432 [Chlorella vulgaris]	XP_005848924.1 hypothetical protein CHLNCDRAFT_144372 [Chlorella variabilis], XP_005842727.1 hypothetical protein CHLNCDRAFT_134605_ partial [Chlorella variabilis], XP_005844422.1 hypothetical protein CHLNCDRAFT_32574 [Chlorella variabilis]
OG0001216	KAI3432274.1 hypothetical protein D9Q98_003834 [Chlorella vulgaris]	XP_005844266.1 hypothetical protein CHLNCDRAFT_32681 [Chlorella variabilis]
OG0001217	KAI3424892.1 hypothetical protein D9Q98_008276 [Chlorella vulgaris]	XP_005845221.1 hypothetical protein CHLNCDRAFT_26132_ partial [Chlorella variabilis]
OG0001217	KAI3436143.1 hypothetical protein D9Q98_002200 [Chlorella vulgaris]	XP_005845459.1 hypothetical protein CHLNCDRAFT_26073_ partial [Chlorella variabilis]
OG0001218	KAI3436145.1 hypothetical protein D9Q98_002202 [Chlorella vulgaris]	XP_005845324.1 hypothetical protein CHLNCDRAFT_137099 [Chlorella variabilis]
OG0001219	KAI3434568.1 hypothetical protein D9Q98_002640 [Chlorella vulgaris], KAI3434487.1 hypothetical protein D9Q98_002563 [Chlorella vulgaris], KAI3434569.1 hypothetical protein D9Q98_002641 [Chlorella vulgaris]	XP_005843856.1 hypothetical protein CHLNCDRAFT_16969_ partial [Chlorella variabilis]
OG0001220	KAI3431498.1 hypothetical protein D9Q98_004549 [Chlorella vulgaris]	XP_005846055.1 hypothetical protein CHLNCDRAFT_25162_ partial [Chlorella variabilis]
OG0001221	KAI3436879.1 hypothetical protein D9Q98_006287 [Chlorella vulgaris], KAI3436878.1 hypothetical protein D9Q98_006286 [Chlorella vulgaris]	XP_005850840.1 hypothetical protein CHLNCDRAFT_48524 [Chlorella variabilis]
OG0001222	KAI3430615.1 hypothetical protein D9Q98_005207 [Chlorella vulgaris]	XP_005844104.1 hypothetical protein CHLNCDRAFT_59065 [Chlorella variabilis]
OG0001223	KAI3425740.1 hypothetical protein D9Q98_007716 [Chlorella vulgaris]	XP_005847551.1 hypothetical protein CHLNCDRAFT_52248 [Chlorella variabilis], XP_005842897.1 hypothetical protein CHLNCDRAFT_55557 [Chlorella variabilis]
OG0001224	KAI3427233.1 hypothetical protein D9Q98_007168 [Chlorella vulgaris]	XP_005848616.1 hypothetical protein CHLNCDRAFT_144118 [Chlorella variabilis]
OG0001225	KAI3434773.1 hypothetical protein D9Q98_002833 [Chlorella vulgaris]	XP_005849146.1 hypothetical protein CHLNCDRAFT_30584 [Chlorella variabilis]
OG0001226	KAI3438842.1 hypothetical protein D9Q98_001259 [Chlorella vulgaris]	XP_005849672.1 hypothetical protein CHLNCDRAFT_34782 [Chlorella variabilis]
OG0001227	KAI3429719.1 hypothetical protein D9Q98_010035 [Chlorella vulgaris]	XP_005851896.1 hypothetical protein CHLNCDRAFT_133496_ partial [Chlorella variabilis], XP_005842679.1 hypothetical protein CHLNCDRAFT_137227_ partial [Chlorella variabilis]
OG0001228	KAI3426466.1 hypothetical protein D9Q98_008833 [Chlorella vulgaris]	XP_005848565.1 hypothetical protein CHLNCDRAFT_22436_ partial [Chlorella variabilis]
OG0001228	KAI3426465.1 hypothetical protein D9Q98_008832 [Chlorella vulgaris]	XP_005848564.1 hypothetical protein CHLNCDRAFT_145127 [Chlorella variabilis]
OG0001229	KAI3425781.1 hypothetical protein D9Q98_007756 [Chlorella vulgaris], KAI3425779.1 hypothetical protein D9Q98_007754 [Chlorella vulgaris]	XP_005847572.1 hypothetical protein CHLNCDRAFT_56155 [Chlorella variabilis]
OG0001230	KAI3438543.1 hypothetical protein D9Q98_000971 [Chlorella vulgaris]	XP_005849521.1 hypothetical protein CHLNCDRAFT_142865 [Chlorella variabilis]
OG0001231	KAI3428669.1 hypothetical protein D9Q98_007492 [Chlorella vulgaris]	XP_005847262.1 hypothetical protein CHLNCDRAFT_134271 [Chlorella variabilis]
OG0001232	KAI3438889.1 hypothetical protein D9Q98_001304 [Chlorella vulgaris]	XP_005842602.1 hypothetical protein CHLNCDRAFT_16128_ partial [Chlorella variabilis]
OG0001232	KAI3438439.1 hypothetical protein D9Q98_000870 [Chlorella vulgaris]	XP_005849472.1 hypothetical protein CHLNCDRAFT_142756 [Chlorella variabilis]
OG0001233	KAI3428673.1 hypothetical protein D9Q98_007496 [Chlorella vulgaris]	XP_005847406.1 hypothetical protein CHLNCDRAFT_134265 [Chlorella variabilis]
OG0001234	KAI3425834.1 hypothetical protein D9Q98_007809 [Chlorella vulgaris], KAI3425835.1 hypothetical protein D9Q98_007809 [Chlorella vulgaris]	XP_005847771.1 hypothetical protein CHLNCDRAFT_133893 [Chlorella variabilis]
OG0001235	KAI3433675.1 hypothetical protein D9Q98_003484 [Chlorella vulgaris]	XP_005851174.1 hypothetical protein CHLNCDRAFT_137813 [Chlorella variabilis]
OG0001236	KAI3434485.1 hypothetical protein D9Q98_002561 [Chlorella vulgaris]	XP_005843958.1 hypothetical protein CHLNCDRAFT_48339 [Chlorella variabilis]
OG0001237	KAI3428064.1 hypothetical protein D9Q98_006448 [Chlorella vulgaris]	XP_005850042.1 hypothetical protein CHLNCDRAFT_10454_ partial [Chlorella variabilis]
OG0001238	KAI3432830.1 hypothetical protein D9Q98_010414 [Chlorella vulgaris]	XP_005844381.1 hypothetical protein CHLNCDRAFT_58891 [Chlorella variabilis]
OG0001239	KAI3425301.1 hypothetical protein D9Q98_009067 [Chlorella vulgaris]	XP_005845854.1 hypothetical protein CHLNCDRAFT_58436 [Chlorella variabilis]
OG0001240	KAI3430680.1 hypothetical protein D9Q98_005269 [Chlorella vulgaris]	XP_005844126.1 hypothetical protein CHLNCDRAFT_27424_ partial [Chlorella variabilis]
OG0001240	KAI3430681.1 hypothetical protein D9Q98_005270 [Chlorella vulgaris]	XP_005844127.1 hypothetical protein CHLNCDRAFT_54794 [Chlorella variabilis]
OG0001241	KAI3436720.1 hypothetical protein D9Q98_006135 [Chlorella vulgaris], KAI3423290.1 hypothetical protein D9Q98_010720 [Chlorella vulgaris]	XP_005850907.1 hypothetical protein CHLNCDRAFT_140599 [Chlorella variabilis]
OG0001242	KAI3433796.1 hypothetical protein D9Q98_003601 [Chlorella vulgaris], KAI3433797.1 hypothetical protein D9Q98_003601 [Chlorella vulgaris]	XP_005851115.1 hypothetical protein CHLNCDRAFT_33771 [Chlorella variabilis]
OG0001243	KAI3433788.1 hypothetical protein D9Q98_003593 [Chlorella vulgaris]	XP_005851119.1 hypothetical protein CHLNCDRAFT_55969 [Chlorella variabilis]
OG0001244	KAI3433923.1 hypothetical protein D9Q98_003725 [Chlorella vulgaris]	XP_005851071.1 hypothetical protein CHLNCDRAFT_19238 [Chlorella variabilis]
OG0001245	KAI3426389.1 hypothetical protein D9Q98_008760 [Chlorella vulgaris]	XP_005848339.1 hypothetical protein CHLNCDRAFT_51907 [Chlorella variabilis]
OG0001246	KAI3424876.1 hypothetical protein D9Q98_008260 [Chlorella vulgaris]	XP_005845102.1 hypothetical protein CHLNCDRAFT_137448 [Chlorella variabilis]
OG0001247	KAI3426236.1 hypothetical protein D9Q98_008612 [Chlorella vulgaris]	XP_005848459.1 hypothetical protein CHLNCDRAFT_144844 [Chlorella variabilis]
OG0001248	KAI3426037.1 hypothetical protein D9Q98_008005 [Chlorella vulgaris]	XP_005847702.1 hypothetical protein CHLNCDRAFT_52424_ partial [Chlorella variabilis], XP_005844136.1 hypothetical protein CHLNCDRAFT_54617_ partial [Chlorella variabilis]
OG0001249	KAI3438514.1 hypothetical protein D9Q98_000942 [Chlorella vulgaris]	XP_005849772.1 hypothetical protein CHLNCDRAFT_21158 [Chlorella variabilis]
OG0001250	KAI3436460.1 hypothetical protein D9Q98_005877 [Chlorella vulgaris], KAI3436332.1 hypothetical protein D9Q98_002385 [Chlorella vulgaris]	XP_005847949.1 hypothetical protein CHLNCDRAFT_145407 [Chlorella variabilis], XP_005848875.1 expressed protein [Chlorella variabilis], XP_005850829.1 hypothetical protein CHLNCDRAFT_56850 [Chlorella variabilis], XP_005846788.1 hypothetical protein CHLNCDRAFT_58181 [Chlorella variabilis], XP_005847948.1 hypothetical protein CHLNCDRAFT_145406 [Chlorella variabilis]
OG0001251	KAI3423878.1 hypothetical protein D9Q98_009712 [Chlorella vulgaris]	XP_005846727.1 hypothetical protein CHLNCDRAFT_135159 [Chlorella variabilis]
OG0001251	KAI3423879.1 hypothetical protein D9Q98_009713 [Chlorella vulgaris]	XP_005846728.1 hypothetical protein CHLNCDRAFT_135160 [Chlorella variabilis]
OG0001252	KAI3434455.1 hypothetical protein D9Q98_002532 [Chlorella vulgaris]	XP_005843971.1 hypothetical protein CHLNCDRAFT_54876 [Chlorella variabilis]
OG0001252	KAI3430581.1 hypothetical protein D9Q98_005174 [Chlorella vulgaris]	XP_005844083.1 hypothetical protein CHLNCDRAFT_27288 [Chlorella variabilis]
OG0001253	KAI3425788.1 hypothetical protein D9Q98_007763 [Chlorella vulgaris]	XP_005847580.1 hypothetical protein CHLNCDRAFT_31098 [Chlorella variabilis]
OG0001254	KAI3429645.1 hypothetical protein D9Q98_005731 [Chlorella vulgaris]	XP_005852190.1 hypothetical protein CHLNCDRAFT_49581 [Chlorella variabilis], XP_005852195.1 hypothetical protein CHLNCDRAFT_133409 [Chlorella variabilis]
OG0001255	KAI3424417.1 hypothetical protein D9Q98_009969 [Chlorella vulgaris]	XP_005843127.1 hypothetical protein CHLNCDRAFT_141499 [Chlorella variabilis]
OG0001256	KAI3424371.1 hypothetical protein D9Q98_009924 [Chlorella vulgaris]	XP_005843711.1 hypothetical protein CHLNCDRAFT_140001_ partial [Chlorella variabilis]
OG0001256	KAI3424378.1 hypothetical protein D9Q98_009931 [Chlorella vulgaris]	XP_005843704.1 hypothetical protein CHLNCDRAFT_56382 [Chlorella variabilis]
OG0001257	KAI3436774.1 hypothetical protein D9Q98_006186 [Chlorella vulgaris]	XP_005850883.1 hypothetical protein CHLNCDRAFT_59577 [Chlorella variabilis]
OG0001257	KAI3436785.1 hypothetical protein D9Q98_006196 [Chlorella vulgaris]	XP_005850879.1 hypothetical protein CHLNCDRAFT_14597_ partial [Chlorella variabilis]
OG0001258	KAI3428595.1 hypothetical protein D9Q98_007418 [Chlorella vulgaris]	XP_005847283.1 hypothetical protein CHLNCDRAFT_57961 [Chlorella variabilis]
OG0001259	KAI3426311.1 hypothetical protein D9Q98_008684 [Chlorella vulgaris]	XP_005848492.1 hypothetical protein CHLNCDRAFT_59655 [Chlorella variabilis]
OG0001260	KAI3423019.1 hypothetical protein D9Q98_010704 [Chlorella vulgaris], KAI3438958.1 hypothetical protein D9Q98_001372 [Chlorella vulgaris], KAI3423020.1 hypothetical protein D9Q98_010704 [Chlorella vulgaris]	XP_005845582.1 hypothetical protein CHLNCDRAFT_136764 [Chlorella variabilis], XP_005843757.1 hypothetical protein CHLNCDRAFT_139849 [Chlorella variabilis]
OG0001261	KAI3427299.1 hypothetical protein D9Q98_010218_ partial [Chlorella vulgaris]	XP_005843216.1 hypothetical protein CHLNCDRAFT_141478 [Chlorella variabilis]
OG0001262	KAI3430387.1 hypothetical protein D9Q98_004982 [Chlorella vulgaris]	XP_005844482.1 hypothetical protein CHLNCDRAFT_138818 [Chlorella variabilis]
OG0001262	KAI3430392.1 hypothetical protein D9Q98_004987 [Chlorella vulgaris]	XP_005842697.1 hypothetical protein CHLNCDRAFT_136276 [Chlorella variabilis]
OG0001263	KAI3437961.1 hypothetical protein D9Q98_000405 [Chlorella vulgaris]	XP_005846992.1 hypothetical protein CHLNCDRAFT_135008 [Chlorella variabilis]
OG0001264	KAI3438099.1 hypothetical protein D9Q98_000541 [Chlorella vulgaris]	XP_005847698.1 hypothetical protein CHLNCDRAFT_48821 [Chlorella variabilis], XP_005847123.1 hypothetical protein CHLNCDRAFT_24333 [Chlorella variabilis]
OG0001265	KAI3436740.1 hypothetical protein D9Q98_006155 [Chlorella vulgaris]	XP_005850613.1 hypothetical protein CHLNCDRAFT_140571 [Chlorella variabilis]
OG0001265	KAI3428472.1 hypothetical protein D9Q98_007297 [Chlorella vulgaris]	XP_005847499.1 expressed protein [Chlorella variabilis]
OG0001265	KAI3428473.1 hypothetical protein D9Q98_007298 [Chlorella vulgaris]	XP_005847498.1 hypothetical protein CHLNCDRAFT_134501 [Chlorella variabilis]
OG0001266	KAI3425008.1 hypothetical protein D9Q98_008390 [Chlorella vulgaris]	XP_005846802.1 hypothetical protein CHLNCDRAFT_135339 [Chlorella variabilis]
OG0001267	KAI3438540.1 hypothetical protein D9Q98_000968 [Chlorella vulgaris]	XP_005849782.1 expressed protein_ partial [Chlorella variabilis]
OG0001267	KAI3438539.1 hypothetical protein D9Q98_000967 [Chlorella vulgaris]	XP_005844774.1 hypothetical protein CHLNCDRAFT_138633 [Chlorella variabilis]
OG0001268	KAI3438374.1 hypothetical protein D9Q98_000806 [Chlorella vulgaris]	XP_005849712.1 hypothetical protein CHLNCDRAFT_59615 [Chlorella variabilis]
OG0001268	KAI3438373.1 hypothetical protein D9Q98_000805 [Chlorella vulgaris]	XP_005849711.1 hypothetical protein CHLNCDRAFT_142687 [Chlorella variabilis]
OG0001269	KAI3428277.1 hypothetical protein D9Q98_006656 [Chlorella vulgaris]	XP_005850400.1 hypothetical protein CHLNCDRAFT_50738 [Chlorella variabilis]
OG0001270	KAI3428421.1 hypothetical protein D9Q98_007248 [Chlorella vulgaris]	XP_005847352.1 hypothetical protein CHLNCDRAFT_58012 [Chlorella variabilis]
OG0001270	KAI3427203.1 hypothetical protein D9Q98_007139 [Chlorella vulgaris]	XP_005848633.1 hypothetical protein CHLNCDRAFT_144159 [Chlorella variabilis]
OG0001271	KAI3438109.1 hypothetical protein D9Q98_000550 [Chlorella vulgaris]	XP_005847119.1 hypothetical protein CHLNCDRAFT_134843 [Chlorella variabilis]
OG0001271	KAI3436584.1 hypothetical protein D9Q98_006000 [Chlorella vulgaris]	XP_005850691.1 hypothetical protein CHLNCDRAFT_140764 [Chlorella variabilis]
OG0001272	KAI3431859.1 hypothetical protein D9Q98_010611 [Chlorella vulgaris], KAI3431860.1 hypothetical protein D9Q98_010611 [Chlorella vulgaris]	XP_005848212.1 hypothetical protein CHLNCDRAFT_144708 [Chlorella variabilis]
OG0001272	KAI3426472.1 hypothetical protein D9Q98_008839 [Chlorella vulgaris]	XP_005848567.1 expressed protein [Chlorella variabilis]
OG0001273	KAI3425241.1 hypothetical protein D9Q98_009009 [Chlorella vulgaris]	XP_005845882.1 hypothetical protein CHLNCDRAFT_58448 [Chlorella variabilis]
OG0001273	KAI3435769.1 hypothetical protein D9Q98_001827 [Chlorella vulgaris]	XP_005846503.1 hypothetical protein CHLNCDRAFT_135726 [Chlorella variabilis]
OG0001273	KAI3435770.1 hypothetical protein D9Q98_001828 [Chlorella vulgaris]	XP_005846502.1 hypothetical protein CHLNCDRAFT_36103 [Chlorella variabilis]
OG0001274	KAI3436864.1 hypothetical protein D9Q98_006274 [Chlorella vulgaris]	XP_005850556.1 hypothetical protein CHLNCDRAFT_19853_ partial [Chlorella variabilis]
OG0001275	KAI3435586.1 hypothetical protein D9Q98_001651 [Chlorella vulgaris]	XP_005842731.1 hypothetical protein CHLNCDRAFT_145641 [Chlorella variabilis], XP_005850787.1 hypothetical protein CHLNCDRAFT_140292 [Chlorella variabilis], XP_005850789.1 hypothetical protein CHLNCDRAFT_140298 [Chlorella variabilis], XP_005842732.1 hypothetical protein CHLNCDRAFT_145644_ partial [Chlorella variabilis]
OG0001276	KAI3431602.1 hypothetical protein D9Q98_004652 [Chlorella vulgaris]	XP_005844998.1 hypothetical protein CHLNCDRAFT_138439 [Chlorella variabilis]
OG0001277	KAI3424883.1 hypothetical protein D9Q98_008267 [Chlorella vulgaris]	XP_005845213.1 hypothetical protein CHLNCDRAFT_9491_ partial [Chlorella variabilis]
OG0001278	KAI3438747.1 hypothetical protein D9Q98_001166 [Chlorella vulgaris]	XP_005849882.1 hypothetical protein CHLNCDRAFT_143121 [Chlorella variabilis]
OG0001279	KAI3434829.1 hypothetical protein D9Q98_002884 [Chlorella vulgaris]	XP_005849115.1 hypothetical protein CHLNCDRAFT_143681 [Chlorella variabilis]
OG0001279	KAI3434828.1 hypothetical protein D9Q98_002883 [Chlorella vulgaris]	XP_005849116.1 hypothetical protein CHLNCDRAFT_143682 [Chlorella variabilis]
OG0001280	KAI3427380.1 hypothetical protein D9Q98_010296 [Chlorella vulgaris]	XP_005843177.1 hypothetical protein CHLNCDRAFT_141444 [Chlorella variabilis]
OG0001280	KAI3427381.1 hypothetical protein D9Q98_010297 [Chlorella vulgaris]	XP_005843176.1 hypothetical protein CHLNCDRAFT_12523_ partial [Chlorella variabilis]
OG0001281	KAI3425019.1 hypothetical protein D9Q98_008401 [Chlorella vulgaris]	XP_005846647.1 hypothetical protein CHLNCDRAFT_135326 [Chlorella variabilis]
OG0001281	KAI3428336.1 hypothetical protein D9Q98_006716 [Chlorella vulgaris]	XP_005850174.1 hypothetical protein CHLNCDRAFT_142357 [Chlorella variabilis]
OG0001282	KAI3430525.1 hypothetical protein D9Q98_005118 [Chlorella vulgaris]	XP_005843370.1 hypothetical protein CHLNCDRAFT_141188 [Chlorella variabilis]
OG0001283	KAI3436365.1 hypothetical protein D9Q98_002418 [Chlorella vulgaris]	XP_005842979.1 hypothetical protein CHLNCDRAFT_55462 [Chlorella variabilis], XP_005842980.1 hypothetical protein CHLNCDRAFT_141677 [Chlorella variabilis]
OG0001283	KAI3430502.1 hypothetical protein D9Q98_005097 [Chlorella vulgaris]	XP_005843321.1 hypothetical protein CHLNCDRAFT_141208 [Chlorella variabilis]
OG0001286	KAI3439007.1 hypothetical protein D9Q98_001419 [Chlorella vulgaris]	XP_005842881.1 hypothetical protein CHLNCDRAFT_142519 [Chlorella variabilis], XP_005851034.1 hypothetical protein CHLNCDRAFT_50475 [Chlorella variabilis], XP_005850235.1 hypothetical protein CHLNCDRAFT_141880 [Chlorella variabilis], XP_005848892.1 expressed protein [Chlorella variabilis]
OG0001287	KAI3437964.1 hypothetical protein D9Q98_000408 [Chlorella vulgaris]	XP_005846990.1 hypothetical protein CHLNCDRAFT_59697 [Chlorella variabilis]
OG0001288	KAI3438793.1 hypothetical protein D9Q98_001210 [Chlorella vulgaris]	XP_005849643.1 hypothetical protein CHLNCDRAFT_143169 [Chlorella variabilis]
OG0001289	KAI3434774.1 hypothetical protein D9Q98_002834 [Chlorella vulgaris]	XP_005849143.1 hypothetical protein CHLNCDRAFT_143754 [Chlorella variabilis], XP_005849144.1 hypothetical protein CHLNCDRAFT_143757 [Chlorella variabilis]
OG0001290	KAI3428137.1 hypothetical protein D9Q98_006520 [Chlorella vulgaris], KAI3428135.1 hypothetical protein D9Q98_006518 [Chlorella vulgaris], KAI3432264.1 hypothetical protein D9Q98_003824 [Chlorella vulgaris]	XP_005843777.1 hypothetical protein CHLNCDRAFT_139905 [Chlorella variabilis], XP_005843776.1 hypothetical protein CHLNCDRAFT_139904 [Chlorella variabilis], XP_005844326.1 expressed protein [Chlorella variabilis], XP_005850082.1 expressed protein [Chlorella variabilis]
