Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
OG0012692							EIE18208.1 hypothetical protein COCSUDRAFT_60409 [Coccomyxa subellipsoidea C-169]			
OG0012693							EIE18212.1 hypothetical protein COCSUDRAFT_60413 [Coccomyxa subellipsoidea C-169]			
OG0012694							EIE18213.1 hypothetical protein COCSUDRAFT_68343 [Coccomyxa subellipsoidea C-169]			
OG0012695							EIE18218.1 NPD-domain-containing protein [Coccomyxa subellipsoidea C-169]			
OG0012696							EIE18221.1 hypothetical protein COCSUDRAFT_68346 [Coccomyxa subellipsoidea C-169]			
OG0012697							EIE18223.1 hypothetical protein COCSUDRAFT_68347_ partial [Coccomyxa subellipsoidea C-169]			
OG0012698							EIE18228.1 hypothetical protein COCSUDRAFT_34579 [Coccomyxa subellipsoidea C-169]			
OG0012699							EIE18232.1 hypothetical protein COCSUDRAFT_60431 [Coccomyxa subellipsoidea C-169]			
OG0012700							EIE18234.1 hypothetical protein COCSUDRAFT_60433 [Coccomyxa subellipsoidea C-169]			
OG0012701							EIE18247.1 hypothetical protein COCSUDRAFT_54985_ partial [Coccomyxa subellipsoidea C-169]			
OG0012702							EIE18256.1 hypothetical protein COCSUDRAFT_34582 [Coccomyxa subellipsoidea C-169]			
OG0012703							EIE18257.1 hypothetical protein COCSUDRAFT_34583 [Coccomyxa subellipsoidea C-169]			
OG0012704							EIE18259.1 hypothetical protein COCSUDRAFT_34584 [Coccomyxa subellipsoidea C-169]			
OG0012705							EIE18261.1 hypothetical protein COCSUDRAFT_60454 [Coccomyxa subellipsoidea C-169]			
OG0012706							EIE18268.1 hypothetical protein COCSUDRAFT_60461 [Coccomyxa subellipsoidea C-169]			
OG0012707							EIE18271.1 hypothetical protein COCSUDRAFT_34587 [Coccomyxa subellipsoidea C-169]			
OG0012708							EIE18279.1 hypothetical protein COCSUDRAFT_60471 [Coccomyxa subellipsoidea C-169]			
OG0012709							EIE18288.1 hypothetical protein COCSUDRAFT_49355 [Coccomyxa subellipsoidea C-169]			
OG0012710							EIE18294.1 hypothetical protein COCSUDRAFT_34592 [Coccomyxa subellipsoidea C-169]			
OG0012711							EIE18300.1 hypothetical protein COCSUDRAFT_54997 [Coccomyxa subellipsoidea C-169]			
OG0012712							EIE18305.1 hypothetical protein COCSUDRAFT_83606 [Coccomyxa subellipsoidea C-169]			
OG0012713							EIE18307.1 hypothetical protein COCSUDRAFT_49282 [Coccomyxa subellipsoidea C-169]			
OG0012714							EIE18311.1 hypothetical protein COCSUDRAFT_60281 [Coccomyxa subellipsoidea C-169]			
OG0012715							EIE18313.1 hypothetical protein COCSUDRAFT_60283 [Coccomyxa subellipsoidea C-169]			
OG0012716							EIE18315.1 hypothetical protein COCSUDRAFT_68290 [Coccomyxa subellipsoidea C-169]			
OG0012717							EIE18316.1 hypothetical protein COCSUDRAFT_54939 [Coccomyxa subellipsoidea C-169]			
OG0012718							EIE18317.1 hypothetical protein COCSUDRAFT_60287 [Coccomyxa subellipsoidea C-169]			
OG0012719							EIE18325.1 hypothetical protein COCSUDRAFT_34534 [Coccomyxa subellipsoidea C-169]			
OG0012720							EIE18327.1 hypothetical protein COCSUDRAFT_60295 [Coccomyxa subellipsoidea C-169]			
OG0012721							EIE18328.1 hypothetical protein COCSUDRAFT_45397 [Coccomyxa subellipsoidea C-169]			
OG0012722							EIE18330.1 hypothetical protein COCSUDRAFT_60297 [Coccomyxa subellipsoidea C-169]			
OG0012723							EIE18334.1 hypothetical protein COCSUDRAFT_68297 [Coccomyxa subellipsoidea C-169]			
OG0012724							EIE18340.1 hypothetical protein COCSUDRAFT_60308 [Coccomyxa subellipsoidea C-169]			
OG0012725							EIE18341.1 hypothetical protein COCSUDRAFT_34539 [Coccomyxa subellipsoidea C-169]			
OG0012726							EIE18342.1 glutamine synthetase [Coccomyxa subellipsoidea C-169]			
OG0012727							EIE18347.1 hypothetical protein COCSUDRAFT_60315 [Coccomyxa subellipsoidea C-169]			
OG0012728							EIE18351.1 hypothetical protein COCSUDRAFT_60318 [Coccomyxa subellipsoidea C-169]			
OG0012729							EIE18354.1 hypothetical protein COCSUDRAFT_45415 [Coccomyxa subellipsoidea C-169]			
OG0012730							EIE18356.1 hypothetical protein COCSUDRAFT_34543 [Coccomyxa subellipsoidea C-169]			
OG0012731							EIE18358.1 hypothetical protein COCSUDRAFT_54953 [Coccomyxa subellipsoidea C-169]			
OG0012732							EIE18362.1 hypothetical protein COCSUDRAFT_34547 [Coccomyxa subellipsoidea C-169]			
OG0012733							EIE18369.1 hypothetical protein COCSUDRAFT_34551 [Coccomyxa subellipsoidea C-169]			
OG0012734							EIE18375.1 hypothetical protein COCSUDRAFT_60340 [Coccomyxa subellipsoidea C-169]			
OG0012735							EIE18378.1 hypothetical protein COCSUDRAFT_34554 [Coccomyxa subellipsoidea C-169]			
OG0012736							EIE18380.1 hypothetical protein COCSUDRAFT_60345 [Coccomyxa subellipsoidea C-169]			
OG0012737							EIE18385.1 hypothetical protein COCSUDRAFT_54962 [Coccomyxa subellipsoidea C-169]			
OG0012738							EIE18392.1 hypothetical protein COCSUDRAFT_49311 [Coccomyxa subellipsoidea C-169]			
OG0012739							EIE18399.1 hypothetical protein COCSUDRAFT_68325 [Coccomyxa subellipsoidea C-169]			
OG0012740							EIE18401.1 hypothetical protein COCSUDRAFT_34560 [Coccomyxa subellipsoidea C-169]			
OG0012741							EIE18406.1 hypothetical protein COCSUDRAFT_60370 [Coccomyxa subellipsoidea C-169]			
OG0012742							EIE18407.1 hypothetical protein COCSUDRAFT_60371 [Coccomyxa subellipsoidea C-169]			
OG0012743							EIE18408.1 hypothetical protein COCSUDRAFT_68329 [Coccomyxa subellipsoidea C-169]			
OG0012744							EIE18410.1 hypothetical protein COCSUDRAFT_60374 [Coccomyxa subellipsoidea C-169]			
OG0012745							EIE18411.1 hypothetical protein COCSUDRAFT_34563 [Coccomyxa subellipsoidea C-169]			
OG0012746							EIE18416.1 hypothetical protein COCSUDRAFT_34565 [Coccomyxa subellipsoidea C-169]			
OG0012747							EIE18419.1 hypothetical protein COCSUDRAFT_68334 [Coccomyxa subellipsoidea C-169]			
OG0012748							EIE18421.1 hypothetical protein COCSUDRAFT_34566 [Coccomyxa subellipsoidea C-169]			
OG0012749							EIE18428.1 hypothetical protein COCSUDRAFT_34569 [Coccomyxa subellipsoidea C-169]			
OG0012750							EIE18431.1 hypothetical protein COCSUDRAFT_60388 [Coccomyxa subellipsoidea C-169]			
OG0012751							EIE18434.1 hypothetical protein COCSUDRAFT_83605 [Coccomyxa subellipsoidea C-169]			
OG0012752							EIE18435.1 hypothetical protein COCSUDRAFT_60102 [Coccomyxa subellipsoidea C-169]			
OG0012753							EIE18438.1 hypothetical protein COCSUDRAFT_60105 [Coccomyxa subellipsoidea C-169]			
OG0012754							EIE18443.1 hypothetical protein COCSUDRAFT_54895 [Coccomyxa subellipsoidea C-169]			
OG0012755							EIE18446.1 hypothetical protein COCSUDRAFT_34494 [Coccomyxa subellipsoidea C-169]			
OG0012756							EIE18447.1 hypothetical protein COCSUDRAFT_60115 [Coccomyxa subellipsoidea C-169]			
OG0012757							EIE18455.1 hypothetical protein COCSUDRAFT_60122 [Coccomyxa subellipsoidea C-169]			
OG0012758							EIE18456.1 Sec7-domain-containing protein [Coccomyxa subellipsoidea C-169]			
OG0012759							EIE18469.1 hypothetical protein COCSUDRAFT_45271 [Coccomyxa subellipsoidea C-169]			
OG0012760							EIE18470.1 hypothetical protein COCSUDRAFT_45272 [Coccomyxa subellipsoidea C-169]			
OG0012761							EIE18476.1 hypothetical protein COCSUDRAFT_60143 [Coccomyxa subellipsoidea C-169]			
OG0012762							EIE18477.1 hypothetical protein COCSUDRAFT_34500 [Coccomyxa subellipsoidea C-169]			
OG0012763							EIE18482.1 hypothetical protein COCSUDRAFT_60148 [Coccomyxa subellipsoidea C-169]			
OG0012764							EIE18484.1 hypothetical protein COCSUDRAFT_60149 [Coccomyxa subellipsoidea C-169]			
OG0012765							EIE18491.1 hypothetical protein COCSUDRAFT_68230 [Coccomyxa subellipsoidea C-169]			
OG0012766							EIE18492.1 hypothetical protein COCSUDRAFT_60158 [Coccomyxa subellipsoidea C-169]			
OG0012767							EIE18500.1 hypothetical protein COCSUDRAFT_34503 [Coccomyxa subellipsoidea C-169]			
OG0012768							EIE18503.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]			
OG0012769							EIE18506.1 hypothetical protein COCSUDRAFT_60173 [Coccomyxa subellipsoidea C-169]			
OG0012770							EIE18507.1 hypothetical protein COCSUDRAFT_45302 [Coccomyxa subellipsoidea C-169]			
OG0012771							EIE18508.1 hypothetical protein COCSUDRAFT_60175 [Coccomyxa subellipsoidea C-169]			
OG0012772							EIE18518.1 hypothetical protein COCSUDRAFT_68243 [Coccomyxa subellipsoidea C-169]			
OG0012773							EIE18521.1 hypothetical protein COCSUDRAFT_68245 [Coccomyxa subellipsoidea C-169]			
OG0012774							EIE18527.1 hypothetical protein COCSUDRAFT_60196 [Coccomyxa subellipsoidea C-169]			
OG0012775							EIE18528.1 hypothetical protein COCSUDRAFT_60197 [Coccomyxa subellipsoidea C-169]			
OG0012776							EIE18530.1 hypothetical protein COCSUDRAFT_45318 [Coccomyxa subellipsoidea C-169]			
OG0012777							EIE18531.1 hypothetical protein COCSUDRAFT_68250 [Coccomyxa subellipsoidea C-169]			
OG0012778							EIE18532.1 hypothetical protein COCSUDRAFT_60201 [Coccomyxa subellipsoidea C-169]			
OG0012779							EIE18535.1 hypothetical protein COCSUDRAFT_60204 [Coccomyxa subellipsoidea C-169]			
OG0012780							EIE18539.1 hypothetical protein COCSUDRAFT_68254 [Coccomyxa subellipsoidea C-169]			
OG0012781							EIE18541.1 hypothetical protein COCSUDRAFT_45326 [Coccomyxa subellipsoidea C-169]			
OG0012782							EIE18542.1 hypothetical protein COCSUDRAFT_60211 [Coccomyxa subellipsoidea C-169]			
OG0012783							EIE18543.1 ras-domain-containing protein [Coccomyxa subellipsoidea C-169]			
OG0012784							EIE18546.1 hypothetical protein COCSUDRAFT_54918 [Coccomyxa subellipsoidea C-169]			
OG0012785							EIE18547.1 hypothetical protein COCSUDRAFT_49250 [Coccomyxa subellipsoidea C-169]			
OG0012786							EIE18548.1 hypothetical protein COCSUDRAFT_60216 [Coccomyxa subellipsoidea C-169]			
OG0012787							EIE18551.1 hypothetical protein COCSUDRAFT_34514 [Coccomyxa subellipsoidea C-169]			
OG0012788							EIE18567.1 hypothetical protein COCSUDRAFT_34518 [Coccomyxa subellipsoidea C-169]			
OG0012789							EIE18575.1 hypothetical protein COCSUDRAFT_60239 [Coccomyxa subellipsoidea C-169]			
OG0012790							EIE18586.1 hypothetical protein COCSUDRAFT_34522 [Coccomyxa subellipsoidea C-169]			
OG0012791							EIE18620.1 cytochrome P450_ partial [Coccomyxa subellipsoidea C-169]			
OG0012792							EIE18634.1 hypothetical protein COCSUDRAFT_45131 [Coccomyxa subellipsoidea C-169]			
OG0012793							EIE18638.1 hypothetical protein COCSUDRAFT_34454 [Coccomyxa subellipsoidea C-169]			
OG0012794							EIE18644.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]			
OG0012795							EIE18659.1 hypothetical protein COCSUDRAFT_68143 [Coccomyxa subellipsoidea C-169]			
OG0012796							EIE18667.1 hypothetical protein COCSUDRAFT_68147 [Coccomyxa subellipsoidea C-169]			
OG0012797							EIE18668.1 hypothetical protein COCSUDRAFT_59978 [Coccomyxa subellipsoidea C-169]			
OG0012798							EIE18672.1 hypothetical protein COCSUDRAFT_49161 [Coccomyxa subellipsoidea C-169]			
OG0012799							EIE18675.1 hypothetical protein COCSUDRAFT_54856 [Coccomyxa subellipsoidea C-169]			
OG0012800							EIE18676.1 hypothetical protein COCSUDRAFT_45160 [Coccomyxa subellipsoidea C-169]			
OG0012801							EIE18681.1 aquaporin-like protein [Coccomyxa subellipsoidea C-169]			
OG0012802							EIE18682.1 hypothetical protein COCSUDRAFT_59993 [Coccomyxa subellipsoidea C-169]			
OG0012803							EIE18690.1 hypothetical protein COCSUDRAFT_34463 [Coccomyxa subellipsoidea C-169]			
OG0012804							EIE18693.1 hypothetical protein COCSUDRAFT_68161 [Coccomyxa subellipsoidea C-169]			
OG0012805							EIE18695.1 hypothetical protein COCSUDRAFT_34464 [Coccomyxa subellipsoidea C-169]			
OG0012806							EIE18696.1 hypothetical protein COCSUDRAFT_34465 [Coccomyxa subellipsoidea C-169]			
OG0012807							EIE18701.1 hypothetical protein COCSUDRAFT_49174 [Coccomyxa subellipsoidea C-169]			
OG0012808							EIE18702.1 hypothetical protein COCSUDRAFT_60011 [Coccomyxa subellipsoidea C-169]			
OG0012809							EIE18705.1 hypothetical protein COCSUDRAFT_34466 [Coccomyxa subellipsoidea C-169]			
OG0012810							EIE18706.1 hypothetical protein COCSUDRAFT_60015 [Coccomyxa subellipsoidea C-169]			
OG0012811							EIE18708.1 hypothetical protein COCSUDRAFT_20322 [Coccomyxa subellipsoidea C-169]			
OG0012812							EIE18710.1 hypothetical protein COCSUDRAFT_20327_ partial [Coccomyxa subellipsoidea C-169]			
OG0012813							EIE18726.1 hypothetical protein COCSUDRAFT_60033 [Coccomyxa subellipsoidea C-169]			
OG0012814							EIE18727.1 hypothetical protein COCSUDRAFT_60034 [Coccomyxa subellipsoidea C-169]			
OG0012815							EIE18746.1 hypothetical protein COCSUDRAFT_68181 [Coccomyxa subellipsoidea C-169]			
OG0012816							EIE18747.1 hypothetical protein COCSUDRAFT_49186 [Coccomyxa subellipsoidea C-169]			
OG0012817							EIE18750.1 hypothetical protein COCSUDRAFT_49189 [Coccomyxa subellipsoidea C-169]			
OG0012818							EIE18752.1 hypothetical protein COCSUDRAFT_60057 [Coccomyxa subellipsoidea C-169]			
OG0012819							EIE18757.1 hypothetical protein COCSUDRAFT_60062 [Coccomyxa subellipsoidea C-169]			
OG0012820							EIE18779.1 hypothetical protein COCSUDRAFT_38557 [Coccomyxa subellipsoidea C-169]			
OG0012821							EIE18781.1 hypothetical protein COCSUDRAFT_38558 [Coccomyxa subellipsoidea C-169]			
OG0012822							EIE18785.1 hypothetical protein COCSUDRAFT_45236 [Coccomyxa subellipsoidea C-169]			
OG0012823							EIE18787.1 hypothetical protein COCSUDRAFT_34484 [Coccomyxa subellipsoidea C-169]			
OG0012824							EIE18801.1 hypothetical protein COCSUDRAFT_83600 [Coccomyxa subellipsoidea C-169]			
OG0012825							EIE18802.1 hypothetical protein COCSUDRAFT_83601 [Coccomyxa subellipsoidea C-169]			
OG0012826							EIE18805.1 hypothetical protein COCSUDRAFT_59735 [Coccomyxa subellipsoidea C-169]			
OG0012827							EIE18812.1 hypothetical protein COCSUDRAFT_68036 [Coccomyxa subellipsoidea C-169]			
OG0012828							EIE18813.1 hypothetical protein COCSUDRAFT_34399 [Coccomyxa subellipsoidea C-169]			
OG0012829							EIE18823.1 hypothetical protein COCSUDRAFT_59754 [Coccomyxa subellipsoidea C-169]			
OG0012830							EIE18824.1 hypothetical protein COCSUDRAFT_44991 [Coccomyxa subellipsoidea C-169]			
OG0012831							EIE18825.1 hypothetical protein COCSUDRAFT_59756 [Coccomyxa subellipsoidea C-169]			
OG0012832							EIE18836.1 hypothetical protein COCSUDRAFT_34401 [Coccomyxa subellipsoidea C-169]			
OG0012833							EIE18842.1 hypothetical protein COCSUDRAFT_59771 [Coccomyxa subellipsoidea C-169]			
OG0012834							EIE18853.1 hypothetical protein COCSUDRAFT_59781 [Coccomyxa subellipsoidea C-169]			
OG0012835							EIE18856.1 hypothetical protein COCSUDRAFT_54794 [Coccomyxa subellipsoidea C-169]			
OG0012836							EIE18860.1 hypothetical protein COCSUDRAFT_59788 [Coccomyxa subellipsoidea C-169]			
OG0012837							EIE18861.1 hypothetical protein COCSUDRAFT_68057_ partial [Coccomyxa subellipsoidea C-169]			
OG0012838							EIE18863.1 hypothetical protein COCSUDRAFT_49085 [Coccomyxa subellipsoidea C-169]			
OG0012839							EIE18864.1 hypothetical protein COCSUDRAFT_45020 [Coccomyxa subellipsoidea C-169]			
OG0012840							EIE18867.1 hypothetical protein COCSUDRAFT_59794 [Coccomyxa subellipsoidea C-169]			
OG0012841							EIE18871.1 hypothetical protein COCSUDRAFT_34411 [Coccomyxa subellipsoidea C-169]			
OG0012842							EIE18873.1 hypothetical protein COCSUDRAFT_59799 [Coccomyxa subellipsoidea C-169]			
OG0012843							EIE18878.1 hypothetical protein COCSUDRAFT_68064 [Coccomyxa subellipsoidea C-169]			
OG0012844							EIE18882.1 hypothetical protein COCSUDRAFT_34414 [Coccomyxa subellipsoidea C-169]			
OG0012845							EIE18883.1 CocE/NonD hydrolase [Coccomyxa subellipsoidea C-169]			
OG0012846							EIE18887.1 hypothetical protein COCSUDRAFT_45034 [Coccomyxa subellipsoidea C-169]			
OG0012847							EIE18895.1 hypothetical protein COCSUDRAFT_45041 [Coccomyxa subellipsoidea C-169]			
OG0012848							EIE18902.1 hypothetical protein COCSUDRAFT_34421 [Coccomyxa subellipsoidea C-169]			
OG0012849							EIE18903.1 hypothetical protein COCSUDRAFT_59829 [Coccomyxa subellipsoidea C-169]			
OG0012850							EIE18908.1 hypothetical protein COCSUDRAFT_34423 [Coccomyxa subellipsoidea C-169]			
OG0012851							EIE18916.1 hypothetical protein COCSUDRAFT_34425 [Coccomyxa subellipsoidea C-169]			
OG0012852							EIE18929.1 hypothetical protein COCSUDRAFT_45066 [Coccomyxa subellipsoidea C-169]			
OG0012853							EIE18941.1 hypothetical protein COCSUDRAFT_59864 [Coccomyxa subellipsoidea C-169]			
OG0012854							EIE18958.1 hypothetical protein COCSUDRAFT_59884 [Coccomyxa subellipsoidea C-169]			
OG0012855							EIE18964.1 hypothetical protein COCSUDRAFT_34434 [Coccomyxa subellipsoidea C-169]			
OG0012856							EIE18971.1 hypothetical protein COCSUDRAFT_34436 [Coccomyxa subellipsoidea C-169]			
OG0012857							EIE18973.1 hypothetical protein COCSUDRAFT_34437 [Coccomyxa subellipsoidea C-169]			
OG0012858							EIE18988.1 hypothetical protein COCSUDRAFT_59913 [Coccomyxa subellipsoidea C-169]			
OG0012859							EIE18991.1 hypothetical protein COCSUDRAFT_54833 [Coccomyxa subellipsoidea C-169]			
OG0012860							EIE18992.1 heme peroxidase [Coccomyxa subellipsoidea C-169]			
OG0012861							EIE19002.1 hypothetical protein COCSUDRAFT_34447 [Coccomyxa subellipsoidea C-169]			
OG0012862							EIE19006.1 hypothetical protein COCSUDRAFT_83596 [Coccomyxa subellipsoidea C-169]			
OG0012863							EIE19010.1 hypothetical protein COCSUDRAFT_59497 [Coccomyxa subellipsoidea C-169]			
OG0012864							EIE19016.1 hypothetical protein COCSUDRAFT_48975 [Coccomyxa subellipsoidea C-169]			
OG0012865							EIE19017.1 hypothetical protein COCSUDRAFT_67932 [Coccomyxa subellipsoidea C-169]			
OG0012866							EIE19025.1 hypothetical protein COCSUDRAFT_54724 [Coccomyxa subellipsoidea C-169]			
OG0012867							EIE19026.1 hypothetical protein COCSUDRAFT_34339 [Coccomyxa subellipsoidea C-169]			
OG0012868							EIE19035.1 hypothetical protein COCSUDRAFT_44822 [Coccomyxa subellipsoidea C-169]			
OG0012869							EIE19037.1 hypothetical protein COCSUDRAFT_34342 [Coccomyxa subellipsoidea C-169]			
OG0012870							EIE19048.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]			
OG0012871							EIE19053.1 hypothetical protein COCSUDRAFT_59539 [Coccomyxa subellipsoidea C-169]			
OG0012872							EIE19054.1 hypothetical protein COCSUDRAFT_59540 [Coccomyxa subellipsoidea C-169]			
OG0012873							EIE19055.1 hypothetical protein COCSUDRAFT_67951 [Coccomyxa subellipsoidea C-169]			
OG0012874							EIE19056.1 hypothetical protein COCSUDRAFT_59542 [Coccomyxa subellipsoidea C-169]			
OG0012875							EIE19057.1 hypothetical protein COCSUDRAFT_44841 [Coccomyxa subellipsoidea C-169]			
OG0012876							EIE19063.1 hypothetical protein COCSUDRAFT_59549 [Coccomyxa subellipsoidea C-169]			
