Orthogroup	Scenedesmus_NREL	Auxenochlorella_protothecoides
OG0001177	KAF6252611.1 hypothetical protein COO60DRAFT_513932 [Scenedesmus sp. NREL 46B-D3], KAF6265877.1 hypothetical protein COO60DRAFT_767541 [Scenedesmus sp. NREL 46B-D3], KAF6265350.1 hypothetical protein COO60DRAFT_1041000 [Scenedesmus sp. NREL 46B-D3], KAF6252613.1 hypothetical protein COO60DRAFT_514006 [Scenedesmus sp. NREL 46B-D3]	RMZ54949.1 hypothetical protein APUTEX25_000466 [Auxenochlorella protothecoides]
OG0001179	KAF6257883.1 hypothetical protein COO60DRAFT_1639575 [Scenedesmus sp. NREL 46B-D3]	RMZ55009.1 hypothetical protein APUTEX25_005635 [Auxenochlorella protothecoides]
OG0001180	KAF6253376.1 ATP synthase subunit D-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55021.1 hypothetical protein APUTEX25_005647_ partial [Auxenochlorella protothecoides]
OG0001181	KAF6256555.1 hypothetical protein COO60DRAFT_1657430 [Scenedesmus sp. NREL 46B-D3], KAF6253759.1 hypothetical protein COO60DRAFT_391875 [Scenedesmus sp. NREL 46B-D3]	RMZ55041.1 hypothetical protein APUTEX25_005667 [Auxenochlorella protothecoides]
OG0001182	KAF6255145.1 ras-induced vulval development antagonist-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259031.1 hypothetical protein COO60DRAFT_1062491 [Scenedesmus sp. NREL 46B-D3]	RMZ55047.1 hypothetical protein APUTEX25_005673 [Auxenochlorella protothecoides]
OG0001183	KAF6248608.1 c-type cytochrome synthesis 1 [Scenedesmus sp. NREL 46B-D3], KAF6251391.1 hypothetical protein COO60DRAFT_1464306 [Scenedesmus sp. NREL 46B-D3], KAF6259989.1 hypothetical protein COO60DRAFT_938219 [Scenedesmus sp. NREL 46B-D3], KAF6259990.1 hypothetical protein COO60DRAFT_1509625 [Scenedesmus sp. NREL 46B-D3]	RMZ55060.1 hypothetical protein APUTEX25_005686_ partial [Auxenochlorella protothecoides]
OG0001184	KAF6261256.1 hypothetical protein COO60DRAFT_1503069 [Scenedesmus sp. NREL 46B-D3]	RMZ55090.1 hypothetical protein APUTEX25_005716_ partial [Auxenochlorella protothecoides]
OG0001185	KAF6262773.1 hypothetical protein COO60DRAFT_1699090 [Scenedesmus sp. NREL 46B-D3]	RMZ55109.1 hypothetical protein APUTEX25_005387 [Auxenochlorella protothecoides]
OG0001186	KAF6266468.1 hypothetical protein COO60DRAFT_454771 [Scenedesmus sp. NREL 46B-D3]	RMZ55116.1 hypothetical protein APUTEX25_005394 [Auxenochlorella protothecoides]
OG0001187	KAF6257979.1 hypothetical protein COO60DRAFT_1162240 [Scenedesmus sp. NREL 46B-D3], KAF6259187.1 hypothetical protein COO60DRAFT_1028947 [Scenedesmus sp. NREL 46B-D3]	RMZ55232.1 hypothetical protein APUTEX25_005510 [Auxenochlorella protothecoides], RMZ55129.1 hypothetical protein APUTEX25_005407 [Auxenochlorella protothecoides]
OG0001188	KAF6259943.1 hypothetical protein COO60DRAFT_1510274 [Scenedesmus sp. NREL 46B-D3], KAF6258203.1 strictosidine synthase [Scenedesmus sp. NREL 46B-D3], KAF6258202.1 strictosidine synthase [Scenedesmus sp. NREL 46B-D3], KAF6259879.1 hypothetical protein COO60DRAFT_1638071 [Scenedesmus sp. NREL 46B-D3], KAF6263989.1 hypothetical protein COO60DRAFT_266840 [Scenedesmus sp. NREL 46B-D3]	RMZ55207.1 hypothetical protein APUTEX25_005485 [Auxenochlorella protothecoides]
OG0001189	KAF6241919.1 hypothetical protein COO60DRAFT_1279749 [Scenedesmus sp. NREL 46B-D3]	RMZ55212.1 hypothetical protein APUTEX25_005490 [Auxenochlorella protothecoides]
OG0001190	KAF6254517.1 phosphatidic acid phosphatase type 2/haloperoxidase [Scenedesmus sp. NREL 46B-D3]	RMZ55234.1 hypothetical protein APUTEX25_005512 [Auxenochlorella protothecoides]
OG0001191	KAF6253345.1 hypothetical protein COO60DRAFT_1703850 [Scenedesmus sp. NREL 46B-D3], KAF6253343.1 tubulin binding cofactor C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55235.1 hypothetical protein APUTEX25_005513_ partial [Auxenochlorella protothecoides]
OG0001192	KAF6259666.1 oxygen-evolving enhancer protein 2_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	RMZ55251.1 hypothetical protein APUTEX25_005529_ partial [Auxenochlorella protothecoides]
OG0001193	KAF6260348.1 hypothetical protein COO60DRAFT_899705 [Scenedesmus sp. NREL 46B-D3]	RMZ55263.1 hypothetical protein APUTEX25_005541 [Auxenochlorella protothecoides]
OG0001194	KAF6261184.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3], KAF6258167.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3]	RMZ55324.1 hypothetical protein APUTEX25_003462 [Auxenochlorella protothecoides]
OG0001195	KAF6258143.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	RMZ57147.1 hypothetical protein APUTEX25_003604_ partial [Auxenochlorella protothecoides], RMZ55347.1 hypothetical protein APUTEX25_003485_ partial [Auxenochlorella protothecoides]
OG0001196	KAF6261385.1 ATP-dependent hsl protease ATP-binding subunit hslU [Scenedesmus sp. NREL 46B-D3], KAF6260956.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55352.1 hypothetical protein APUTEX25_002210_ partial [Auxenochlorella protothecoides]
OG0001197	KAF6263283.1 hypothetical protein COO60DRAFT_488276 [Scenedesmus sp. NREL 46B-D3]	RMZ56891.1 hypothetical protein APUTEX25_002980_ partial [Auxenochlorella protothecoides]
OG0001197	KAF6251248.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	RMZ55366.1 hypothetical protein APUTEX25_002224_ partial [Auxenochlorella protothecoides]
OG0001198	KAF6266545.1 glycolate oxidase [Scenedesmus sp. NREL 46B-D3]	RMZ55484.1 hypothetical protein APUTEX25_000067_ partial [Auxenochlorella protothecoides]
OG0001199	KAF6259421.1 hypothetical protein COO60DRAFT_1626079 [Scenedesmus sp. NREL 46B-D3]	RMZ55487.1 hypothetical protein APUTEX25_000070_ partial [Auxenochlorella protothecoides]
OG0001200	KAF6266730.1 hypothetical protein COO60DRAFT_1654596 [Scenedesmus sp. NREL 46B-D3]	RMZ55511.1 hypothetical protein APUTEX25_000094 [Auxenochlorella protothecoides]
OG0001201	KAF6255869.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	RMZ55516.1 hypothetical protein APUTEX25_000099 [Auxenochlorella protothecoides]
OG0001202	KAF6259652.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55619.1 hypothetical protein APUTEX25_000202 [Auxenochlorella protothecoides]
OG0001203	KAF6262543.1 hypothetical protein COO60DRAFT_1495557 [Scenedesmus sp. NREL 46B-D3]	RMZ55638.1 hypothetical protein APUTEX25_000221_ partial [Auxenochlorella protothecoides]
OG0001204	KAF6261303.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6263728.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6266281.1 hypothetical protein COO60DRAFT_1474230 [Scenedesmus sp. NREL 46B-D3], KAF6266282.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55750.1 hypothetical protein APUTEX25_005791 [Auxenochlorella protothecoides]
OG0001205	KAF6257975.1 hypothetical protein COO60DRAFT_1701539 [Scenedesmus sp. NREL 46B-D3], KAF6257976.1 late exocytosis_ associated with Golgi transport-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55763.1 hypothetical protein APUTEX25_005804 [Auxenochlorella protothecoides]
OG0001206	KAF6260234.1 coiled-coil domain-containing protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55803.1 hypothetical protein APUTEX25_005844 [Auxenochlorella protothecoides]
OG0001207	KAF6250707.1 hypothetical protein COO60DRAFT_758966 [Scenedesmus sp. NREL 46B-D3], KAF6261598.1 hypothetical protein COO60DRAFT_741589_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55873.1 hypothetical protein APUTEX25_003839_ partial [Auxenochlorella protothecoides]
OG0001208	KAF6261670.1 hypothetical protein COO60DRAFT_1500678 [Scenedesmus sp. NREL 46B-D3]	RMZ55954.1 hypothetical protein APUTEX25_004378 [Auxenochlorella protothecoides]
OG0001209	KAF6258557.1 PapD-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55966.1 hypothetical protein APUTEX25_004390 [Auxenochlorella protothecoides]
OG0001210	KAF6261711.1 JmjC domain_ hydroxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55971.1 hypothetical protein APUTEX25_004395_ partial [Auxenochlorella protothecoides]
OG0001211	KAF6263762.1 hypothetical protein COO60DRAFT_1488339 [Scenedesmus sp. NREL 46B-D3], KAF6263763.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ56016.1 hypothetical protein APUTEX25_004440 [Auxenochlorella protothecoides]
OG0001212	KAF6251429.1 hypothetical protein COO60DRAFT_1287543 [Scenedesmus sp. NREL 46B-D3], KAF6250874.1 hypothetical protein COO60DRAFT_1705296 [Scenedesmus sp. NREL 46B-D3], KAF6250872.1 hypothetical protein COO60DRAFT_1565983 [Scenedesmus sp. NREL 46B-D3], KAF6251430.1 hypothetical protein COO60DRAFT_1560018 [Scenedesmus sp. NREL 46B-D3]	RMZ56061.1 hypothetical protein APUTEX25_004485 [Auxenochlorella protothecoides]
OG0001213	KAF6264629.1 B type mitotic cyclin [Scenedesmus sp. NREL 46B-D3]	RMZ56127.1 hypothetical protein APUTEX25_004551 [Auxenochlorella protothecoides]
OG0001214	KAF6260089.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ56159.1 hypothetical protein APUTEX25_004583_ partial [Auxenochlorella protothecoides]
OG0001215	KAF6255465.1 hypothetical protein COO60DRAFT_1641474 [Scenedesmus sp. NREL 46B-D3]	RMZ56255.1 hypothetical protein APUTEX25_002445_ partial [Auxenochlorella protothecoides]
OG0001216	KAF6256483.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256482.1 hypothetical protein COO60DRAFT_1528798 [Scenedesmus sp. NREL 46B-D3]	RMZ56352.1 hypothetical protein APUTEX25_004709 [Auxenochlorella protothecoides]
OG0001217	KAF6251022.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6258069.1 hypothetical protein COO60DRAFT_1701524 [Scenedesmus sp. NREL 46B-D3]	RMZ56412.1 hypothetical protein APUTEX25_004635_ partial [Auxenochlorella protothecoides]
OG0001218	KAF6254638.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ56443.1 hypothetical protein APUTEX25_004666 [Auxenochlorella protothecoides]
OG0001219	KAF6259011.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ56523.1 hypothetical protein APUTEX25_001370_ partial [Auxenochlorella protothecoides]
OG0001220	KAF6252421.1 inner membrane ALBINO3-like protein 2_ chloroplast precursor [Scenedesmus sp. NREL 46B-D3]	RMZ56572.1 hypothetical protein APUTEX25_001419_ partial [Auxenochlorella protothecoides]
OG0001221	KAF6251783.1 t-SNARE [Scenedesmus sp. NREL 46B-D3]	RMZ56628.1 hypothetical protein APUTEX25_002717 [Auxenochlorella protothecoides]
OG0001222	KAF6261880.1 hypothetical protein COO60DRAFT_1636420 [Scenedesmus sp. NREL 46B-D3], KAF6252253.1 hypothetical protein COO60DRAFT_1644219 [Scenedesmus sp. NREL 46B-D3], KAF6245273.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3], KAF6251098.1 hypothetical protein COO60DRAFT_1705069 [Scenedesmus sp. NREL 46B-D3]	RMZ56640.1 hypothetical protein APUTEX25_002729 [Auxenochlorella protothecoides]
OG0001223	KAF6265057.1 hypothetical protein COO60DRAFT_1697935 [Scenedesmus sp. NREL 46B-D3]	RMZ56644.1 hypothetical protein APUTEX25_002733 [Auxenochlorella protothecoides]
OG0001224	KAF6256382.1 hypothetical protein COO60DRAFT_115705 [Scenedesmus sp. NREL 46B-D3]	RMZ56650.1 hypothetical protein APUTEX25_002739_ partial [Auxenochlorella protothecoides]
OG0001225	KAF6265158.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	RMZ56710.1 hypothetical protein APUTEX25_002799 [Auxenochlorella protothecoides], RMZ56664.1 hypothetical protein APUTEX25_002753_ partial [Auxenochlorella protothecoides]
OG0001226	KAF6254965.1 hypothetical protein COO60DRAFT_1537787 [Scenedesmus sp. NREL 46B-D3], KAF6254905.1 hypothetical protein COO60DRAFT_1537947 [Scenedesmus sp. NREL 46B-D3]	RMZ56704.1 hypothetical protein APUTEX25_002793 [Auxenochlorella protothecoides]
OG0001227	KAF6251701.1 hypothetical protein COO60DRAFT_1298160 [Scenedesmus sp. NREL 46B-D3], KAF6250922.1 hypothetical protein COO60DRAFT_1645778 [Scenedesmus sp. NREL 46B-D3], KAF6251700.1 hypothetical protein COO60DRAFT_592744 [Scenedesmus sp. NREL 46B-D3]	RMZ56722.1 hypothetical protein APUTEX25_002811 [Auxenochlorella protothecoides]
OG0001228	KAF6261168.1 vacuolar import and degradation protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56727.1 hypothetical protein APUTEX25_002816 [Auxenochlorella protothecoides]
OG0001229	KAF6262332.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	RMZ56784.1 hypothetical protein APUTEX25_002873 [Auxenochlorella protothecoides]
OG0001230	KAF6264054.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265574.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265573.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259151.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56824.1 hypothetical protein APUTEX25_002913 [Auxenochlorella protothecoides]
OG0001231	KAF6255898.1 GTP-binding protein YPTC5_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259889.1 hypothetical protein COO60DRAFT_1700630 [Scenedesmus sp. NREL 46B-D3]	RMZ56919.1 hypothetical protein APUTEX25_004981 [Auxenochlorella protothecoides]
OG0001232	KAF6255241.1 citrate synthase [Scenedesmus sp. NREL 46B-D3]	RMZ56921.1 hypothetical protein APUTEX25_004983 [Auxenochlorella protothecoides]
OG0001233	KAF6252990.1 Endomembrane protein 70-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56973.1 hypothetical protein APUTEX25_005035_ partial [Auxenochlorella protothecoides]
OG0001234	KAF6262435.1 hypothetical protein COO60DRAFT_627224 [Scenedesmus sp. NREL 46B-D3]	RMZ57004.1 hypothetical protein APUTEX25_002236 [Auxenochlorella protothecoides]
OG0001235	KAF6255974.1 hypothetical protein COO60DRAFT_1702544 [Scenedesmus sp. NREL 46B-D3]	RMZ57058.1 hypothetical protein APUTEX25_002290_ partial [Auxenochlorella protothecoides]
OG0001236	KAF6254877.1 dihydrolipoyl dehydrogenase [Scenedesmus sp. NREL 46B-D3]	RMZ57185.1 hypothetical protein APUTEX25_004019 [Auxenochlorella protothecoides]
OG0001237	KAF6254633.1 hypothetical protein COO60DRAFT_1703210 [Scenedesmus sp. NREL 46B-D3], KAF6258462.1 TsaA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258455.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258460.1 hypothetical protein COO60DRAFT_1518687 [Scenedesmus sp. NREL 46B-D3], KAF6258458.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	RMZ57187.1 hypothetical protein APUTEX25_004021_ partial [Auxenochlorella protothecoides]
OG0001238	KAF6258878.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]	RMZ57304.1 hypothetical protein APUTEX25_004138 [Auxenochlorella protothecoides], RMZ57290.1 hypothetical protein APUTEX25_004124 [Auxenochlorella protothecoides]
OG0001239	KAF6261216.1 hypothetical protein COO60DRAFT_1636960 [Scenedesmus sp. NREL 46B-D3], KAF6263726.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264106.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57313.1 hypothetical protein APUTEX25_004147 [Auxenochlorella protothecoides]
OG0001240	KAF6255962.1 hypothetical protein COO60DRAFT_1702585 [Scenedesmus sp. NREL 46B-D3]	RMZ57333.1 hypothetical protein APUTEX25_004167 [Auxenochlorella protothecoides]
OG0001241	KAF6252380.1 hypothetical protein COO60DRAFT_1644104 [Scenedesmus sp. NREL 46B-D3]	RMZ57343.1 hypothetical protein APUTEX25_004177 [Auxenochlorella protothecoides]
OG0001242	KAF6259290.1 hypothetical protein COO60DRAFT_1294910 [Scenedesmus sp. NREL 46B-D3]	RMZ57497.1 hypothetical protein APUTEX25_003740_ partial [Auxenochlorella protothecoides]
OG0001243	KAF6256344.1 isocitrate dehydrogenase_ NADP-dependent_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	RMZ57500.1 hypothetical protein APUTEX25_003743 [Auxenochlorella protothecoides]
OG0001244	KAF6255387.1 Aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]	RMZ57558.1 hypothetical protein APUTEX25_001758 [Auxenochlorella protothecoides]
OG0001245	KAF6260526.1 hypothetical protein COO60DRAFT_1637480 [Scenedesmus sp. NREL 46B-D3]	RMZ57560.1 hypothetical protein APUTEX25_001760_ partial [Auxenochlorella protothecoides]
OG0001246	KAF6254122.1 tRNA synthetases class I_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57589.1 hypothetical protein APUTEX25_001789 [Auxenochlorella protothecoides]
OG0001247	KAF6250805.1 hypothetical protein COO60DRAFT_1679559 [Scenedesmus sp. NREL 46B-D3], KAF6251261.1 hypothetical protein COO60DRAFT_1562023 [Scenedesmus sp. NREL 46B-D3], KAF6256947.1 hypothetical protein COO60DRAFT_1640304 [Scenedesmus sp. NREL 46B-D3], KAF6256952.1 hypothetical protein COO60DRAFT_1702079 [Scenedesmus sp. NREL 46B-D3]	RMZ57649.1 hypothetical protein APUTEX25_001849 [Auxenochlorella protothecoides]
OG0001248	KAF6266557.1 hypothetical protein COO60DRAFT_1697133 [Scenedesmus sp. NREL 46B-D3]	RMZ57830.1 hypothetical protein APUTEX25_002159_ partial [Auxenochlorella protothecoides]
OG0001305	KAF6265905.1 hypothetical protein COO60DRAFT_1697577 [Scenedesmus sp. NREL 46B-D3]	RMZ52006.1 hypothetical protein APUTEX25_002699_ partial [Auxenochlorella protothecoides]
OG0001306	KAF6261912.1 hypothetical protein COO60DRAFT_714648 [Scenedesmus sp. NREL 46B-D3], KAF6261913.1 hypothetical protein COO60DRAFT_714719 [Scenedesmus sp. NREL 46B-D3]	RMZ52026.1 hypothetical protein APUTEX25_001220 [Auxenochlorella protothecoides]
OG0001307	KAF6251849.1 magnesium protoporphyrin chelatase [Scenedesmus sp. NREL 46B-D3]	RMZ52027.1 hypothetical protein APUTEX25_001221 [Auxenochlorella protothecoides]
OG0001308	KAF6254924.1 hypothetical protein COO60DRAFT_1296819 [Scenedesmus sp. NREL 46B-D3], KAF6254937.1 NADH_ubiquinone oxidoreductase 49 kd subunit [Scenedesmus sp. NREL 46B-D3]	RMZ52039.1 hypothetical protein APUTEX25_001233 [Auxenochlorella protothecoides]
OG0001309	KAF6251060.1 putative splicing factor 3A subunit 1 [Scenedesmus sp. NREL 46B-D3]	RMZ52043.1 hypothetical protein APUTEX25_001237 [Auxenochlorella protothecoides]
OG0001310	KAF6254147.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3], KAF6248611.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	RMZ52046.1 hypothetical protein APUTEX25_001240_ partial [Auxenochlorella protothecoides]
OG0001311	KAF6264582.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52066.1 hypothetical protein APUTEX25_001260_ partial [Auxenochlorella protothecoides]
OG0001312	KAF6264070.1 insert subdomain of RNA polymerase alpha subunit [Scenedesmus sp. NREL 46B-D3]	RMZ52072.1 hypothetical protein APUTEX25_001266 [Auxenochlorella protothecoides]
OG0001313	KAF6256137.1 phosphoacetylglucosamine mutase [Scenedesmus sp. NREL 46B-D3]	RMZ52088.1 hypothetical protein APUTEX25_001282 [Auxenochlorella protothecoides]
OG0001314	KAF6259157.1 hypothetical protein COO60DRAFT_1046462 [Scenedesmus sp. NREL 46B-D3], KAF6252721.1 hypothetical protein COO60DRAFT_1463572 [Scenedesmus sp. NREL 46B-D3], KAF6259158.1 hypothetical protein COO60DRAFT_1622080 [Scenedesmus sp. NREL 46B-D3]	RMZ52094.1 hypothetical protein APUTEX25_001288 [Auxenochlorella protothecoides]
OG0001315	KAF6263194.1 hypothetical protein COO60DRAFT_512600 [Scenedesmus sp. NREL 46B-D3]	RMZ52142.1 hypothetical protein APUTEX25_001532_ partial [Auxenochlorella protothecoides]
OG0001316	KAF6251111.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]	RMZ52146.1 hypothetical protein APUTEX25_001536 [Auxenochlorella protothecoides]
OG0001317	KAF6260545.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52148.1 hypothetical protein APUTEX25_001538_ partial [Auxenochlorella protothecoides]
OG0001318	KAF6255921.1 hypothetical protein COO60DRAFT_1532445 [Scenedesmus sp. NREL 46B-D3], KAF6257050.1 hypothetical protein COO60DRAFT_1285162 [Scenedesmus sp. NREL 46B-D3]	RMZ52177.1 hypothetical protein APUTEX25_001567 [Auxenochlorella protothecoides]
