Orthogroup	Scenedesmus_NREL	Chlorella_VariabilisNC64A
OG0000482	KAF6262308.1 Prp18 domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6246112.1 Prp18 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846794.1 hypothetical protein CHLNCDRAFT_15571_ partial [Chlorella variabilis]
OG0000483	KAF6258000.1 elongation factor EF-3 [Scenedesmus sp. NREL 46B-D3]	XP_005846913.1 hypothetical protein CHLNCDRAFT_31463 [Chlorella variabilis]
OG0000486	KAF6249053.1 hypothetical protein COO60DRAFT_1688492 [Scenedesmus sp. NREL 46B-D3], KAF6264091.1 hypothetical protein COO60DRAFT_1634759 [Scenedesmus sp. NREL 46B-D3]	XP_005850019.1 hypothetical protein CHLNCDRAFT_141982 [Chlorella variabilis], XP_005850948.1 hypothetical protein CHLNCDRAFT_140700 [Chlorella variabilis], XP_005844883.1 hypothetical protein CHLNCDRAFT_58755 [Chlorella variabilis]
OG0000487	KAF6254972.1 hypothetical protein COO60DRAFT_1641910 [Scenedesmus sp. NREL 46B-D3], KAF6266474.1 hypothetical protein COO60DRAFT_1697407 [Scenedesmus sp. NREL 46B-D3], KAF6256342.1 hypothetical protein COO60DRAFT_1640840 [Scenedesmus sp. NREL 46B-D3], KAF6266473.1 hypothetical protein COO60DRAFT_1633061 [Scenedesmus sp. NREL 46B-D3], KAF6266470.1 hypothetical protein COO60DRAFT_1633057 [Scenedesmus sp. NREL 46B-D3], KAF6254973.1 hypothetical protein COO60DRAFT_262111 [Scenedesmus sp. NREL 46B-D3]	XP_005849292.1 hypothetical protein CHLNCDRAFT_143599 [Chlorella variabilis], XP_005849288.1 hypothetical protein CHLNCDRAFT_143592 [Chlorella variabilis], XP_005849291.1 hypothetical protein CHLNCDRAFT_143597_ partial [Chlorella variabilis], XP_005849290.1 hypothetical protein CHLNCDRAFT_143596 [Chlorella variabilis], XP_005849289.1 hypothetical protein CHLNCDRAFT_143593 [Chlorella variabilis]
OG0000489	KAF6252281.1 hypothetical protein COO60DRAFT_1644178 [Scenedesmus sp. NREL 46B-D3]	XP_005848371.1 hypothetical protein CHLNCDRAFT_30901_ partial [Chlorella variabilis], XP_005848367.1 hypothetical protein CHLNCDRAFT_145119 [Chlorella variabilis], XP_005848368.1 hypothetical protein CHLNCDRAFT_145120 [Chlorella variabilis]
OG0000490	KAF6264702.1 hypothetical protein COO60DRAFT_1634073 [Scenedesmus sp. NREL 46B-D3]	XP_005851897.1 hypothetical protein CHLNCDRAFT_133508 [Chlorella variabilis], XP_005851898.1 hypothetical protein CHLNCDRAFT_133509 [Chlorella variabilis], XP_005845159.1 hypothetical protein CHLNCDRAFT_137328 [Chlorella variabilis], XP_005845114.1 hypothetical protein CHLNCDRAFT_58716 [Chlorella variabilis]
OG0000492	KAF6257432.1 hypothetical protein COO60DRAFT_1523864 [Scenedesmus sp. NREL 46B-D3], KAF6262520.1 hypothetical protein COO60DRAFT_1495492 [Scenedesmus sp. NREL 46B-D3], KAF6261271.1 hypothetical protein COO60DRAFT_1699953 [Scenedesmus sp. NREL 46B-D3], KAF6265354.1 hypothetical protein COO60DRAFT_1041109 [Scenedesmus sp. NREL 46B-D3], KAF6265349.1 hypothetical protein COO60DRAFT_1480007 [Scenedesmus sp. NREL 46B-D3]	XP_005847295.1 hypothetical protein CHLNCDRAFT_52557 [Chlorella variabilis], XP_005851789.1 hypothetical protein CHLNCDRAFT_133220 [Chlorella variabilis]
OG0000493	KAF6265631.1 hypothetical protein COO60DRAFT_865645 [Scenedesmus sp. NREL 46B-D3], KAF6258628.1 hypothetical protein COO60DRAFT_1103174 [Scenedesmus sp. NREL 46B-D3], KAF6260300.1 hypothetical protein COO60DRAFT_909005 [Scenedesmus sp. NREL 46B-D3]	XP_005850402.1 hypothetical protein CHLNCDRAFT_142294 [Chlorella variabilis]
OG0000493	KAF6253767.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254121.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256101.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850403.1 hypothetical protein CHLNCDRAFT_142295 [Chlorella variabilis]
OG0000498	KAF6254377.1 hypothetical protein COO60DRAFT_1642411 [Scenedesmus sp. NREL 46B-D3]	XP_005847665.1 hypothetical protein CHLNCDRAFT_52380 [Chlorella variabilis]
OG0000498	KAF6258869.1 hypothetical protein COO60DRAFT_1470878 [Scenedesmus sp. NREL 46B-D3]	XP_005843850.1 hypothetical protein CHLNCDRAFT_27561 [Chlorella variabilis]
OG0000499	KAF6258970.1 hypothetical protein COO60DRAFT_1470849 [Scenedesmus sp. NREL 46B-D3], KAF6262532.1 hypothetical protein COO60DRAFT_1699247 [Scenedesmus sp. NREL 46B-D3], KAF6258971.1 hypothetical protein COO60DRAFT_1059082 [Scenedesmus sp. NREL 46B-D3], KAF6262531.1 hypothetical protein COO60DRAFT_1635883 [Scenedesmus sp. NREL 46B-D3]	XP_005847220.1 hypothetical protein CHLNCDRAFT_31176_ partial [Chlorella variabilis]
OG0000500	KAF6263851.1 methionine gamma-lyase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845889.1 hypothetical protein CHLNCDRAFT_36347 [Chlorella variabilis]
OG0000501	KAF6255578.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849197.1 hypothetical protein CHLNCDRAFT_21535_ partial [Chlorella variabilis]
OG0000501	KAF6262126.1 hypothetical protein COO60DRAFT_1282794 [Scenedesmus sp. NREL 46B-D3]	XP_005849394.1 hypothetical protein CHLNCDRAFT_143887 [Chlorella variabilis]
OG0000502	KAF6250380.1 glycosyl hydrolases family 35-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843847.1 hypothetical protein CHLNCDRAFT_59088 [Chlorella variabilis]
OG0000503	KAF6265309.1 hypothetical protein COO60DRAFT_1697878 [Scenedesmus sp. NREL 46B-D3]	XP_005849512.1 hypothetical protein CHLNCDRAFT_21069 [Chlorella variabilis]
OG0000503	KAF6260855.1 hypothetical protein COO60DRAFT_1294161 [Scenedesmus sp. NREL 46B-D3]	XP_005846584.1 hypothetical protein CHLNCDRAFT_135149 [Chlorella variabilis]
OG0000504	KAF6254252.1 hypothetical protein COO60DRAFT_334963 [Scenedesmus sp. NREL 46B-D3]	XP_005850696.1 hypothetical protein CHLNCDRAFT_140773 [Chlorella variabilis], XP_005846012.1 hypothetical protein CHLNCDRAFT_136105 [Chlorella variabilis]
OG0000505	KAF6249503.1 integral membrane protein DUF92-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263183.1 hypothetical protein COO60DRAFT_1698945 [Scenedesmus sp. NREL 46B-D3], KAF6265389.1 hypothetical protein COO60DRAFT_1043008 [Scenedesmus sp. NREL 46B-D3]	XP_005850569.1 hypothetical protein CHLNCDRAFT_140477 [Chlorella variabilis]
OG0000505	KAF6250729.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6249411.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005848726.1 hypothetical protein CHLNCDRAFT_144400 [Chlorella variabilis]
OG0000506	KAF6250372.1 hypothetical protein COO60DRAFT_1629876 [Scenedesmus sp. NREL 46B-D3]	XP_005849791.1 hypothetical protein CHLNCDRAFT_142883 [Chlorella variabilis]
OG0000507	KAF6262816.1 TLC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849806.1 hypothetical protein CHLNCDRAFT_50975 [Chlorella variabilis]
OG0000508	KAF6255412.1 hypothetical protein COO60DRAFT_1641514 [Scenedesmus sp. NREL 46B-D3]	XP_005848814.1 hypothetical protein CHLNCDRAFT_144097 [Chlorella variabilis]
OG0000508	KAF6235939.1 TspO/MBR-related protein [Scenedesmus sp. NREL 46B-D3]	XP_005845407.1 hypothetical protein CHLNCDRAFT_136973 [Chlorella variabilis]
OG0000509	KAF6252278.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005844365.1 hypothetical protein CHLNCDRAFT_58948 [Chlorella variabilis], XP_005845222.1 hypothetical protein CHLNCDRAFT_54100 [Chlorella variabilis], XP_005844366.1 expressed protein [Chlorella variabilis], XP_005844364.1 expressed protein [Chlorella variabilis], XP_005850111.1 hypothetical protein CHLNCDRAFT_57085 [Chlorella variabilis]
OG0000510	KAF6250450.1 3-phosphoshikimate 1-carboxyvinyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005847454.1 hypothetical protein CHLNCDRAFT_31300 [Chlorella variabilis], XP_005847455.1 hypothetical protein CHLNCDRAFT_134377 [Chlorella variabilis]
OG0000511	KAF6259528.1 hypothetical protein COO60DRAFT_1513014 [Scenedesmus sp. NREL 46B-D3]	XP_005847497.1 hypothetical protein CHLNCDRAFT_134498 [Chlorella variabilis]
OG0000512	KAF6257896.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005844807.1 hypothetical protein CHLNCDRAFT_36787_ partial [Chlorella variabilis]
OG0000513	KAF6264949.1 hypothetical protein COO60DRAFT_1481504 [Scenedesmus sp. NREL 46B-D3]	XP_005846774.1 hypothetical protein CHLNCDRAFT_24539 [Chlorella variabilis], XP_005846775.1 hypothetical protein CHLNCDRAFT_135279 [Chlorella variabilis]
OG0000514	KAF6256459.1 hypothetical protein COO60DRAFT_1529178 [Scenedesmus sp. NREL 46B-D3]	XP_005848146.1 hypothetical protein CHLNCDRAFT_57774 [Chlorella variabilis], XP_005848145.1 hypothetical protein CHLNCDRAFT_57773 [Chlorella variabilis]
OG0000515	KAF6260797.1 GILT-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848169.1 hypothetical protein CHLNCDRAFT_145552 [Chlorella variabilis], XP_005847928.1 hypothetical protein CHLNCDRAFT_52055 [Chlorella variabilis]
OG0000516	KAF6253188.1 hypothetical protein COO60DRAFT_1463300 [Scenedesmus sp. NREL 46B-D3]	XP_005842568.1 expressed protein_ partial [Chlorella variabilis], XP_005847867.1 expressed protein [Chlorella variabilis], XP_005842763.1 hypothetical protein CHLNCDRAFT_144044_ partial [Chlorella variabilis], XP_005842655.1 hypothetical protein CHLNCDRAFT_55785_ partial [Chlorella variabilis], XP_005842764.1 hypothetical protein CHLNCDRAFT_144045_ partial [Chlorella variabilis]
OG0000517	KAF6263624.1 hypothetical protein COO60DRAFT_378802 [Scenedesmus sp. NREL 46B-D3]	XP_005846970.1 hypothetical protein CHLNCDRAFT_58100 [Chlorella variabilis]
OG0000518	KAF6263458.1 hypothetical protein COO60DRAFT_1489811 [Scenedesmus sp. NREL 46B-D3]	XP_005847328.1 hypothetical protein CHLNCDRAFT_134486 [Chlorella variabilis]
OG0000519	KAF6261511.1 TPR-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005847186.1 hypothetical protein CHLNCDRAFT_134977 [Chlorella variabilis]
OG0000519	KAF6261512.1 N-myristoyl transferase [Scenedesmus sp. NREL 46B-D3]	XP_005847907.1 hypothetical protein CHLNCDRAFT_48776 [Chlorella variabilis]
OG0000520	KAF6263055.1 ribosomal protein S27a-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005852106.1 hypothetical protein CHLNCDRAFT_48072 [Chlorella variabilis]
OG0000521	KAF6252631.1 hypothetical protein COO60DRAFT_1274199_ partial [Scenedesmus sp. NREL 46B-D3], KAF6263950.1 cysteine proteinase [Scenedesmus sp. NREL 46B-D3], KAF6260287.1 surface antigen-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843587.1 hypothetical protein CHLNCDRAFT_59242 [Chlorella variabilis]
OG0000522	KAF6260667.1 succinate dehydrogenase subunit b560 [Scenedesmus sp. NREL 46B-D3]	XP_005844333.1 hypothetical protein CHLNCDRAFT_54553 [Chlorella variabilis], XP_005844349.1 hypothetical protein CHLNCDRAFT_139136 [Chlorella variabilis]
OG0000523	KAF6248358.1 hypothetical protein COO60DRAFT_1588574 [Scenedesmus sp. NREL 46B-D3], KAF6249262.1 hypothetical protein COO60DRAFT_1582182 [Scenedesmus sp. NREL 46B-D3]	XP_005844304.1 hypothetical protein CHLNCDRAFT_139017 [Chlorella variabilis]
OG0000524	KAF6256250.1 hypothetical protein COO60DRAFT_137492 [Scenedesmus sp. NREL 46B-D3], KAF6251222.1 hypothetical protein COO60DRAFT_1704983 [Scenedesmus sp. NREL 46B-D3], KAF6256251.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	XP_005847711.1 hypothetical protein CHLNCDRAFT_133736 [Chlorella variabilis], XP_005849114.1 hypothetical protein CHLNCDRAFT_143679 [Chlorella variabilis]
OG0000525	KAF6266437.1 tRNA synthetases class II _A_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849315.1 hypothetical protein CHLNCDRAFT_143654 [Chlorella variabilis], XP_005849697.1 hypothetical protein CHLNCDRAFT_21314 [Chlorella variabilis]
OG0000526	KAF6259486.1 hypothetical protein COO60DRAFT_1512839 [Scenedesmus sp. NREL 46B-D3], KAF6256626.1 hypothetical protein COO60DRAFT_1296103 [Scenedesmus sp. NREL 46B-D3]	XP_005843601.1 hypothetical protein CHLNCDRAFT_59210 [Chlorella variabilis]
OG0000527	KAF6245152.1 hypothetical protein COO60DRAFT_1467710_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005846875.1 hypothetical protein CHLNCDRAFT_134708 [Chlorella variabilis], XP_005842631.1 hypothetical protein CHLNCDRAFT_55819_ partial [Chlorella variabilis]
OG0000527	KAF6262098.1 hypothetical protein COO60DRAFT_1458830 [Scenedesmus sp. NREL 46B-D3]	XP_005847052.1 hypothetical protein CHLNCDRAFT_24117 [Chlorella variabilis]
OG0000528	KAF6254288.1 hypothetical protein COO60DRAFT_1541995_ partial [Scenedesmus sp. NREL 46B-D3], KAF6254283.1 hypothetical protein COO60DRAFT_1541839_ partial [Scenedesmus sp. NREL 46B-D3], KAF6254282.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851802.1 hypothetical protein CHLNCDRAFT_11319_ partial [Chlorella variabilis]
OG0000529	KAF6250609.1 hypothetical protein COO60DRAFT_1646458 [Scenedesmus sp. NREL 46B-D3], KAF6248934.1 D-isomer specific 2-hydroxyacid dehydrogenase [Scenedesmus sp. NREL 46B-D3]	XP_005845851.1 hypothetical protein CHLNCDRAFT_59729 [Chlorella variabilis], XP_005844667.1 hypothetical protein CHLNCDRAFT_26581_ partial [Chlorella variabilis]
OG0000530	KAF6252892.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005842879.1 hypothetical protein CHLNCDRAFT_10014_ partial [Chlorella variabilis]
OG0000530	KAF6260051.1 snf1b Snf1-related protein kinase SNF1b [Scenedesmus sp. NREL 46B-D3]	XP_005848263.1 hypothetical protein CHLNCDRAFT_57611 [Chlorella variabilis]
OG0000531	KAF6259599.1 metallophosphoesterase [Scenedesmus sp. NREL 46B-D3]	XP_005848419.1 hypothetical protein CHLNCDRAFT_12511_ partial [Chlorella variabilis]
OG0000531	KAF6263313.1 hypothetical protein COO60DRAFT_1635330 [Scenedesmus sp. NREL 46B-D3]	XP_005848420.1 hypothetical protein CHLNCDRAFT_57590 [Chlorella variabilis]
OG0000532	KAF6258286.1 hypothetical protein COO60DRAFT_1519884 [Scenedesmus sp. NREL 46B-D3]	XP_005848546.1 hypothetical protein CHLNCDRAFT_145080 [Chlorella variabilis], XP_005848354.1 hypothetical protein CHLNCDRAFT_51929 [Chlorella variabilis], XP_005847576.1 hypothetical protein CHLNCDRAFT_133829 [Chlorella variabilis]
OG0000533	KAF6266659.1 SWIB/MDM2 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005852206.1 hypothetical protein CHLNCDRAFT_49597 [Chlorella variabilis]
OG0000533	KAF6266594.1 ATP synthase alpha chain mitochondrial precursor [Scenedesmus sp. NREL 46B-D3]	XP_005846400.1 hypothetical protein CHLNCDRAFT_25073_ partial [Chlorella variabilis]
OG0000534	KAF6252276.1 hypothetical protein COO60DRAFT_1554152 [Scenedesmus sp. NREL 46B-D3]	XP_005844819.1 hypothetical protein CHLNCDRAFT_138740 [Chlorella variabilis]
OG0000534	KAF6266122.1 hypothetical protein COO60DRAFT_644181 [Scenedesmus sp. NREL 46B-D3], KAF6262219.1 hypothetical protein COO60DRAFT_1636084 [Scenedesmus sp. NREL 46B-D3]	XP_005849173.1 hypothetical protein CHLNCDRAFT_143825 [Chlorella variabilis]
OG0000535	KAF6266655.1 kinesin family member 6 [Scenedesmus sp. NREL 46B-D3]	XP_005846241.1 hypothetical protein CHLNCDRAFT_135529 [Chlorella variabilis]
OG0000536	KAF6265356.1 cytochrome c oxidase_ subunit VIb [Scenedesmus sp. NREL 46B-D3]	XP_005844675.1 hypothetical protein CHLNCDRAFT_138570 [Chlorella variabilis], XP_005848563.1 hypothetical protein CHLNCDRAFT_145126 [Chlorella variabilis], XP_005844765.1 hypothetical protein CHLNCDRAFT_138605 [Chlorella variabilis]
OG0000538	KAF6259292.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844133.1 hypothetical protein CHLNCDRAFT_139631 [Chlorella variabilis]
OG0000538	KAF6256794.1 hypothetical protein COO60DRAFT_1656840 [Scenedesmus sp. NREL 46B-D3]	XP_005844132.1 hypothetical protein CHLNCDRAFT_139629 [Chlorella variabilis]
OG0000539	KAF6257794.1 Isochorismatase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005851395.1 hypothetical protein CHLNCDRAFT_137642 [Chlorella variabilis], XP_005842988.1 hypothetical protein CHLNCDRAFT_28604 [Chlorella variabilis]
OG0000540	KAF6250099.1 hypothetical protein COO60DRAFT_1706244_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250979.1 hypothetical protein COO60DRAFT_1705216 [Scenedesmus sp. NREL 46B-D3]	XP_005847514.1 hypothetical protein CHLNCDRAFT_52641 [Chlorella variabilis], XP_005847326.1 hypothetical protein CHLNCDRAFT_134478 [Chlorella variabilis]
OG0000541	KAF6252922.1 iron-superoxide dismutase [Scenedesmus sp. NREL 46B-D3], KAF6264919.1 superoxide dismutase [Fe] [Scenedesmus sp. NREL 46B-D3]	XP_005850533.1 hypothetical protein CHLNCDRAFT_140393 [Chlorella variabilis], XP_005851580.1 hypothetical protein CHLNCDRAFT_33910 [Chlorella variabilis]
OG0000542	KAF6256996.1 hypothetical protein COO60DRAFT_1526179 [Scenedesmus sp. NREL 46B-D3]	XP_005848122.1 hypothetical protein CHLNCDRAFT_145437 [Chlorella variabilis]
OG0000543	KAF6263970.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266572.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851731.1 hypothetical protein CHLNCDRAFT_133081 [Chlorella variabilis]
OG0000543	KAF6255628.1 hypothetical protein COO60DRAFT_196463 [Scenedesmus sp. NREL 46B-D3], KAF6255634.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851735.1 hypothetical protein CHLNCDRAFT_133091 [Chlorella variabilis]
OG0000544	KAF6254444.1 sedoheptulose-1_7-biphosphatase [Scenedesmus sp. NREL 46B-D3]	XP_005850770.1 hypothetical protein CHLNCDRAFT_19601 [Chlorella variabilis]
OG0000544	KAF6260023.1 hypothetical protein COO60DRAFT_939814 [Scenedesmus sp. NREL 46B-D3]	XP_005849881.1 hypothetical protein CHLNCDRAFT_143119 [Chlorella variabilis]
OG0000545	KAF6264503.1 aspartate aminotransferase [Scenedesmus sp. NREL 46B-D3]	XP_005851216.1 hypothetical protein CHLNCDRAFT_137913 [Chlorella variabilis]
OG0000545	KAF6254597.1 putative seryl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3], KAF6255001.1 putative seryl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3]	XP_005851217.1 hypothetical protein CHLNCDRAFT_55978 [Chlorella variabilis]
OG0000546	KAF6257944.1 Qa-snare protein_ Tlg2/Syntaxin16-family [Scenedesmus sp. NREL 46B-D3]	XP_005847042.1 hypothetical protein CHLNCDRAFT_134688 [Chlorella variabilis], XP_005844576.1 hypothetical protein CHLNCDRAFT_138824 [Chlorella variabilis], XP_005844577.1 hypothetical protein CHLNCDRAFT_58852 [Chlorella variabilis]
OG0000547	KAF6256311.1 hypothetical protein COO60DRAFT_1461735 [Scenedesmus sp. NREL 46B-D3], KAF6256529.1 hypothetical protein COO60DRAFT_101375 [Scenedesmus sp. NREL 46B-D3], KAF6256527.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3], KAF6256530.1 hypothetical protein COO60DRAFT_1529033 [Scenedesmus sp. NREL 46B-D3], KAF6259132.1 hypothetical protein COO60DRAFT_1044814 [Scenedesmus sp. NREL 46B-D3]	XP_005844112.1 expressed protein [Chlorella variabilis]
OG0000548	KAF6263551.1 cell division protein FtsZ [Scenedesmus sp. NREL 46B-D3], KAF6251494.1 Tubulin/FtsZ_ GTPase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251816.1 Tubulin/FtsZ_ GTPase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251817.1 Tubulin/FtsZ_ GTPase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251493.1 Tubulin/FtsZ_ GTPase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849282.1 hypothetical protein CHLNCDRAFT_143580 [Chlorella variabilis]
OG0000549	KAF6260172.1 hypothetical protein COO60DRAFT_1508974 [Scenedesmus sp. NREL 46B-D3]	XP_005849203.1 hypothetical protein CHLNCDRAFT_143915 [Chlorella variabilis]
OG0000549	KAF6256571.1 hypothetical protein COO60DRAFT_1702271 [Scenedesmus sp. NREL 46B-D3]	XP_005848036.1 hypothetical protein CHLNCDRAFT_145209 [Chlorella variabilis]
OG0000551	KAF6258271.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850945.1 hypothetical protein CHLNCDRAFT_140695 [Chlorella variabilis], XP_005850218.1 hypothetical protein CHLNCDRAFT_34546 [Chlorella variabilis]
OG0000552	KAF6252042.1 peptidase S10_ serine carboxypeptidase [Scenedesmus sp. NREL 46B-D3]	XP_005848535.1 hypothetical protein CHLNCDRAFT_22188 [Chlorella variabilis], XP_005848536.1 hypothetical protein CHLNCDRAFT_22309_ partial [Chlorella variabilis]
OG0000553	KAF6257608.1 hypothetical protein COO60DRAFT_1211869 [Scenedesmus sp. NREL 46B-D3], KAF6252857.1 hypothetical protein COO60DRAFT_493132 [Scenedesmus sp. NREL 46B-D3]	XP_005848287.1 expressed protein [Chlorella variabilis]
