Orthogroup	Scenedesmus_NREL	Chlorella_A99
OG0000700	KAF6266253.1 hypothetical protein COO60DRAFT_444001 [Scenedesmus sp. NREL 46B-D3], KAF6261576.1 hypothetical protein COO60DRAFT_754300 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3221 [Chlorella sp. A99]
OG0000701	KAF6253076.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g648 [Chlorella sp. A99]
OG0000702	KAF6258525.1 hypothetical protein COO60DRAFT_1691963 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2583 [Chlorella sp. A99]
OG0000703	KAF6266091.1 putative carbon-nitrogen family hydrolase [Scenedesmus sp. NREL 46B-D3], KAF6259030.1 putative translation releasing factor2 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3358 [Chlorella sp. A99]
OG0000706	KAF6251329.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263602.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g75 [Chlorella sp. A99]
OG0000707	KAF6249925.1 ubiquitin-fold modifier-conjugating enzyme 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g74 [Chlorella sp. A99]
OG0000709	KAF6256236.1 hypothetical protein COO60DRAFT_1702438 [Scenedesmus sp. NREL 46B-D3], KAF6251704.1 A1 cistron-splicing factor [Scenedesmus sp. NREL 46B-D3], KAF6250924.1 AAR2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1708 [Chlorella sp. A99]
OG0000710	KAF6253440.1 adenosine 5'-phosphosulfate kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000023.1 g2237 [Chlorella sp. A99]
OG0000712	KAF6255252.1 hypothetical protein COO60DRAFT_234250 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g740 [Chlorella sp. A99]
OG0000713	KAF6265674.1 flavo protein-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g762 [Chlorella sp. A99]
OG0000714	KAF6264729.1 diacylglycerol acyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g904 [Chlorella sp. A99]
OG0000715	KAF6259371.1 hypothetical protein COO60DRAFT_1638449 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1729 [Chlorella sp. A99]
OG0000716	KAF6254796.1 hypothetical protein COO60DRAFT_287080 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2081 [Chlorella sp. A99], PCFQ01000006.1 g3215 [Chlorella sp. A99]
OG0000730	KAF6256171.1 U4/U6 small nuclear ribonucleoprotein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2422 [Chlorella sp. A99], PCFQ01000037.1 g2421 [Chlorella sp. A99]
OG0000731	KAF6254169.1 solute carrier family 35 member C2 [Scenedesmus sp. NREL 46B-D3], KAF6252638.1 phosphate/phosphoenolpyruvate translocator protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2829 [Chlorella sp. A99], PCFQ01000081.1 g1657 [Chlorella sp. A99]
OG0000733	KAF6264540.1 phospholipid methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2372 [Chlorella sp. A99]
OG0000734	KAF6262490.1 hypothetical protein COO60DRAFT_1699221 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1081 [Chlorella sp. A99]
OG0000736	KAF6266026.1 hypothetical protein COO60DRAFT_639825 [Scenedesmus sp. NREL 46B-D3], KAF6266774.1 hypothetical protein COO60DRAFT_1697249 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3344 [Chlorella sp. A99]
OG0000738	KAF6251954.1 acid phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1406 [Chlorella sp. A99]
OG0000740	KAF6265296.1 phosphoglycerate mutase-related protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3265 [Chlorella sp. A99]
OG0000741	KAF6256737.1 hexokinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2019 [Chlorella sp. A99]
OG0000745	KAF6254589.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6260152.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6260150.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3], KAF6255666.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2062 [Chlorella sp. A99]
OG0000747	KAF6264347.1 Qc-SNARE_ Tlg1/Syntaxin 6-family [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3352 [Chlorella sp. A99]
OG0000749	KAF6250643.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248259.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248260.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248261.1 cystathionine beta-lyase [Scenedesmus sp. NREL 46B-D3], KAF6248258.1 cystathione beta lyase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000046.1 g1851 [Chlorella sp. A99], PCFQ01000011.1 g2816 [Chlorella sp. A99]
OG0000750	KAF6254661.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254664.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1579 [Chlorella sp. A99]
OG0000751	KAF6253148.1 aspartic proteinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2595 [Chlorella sp. A99]
OG0000753	KAF6261754.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6251499.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261753.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261752.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3]	PCFQ01000023.1 g2230 [Chlorella sp. A99]
OG0000754	KAF6254337.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2916 [Chlorella sp. A99]
OG0000756	KAF6250527.1 hypothetical protein COO60DRAFT_1465293 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1014 [Chlorella sp. A99], PCFQ01000081.1 g1636 [Chlorella sp. A99]
OG0000757	KAF6257786.1 ATPase_ phospholipid transporter [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1097 [Chlorella sp. A99]
OG0000760	KAF6259536.1 hypothetical protein COO60DRAFT_1003924 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2073 [Chlorella sp. A99], PCFQ01000037.1 g2430 [Chlorella sp. A99]
OG0000761	KAF6266378.1 glycosyl transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g58 [Chlorella sp. A99]
OG0000763	KAF6265250.1 hypothetical protein COO60DRAFT_1036415 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1786 [Chlorella sp. A99]
OG0000765	KAF6260029.1 hypothetical protein COO60DRAFT_940116 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g632 [Chlorella sp. A99], PCFQ01000082.1 g633 [Chlorella sp. A99]
OG0000767	KAF6263159.1 hypothetical protein COO60DRAFT_1635386 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g1996 [Chlorella sp. A99]
OG0000768	KAF6260637.1 hypothetical protein COO60DRAFT_1269269_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2771 [Chlorella sp. A99]
OG0000769	KAF6255296.1 hypothetical protein COO60DRAFT_1471217 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000014.1 g1900 [Chlorella sp. A99]
OG0000770	KAF6256742.1 galactose mutarotase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1725 [Chlorella sp. A99]
OG0000771	KAF6257303.1 N-terminal domain of NEFA-interacting nuclear protein NIP30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g748 [Chlorella sp. A99]
OG0000772	KAF6266382.1 pyruvate-formate lyase [Scenedesmus sp. NREL 46B-D3], KAF6253614.1 pyruvate-formate lyase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g498 [Chlorella sp. A99], PCFQ01000020.1 g872 [Chlorella sp. A99]
OG0000773	KAF6259000.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g758 [Chlorella sp. A99]
OG0000776	KAF6260964.1 hypothetical protein COO60DRAFT_1269089 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1414 [Chlorella sp. A99]
OG0000777	KAF6263137.1 glyoxylase family protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1465 [Chlorella sp. A99]
OG0000778	KAF6252259.1 hypothetical protein COO60DRAFT_1297946 [Scenedesmus sp. NREL 46B-D3], KAF6250652.1 hypothetical protein COO60DRAFT_777883 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2222 [Chlorella sp. A99]
OG0000780	KAF6250582.1 hypothetical protein COO60DRAFT_796807 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000012.1 g1824 [Chlorella sp. A99]
OG0000781	KAF6259985.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254526.1 Metallo-dependent phosphatase-like protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2672 [Chlorella sp. A99]
OG0000783	KAF6263579.1 Der1-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252790.1 3-hydroxy-3-methylglutarate-CoA lyase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g158 [Chlorella sp. A99]
OG0000784	KAF6258975.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3059 [Chlorella sp. A99], PCFQ01000015.1 g3064 [Chlorella sp. A99]
OG0000785	KAF6256384.1 CYTH-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1756 [Chlorella sp. A99]
OG0000786	KAF6263024.1 Fructosamine/Ketosamine-3-kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000038.1 g487 [Chlorella sp. A99]
OG0000787	KAF6263040.1 isovaleryl-CoA dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1720 [Chlorella sp. A99]
OG0000788	KAF6263716.1 centrin-2-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g627 [Chlorella sp. A99]
OG0000791	KAF6257053.1 phosphatase 2C-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000023.1 g2224 [Chlorella sp. A99]
OG0000793	KAF6265964.1 RHD3/Sey1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2797 [Chlorella sp. A99]
OG0000794	KAF6264963.1 hypothetical protein COO60DRAFT_1185735 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g221 [Chlorella sp. A99]
OG0000796	KAF6260623.1 hypothetical protein COO60DRAFT_1637429 [Scenedesmus sp. NREL 46B-D3], KAF6257143.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3157 [Chlorella sp. A99]
OG0000798	KAF6263778.1 guanine deaminase [Scenedesmus sp. NREL 46B-D3], KAF6259218.1 hypothetical protein COO60DRAFT_1700957 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000046.1 g1853 [Chlorella sp. A99]
OG0000800	KAF6264447.1 hypothetical protein COO60DRAFT_1621589 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3122 [Chlorella sp. A99]
OG0000800	KAF6244145.1 hypothetical protein COO60DRAFT_1599966 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1773 [Chlorella sp. A99]
OG0000801	KAF6245567.1 hypothetical protein COO60DRAFT_1596233 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1782 [Chlorella sp. A99], PCFQ01000077.1 g1780 [Chlorella sp. A99]
OG0000802	KAF6266377.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6256762.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1447 [Chlorella sp. A99]
OG0000803	KAF6266814.1 hypothetical protein COO60DRAFT_1697270_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2151 [Chlorella sp. A99]
OG0000804	KAF6257323.1 hypothetical protein COO60DRAFT_1240702 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1699 [Chlorella sp. A99]
OG0000807	KAF6252474.1 iron permease FTR1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000014.1 g1877 [Chlorella sp. A99]
OG0000808	KAF6260842.1 hypothetical protein COO60DRAFT_1621907 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1942 [Chlorella sp. A99], PCFQ01000078.1 g2101 [Chlorella sp. A99]
OG0000811	KAF6253780.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6261731.1 hypothetical protein COO60DRAFT_1699664 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3117 [Chlorella sp. A99]
OG0000812	KAF6264067.1 hypothetical protein COO60DRAFT_1457828 [Scenedesmus sp. NREL 46B-D3], KAF6260204.1 hypothetical protein COO60DRAFT_1283709 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2606 [Chlorella sp. A99]
OG0000814	KAF6258524.1 glutamate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6263223.1 hypothetical protein COO60DRAFT_1491188 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2907 [Chlorella sp. A99], PCFQ01000037.1 g2532 [Chlorella sp. A99]
OG0000815	KAF6254742.1 Thiolase_ N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1073 [Chlorella sp. A99], PCFQ01000078.1 g2118 [Chlorella sp. A99]
OG0000818	KAF6236640.1 mitochondrial carrier protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2933 [Chlorella sp. A99]
OG0000820	KAF6262910.1 mitochondrial NADH_ubiquinone oxidoreductase 32 kDa subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g517 [Chlorella sp. A99]
OG0000820	KAF6257427.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1084 [Chlorella sp. A99]
OG0000822	KAF6260073.1 hypothetical protein COO60DRAFT_1269676_ partial [Scenedesmus sp. NREL 46B-D3], KAF6252536.1 lipoyl transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000017.1 g2276 [Chlorella sp. A99]
OG0000823	KAF6259154.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g107 [Chlorella sp. A99]
OG0000824	KAF6245033.1 hypothetical protein COO60DRAFT_1650460 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g499 [Chlorella sp. A99]
OG0000825	KAF6255250.1 hypothetical protein COO60DRAFT_1627605 [Scenedesmus sp. NREL 46B-D3], KAF6252603.1 hypothetical protein COO60DRAFT_1552301_ partial [Scenedesmus sp. NREL 46B-D3], KAF6255325.1 hypothetical protein COO60DRAFT_232041 [Scenedesmus sp. NREL 46B-D3], KAF6252602.1 hypothetical protein COO60DRAFT_1552299 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3205 [Chlorella sp. A99]
OG0000827	KAF6266765.1 acetohydroxy acid isomeroreductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2479 [Chlorella sp. A99]
OG0000829	KAF6262596.1 hypothetical protein COO60DRAFT_599115 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g673 [Chlorella sp. A99]
OG0000830	KAF6263671.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g989 [Chlorella sp. A99]
OG0000832	KAF6264419.1 hypothetical protein COO60DRAFT_123686 [Scenedesmus sp. NREL 46B-D3], KAF6252741.1 cytosolic NADP malic enzyme [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g534 [Chlorella sp. A99]
OG0000834	KAF6266208.1 hypothetical protein COO60DRAFT_1697290 [Scenedesmus sp. NREL 46B-D3], KAF6254451.1 hypothetical protein COO60DRAFT_1540574 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2090 [Chlorella sp. A99]
OG0000835	KAF6258898.1 trypsin-like cysteine/serine peptidase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g151 [Chlorella sp. A99]
OG0000837	KAF6255643.1 hypothetical protein COO60DRAFT_1661110 [Scenedesmus sp. NREL 46B-D3], KAF6249475.1 hypothetical protein COO60DRAFT_1687240 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000073.1 g1958 [Chlorella sp. A99]
OG0000838	KAF6260780.1 plastid division protein FtsZ2 [Scenedesmus sp. NREL 46B-D3], KAF6263141.1 hypothetical protein COO60DRAFT_1671815 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2094 [Chlorella sp. A99]
OG0000839	KAF6261139.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255893.1 hypothetical protein COO60DRAFT_1702590 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g42 [Chlorella sp. A99]
OG0000840	KAF6258102.1 hypothetical protein COO60DRAFT_1626549 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2412 [Chlorella sp. A99]
OG0000842	KAF6262857.1 Fms-interacting protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g4 [Chlorella sp. A99]
OG0000843	KAF6250772.1 hypothetical protein COO60DRAFT_748723 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1121 [Chlorella sp. A99]
OG0000844	KAF6244132.1 hypothetical protein COO60DRAFT_1708114 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g578 [Chlorella sp. A99]
OG0000845	KAF6263753.1 mitochondrial transcription termination factor [Scenedesmus sp. NREL 46B-D3], KAF6258540.1 hypothetical protein COO60DRAFT_1108066 [Scenedesmus sp. NREL 46B-D3], KAF6258110.1 hypothetical protein COO60DRAFT_1150704 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g63 [Chlorella sp. A99]
OG0000846	KAF6263262.1 putative p25-alpha family protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g799 [Chlorella sp. A99]
OG0000848	KAF6255154.1 Fe-hydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3323 [Chlorella sp. A99]
OG0000849	KAF6255880.1 Got1/Sft2-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g824 [Chlorella sp. A99]
OG0000850	KAF6251658.1 hypothetical protein COO60DRAFT_596789 [Scenedesmus sp. NREL 46B-D3], KAF6248313.1 hypothetical protein COO60DRAFT_1707123 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1606 [Chlorella sp. A99]
OG0000851	KAF6257540.1 Six-hairpin glycosidase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1611 [Chlorella sp. A99], PCFQ01000081.1 g1612 [Chlorella sp. A99]
OG0000852	KAF6251414.1 hypothetical protein COO60DRAFT_1298318 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g1995 [Chlorella sp. A99]
OG0000853	KAF6259051.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2040 [Chlorella sp. A99], PCFQ01000015.1 g2979 [Chlorella sp. A99]
OG0000854	KAF6259526.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6259525.1 hypothetical protein COO60DRAFT_1003340 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2204 [Chlorella sp. A99], PCFQ01000078.1 g2192 [Chlorella sp. A99]
OG0000855	KAF6263240.1 Bestrophin_ RFP-TM_ chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2384 [Chlorella sp. A99], PCFQ01000011.1 g2871 [Chlorella sp. A99]
OG0000856	KAF6261243.1 hypothetical protein COO60DRAFT_1502974 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2683 [Chlorella sp. A99]
OG0000878	KAF6254054.1 hypothetical protein COO60DRAFT_1543536 [Scenedesmus sp. NREL 46B-D3], KAF6256623.1 hypothetical protein COO60DRAFT_92328 [Scenedesmus sp. NREL 46B-D3], KAF6246118.1 hypothetical protein COO60DRAFT_1225663 [Scenedesmus sp. NREL 46B-D3], KAF6251183.1 hypothetical protein COO60DRAFT_1562562 [Scenedesmus sp. NREL 46B-D3], KAF6264263.1 hypothetical protein COO60DRAFT_171905 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000046.1 g1872 [Chlorella sp. A99]
OG0000882	KAF6263127.1 hypothetical protein COO60DRAFT_1698911 [Scenedesmus sp. NREL 46B-D3], KAF6257330.1 nuclease_ Rad2 family [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1306 [Chlorella sp. A99]
OG0000886	KAF6266609.1 hypothetical protein COO60DRAFT_1472822 [Scenedesmus sp. NREL 46B-D3], KAF6266610.1 hypothetical protein COO60DRAFT_1472892 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1713 [Chlorella sp. A99]
OG0000889	KAF6258503.1 hypothetical protein COO60DRAFT_1639065 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1331 [Chlorella sp. A99]
OG0000890	KAF6255971.1 Hydantoinase B/oxoprolinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1208 [Chlorella sp. A99]
OG0000891	KAF6256168.1 rubisco activase [Scenedesmus sp. NREL 46B-D3], KAF6262752.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g440 [Chlorella sp. A99]
OG0000892	KAF6258060.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3], KAF6238846.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3], KAF6251117.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1638 [Chlorella sp. A99]
OG0000893	KAF6263896.1 PRA1 family protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1634 [Chlorella sp. A99]
OG0000897	KAF6266588.1 D-isomer specific 2-hydroxyacid dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3266 [Chlorella sp. A99]
OG0000898	KAF6251387.1 GNAT acetyltransferase 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255647.1 GNAT acetyltransferase 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2951 [Chlorella sp. A99]
OG0000900	KAF6258094.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2619 [Chlorella sp. A99]
OG0000902	KAF6265943.1 hypothetical protein COO60DRAFT_1697601 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1179 [Chlorella sp. A99]
OG0000903	KAF6262076.1 hypothetical protein COO60DRAFT_1699496 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2677 [Chlorella sp. A99]
OG0000907	KAF6263326.1 magnesium chelatase subunit D chloroplast precursor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2658 [Chlorella sp. A99], PCFQ01000004.1 g2653 [Chlorella sp. A99]
OG0000908	KAF6251464.1 iron-sulfur cluster assembly protein IscA [Scenedesmus sp. NREL 46B-D3], KAF6262851.1 iron-sulfur cluster assembly protein IscA [Scenedesmus sp. NREL 46B-D3]	PCFQ01000026.1 g2296 [Chlorella sp. A99]
OG0000909	KAF6263900.1 hypothetical protein COO60DRAFT_308594 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g593 [Chlorella sp. A99]
OG0000915	KAF6250350.1 hypothetical protein COO60DRAFT_1706112 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2511 [Chlorella sp. A99]
OG0000917	KAF6254528.1 hypothetical protein COO60DRAFT_1627844 [Scenedesmus sp. NREL 46B-D3], KAF6254527.1 Nin one binding Zn-ribbon like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1053 [Chlorella sp. A99]
OG0000919	KAF6264158.1 hypothetical protein COO60DRAFT_1486111 [Scenedesmus sp. NREL 46B-D3], KAF6264157.1 hypothetical protein COO60DRAFT_221808 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1206 [Chlorella sp. A99]
OG0000920	KAF6265699.1 exocyst complex component Sec5-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1752 [Chlorella sp. A99]
OG0000922	KAF6256745.1 hypothetical protein COO60DRAFT_85532 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2846 [Chlorella sp. A99]
OG0000924	KAF6263379.1 hypothetical protein COO60DRAFT_459599 [Scenedesmus sp. NREL 46B-D3], KAF6263367.1 hypothetical protein COO60DRAFT_458910 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000080.1 g1951 [Chlorella sp. A99]
OG0000925	KAF6256799.1 hypothetical protein COO60DRAFT_1702180 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1200 [Chlorella sp. A99]
OG0000926	KAF6262791.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3], KAF6262792.1 hypothetical protein COO60DRAFT_1635625 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g725 [Chlorella sp. A99]
OG0000928	KAF6252200.1 fatty acyl delta4 desaturase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3140 [Chlorella sp. A99]
OG0000929	KAF6255147.1 G-strand telomere binding protein 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2127 [Chlorella sp. A99]
