Orthogroup	Scenedesmus_NREL	Scenedesmus_PABB004
OG0001180	KAF6253376.1 ATP synthase subunit D-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071164.1 SOL1 [Scenedesmus sp. PABB004]
OG0001182	KAF6255145.1 ras-induced vulval development antagonist-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065835.1 Nkapl [Scenedesmus sp. PABB004]
OG0001183	KAF6248608.1 c-type cytochrome synthesis 1 [Scenedesmus sp. NREL 46B-D3]	KAF8066257.1 CCS1 [Scenedesmus sp. PABB004]
OG0001185	KAF6256362.1 hypothetical protein COO60DRAFT_1640782 [Scenedesmus sp. NREL 46B-D3]	KAF8063789.1 gpn3 [Scenedesmus sp. PABB004]
OG0001186	KAF6266465.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056463.1 RKD3 [Scenedesmus sp. PABB004]
OG0001187	KAF6257979.1 hypothetical protein COO60DRAFT_1162240 [Scenedesmus sp. NREL 46B-D3], KAF6259187.1 hypothetical protein COO60DRAFT_1028947 [Scenedesmus sp. NREL 46B-D3]	KAF8062757.1 Lip3 [Scenedesmus sp. PABB004]
OG0001188	KAF6259943.1 hypothetical protein COO60DRAFT_1510274 [Scenedesmus sp. NREL 46B-D3], KAF6258203.1 strictosidine synthase [Scenedesmus sp. NREL 46B-D3], KAF6258202.1 strictosidine synthase [Scenedesmus sp. NREL 46B-D3], KAF6259879.1 hypothetical protein COO60DRAFT_1638071 [Scenedesmus sp. NREL 46B-D3]	KAF8061129.1 Apmap [Scenedesmus sp. PABB004]
OG0001189	KAF6241922.1 nucleophile aminohydrolase_ partial [Scenedesmus sp. NREL 46B-D3], KAF6241920.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8073182.1 Cndp1 [Scenedesmus sp. PABB004]
OG0001190	KAF6254517.1 phosphatidic acid phosphatase type 2/haloperoxidase [Scenedesmus sp. NREL 46B-D3]	KAF8065455.1 LPP3 [Scenedesmus sp. PABB004]
OG0001191	KAF6253345.1 hypothetical protein COO60DRAFT_1703850 [Scenedesmus sp. NREL 46B-D3], KAF6253343.1 tubulin binding cofactor C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056726.1 tbccd1 [Scenedesmus sp. PABB004]
OG0001192	KAF6259666.1 oxygen-evolving enhancer protein 2_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	KAF8057635.1 hypothetical protein HT031_005984 [Scenedesmus sp. PABB004]
OG0001193	KAF6260348.1 hypothetical protein COO60DRAFT_899705 [Scenedesmus sp. NREL 46B-D3]	KAF8073176.1 FAH1 [Scenedesmus sp. PABB004]
OG0001194	KAF6261184.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3], KAF6258167.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3]	KAF8055583.1 SDH1 [Scenedesmus sp. PABB004]
OG0001195	KAF6258143.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8072465.1 Ipo9 [Scenedesmus sp. PABB004]
OG0001196	KAF6261385.1 ATP-dependent hsl protease ATP-binding subunit hslU [Scenedesmus sp. NREL 46B-D3]	KAF8065548.1 hslU [Scenedesmus sp. PABB004]
OG0001196	KAF6260956.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8072735.1 hslU [Scenedesmus sp. PABB004]
OG0001197	KAF6251248.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	KAF8056842.1 speA [Scenedesmus sp. PABB004]
OG0001198	KAF6264533.1 hypothetical protein COO60DRAFT_129913 [Scenedesmus sp. NREL 46B-D3], KAF6264531.1 hypothetical protein COO60DRAFT_129915 [Scenedesmus sp. NREL 46B-D3]	KAF8072575.1 poc1a [Scenedesmus sp. PABB004]
OG0001199	KAF6259421.1 hypothetical protein COO60DRAFT_1626079 [Scenedesmus sp. NREL 46B-D3]	KAF8068384.1 VSR2 [Scenedesmus sp. PABB004]
OG0001200	KAF6266730.1 hypothetical protein COO60DRAFT_1654596 [Scenedesmus sp. NREL 46B-D3]	KAF8072906.1 ATXR3 [Scenedesmus sp. PABB004]
OG0001201	KAF6255869.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	KAF8073231.1 ALS SURB [Scenedesmus sp. PABB004]
OG0001202	KAF6251822.1 hypothetical protein COO60DRAFT_581040 [Scenedesmus sp. NREL 46B-D3]	KAF8057780.1 hypothetical protein HT031_005964 [Scenedesmus sp. PABB004]
OG0001203	KAF6262543.1 hypothetical protein COO60DRAFT_1495557 [Scenedesmus sp. NREL 46B-D3]	KAF8073033.1 Tryptophan--tRNA ligase [Scenedesmus sp. PABB004]
OG0001204	KAF6261303.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6263728.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6266281.1 hypothetical protein COO60DRAFT_1474230 [Scenedesmus sp. NREL 46B-D3], KAF6266282.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8057878.1 hypothetical protein HT031_005824 [Scenedesmus sp. PABB004]
OG0001205	KAF6257975.1 hypothetical protein COO60DRAFT_1701539 [Scenedesmus sp. NREL 46B-D3], KAF6257976.1 late exocytosis_ associated with Golgi transport-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056000.1 ERD4 [Scenedesmus sp. PABB004]
OG0001206	KAF6260234.1 coiled-coil domain-containing protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063854.1 hypothetical protein HT031_003711 [Scenedesmus sp. PABB004]
OG0001207	KAF6250707.1 hypothetical protein COO60DRAFT_758966 [Scenedesmus sp. NREL 46B-D3], KAF6261598.1 hypothetical protein COO60DRAFT_741589_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8070858.1 hypothetical protein HT031_000939 [Scenedesmus sp. PABB004]
OG0001208	KAF6261670.1 hypothetical protein COO60DRAFT_1500678 [Scenedesmus sp. NREL 46B-D3]	KAF8065656.1 KIN4A [Scenedesmus sp. PABB004]
OG0001210	KAF6261711.1 JmjC domain_ hydroxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063009.1 Kdm4B [Scenedesmus sp. PABB004]
OG0001211	KAF6263762.1 hypothetical protein COO60DRAFT_1488339 [Scenedesmus sp. NREL 46B-D3], KAF6263763.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8059698.1 csn7 [Scenedesmus sp. PABB004]
OG0001212	KAF6251429.1 hypothetical protein COO60DRAFT_1287543 [Scenedesmus sp. NREL 46B-D3], KAF6250874.1 hypothetical protein COO60DRAFT_1705296 [Scenedesmus sp. NREL 46B-D3], KAF6250872.1 hypothetical protein COO60DRAFT_1565983 [Scenedesmus sp. NREL 46B-D3], KAF6251430.1 hypothetical protein COO60DRAFT_1560018 [Scenedesmus sp. NREL 46B-D3]	KAF8055819.1 hypothetical protein HT031_006594 [Scenedesmus sp. PABB004]
OG0001213	KAF6262564.1 B type cyclin [Scenedesmus sp. NREL 46B-D3]	KAF8073024.1 CYCB2-3 [Scenedesmus sp. PABB004]
OG0001213	KAF6264629.1 B type mitotic cyclin [Scenedesmus sp. NREL 46B-D3]	KAF8067298.1 CYCB2-1 [Scenedesmus sp. PABB004]
OG0001214	KAF6260089.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8063761.1 KIN5A [Scenedesmus sp. PABB004]
OG0001215	KAF6255465.1 hypothetical protein COO60DRAFT_1641474 [Scenedesmus sp. NREL 46B-D3]	KAF8060009.1 UBP12 [Scenedesmus sp. PABB004]
OG0001216	KAF6256483.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256482.1 hypothetical protein COO60DRAFT_1528798 [Scenedesmus sp. NREL 46B-D3]	KAF8062701.1 SPAC3H8.02 [Scenedesmus sp. PABB004]
OG0001217	KAF6251022.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6258069.1 hypothetical protein COO60DRAFT_1701524 [Scenedesmus sp. NREL 46B-D3]	KAF8062897.1 SKD1 [Scenedesmus sp. PABB004]
OG0001219	KAF6259011.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8073106.1 KIN13B [Scenedesmus sp. PABB004]
OG0001220	KAF6252420.1 NADH dehydrogenase subunit 9 [Scenedesmus sp. NREL 46B-D3]	KAF8071109.1 ALB3.2 [Scenedesmus sp. PABB004]
OG0001221	KAF6251783.1 t-SNARE [Scenedesmus sp. NREL 46B-D3]	KAF8067134.1 SYP32 [Scenedesmus sp. PABB004]
OG0001222	KAF6245273.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3], KAF6251098.1 hypothetical protein COO60DRAFT_1705069 [Scenedesmus sp. NREL 46B-D3]	KAF8062716.1 hypothetical protein HT031_004046 [Scenedesmus sp. PABB004]
OG0001223	KAF6265057.1 hypothetical protein COO60DRAFT_1697935 [Scenedesmus sp. NREL 46B-D3]	KAF8062096.1 Cwc22 [Scenedesmus sp. PABB004]
OG0001224	KAF6256382.1 hypothetical protein COO60DRAFT_115705 [Scenedesmus sp. NREL 46B-D3]	KAF8068147.1 PNG1 [Scenedesmus sp. PABB004], KAF8055814.1 PNG1 [Scenedesmus sp. PABB004], KAF8054830.1 PNG1 [Scenedesmus sp. PABB004], KAF8057782.1 PNG1 [Scenedesmus sp. PABB004]
OG0001226	KAF6254965.1 hypothetical protein COO60DRAFT_1537787 [Scenedesmus sp. NREL 46B-D3]	KAF8058832.1 fabG2 [Scenedesmus sp. PABB004]
OG0001227	KAF6251701.1 hypothetical protein COO60DRAFT_1298160 [Scenedesmus sp. NREL 46B-D3], KAF6250922.1 hypothetical protein COO60DRAFT_1645778 [Scenedesmus sp. NREL 46B-D3], KAF6251700.1 hypothetical protein COO60DRAFT_592744 [Scenedesmus sp. NREL 46B-D3]	KAF8071289.1 uhpC [Scenedesmus sp. PABB004]
OG0001229	KAF6262332.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8059136.1 LWD1 [Scenedesmus sp. PABB004]
OG0001231	KAF6255898.1 GTP-binding protein YPTC5_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259889.1 hypothetical protein COO60DRAFT_1700630 [Scenedesmus sp. NREL 46B-D3]	KAF8060276.1 YPTC5 [Scenedesmus sp. PABB004]
OG0001232	KAF6255241.1 citrate synthase [Scenedesmus sp. NREL 46B-D3]	KAF8068197.1 CSY3 [Scenedesmus sp. PABB004]
OG0001233	KAF6252990.1 Endomembrane protein 70-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069410.1 TMN11 [Scenedesmus sp. PABB004]
OG0001234	KAF6262435.1 hypothetical protein COO60DRAFT_627224 [Scenedesmus sp. NREL 46B-D3]	KAF8057651.1 hypothetical protein HT031_006000 [Scenedesmus sp. PABB004]
OG0001235	KAF6255974.1 hypothetical protein COO60DRAFT_1702544 [Scenedesmus sp. NREL 46B-D3]	KAF8057725.1 hypothetical protein HT031_005909 [Scenedesmus sp. PABB004]
OG0001236	KAF6254877.1 dihydrolipoyl dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8065590.1 hypothetical protein HT031_003191 [Scenedesmus sp. PABB004]
OG0001237	KAF6254633.1 hypothetical protein COO60DRAFT_1703210 [Scenedesmus sp. NREL 46B-D3], KAF6258462.1 TsaA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258455.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258460.1 hypothetical protein COO60DRAFT_1518687 [Scenedesmus sp. NREL 46B-D3], KAF6258458.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	KAF8058847.1 CPK10 [Scenedesmus sp. PABB004]
OG0001238	KAF6258878.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]	KAF8055125.1 ERDJ2A [Scenedesmus sp. PABB004]
OG0001239	KAF6261216.1 hypothetical protein COO60DRAFT_1636960 [Scenedesmus sp. NREL 46B-D3]	KAF8058051.1 NUDT14 [Scenedesmus sp. PABB004]
OG0001239	KAF6263726.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8059720.1 folE1 [Scenedesmus sp. PABB004]
OG0001240	KAF6255962.1 hypothetical protein COO60DRAFT_1702585 [Scenedesmus sp. NREL 46B-D3]	KAF8064529.1 egl-4 [Scenedesmus sp. PABB004]
OG0001241	KAF6252380.1 hypothetical protein COO60DRAFT_1644104 [Scenedesmus sp. NREL 46B-D3]	KAF8073125.1 hypothetical protein HT031_000786 [Scenedesmus sp. PABB004]
OG0001242	KAF6259290.1 hypothetical protein COO60DRAFT_1294910 [Scenedesmus sp. NREL 46B-D3]	KAF8072790.1 SBT6.1 [Scenedesmus sp. PABB004]
OG0001243	KAF6256344.1 isocitrate dehydrogenase_ NADP-dependent_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	KAF8061307.1 hypothetical protein HT031_004398 [Scenedesmus sp. PABB004]
OG0001244	KAF6255387.1 Aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]	KAF8067170.1 hypothetical protein HT031_002217 [Scenedesmus sp. PABB004]
OG0001245	KAF6260526.1 hypothetical protein COO60DRAFT_1637480 [Scenedesmus sp. NREL 46B-D3]	KAF8071241.1 Kcnt2 [Scenedesmus sp. PABB004]
OG0001246	KAF6254122.1 tRNA synthetases class I_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056743.1 glutamate--tRNA ligase [Scenedesmus sp. PABB004]
OG0001247	KAF6250805.1 hypothetical protein COO60DRAFT_1679559 [Scenedesmus sp. NREL 46B-D3], KAF6251261.1 hypothetical protein COO60DRAFT_1562023 [Scenedesmus sp. NREL 46B-D3]	KAF8071240.1 sulfite exporter TauE/SafE family protein 5 [Scenedesmus sp. PABB004]
OG0001247	KAF6256947.1 hypothetical protein COO60DRAFT_1640304 [Scenedesmus sp. NREL 46B-D3], KAF6256952.1 hypothetical protein COO60DRAFT_1702079 [Scenedesmus sp. NREL 46B-D3]	KAF8068213.1 sulfite exporter TauE/SafE family protein 2 [Scenedesmus sp. PABB004]
OG0001248	KAF6266557.1 hypothetical protein COO60DRAFT_1697133 [Scenedesmus sp. NREL 46B-D3]	KAF8072982.1 UPL3 [Scenedesmus sp. PABB004]
OG0001249	KAF6265110.1 hypothetical protein COO60DRAFT_1692284 [Scenedesmus sp. NREL 46B-D3]	KAF8055390.1 hypothetical protein HT031_006757 [Scenedesmus sp. PABB004]
OG0001251	KAF6257600.1 heme peroxidase-related protein [Scenedesmus sp. NREL 46B-D3], KAF6255184.1 heme peroxidase-related protein [Scenedesmus sp. NREL 46B-D3]	KAF8069457.1 CCR1 [Scenedesmus sp. PABB004]
OG0001252	KAF6250680.1 hypothetical protein COO60DRAFT_1568993_ partial [Scenedesmus sp. NREL 46B-D3], KAF6256476.1 hypothetical protein COO60DRAFT_1529374 [Scenedesmus sp. NREL 46B-D3]	KAF8057281.1 SP1 [Scenedesmus sp. PABB004]
OG0001253	KAF6262894.1 hypothetical protein COO60DRAFT_1493309 [Scenedesmus sp. NREL 46B-D3]	KAF8061895.1 NAP1 [Scenedesmus sp. PABB004]
OG0001253	KAF6262906.1 hypothetical protein COO60DRAFT_554149 [Scenedesmus sp. NREL 46B-D3]	KAF8057726.1 NAP1 [Scenedesmus sp. PABB004]
OG0001255	KAF6258841.1 hypothetical protein COO60DRAFT_1074463 [Scenedesmus sp. NREL 46B-D3], KAF6258845.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8055114.1 APUM1 [Scenedesmus sp. PABB004]
OG0001257	KAF6256405.1 hypothetical protein COO60DRAFT_1529536 [Scenedesmus sp. NREL 46B-D3]	KAF8066201.1 FOLB1 [Scenedesmus sp. PABB004]
OG0001258	KAF6259236.1 hypothetical protein COO60DRAFT_1638582 [Scenedesmus sp. NREL 46B-D3]	KAF8062725.1 YSL5 [Scenedesmus sp. PABB004]
OG0001258	KAF6250849.1 OPT oligopeptide transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068239.1 YSL6 [Scenedesmus sp. PABB004]
OG0001260	KAF6251544.1 hypothetical protein COO60DRAFT_1704738 [Scenedesmus sp. NREL 46B-D3]	KAF8068226.1 hypothetical protein HT031_001912 [Scenedesmus sp. PABB004]
OG0001262	KAF6266792.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8072844.1 methyltransferase [Scenedesmus sp. PABB004]
OG0001263	KAF6251912.1 hypothetical protein COO60DRAFT_1674268 [Scenedesmus sp. NREL 46B-D3]	KAF8061401.1 hypothetical protein HT031_004492 [Scenedesmus sp. PABB004]
OG0001263	KAF6254423.1 hypothetical protein COO60DRAFT_1665172 [Scenedesmus sp. NREL 46B-D3]	KAF8072463.1 olpB [Scenedesmus sp. PABB004]
OG0001264	KAF6266195.1 hypothetical protein COO60DRAFT_1291712 [Scenedesmus sp. NREL 46B-D3]	KAF8057855.1 tropinone reductase-like protein [Scenedesmus sp. PABB004]
OG0001266	KAF6260984.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8072728.1 Abca17 [Scenedesmus sp. PABB004]
OG0001267	KAF6265786.1 hypothetical protein COO60DRAFT_762315 [Scenedesmus sp. NREL 46B-D3], KAF6253487.1 hypothetical protein COO60DRAFT_416992 [Scenedesmus sp. NREL 46B-D3]	KAF8062806.1 hypothetical protein HT031_004136 [Scenedesmus sp. PABB004]
OG0001268	KAF6262099.1 translocon-associated protein [Scenedesmus sp. NREL 46B-D3]	KAF8062638.1 ssr1 [Scenedesmus sp. PABB004]
OG0001269	KAF6254312.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8064673.1 hypothetical protein HT031_003475 [Scenedesmus sp. PABB004]
OG0001270	KAF6255128.1 hypothetical protein COO60DRAFT_1702962 [Scenedesmus sp. NREL 46B-D3]	KAF8065840.1 IPCS1 [Scenedesmus sp. PABB004]
OG0001271	KAF6261556.1 hypothetical protein COO60DRAFT_1636708 [Scenedesmus sp. NREL 46B-D3]	KAF8063664.1 hypothetical protein HT031_003519 [Scenedesmus sp. PABB004], KAF8068333.1 hypothetical protein HT031_002021 [Scenedesmus sp. PABB004]
OG0001271	KAF6259792.1 hypothetical protein COO60DRAFT_1700650 [Scenedesmus sp. NREL 46B-D3]	KAF8061140.1 hypothetical protein HT031_004601 [Scenedesmus sp. PABB004]
OG0001274	KAF6261522.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063646.1 SPP2 [Scenedesmus sp. PABB004], KAF8054588.1 SPP2 [Scenedesmus sp. PABB004]
OG0001274	KAF6237640.1 hypothetical protein COO60DRAFT_1653120 [Scenedesmus sp. NREL 46B-D3], KAF6261527.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063648.1 SPP1 [Scenedesmus sp. PABB004]
OG0001275	KAF6250991.1 ER-golgi trafficking TRAPP I complex 85 kDa subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6232855.1 hypothetical protein COO60DRAFT_1709627 [Scenedesmus sp. NREL 46B-D3]	KAF8060052.1 TRAPPC8 [Scenedesmus sp. PABB004]
OG0001276	KAF6251283.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065884.1 MSH1 [Scenedesmus sp. PABB004]
OG0001277	KAF6261979.1 hypothetical protein COO60DRAFT_1699548 [Scenedesmus sp. NREL 46B-D3], KAF6255779.1 hypothetical protein COO60DRAFT_1462029 [Scenedesmus sp. NREL 46B-D3]	KAF8063702.1 hypothetical protein HT031_003557 [Scenedesmus sp. PABB004]
OG0001278	KAF6265376.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069528.1 NHX2 [Scenedesmus sp. PABB004]
OG0001279	KAF6265150.1 pre-RNA processing PIH1/Nop17-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055399.1 pih1d1 [Scenedesmus sp. PABB004]
OG0001281	KAF6253452.1 hypothetical protein COO60DRAFT_1622538 [Scenedesmus sp. NREL 46B-D3]	KAF8058415.1 TIC32 [Scenedesmus sp. PABB004]
OG0001285	KAF6260111.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067131.1 proP [Scenedesmus sp. PABB004]
OG0001285	KAF6259186.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062751.1 kgtP [Scenedesmus sp. PABB004]
OG0001285	KAF6257270.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255166.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255165.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264201.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068166.1 shiA [Scenedesmus sp. PABB004]
OG0001287	KAF6255756.1 sugar efflux transporter for intercellular exchange-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8054899.1 APY5 [Scenedesmus sp. PABB004]
OG0001287	KAF6255226.1 hypothetical protein COO60DRAFT_1272616 [Scenedesmus sp. NREL 46B-D3], KAF6244012.1 hypothetical protein COO60DRAFT_1631461 [Scenedesmus sp. NREL 46B-D3], KAF6257263.1 hypothetical protein COO60DRAFT_1640092 [Scenedesmus sp. NREL 46B-D3], KAF6258801.1 sugar efflux transporter for intercellular exchange-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061939.1 SWEET6B [Scenedesmus sp. PABB004]
OG0001289	KAF6253055.1 hypothetical protein COO60DRAFT_471678 [Scenedesmus sp. NREL 46B-D3]	KAF8072359.1 ITPK1 [Scenedesmus sp. PABB004]
OG0001292	KAF6264747.1 hypothetical protein COO60DRAFT_1698125 [Scenedesmus sp. NREL 46B-D3], KAF6264748.1 hypothetical protein COO60DRAFT_18856 [Scenedesmus sp. NREL 46B-D3], KAF6262912.1 hypothetical protein COO60DRAFT_554392 [Scenedesmus sp. NREL 46B-D3]	KAF8065742.1 p80 [Scenedesmus sp. PABB004]
OG0001293	KAF6265087.1 hypothetical protein COO60DRAFT_1114641 [Scenedesmus sp. NREL 46B-D3]	KAF8062102.1 hypothetical protein HT031_004362 [Scenedesmus sp. PABB004]
OG0001294	KAF6254294.1 hypothetical protein COO60DRAFT_331938 [Scenedesmus sp. NREL 46B-D3], KAF6257225.1 hypothetical protein COO60DRAFT_31260 [Scenedesmus sp. NREL 46B-D3]	KAF8061146.1 sulfite exporter TauE/SafE family protein 2 [Scenedesmus sp. PABB004]
OG0001295	KAF6260179.1 hypothetical protein COO60DRAFT_1700419 [Scenedesmus sp. NREL 46B-D3]	KAF8063828.1 USP24 [Scenedesmus sp. PABB004]
OG0001297	KAF6252807.1 hypothetical protein COO60DRAFT_1274119 [Scenedesmus sp. NREL 46B-D3], KAF6252805.1 hypothetical protein COO60DRAFT_1643720 [Scenedesmus sp. NREL 46B-D3], KAF6251959.1 hypothetical protein COO60DRAFT_1644507 [Scenedesmus sp. NREL 46B-D3], KAF6252793.1 hypothetical protein COO60DRAFT_498682 [Scenedesmus sp. NREL 46B-D3]	KAF8056101.1 hypothetical protein HT031_006452 [Scenedesmus sp. PABB004], KAF8057772.1 hypothetical protein HT031_005956 [Scenedesmus sp. PABB004]
OG0001299	KAF6252615.1 hypothetical protein COO60DRAFT_1672060 [Scenedesmus sp. NREL 46B-D3]	KAF8068204.1 smc [Scenedesmus sp. PABB004]
OG0001304	KAF6262091.1 hypothetical protein COO60DRAFT_690109 [Scenedesmus sp. NREL 46B-D3]	KAF8062634.1 GULLO2 [Scenedesmus sp. PABB004]
OG0001304	KAF6256282.1 hypothetical protein COO60DRAFT_1640864 [Scenedesmus sp. NREL 46B-D3], KAF6265138.1 hypothetical protein COO60DRAFT_1697978 [Scenedesmus sp. NREL 46B-D3]	KAF8060339.1 GULLO1 [Scenedesmus sp. PABB004]
OG0001304	KAF6262092.1 hypothetical protein COO60DRAFT_1677961 [Scenedesmus sp. NREL 46B-D3]	KAF8062633.1 GULLO2 [Scenedesmus sp. PABB004]
OG0001305	KAF6265905.1 hypothetical protein COO60DRAFT_1697577 [Scenedesmus sp. NREL 46B-D3]	KAF8071060.1 hypothetical protein HT031_001142 [Scenedesmus sp. PABB004]
OG0001306	KAF6261912.1 hypothetical protein COO60DRAFT_714648 [Scenedesmus sp. NREL 46B-D3], KAF6261913.1 hypothetical protein COO60DRAFT_714719 [Scenedesmus sp. NREL 46B-D3]	KAF8061091.1 RAF1 [Scenedesmus sp. PABB004]
OG0001307	KAF6251849.1 magnesium protoporphyrin chelatase [Scenedesmus sp. NREL 46B-D3]	KAF8057100.1 hypothetical protein HT031_006109 [Scenedesmus sp. PABB004]
OG0001308	KAF6254924.1 hypothetical protein COO60DRAFT_1296819 [Scenedesmus sp. NREL 46B-D3], KAF6254937.1 NADH_ubiquinone oxidoreductase 49 kd subunit [Scenedesmus sp. NREL 46B-D3]	KAF8062768.1 OVA6 [Scenedesmus sp. PABB004]
OG0001309	KAF6251060.1 putative splicing factor 3A subunit 1 [Scenedesmus sp. NREL 46B-D3]	KAF8057121.1 splicing factor 3A subunit 1 [Scenedesmus sp. PABB004]
