Orthogroup	Micractinium_SAG24180	Scenedesmus_NREL
OG0001362	PSC75991.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]	KAF6260868.1 short-chain dehydrogenase/reductase SDR [Scenedesmus sp. NREL 46B-D3], KAF6265818.1 short-chain dehydrogenase/reductase SDR [Scenedesmus sp. NREL 46B-D3]
OG0001363	PSC73094.1 prolyl-tRNA synthetase [Micractinium conductrix]	KAF6262604.1 hypothetical protein COO60DRAFT_1494915 [Scenedesmus sp. NREL 46B-D3]
OG0001364	PSC68395.1 Calcium release-activated calcium channel [Micractinium conductrix], PSC72167.1 calcium-dependent kinase 1 [Micractinium conductrix]	KAF6253970.1 mediator of CRAC channel activity-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001365	PSC71050.1 ARM REPEAT PROTEIN INTERACTING WITH ABF2-like isoform A [Micractinium conductrix], PSC71051.1 ARM REPEAT PROTEIN INTERACTING WITH ABF2-like isoform B [Micractinium conductrix]	KAF6253447.1 hypothetical protein COO60DRAFT_1668760 [Scenedesmus sp. NREL 46B-D3], KAF6253448.1 armadillo/beta-catenin repeat family protein [Scenedesmus sp. NREL 46B-D3]
OG0001366	PSC72714.1 IMPACT isoform X1 [Micractinium conductrix]	KAF6253160.1 hypothetical protein COO60DRAFT_1703931 [Scenedesmus sp. NREL 46B-D3], KAF6257173.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001367	PSC71986.1 Thioredoxin chloroplastic [Micractinium conductrix]	KAF6264043.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001368	PSC71039.1 vesicle-associated membrane 714 isoform A [Micractinium conductrix], PSC71040.1 vesicle-associated membrane 714 isoform C [Micractinium conductrix], PSC71038.1 vesicle-associated membrane 714 isoform B [Micractinium conductrix]	KAF6257211.1 vesicle-associated membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0001369	PSC68305.1 ubiquitin-conjugating enzyme E2 35 [Micractinium conductrix]	KAF6263774.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259978.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253623.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001370	PSC70608.1 3-dehydroquinate synthase [Micractinium conductrix]	KAF6257353.1 hypothetical protein COO60DRAFT_1271387 [Scenedesmus sp. NREL 46B-D3], KAF6257354.1 Meckelin [Scenedesmus sp. NREL 46B-D3]
OG0001373	PSC74042.1 Auxilin-related 2 [Micractinium conductrix]	KAF6244112.1 hypothetical protein COO60DRAFT_1601281 [Scenedesmus sp. NREL 46B-D3], KAF6244109.1 hypothetical protein COO60DRAFT_1708177 [Scenedesmus sp. NREL 46B-D3], KAF6244110.1 DnaJ domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001374	PSC74239.1 ADP-ribosylation factor 8 [Micractinium conductrix]	KAF6260021.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6260022.1 hypothetical protein COO60DRAFT_1686479 [Scenedesmus sp. NREL 46B-D3]
OG0001375	PSC71119.1 Rae1 [Micractinium conductrix]	KAF6254893.1 rae1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001376	PSC75073.1 ubiquitin-conjugating enzyme E2 32 [Micractinium conductrix]	KAF6254292.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001377	PSC68377.1 hydrolase yugF [Micractinium conductrix]	KAF6249054.1 hypothetical protein COO60DRAFT_1004676 [Scenedesmus sp. NREL 46B-D3]
OG0001378	PSC70564.1 nucleotide-diphospho-sugar transferase family [Micractinium conductrix], PSC74118.1 hypothetical protein C2E20_2698 [Micractinium conductrix], PSC74245.1 hypothetical protein C2E20_2702 [Micractinium conductrix], PSC74163.1 Morn repeat 1 _nucleomorph_ [Micractinium conductrix]	KAF6253126.1 hypothetical protein COO60DRAFT_1703964 [Scenedesmus sp. NREL 46B-D3]
OG0001379	PSC75212.1 Cathepsin Z isoform A [Micractinium conductrix], PSC75211.1 Cathepsin Z isoform B [Micractinium conductrix]	KAF6262627.1 hypothetical protein COO60DRAFT_1699190 [Scenedesmus sp. NREL 46B-D3], KAF6257235.1 hypothetical protein COO60DRAFT_24079 [Scenedesmus sp. NREL 46B-D3]
OG0001380	PSC72864.1 internal alternative NAD_P_H-ubiquinone oxidoreductase mitochondrial-like [Micractinium conductrix]	KAF6256151.1 pyridine nucleotide-disulfide oxidoreductase-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001381	PSC70599.1 argininosuccinate lyase [Micractinium conductrix]	KAF6254982.1 argininosuccinate lyase [Scenedesmus sp. NREL 46B-D3]
OG0001382	PSC74142.1 structural maintenance of chromosomes 2-1-like [Micractinium conductrix]	KAF6256242.1 structural maintenance of chromosomes protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001383	PSC74003.1 DNA gyrase subunit A [Micractinium conductrix]	KAF6254075.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]
OG0001384	PSC73292.1 hypothetical protein C2E20_3345 [Micractinium conductrix]	KAF6252307.1 hypothetical protein COO60DRAFT_1672940 [Scenedesmus sp. NREL 46B-D3], KAF6254266.1 hypothetical protein COO60DRAFT_1542332 [Scenedesmus sp. NREL 46B-D3], KAF6254267.1 hypothetical protein COO60DRAFT_335706 [Scenedesmus sp. NREL 46B-D3]
OG0001385	PSC70487.1 DNA topoisomerase 6 subunit B isoform A [Micractinium conductrix], PSC70486.1 DNA topoisomerase 6 subunit B isoform B [Micractinium conductrix]	KAF6259681.1 topoisomerase VI B subunit_ transducer-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001386	PSC76104.1 DNA-directed RNA polymerases and III subunit RPABC2 [Micractinium conductrix]	KAF6256322.1 RNA polymerase Rpb6 [Scenedesmus sp. NREL 46B-D3]
OG0001387	PSC73016.1 CHROMATIN REMODELING 5 [Micractinium conductrix]	KAF6263559.1 hypothetical protein COO60DRAFT_1267478_ partial [Scenedesmus sp. NREL 46B-D3], KAF6256394.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001388	PSC71287.1 DEAD-box ATP-dependent RNA helicase 29 [Micractinium conductrix]	KAF6264094.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001390	PSC69443.1 arginine methyltransferase [Micractinium conductrix]	KAF6265538.1 hypothetical protein COO60DRAFT_962481 [Scenedesmus sp. NREL 46B-D3], KAF6252949.1 hypothetical protein COO60DRAFT_477659 [Scenedesmus sp. NREL 46B-D3], KAF6265543.1 hypothetical protein COO60DRAFT_962986 [Scenedesmus sp. NREL 46B-D3]
OG0001391	PSC70543.1 Meiotically up-regulated 158 [Micractinium conductrix]	KAF6253337.1 hypothetical protein COO60DRAFT_1547347 [Scenedesmus sp. NREL 46B-D3]
OG0001393	PSC69314.1 cyclin-dependent kinase C-2-like isoform B [Micractinium conductrix], PSC69315.1 cyclin-dependent kinase C-2-like isoform A [Micractinium conductrix]	KAF6262789.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001395	PSC76790.1 DNA-directed RNA polymerase I subunit 2 isoform X1 [Micractinium conductrix]	KAF6254188.1 hypothetical protein COO60DRAFT_1622490 [Scenedesmus sp. NREL 46B-D3]
OG0001396	PSC69469.1 chloroplast envelope translocase family [Micractinium conductrix]	KAF6261121.1 hypothetical protein COO60DRAFT_810164 [Scenedesmus sp. NREL 46B-D3], KAF6261120.1 hypothetical protein COO60DRAFT_810130 [Scenedesmus sp. NREL 46B-D3], KAF6261108.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001397	PSC69662.1 suppressor of mec-8 and unc-52-like protein 1 isoform A [Micractinium conductrix], PSC69661.1 suppressor of mec-8 and unc-52-like protein 1 isoform B [Micractinium conductrix]	KAF6260621.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001398	PSC68209.1 cysteine desulfurase chloroplastic-like [Micractinium conductrix]	KAF6255085.1 aminotransferase class V domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001399	PSC72160.1 kelch repeat-containing protein [Micractinium conductrix], PSC73405.1 splicing factor 3A subunit 2-like [Micractinium conductrix]	KAF6254956.1 hypothetical protein COO60DRAFT_1703048 [Scenedesmus sp. NREL 46B-D3]
OG0001400	PSC73498.1 Coiled-coil domain-containing 25 [Micractinium conductrix]	KAF6262738.1 DUF814-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001401	PSC75971.1 PITH domain-containing protein [Micractinium conductrix]	KAF6266776.1 galactose-binding domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001403	PSC73302.1 semenogelin II precursor [Micractinium conductrix], PSC74041.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Micractinium conductrix]	KAF6254134.1 hypothetical protein COO60DRAFT_1286398 [Scenedesmus sp. NREL 46B-D3]
OG0001404	PSC67381.1 hypothetical protein C2E20_8941 [Micractinium conductrix], PSC72128.1 hypothetical protein C2E20_4426 [Micractinium conductrix]	KAF6266619.1 hypothetical protein COO60DRAFT_1472912 [Scenedesmus sp. NREL 46B-D3]
OG0001405	PSC74439.1 Mitochondrial import receptor subunit TOM9-2 [Micractinium conductrix]	KAF6256964.1 hypothetical protein COO60DRAFT_1526513 [Scenedesmus sp. NREL 46B-D3]
OG0001405	PSC74652.1 succinate dehydrogenase assembly factor mitochondrial [Micractinium conductrix]	KAF6256965.1 hypothetical protein COO60DRAFT_1285221 [Scenedesmus sp. NREL 46B-D3]
OG0001406	PSC69052.1 Proteasome subunit beta type-5-B [Micractinium conductrix]	KAF6262721.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001407	PSC69056.1 DDT domain-containing protein [Micractinium conductrix]	KAF6263072.1 hypothetical protein COO60DRAFT_1699002 [Scenedesmus sp. NREL 46B-D3], KAF6249211.1 hypothetical protein COO60DRAFT_1582378 [Scenedesmus sp. NREL 46B-D3]
OG0001408	PSC71723.1 exportin-1-like isoform X2 [Micractinium conductrix]	KAF6255320.1 exportin [Scenedesmus sp. NREL 46B-D3]
OG0001409	PSC69600.1 S-adenosyl-L-methionine-dependent [Micractinium conductrix]	KAF6253891.1 hypothetical protein COO60DRAFT_1703610 [Scenedesmus sp. NREL 46B-D3], KAF6253890.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001410	PSC70314.1 BOBBER 1-like isoform B [Micractinium conductrix], PSC70315.1 BOBBER 1-like isoform A [Micractinium conductrix]	KAF6253789.1 nuclear movement family protein [Scenedesmus sp. NREL 46B-D3], KAF6251778.1 hypothetical protein COO60DRAFT_584839 [Scenedesmus sp. NREL 46B-D3]
OG0001411	PSC70479.1 glycine-rich RNA-binding RZ1A isoform A [Micractinium conductrix], PSC70478.1 glycine-rich RNA-binding RZ1A isoform B [Micractinium conductrix]	KAF6255924.1 hypothetical protein COO60DRAFT_1272258 [Scenedesmus sp. NREL 46B-D3]
OG0001412	PSC75056.1 methyl-binding domain 4 [Micractinium conductrix], PSC75005.1 hypothetical protein C2E20_1946 [Micractinium conductrix]	KAF6255328.1 hypothetical protein COO60DRAFT_232252 [Scenedesmus sp. NREL 46B-D3]
OG0001413	PSC73395.1 ribosomal-alanine N-acetyltransferase [Micractinium conductrix]	KAF6259564.1 hypothetical protein COO60DRAFT_1700751 [Scenedesmus sp. NREL 46B-D3]
OG0001414	PSC73356.1 Protease Do-like chloroplastic isoform B [Micractinium conductrix], PSC73357.1 Protease Do-like chloroplastic isoform A [Micractinium conductrix]	KAF6260198.1 trypsin family [Scenedesmus sp. NREL 46B-D3]
OG0001415	PSC72358.1 DUF151 domain-containing [Micractinium conductrix], PSC74915.1 DUF151 domain-containing [Micractinium conductrix]	KAF6257832.1 bifunctional nuclease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001416	PSC73314.1 transcription factor BIM2-like isoform X2 [Micractinium conductrix], PSC70958.1 Phosphorylated CTD-interacting factor 1 [Micractinium conductrix]	KAF6254202.1 phosphorylated CTD interacting factor 1 WW domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253946.1 hypothetical protein COO60DRAFT_1703563 [Scenedesmus sp. NREL 46B-D3]
OG0001417	PSC70973.1 threonine synthase [Micractinium conductrix]	KAF6257655.1 threonine synthase [Scenedesmus sp. NREL 46B-D3], KAF6254861.1 threonine synthase [Scenedesmus sp. NREL 46B-D3]
OG0001419	PSC70866.1 malonyl -acyl carrier transacylase [Micractinium conductrix]	KAF6252240.1 hypothetical protein COO60DRAFT_1644206 [Scenedesmus sp. NREL 46B-D3]
OG0001420	PSC67932.1 14 kDa zinc-binding isoform A [Micractinium conductrix], PSC67931.1 14 kDa zinc-binding isoform B [Micractinium conductrix]	KAF6257003.1 HIT-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001421	PSC67557.1 hypothetical protein C2E20_8785 [Micractinium conductrix]	KAF6257278.1 hypothetical protein COO60DRAFT_1640101 [Scenedesmus sp. NREL 46B-D3]
OG0001422	PSC75163.1 ras-related RABC1 [Micractinium conductrix]	KAF6253303.1 GTP-binding protein yptV3 [Scenedesmus sp. NREL 46B-D3], KAF6254635.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001423	PSC76620.1 hypothetical protein C2E20_0740 [Micractinium conductrix], PSC76619.1 hypothetical protein C2E20_0740 [Micractinium conductrix]	KAF6251214.1 hypothetical protein COO60DRAFT_658938 [Scenedesmus sp. NREL 46B-D3], KAF6250626.1 hypothetical protein COO60DRAFT_788713 [Scenedesmus sp. NREL 46B-D3]
OG0001424	PSC70990.1 homoserine kinase [Micractinium conductrix], PSC67769.1 homoserine kinase [Micractinium conductrix]	KAF6262246.1 homoserine kinase [Scenedesmus sp. NREL 46B-D3]
OG0001425	PSC67532.1 anthranilate synthase component II [Micractinium conductrix]	KAF6258030.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001426	PSC73537.1 pre-mRNA-processing-splicing factor 8 [Micractinium conductrix]	KAF6257163.1 splicing factor_ component of the U5 snRNP and of the spliceosome [Scenedesmus sp. NREL 46B-D3]
OG0001427	PSC70309.1 lysine-specific demethylase JMJ16 [Micractinium conductrix]	KAF6260724.1 JmjC-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266335.1 JmjC-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001428	PSC76771.1 putative transmembrane GTPase FZO-chloroplastic [Micractinium conductrix]	KAF6264749.1 hypothetical protein COO60DRAFT_1698126 [Scenedesmus sp. NREL 46B-D3]
OG0001429	PSC76594.1 hypothetical protein C2E20_0120 [Micractinium conductrix]	KAF6253238.1 FAR-17a/AIG1-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001430	PSC70421.1 hypothetical protein C2E20_6103 [Micractinium conductrix], PSC70420.1 hypothetical protein C2E20_6103 [Micractinium conductrix]	KAF6250505.1 hypothetical protein COO60DRAFT_1646775 [Scenedesmus sp. NREL 46B-D3]
OG0001431	PSC67405.1 Quino amine beta chain-like RIC1-like guanyl-nucleotide exchange factor [Micractinium conductrix]	KAF6253815.1 hypothetical protein COO60DRAFT_386572 [Scenedesmus sp. NREL 46B-D3]
OG0001432	PSC71314.1 adrenodoxin mitochondrial isoform A [Micractinium conductrix], PSC71313.1 adrenodoxin mitochondrial isoform B [Micractinium conductrix]	KAF6258468.1 putative adrenodoxin [Scenedesmus sp. NREL 46B-D3]
OG0001433	PSC74730.1 N-carbamyl-L-amino acid amidohydrolase [Micractinium conductrix]	KAF6265214.1 hypothetical protein COO60DRAFT_1689649 [Scenedesmus sp. NREL 46B-D3], KAF6256931.1 N-carbamyl-L-amino acid amidohydrolase [Scenedesmus sp. NREL 46B-D3], KAF6252617.1 N-carbamyl-L-amino acid amidohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001434	PSC69635.1 Myosin-1 [Micractinium conductrix]	KAF6252475.1 hypothetical protein COO60DRAFT_1672301 [Scenedesmus sp. NREL 46B-D3], KAF6262207.1 hypothetical protein COO60DRAFT_1496878 [Scenedesmus sp. NREL 46B-D3], KAF6260670.1 hypothetical protein COO60DRAFT_1684278 [Scenedesmus sp. NREL 46B-D3]
OG0001435	PSC73946.1 sucrose synthase [Micractinium conductrix]	KAF6260764.1 sucrose synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001436	PSC76076.1 Tetratricopeptide repeat 37 [Micractinium conductrix]	KAF6252995.1 hypothetical protein COO60DRAFT_1704042 [Scenedesmus sp. NREL 46B-D3]
OG0001437	PSC67814.1 Receptor of activated kinase C component of 40S small ribosomal subunit isoform B [Micractinium conductrix], PSC67813.1 Receptor of activated kinase C component of 40S small ribosomal subunit isoform A [Micractinium conductrix], PSC67815.1 Receptor of activated kinase C component of 40S small ribosomal subunit [Micractinium conductrix]	KAF6259862.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001438	PSC69606.1 ceramide kinase isoform X1 [Micractinium conductrix]	KAF6253347.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001439	PSC69604.1 white-brown complex 30 [Micractinium conductrix]	KAF6261487.1 hypothetical protein COO60DRAFT_775152 [Scenedesmus sp. NREL 46B-D3]
OG0001440	PSC76531.1 hypothetical protein C2E20_0633 [Micractinium conductrix], PSC69620.1 misato-like protein 1 isoform X1 [Micractinium conductrix]	KAF6256570.1 hypothetical protein COO60DRAFT_96392 [Scenedesmus sp. NREL 46B-D3]
OG0001441	PSC76855.1 type I inositol 1_4_5-trisphosphate 5-phosphatase 13-like [Micractinium conductrix]	KAF6260483.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]
OG0001442	PSC69677.1 Insulin-induced family [Micractinium conductrix]	KAF6256351.1 insulin-induced protein family [Scenedesmus sp. NREL 46B-D3]
OG0001443	PSC72967.1 Acetate kinase [Micractinium conductrix]	KAF6258057.1 acetate kinase [Scenedesmus sp. NREL 46B-D3]
OG0001444	PSC74564.1 tyrosine-phosphatase MKP1-like [Micractinium conductrix]	KAF6259969.1 hypothetical protein COO60DRAFT_1637913 [Scenedesmus sp. NREL 46B-D3], KAF6257744.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257746.1 MAP kinase phosphatase 1 [Scenedesmus sp. NREL 46B-D3], KAF6252951.1 hypothetical protein COO60DRAFT_1643545 [Scenedesmus sp. NREL 46B-D3], KAF6262347.1 hypothetical protein COO60DRAFT_1699341 [Scenedesmus sp. NREL 46B-D3]
OG0001445	PSC69229.1 Nucleolar GTP-binding 1 [Micractinium conductrix]	KAF6252875.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001446	PSC76122.1 DNA-directed RNA polymerases II and V subunit 8A-like [Micractinium conductrix]	KAF6252879.1 RNA polymerase_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001447	PSC75646.1 vacuolar sorting-associated 52 A [Micractinium conductrix]	KAF6250353.1 Sac2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250352.1 hypothetical protein COO60DRAFT_1647305 [Scenedesmus sp. NREL 46B-D3]
OG0001448	PSC76789.1 general transcription factor 3C polypeptide 5 isoform X1 [Micractinium conductrix], PSC76254.1 glycoside hydrolase [Micractinium conductrix], PSC67383.1 hypothetical protein C2E20_8949 [Micractinium conductrix]	KAF6255297.1 RNA polymerase III transcription factor IIIC subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001449	PSC72868.1 hypothetical protein C2E20_3926 [Micractinium conductrix], PSC72690.1 E3 ubiquitin-ligase XBAT31 [Micractinium conductrix]	KAF6266368.1 hypothetical protein COO60DRAFT_449669 [Scenedesmus sp. NREL 46B-D3]
OG0001450	PSC68288.1 zinc transporter 8 isoform X1 [Micractinium conductrix]	KAF6254772.1 cation efflux protein [Scenedesmus sp. NREL 46B-D3], KAF6254771.1 HAUS augmin-like complex subunit 6 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001451	PSC67078.1 Dynein light chain roadblock-type 2_ partial [Micractinium conductrix], PSC67071.1 Dynein light chain roadblock-type 2 [Micractinium conductrix], PSC67824.1 Dynein light chain roadblock-type 2 [Micractinium conductrix]	KAF6261350.1 hypothetical protein COO60DRAFT_1636929 [Scenedesmus sp. NREL 46B-D3], KAF6253888.1 putative bithoraxoid-like protein [Scenedesmus sp. NREL 46B-D3]
