Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Vulgaris2111P
OG0000689	EIE24334.1 2-isopropylmalate synthase [Coccomyxa subellipsoidea C-169]	KAI3429866.1 hypothetical protein D9Q98_010177 [Chlorella vulgaris]
OG0000690	EIE26790.1 putative malonyl-CoA_Acyl carrier protein transacylase [Coccomyxa subellipsoidea C-169]	KAI3436875.1 hypothetical protein D9Q98_006284 [Chlorella vulgaris]
OG0000691	EIE25437.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAI3428322.1 hypothetical protein D9Q98_006702 [Chlorella vulgaris], KAI3428321.1 hypothetical protein D9Q98_006701 [Chlorella vulgaris]
OG0000692	EIE21685.1 hypothetical protein COCSUDRAFT_56879 [Coccomyxa subellipsoidea C-169]	KAI3435905.1 hypothetical protein D9Q98_001963 [Chlorella vulgaris]
OG0000693	EIE25227.1 MRG-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3428380.1 hypothetical protein D9Q98_006760 [Chlorella vulgaris]
OG0000694	EIE26727.1 hypothetical protein COCSUDRAFT_52437 [Coccomyxa subellipsoidea C-169]	KAI3436883.1 hypothetical protein D9Q98_006291 [Chlorella vulgaris], KAI3436885.1 hypothetical protein D9Q98_006293 [Chlorella vulgaris]
OG0000695	EIE27372.1 PDR-like ABC transporter_ partial [Coccomyxa subellipsoidea C-169]	KAI3428353.1 hypothetical protein D9Q98_006733 [Chlorella vulgaris]
OG0000696	EIE25636.1 hypothetical protein COCSUDRAFT_83643 [Coccomyxa subellipsoidea C-169]	KAI3428329.1 hypothetical protein D9Q98_006709 [Chlorella vulgaris]
OG0000696	EIE22072.1 hypothetical protein COCSUDRAFT_16876 [Coccomyxa subellipsoidea C-169]	KAI3428330.1 hypothetical protein D9Q98_006710 [Chlorella vulgaris]
OG0000697	EIE20358.1 hypothetical protein COCSUDRAFT_18562 [Coccomyxa subellipsoidea C-169]	KAI3438534.1 hypothetical protein D9Q98_000962 [Chlorella vulgaris]
OG0000698	EIE23951.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	KAI3438720.1 hypothetical protein D9Q98_001140 [Chlorella vulgaris]
OG0000698	EIE18125.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169], EIE24705.1 hypothetical protein COCSUDRAFT_62126 [Coccomyxa subellipsoidea C-169]	KAI3438506.1 hypothetical protein D9Q98_000934 [Chlorella vulgaris]
OG0000699	EIE18170.1 starch-binding domain-like protein [Coccomyxa subellipsoidea C-169]	KAI3435921.1 hypothetical protein D9Q98_001979 [Chlorella vulgaris], KAI3435913.1 hypothetical protein D9Q98_001971 [Chlorella vulgaris]
OG0000700	EIE19477.1 hypothetical protein COCSUDRAFT_67908 [Coccomyxa subellipsoidea C-169]	KAI3430816.1 hypothetical protein D9Q98_009227 [Chlorella vulgaris]
OG0000701	EIE27087.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3430417.1 hypothetical protein D9Q98_005012 [Chlorella vulgaris], KAI3431494.1 hypothetical protein D9Q98_004545 [Chlorella vulgaris]
OG0000702	EIE21384.1 DUF791-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22553.1 DUF791-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3439118.1 hypothetical protein D9Q98_001527 [Chlorella vulgaris], KAI3439119.1 hypothetical protein D9Q98_001527 [Chlorella vulgaris]
OG0000703	EIE19286.1 putative carbon-nitrogen family hydrolase putative [Coccomyxa subellipsoidea C-169], EIE19282.1 hydrolase_ carbon-nitrogen family [Coccomyxa subellipsoidea C-169]	KAI3429387.1 hypothetical protein D9Q98_005482 [Chlorella vulgaris]
OG0000703	EIE23305.1 peptide chain release factor 2 [Coccomyxa subellipsoidea C-169]	KAI3429386.1 hypothetical protein D9Q98_005481 [Chlorella vulgaris]
OG0000704	EIE24965.1 hypothetical protein COCSUDRAFT_83657 [Coccomyxa subellipsoidea C-169]	KAI3429349.1 hypothetical protein D9Q98_005444 [Chlorella vulgaris]
OG0000705	EIE18590.1 hypothetical protein COCSUDRAFT_60252 [Coccomyxa subellipsoidea C-169], EIE20088.1 hypothetical protein COCSUDRAFT_54389 [Coccomyxa subellipsoidea C-169], EIE20355.1 hypothetical protein COCSUDRAFT_48484 [Coccomyxa subellipsoidea C-169]	KAI3433754.1 hypothetical protein D9Q98_003561 [Chlorella vulgaris], KAI3425275.1 hypothetical protein D9Q98_009042 [Chlorella vulgaris]
OG0000706	EIE19251.1 putative uracil phosphoribosyl transferase [Coccomyxa subellipsoidea C-169]	KAI3433695.1 hypothetical protein D9Q98_003504 [Chlorella vulgaris], KAI3433694.1 hypothetical protein D9Q98_003503 [Chlorella vulgaris]
OG0000707	EIE22389.1 DUF1782-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3433735.1 hypothetical protein D9Q98_003542 [Chlorella vulgaris]
OG0000708	EIE20934.1 hypothetical protein COCSUDRAFT_57477 [Coccomyxa subellipsoidea C-169], EIE18409.1 hypothetical protein COCSUDRAFT_60373 [Coccomyxa subellipsoidea C-169], EIE18096.1 hypothetical protein COCSUDRAFT_60589 [Coccomyxa subellipsoidea C-169]	KAI3427375.1 hypothetical protein D9Q98_010291 [Chlorella vulgaris], KAI3424332.1 hypothetical protein D9Q98_009885 [Chlorella vulgaris]
OG0000709	EIE21802.1 hypothetical protein COCSUDRAFT_66688 [Coccomyxa subellipsoidea C-169], EIE22542.1 AAR2-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3424879.1 hypothetical protein D9Q98_008263 [Chlorella vulgaris]
OG0000710	EIE26254.1 hypothetical protein COCSUDRAFT_32119 [Coccomyxa subellipsoidea C-169]	KAI3424272.1 hypothetical protein D9Q98_009626 [Chlorella vulgaris], KAI3439131.1 hypothetical protein D9Q98_001539 [Chlorella vulgaris], KAI3439133.1 hypothetical protein D9Q98_001541 [Chlorella vulgaris]
OG0000711	EIE19572.1 hypothetical protein COCSUDRAFT_58321 [Coccomyxa subellipsoidea C-169]	KAI3428524.1 hypothetical protein D9Q98_007347 [Chlorella vulgaris], KAI3436193.1 hypothetical protein D9Q98_002248 [Chlorella vulgaris]
OG0000712	EIE22454.1 Arginase/deacetylase [Coccomyxa subellipsoidea C-169]	KAI3428773.1 hypothetical protein D9Q98_007594 [Chlorella vulgaris]
OG0000712	EIE23918.1 Arginase/deacetylase_ partial [Coccomyxa subellipsoidea C-169], EIE26198.1 histone deacetylase [Coccomyxa subellipsoidea C-169]	KAI3423433.1 hypothetical protein D9Q98_010649 [Chlorella vulgaris]
OG0000713	EIE19598.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAI3426926.1 hypothetical protein D9Q98_006870 [Chlorella vulgaris]
OG0000714	EIE22510.1 hypothetical protein COCSUDRAFT_83467 [Coccomyxa subellipsoidea C-169]	KAI3435947.1 hypothetical protein D9Q98_002005 [Chlorella vulgaris]
OG0000714	EIE25650.1 DAGAT-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3426411.1 hypothetical protein D9Q98_008780 [Chlorella vulgaris]
OG0000716	EIE24529.1 hypothetical protein COCSUDRAFT_65401 [Coccomyxa subellipsoidea C-169]	KAI3438585.1 hypothetical protein D9Q98_001009 [Chlorella vulgaris], KAI3438682.1 hypothetical protein D9Q98_001102 [Chlorella vulgaris]
OG0000717	EIE19064.1 hypothetical protein COCSUDRAFT_59550 [Coccomyxa subellipsoidea C-169]	KAI3424368.1 hypothetical protein D9Q98_009921 [Chlorella vulgaris]
OG0000718	EIE20179.1 L domain-like protein [Coccomyxa subellipsoidea C-169]	KAI3428431.1 hypothetical protein D9Q98_007258 [Chlorella vulgaris]
OG0000719	EIE23750.1 hypothetical protein COCSUDRAFT_63274 [Coccomyxa subellipsoidea C-169]	KAI3423880.1 hypothetical protein D9Q98_009714 [Chlorella vulgaris]
OG0000720	EIE23494.1 hypothetical protein COCSUDRAFT_47316 [Coccomyxa subellipsoidea C-169]	KAI3425970.1 hypothetical protein D9Q98_007938 [Chlorella vulgaris]
OG0000721	EIE25083.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19104.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE20795.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3424950.1 hypothetical protein D9Q98_008332 [Chlorella vulgaris], KAI3426504.1 hypothetical protein D9Q98_008869 [Chlorella vulgaris], KAI3428778.1 hypothetical protein D9Q98_007599 [Chlorella vulgaris], KAI3428777.1 hypothetical protein D9Q98_007598 [Chlorella vulgaris]
OG0000723	EIE20233.1 Lanthionine synthetase C-like protein [Coccomyxa subellipsoidea C-169], EIE20784.1 hypothetical protein COCSUDRAFT_57342 [Coccomyxa subellipsoidea C-169]	KAI3426498.1 hypothetical protein D9Q98_008864 [Chlorella vulgaris], KAI3426499.1 hypothetical protein D9Q98_008864 [Chlorella vulgaris]
OG0000724	EIE22257.1 DUF1336-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3426288.1 hypothetical protein D9Q98_008661 [Chlorella vulgaris]
OG0000726	EIE24691.1 cytochrome b5 [Coccomyxa subellipsoidea C-169]	KAI3434612.1 hypothetical protein D9Q98_002680 [Chlorella vulgaris]
OG0000729	EIE25560.1 hypothetical protein COCSUDRAFT_65304 [Coccomyxa subellipsoidea C-169]	KAI3425142.1 hypothetical protein D9Q98_008913 [Chlorella vulgaris]
OG0000730	EIE22867.1 pre-mRNA-splicing factor [Coccomyxa subellipsoidea C-169]	KAI3438510.1 hypothetical protein D9Q98_000938 [Chlorella vulgaris], KAI3438509.1 hypothetical protein D9Q98_000937 [Chlorella vulgaris]
OG0000731	EIE22024.1 plastidic phosphate translocator-like protein [Coccomyxa subellipsoidea C-169]	KAI3438915.1 hypothetical protein D9Q98_001329 [Chlorella vulgaris], KAI3437674.1 hypothetical protein D9Q98_000124 [Chlorella vulgaris]
OG0000732	EIE23154.1 hypothetical protein COCSUDRAFT_53525 [Coccomyxa subellipsoidea C-169]	KAI3426986.1 hypothetical protein D9Q98_006930 [Chlorella vulgaris], KAI3426989.1 hypothetical protein D9Q98_006933 [Chlorella vulgaris]
OG0000733	EIE20496.1 hypothetical protein COCSUDRAFT_48531 [Coccomyxa subellipsoidea C-169]	KAI3438494.1 hypothetical protein D9Q98_000922 [Chlorella vulgaris], KAI3438493.1 hypothetical protein D9Q98_000921 [Chlorella vulgaris]
OG0000734	EIE25917.1 hypothetical protein COCSUDRAFT_12734_ partial [Coccomyxa subellipsoidea C-169]	KAI3431603.1 hypothetical protein D9Q98_004653 [Chlorella vulgaris]
OG0000735	EIE19486.1 TBP-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3438882.1 hypothetical protein D9Q98_001297 [Chlorella vulgaris], KAI3438880.1 hypothetical protein D9Q98_001295 [Chlorella vulgaris]
OG0000736	EIE24592.1 hypothetical protein COCSUDRAFT_62023 [Coccomyxa subellipsoidea C-169]	KAI3429238.1 hypothetical protein D9Q98_005337 [Chlorella vulgaris]
OG0000737	EIE23624.1 DUF1671-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3434796.1 hypothetical protein D9Q98_002854 [Chlorella vulgaris], KAI3434795.1 hypothetical protein D9Q98_002853 [Chlorella vulgaris]
OG0000739	EIE22995.1 hypothetical protein COCSUDRAFT_63384 [Coccomyxa subellipsoidea C-169]	KAI3430218.1 hypothetical protein D9Q98_004816 [Chlorella vulgaris], KAI3423910.1 hypothetical protein D9Q98_009744 [Chlorella vulgaris], KAI3433831.1 hypothetical protein D9Q98_003635 [Chlorella vulgaris]
OG0000740	EIE19759.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169], EIE24438.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]	KAI3429281.1 hypothetical protein D9Q98_005377 [Chlorella vulgaris]
OG0000740	EIE22368.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]	KAI3425092.1 hypothetical protein D9Q98_008470 [Chlorella vulgaris]
OG0000741	EIE26809.1 actin-like ATPase domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21094.1 actin-like ATPase domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22905.1 hypothetical protein COCSUDRAFT_64025 [Coccomyxa subellipsoidea C-169], EIE19869.1 hypothetical protein COCSUDRAFT_67615 [Coccomyxa subellipsoidea C-169]	KAI3435704.1 hypothetical protein D9Q98_001762 [Chlorella vulgaris]
OG0000742	EIE23748.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAI3430842.1 hypothetical protein D9Q98_009253 [Chlorella vulgaris]
OG0000743	EIE24656.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169], EIE27706.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	KAI3429871.1 hypothetical protein D9Q98_010182 [Chlorella vulgaris], KAI3429869.1 hypothetical protein D9Q98_010180 [Chlorella vulgaris]
OG0000744	EIE22861.1 hypothetical protein COCSUDRAFT_42448 [Coccomyxa subellipsoidea C-169]	KAI3432461.1 hypothetical protein D9Q98_004010 [Chlorella vulgaris]
OG0000745	EIE27154.1 HSP20-like chaperone [Coccomyxa subellipsoidea C-169], EIE21305.1 HSP20-like chaperone [Coccomyxa subellipsoidea C-169]	KAI3438118.1 hypothetical protein D9Q98_000559 [Chlorella vulgaris]
OG0000746	EIE20565.1 UbiE/COQ5 methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3438378.1 hypothetical protein D9Q98_000810 [Chlorella vulgaris]
OG0000746	EIE22937.1 hypothetical protein COCSUDRAFT_83709 [Coccomyxa subellipsoidea C-169]	KAI3438379.1 hypothetical protein D9Q98_000811 [Chlorella vulgaris]
OG0000747	EIE22051.1 hypothetical protein COCSUDRAFT_53946 [Coccomyxa subellipsoidea C-169]	KAI3429409.1 hypothetical protein D9Q98_005504 [Chlorella vulgaris]
OG0000748	EIE26002.1 hypothetical protein COCSUDRAFT_60998 [Coccomyxa subellipsoidea C-169]	KAI3431303.1 hypothetical protein D9Q98_004362 [Chlorella vulgaris], KAI3431302.1 hypothetical protein D9Q98_004361 [Chlorella vulgaris]
OG0000749	EIE22487.1 cystathionine beta-lyase [Coccomyxa subellipsoidea C-169]	KAI3436663.1 hypothetical protein D9Q98_006079 [Chlorella vulgaris]
OG0000750	EIE22329.1 hypothetical protein COCSUDRAFT_56022 [Coccomyxa subellipsoidea C-169], EIE22331.1 Piwi-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22330.1 Piwi-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3437983.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris], KAI3437984.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris]
OG0000751	EIE19337.1 putative aspartic protease [Coccomyxa subellipsoidea C-169]	KAI3438980.1 hypothetical protein D9Q98_001394 [Chlorella vulgaris]
OG0000752	EIE18292.1 histidinol phosphate aminotransferase [Coccomyxa subellipsoidea C-169]	KAI3432573.1 hypothetical protein D9Q98_004122 [Chlorella vulgaris]
OG0000753	EIE19389.1 succinate-CoA ligase beta chain [Coccomyxa subellipsoidea C-169]	KAI3439015.1 hypothetical protein D9Q98_001427 [Chlorella vulgaris]
OG0000754	EIE19368.1 aspartate aminotransferase [Coccomyxa subellipsoidea C-169]	KAI3438949.1 hypothetical protein D9Q98_001363 [Chlorella vulgaris]
OG0000755	EIE25587.1 hypothetical protein COCSUDRAFT_40785 [Coccomyxa subellipsoidea C-169]	KAI3428279.1 hypothetical protein D9Q98_006658 [Chlorella vulgaris], KAI3428280.1 hypothetical protein D9Q98_006659 [Chlorella vulgaris], KAI3428281.1 hypothetical protein D9Q98_006660 [Chlorella vulgaris]
OG0000756	EIE23816.1 hypothetical protein COCSUDRAFT_83691 [Coccomyxa subellipsoidea C-169]	KAI3434820.1 hypothetical protein D9Q98_002877 [Chlorella vulgaris]
OG0000756	EIE23591.1 hypothetical protein COCSUDRAFT_63118 [Coccomyxa subellipsoidea C-169]	KAI3437869.1 hypothetical protein D9Q98_000315 [Chlorella vulgaris]
OG0000757	EIE27267.1 phospholipid-translocating P-type ATPase [Coccomyxa subellipsoidea C-169], EIE25509.1 phospholipid-translocating P-type ATPase [Coccomyxa subellipsoidea C-169]	KAI3428833.1 hypothetical protein D9Q98_007650 [Chlorella vulgaris]
OG0000758	EIE23537.1 hypothetical protein COCSUDRAFT_65969 [Coccomyxa subellipsoidea C-169]	KAI3434841.1 hypothetical protein D9Q98_002896 [Chlorella vulgaris], KAI3434842.1 hypothetical protein D9Q98_002896 [Chlorella vulgaris]
OG0000759	EIE26131.1 hypothetical protein COCSUDRAFT_61123 [Coccomyxa subellipsoidea C-169]	KAI3434858.1 hypothetical protein D9Q98_002912 [Chlorella vulgaris]
OG0000760	EIE23094.1 hypothetical protein COCSUDRAFT_15835 [Coccomyxa subellipsoidea C-169]	KAI3429778.1 hypothetical protein D9Q98_010091 [Chlorella vulgaris], KAI3438340.1 hypothetical protein D9Q98_000773 [Chlorella vulgaris]
OG0000761	EIE26501.1 hypothetical protein COCSUDRAFT_39583 [Coccomyxa subellipsoidea C-169]	KAI3433855.1 hypothetical protein D9Q98_003658 [Chlorella vulgaris]
OG0000762	EIE21611.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE19491.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAI3429316.1 hypothetical protein D9Q98_005411 [Chlorella vulgaris]
OG0000762	EIE18683.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	KAI3433636.1 hypothetical protein D9Q98_003445 [Chlorella vulgaris]
OG0000763	EIE22577.1 ubiquitin-activating enzyme E1 [Coccomyxa subellipsoidea C-169]	KAI3434380.1 hypothetical protein D9Q98_002458 [Chlorella vulgaris]
OG0000764	EIE22719.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3424734.1 hypothetical protein D9Q98_008123 [Chlorella vulgaris], KAI3424733.1 hypothetical protein D9Q98_008122 [Chlorella vulgaris]
OG0000765	EIE19013.1 hypothetical protein COCSUDRAFT_31311 [Coccomyxa subellipsoidea C-169]	KAI3424289.1 hypothetical protein D9Q98_009844 [Chlorella vulgaris]
OG0000766	EIE26284.1 FAD/NAD_P_-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE19802.1 FAD/NAD_P_-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3424736.1 hypothetical protein D9Q98_008125 [Chlorella vulgaris]
OG0000767	EIE21102.1 hypothetical protein COCSUDRAFT_43452 [Coccomyxa subellipsoidea C-169]	KAI3435622.1 hypothetical protein D9Q98_001682 [Chlorella vulgaris]
OG0000768	EIE25314.1 hypothetical protein COCSUDRAFT_40596 [Coccomyxa subellipsoidea C-169]	KAI3432401.1 hypothetical protein D9Q98_003957 [Chlorella vulgaris], KAI3432647.1 hypothetical protein D9Q98_004193 [Chlorella vulgaris]
OG0000769	EIE22915.1 hypothetical protein COCSUDRAFT_66452 [Coccomyxa subellipsoidea C-169]	KAI3436409.1 hypothetical protein D9Q98_005826 [Chlorella vulgaris]
OG0000769	EIE26551.1 hypothetical protein COCSUDRAFT_46136 [Coccomyxa subellipsoidea C-169]	KAI3432416.1 hypothetical protein D9Q98_003970 [Chlorella vulgaris]
OG0000770	EIE26552.1 apospory-associated protein C [Coccomyxa subellipsoidea C-169]	KAI3431861.1 hypothetical protein D9Q98_010612 [Chlorella vulgaris], KAI3432413.1 hypothetical protein D9Q98_003967 [Chlorella vulgaris]
OG0000771	EIE23166.1 hypothetical protein COCSUDRAFT_15709 [Coccomyxa subellipsoidea C-169]	KAI3426879.1 hypothetical protein D9Q98_006825 [Chlorella vulgaris]
OG0000771	EIE19552.1 hypothetical protein COCSUDRAFT_19251_ partial [Coccomyxa subellipsoidea C-169]	KAI3426885.1 hypothetical protein D9Q98_006831 [Chlorella vulgaris]
OG0000773	EIE26214.1 hypothetical protein COCSUDRAFT_6667_ partial [Coccomyxa subellipsoidea C-169]	KAI3426850.1 hypothetical protein D9Q98_006796 [Chlorella vulgaris]
OG0000774	EIE19549.1 hypothetical protein COCSUDRAFT_67695 [Coccomyxa subellipsoidea C-169]	KAI3426853.1 hypothetical protein D9Q98_006799 [Chlorella vulgaris]
OG0000774	EIE19548.1 DUF1649-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3426852.1 hypothetical protein D9Q98_006798 [Chlorella vulgaris]
OG0000775	EIE18235.1 Mll1 protein_ partial [Coccomyxa subellipsoidea C-169], EIE19578.1 Mll1 protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3426886.1 hypothetical protein D9Q98_006832 [Chlorella vulgaris]
OG0000776	EIE23931.1 Hydroxyisourate hydrolase [Coccomyxa subellipsoidea C-169]	KAI3430399.1 hypothetical protein D9Q98_004994 [Chlorella vulgaris], KAI3430401.1 hypothetical protein D9Q98_004996 [Chlorella vulgaris]
OG0000777	EIE19792.1 hypothetical protein COCSUDRAFT_58521 [Coccomyxa subellipsoidea C-169]	KAI3430999.1 hypothetical protein D9Q98_009401 [Chlorella vulgaris]
OG0000778	EIE21316.1 hypothetical protein COCSUDRAFT_56538 [Coccomyxa subellipsoidea C-169]	KAI3436374.1 hypothetical protein D9Q98_002427 [Chlorella vulgaris]
OG0000778	EIE20780.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3436369.1 hypothetical protein D9Q98_002422 [Chlorella vulgaris]
OG0000779	EIE19706.1 hypothetical protein COCSUDRAFT_67759 [Coccomyxa subellipsoidea C-169]	KAI3427124.1 hypothetical protein D9Q98_007061 [Chlorella vulgaris], KAI3427125.1 hypothetical protein D9Q98_007062 [Chlorella vulgaris]
OG0000780	EIE20202.1 CBS-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3425382.1 hypothetical protein D9Q98_009146 [Chlorella vulgaris]
OG0000780	EIE25960.1 uroporphyrin-III C-m [Coccomyxa subellipsoidea C-169]	KAI3431817.1 hypothetical protein D9Q98_010570 [Chlorella vulgaris]
OG0000781	EIE18738.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE23717.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	KAI3431836.1 hypothetical protein D9Q98_010588 [Chlorella vulgaris]
