Orthogroup	Coccomyxa_SubellipsoideaC169	Scenedesmus_NREL
OG0001213	EIE25341.1 A/B/D/E cyclin [Coccomyxa subellipsoidea C-169]	KAF6264629.1 B type mitotic cyclin [Scenedesmus sp. NREL 46B-D3]
OG0001214	EIE18562.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6260089.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001215	EIE26652.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]	KAF6255465.1 hypothetical protein COO60DRAFT_1641474 [Scenedesmus sp. NREL 46B-D3]
OG0001216	EIE26985.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6256483.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256482.1 hypothetical protein COO60DRAFT_1528798 [Scenedesmus sp. NREL 46B-D3]
OG0001217	EIE21620.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6251022.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6258069.1 hypothetical protein COO60DRAFT_1701524 [Scenedesmus sp. NREL 46B-D3]
OG0001218	EIE20498.1 hypothetical protein COCSUDRAFT_57645 [Coccomyxa subellipsoidea C-169], EIE20500.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE18763.1 hypothetical protein COCSUDRAFT_45222 [Coccomyxa subellipsoidea C-169]	KAF6254638.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001219	EIE19076.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6259011.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001220	EIE23496.1 hypothetical protein COCSUDRAFT_15426 [Coccomyxa subellipsoidea C-169]	KAF6252421.1 inner membrane ALBINO3-like protein 2_ chloroplast precursor [Scenedesmus sp. NREL 46B-D3]
OG0001221	EIE26726.1 t-SNARE [Coccomyxa subellipsoidea C-169]	KAF6251783.1 t-SNARE [Scenedesmus sp. NREL 46B-D3]
OG0001222	EIE24878.1 hypothetical protein COCSUDRAFT_65575 [Coccomyxa subellipsoidea C-169]	KAF6261880.1 hypothetical protein COO60DRAFT_1636420 [Scenedesmus sp. NREL 46B-D3], KAF6252253.1 hypothetical protein COO60DRAFT_1644219 [Scenedesmus sp. NREL 46B-D3], KAF6245273.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3], KAF6251098.1 hypothetical protein COO60DRAFT_1705069 [Scenedesmus sp. NREL 46B-D3]
OG0001223	EIE26918.1 MIF4G-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6265057.1 hypothetical protein COO60DRAFT_1697935 [Scenedesmus sp. NREL 46B-D3]
OG0001224	EIE22070.1 cysteine proteinase_ partial [Coccomyxa subellipsoidea C-169]	KAF6256382.1 hypothetical protein COO60DRAFT_115705 [Scenedesmus sp. NREL 46B-D3]
OG0001225	EIE18834.1 ribosomal protein L35Ae [Coccomyxa subellipsoidea C-169]	KAF6265158.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001226	EIE21203.1 dehydrogenase [Coccomyxa subellipsoidea C-169]	KAF6254965.1 hypothetical protein COO60DRAFT_1537787 [Scenedesmus sp. NREL 46B-D3]
OG0001226	EIE19856.1 putative short-chain dehydrogenase [Coccomyxa subellipsoidea C-169], EIE20635.1 short-chain dehydrogenase/reductase SDR [Coccomyxa subellipsoidea C-169], EIE24926.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6254905.1 hypothetical protein COO60DRAFT_1537947 [Scenedesmus sp. NREL 46B-D3]
OG0001227	EIE24163.1 NUC173-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6251701.1 hypothetical protein COO60DRAFT_1298160 [Scenedesmus sp. NREL 46B-D3], KAF6250922.1 hypothetical protein COO60DRAFT_1645778 [Scenedesmus sp. NREL 46B-D3], KAF6251700.1 hypothetical protein COO60DRAFT_592744 [Scenedesmus sp. NREL 46B-D3]
OG0001228	EIE22456.1 hypothetical protein COCSUDRAFT_42757 [Coccomyxa subellipsoidea C-169]	KAF6252974.1 hypothetical protein COO60DRAFT_478866 [Scenedesmus sp. NREL 46B-D3]
OG0001229	EIE18030.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAF6262332.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001230	EIE20417.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAF6264054.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265574.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265573.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259151.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001231	EIE27251.1 Rab7/RabG-family small GTPase [Coccomyxa subellipsoidea C-169]	KAF6259889.1 hypothetical protein COO60DRAFT_1700630 [Scenedesmus sp. NREL 46B-D3]
OG0001232	EIE22895.1 citrate synthase [Coccomyxa subellipsoidea C-169]	KAF6255241.1 citrate synthase [Scenedesmus sp. NREL 46B-D3]
OG0001233	EIE27315.1 EMP/nonaspanin domain family protein [Coccomyxa subellipsoidea C-169]	KAF6252990.1 Endomembrane protein 70-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001234	EIE25548.1 hypothetical protein COCSUDRAFT_61750 [Coccomyxa subellipsoidea C-169], EIE21320.1 hypothetical protein COCSUDRAFT_66832 [Coccomyxa subellipsoidea C-169], EIE26212.1 hypothetical protein COCSUDRAFT_65037 [Coccomyxa subellipsoidea C-169]	KAF6262435.1 hypothetical protein COO60DRAFT_627224 [Scenedesmus sp. NREL 46B-D3]
OG0001235	EIE23223.1 hypothetical protein COCSUDRAFT_66228 [Coccomyxa subellipsoidea C-169], EIE18364.1 hypothetical protein COCSUDRAFT_54957 [Coccomyxa subellipsoidea C-169]	KAF6255974.1 hypothetical protein COO60DRAFT_1702544 [Scenedesmus sp. NREL 46B-D3]
OG0001236	EIE20004.1 dihydrolipoamide dehydrogenase of glycine decarboxylase from pisum Sativum [Coccomyxa subellipsoidea C-169]	KAF6254877.1 dihydrolipoyl dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0001237	EIE25253.1 hypothetical protein COCSUDRAFT_35707 [Coccomyxa subellipsoidea C-169]	KAF6254633.1 hypothetical protein COO60DRAFT_1703210 [Scenedesmus sp. NREL 46B-D3], KAF6258462.1 TsaA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258455.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258460.1 hypothetical protein COO60DRAFT_1518687 [Scenedesmus sp. NREL 46B-D3], KAF6258458.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]
OG0001238	EIE19320.1 hypothetical protein COCSUDRAFT_48909 [Coccomyxa subellipsoidea C-169]	KAF6258878.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]
OG0001239	EIE20175.1 hypothetical protein COCSUDRAFT_18769_ partial [Coccomyxa subellipsoidea C-169]	KAF6261216.1 hypothetical protein COO60DRAFT_1636960 [Scenedesmus sp. NREL 46B-D3], KAF6263726.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001239	EIE20174.1 hypothetical protein COCSUDRAFT_7612_ partial [Coccomyxa subellipsoidea C-169]	KAF6264106.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001240	EIE24738.1 putative cGMP-dependent protein kinase [Coccomyxa subellipsoidea C-169]	KAF6255962.1 hypothetical protein COO60DRAFT_1702585 [Scenedesmus sp. NREL 46B-D3]
OG0001241	EIE23917.1 hypothetical protein COCSUDRAFT_47057 [Coccomyxa subellipsoidea C-169]	KAF6252380.1 hypothetical protein COO60DRAFT_1644104 [Scenedesmus sp. NREL 46B-D3]
OG0001242	EIE27171.1 subtilisin-like protein [Coccomyxa subellipsoidea C-169]	KAF6259290.1 hypothetical protein COO60DRAFT_1294910 [Scenedesmus sp. NREL 46B-D3]
OG0001243	EIE20155.1 isocitrate dehydrogenase 1_ soluble [Coccomyxa subellipsoidea C-169]	KAF6256344.1 isocitrate dehydrogenase_ NADP-dependent_ mitochondrial [Scenedesmus sp. NREL 46B-D3]
OG0001244	EIE24214.1 Aldo/keto reductase [Coccomyxa subellipsoidea C-169], EIE24217.1 Aldo/keto reductase [Coccomyxa subellipsoidea C-169]	KAF6255387.1 Aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]
OG0001245	EIE18822.1 hypothetical protein COCSUDRAFT_59753 [Coccomyxa subellipsoidea C-169]	KAF6260526.1 hypothetical protein COO60DRAFT_1637480 [Scenedesmus sp. NREL 46B-D3]
OG0001246	EIE22615.1 glutamyl-tRNA synthetase_ putative [Coccomyxa subellipsoidea C-169]	KAF6254122.1 tRNA synthetases class I_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001247	EIE22493.1 hypothetical protein COCSUDRAFT_47913 [Coccomyxa subellipsoidea C-169]	KAF6250805.1 hypothetical protein COO60DRAFT_1679559 [Scenedesmus sp. NREL 46B-D3], KAF6251261.1 hypothetical protein COO60DRAFT_1562023 [Scenedesmus sp. NREL 46B-D3], KAF6256947.1 hypothetical protein COO60DRAFT_1640304 [Scenedesmus sp. NREL 46B-D3], KAF6256952.1 hypothetical protein COO60DRAFT_1702079 [Scenedesmus sp. NREL 46B-D3]
OG0001248	EIE20687.1 hypothetical protein COCSUDRAFT_67182 [Coccomyxa subellipsoidea C-169]	KAF6266557.1 hypothetical protein COO60DRAFT_1697133 [Scenedesmus sp. NREL 46B-D3]
OG0001249	EIE25730.1 oxygenase-like protein [Coccomyxa subellipsoidea C-169]	KAF6265110.1 hypothetical protein COO60DRAFT_1692284 [Scenedesmus sp. NREL 46B-D3]
OG0001251	EIE19089.1 heme peroxidase-related protein [Coccomyxa subellipsoidea C-169]	KAF6257600.1 heme peroxidase-related protein [Scenedesmus sp. NREL 46B-D3], KAF6255184.1 heme peroxidase-related protein [Scenedesmus sp. NREL 46B-D3]
OG0001252	EIE24724.1 hypothetical protein COCSUDRAFT_62142 [Coccomyxa subellipsoidea C-169]	KAF6250680.1 hypothetical protein COO60DRAFT_1568993_ partial [Scenedesmus sp. NREL 46B-D3], KAF6256476.1 hypothetical protein COO60DRAFT_1529374 [Scenedesmus sp. NREL 46B-D3]
OG0001253	EIE18321.1 NAP-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6262894.1 hypothetical protein COO60DRAFT_1493309 [Scenedesmus sp. NREL 46B-D3], KAF6262906.1 hypothetical protein COO60DRAFT_554149 [Scenedesmus sp. NREL 46B-D3]
OG0001254	EIE24252.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAF6259282.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001255	EIE19195.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	KAF6258841.1 hypothetical protein COO60DRAFT_1074463 [Scenedesmus sp. NREL 46B-D3], KAF6258845.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001256	EIE19093.1 ribosomal protein S7 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	KAF6258913.1 ribosomal protein S7e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001257	EIE20876.1 dihydroneopterin aldolase [Coccomyxa subellipsoidea C-169]	KAF6256405.1 hypothetical protein COO60DRAFT_1529536 [Scenedesmus sp. NREL 46B-D3]
OG0001258	EIE18748.1 OPT superfamily oligopeptide transporter [Coccomyxa subellipsoidea C-169], EIE24139.1 OPT superfamily oligopeptide transporter [Coccomyxa subellipsoidea C-169]	KAF6259236.1 hypothetical protein COO60DRAFT_1638582 [Scenedesmus sp. NREL 46B-D3], KAF6250849.1 OPT oligopeptide transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265154.1 putative metal-nicotianamine transporter YSL6-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266546.1 OPT oligopeptide transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001259	EIE27327.1 cation efflux protein [Coccomyxa subellipsoidea C-169]	KAF6263356.1 hypothetical protein COO60DRAFT_1490792 [Scenedesmus sp. NREL 46B-D3]
OG0001261	EIE20042.1 hypothetical protein COCSUDRAFT_57767 [Coccomyxa subellipsoidea C-169], EIE25674.1 hypothetical protein COCSUDRAFT_60688 [Coccomyxa subellipsoidea C-169]	KAF6264521.1 hypothetical protein COO60DRAFT_1457625 [Scenedesmus sp. NREL 46B-D3]
OG0001261	EIE18609.1 hypothetical protein COCSUDRAFT_60270 [Coccomyxa subellipsoidea C-169]	KAF6263608.1 WLM domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001262	EIE18993.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6266792.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001264	EIE27353.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6252199.1 hypothetical protein COO60DRAFT_1297975 [Scenedesmus sp. NREL 46B-D3], KAF6266195.1 hypothetical protein COO60DRAFT_1291712 [Scenedesmus sp. NREL 46B-D3]
OG0001266	EIE22670.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	KAF6260984.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001266	EIE27382.1 hypothetical protein COCSUDRAFT_55395 [Coccomyxa subellipsoidea C-169]	KAF6258657.1 hypothetical protein COO60DRAFT_1638989 [Scenedesmus sp. NREL 46B-D3]
OG0001267	EIE20457.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	KAF6265786.1 hypothetical protein COO60DRAFT_762315 [Scenedesmus sp. NREL 46B-D3], KAF6253487.1 hypothetical protein COO60DRAFT_416992 [Scenedesmus sp. NREL 46B-D3]
OG0001268	EIE23258.1 hypothetical protein COCSUDRAFT_53555 [Coccomyxa subellipsoidea C-169]	KAF6262099.1 translocon-associated protein [Scenedesmus sp. NREL 46B-D3]
OG0001268	EIE23324.1 hypothetical protein COCSUDRAFT_63675 [Coccomyxa subellipsoidea C-169]	KAF6258563.1 interferon-related developmental regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001269	EIE21076.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6254312.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001270	EIE19750.1 hypothetical protein COCSUDRAFT_54604 [Coccomyxa subellipsoidea C-169]	KAF6255128.1 hypothetical protein COO60DRAFT_1702962 [Scenedesmus sp. NREL 46B-D3]
OG0001272	EIE26927.1 hypothetical protein COCSUDRAFT_27318 [Coccomyxa subellipsoidea C-169]	KAF6251927.1 hypothetical protein COO60DRAFT_576641 [Scenedesmus sp. NREL 46B-D3]
OG0001274	EIE26776.1 S6PP-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6261522.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6237640.1 hypothetical protein COO60DRAFT_1653120 [Scenedesmus sp. NREL 46B-D3], KAF6261527.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001275	EIE22160.1 hypothetical protein COCSUDRAFT_55859 [Coccomyxa subellipsoidea C-169]	KAF6250991.1 ER-golgi trafficking TRAPP I complex 85 kDa subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6232855.1 hypothetical protein COO60DRAFT_1709627 [Scenedesmus sp. NREL 46B-D3]
OG0001276	EIE20036.1 hypothetical protein COCSUDRAFT_58259 [Coccomyxa subellipsoidea C-169]	KAF6251283.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001277	EIE24405.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6255779.1 hypothetical protein COO60DRAFT_1462029 [Scenedesmus sp. NREL 46B-D3]
OG0001278	EIE20808.1 Sodium/hydrogen exchanger_ partial [Coccomyxa subellipsoidea C-169], EIE24491.1 hypothetical protein COCSUDRAFT_46826 [Coccomyxa subellipsoidea C-169]	KAF6265376.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001279	EIE23612.1 hypothetical protein COCSUDRAFT_41800 [Coccomyxa subellipsoidea C-169]	KAF6265982.1 FAD dependent oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265150.1 pre-RNA processing PIH1/Nop17-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001280	EIE18479.1 L domain-like protein [Coccomyxa subellipsoidea C-169], EIE18615.1 hypothetical protein COCSUDRAFT_83604 [Coccomyxa subellipsoidea C-169], EIE27661.1 short-chain dehydrogenase/reductase superfamily protein [Coccomyxa subellipsoidea C-169]	KAF6266199.1 hypothetical protein COO60DRAFT_441775 [Scenedesmus sp. NREL 46B-D3]
OG0001281	EIE20517.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6253452.1 hypothetical protein COO60DRAFT_1622538 [Scenedesmus sp. NREL 46B-D3]
OG0001282	EIE18453.1 hypothetical protein COCSUDRAFT_68214 [Coccomyxa subellipsoidea C-169]	KAF6259692.1 hypothetical protein COO60DRAFT_1269914_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001282	EIE24569.1 tRNA-guanine transglycosylase [Coccomyxa subellipsoidea C-169]	KAF6252340.1 tRNA-guanine_15_ transglycosylase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6250818.1 tRNA-guanine_15_ transglycosylase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001287	EIE20720.1 hypothetical protein COCSUDRAFT_54208 [Coccomyxa subellipsoidea C-169]	KAF6255756.1 sugar efflux transporter for intercellular exchange-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255226.1 hypothetical protein COO60DRAFT_1272616 [Scenedesmus sp. NREL 46B-D3], KAF6244012.1 hypothetical protein COO60DRAFT_1631461 [Scenedesmus sp. NREL 46B-D3], KAF6257263.1 hypothetical protein COO60DRAFT_1640092 [Scenedesmus sp. NREL 46B-D3], KAF6258801.1 sugar efflux transporter for intercellular exchange-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001289	EIE26500.1 inositol 1_ 3_ 4-trisphosphate 56-kinase [Coccomyxa subellipsoidea C-169]	KAF6252338.1 hypothetical protein COO60DRAFT_540504 [Scenedesmus sp. NREL 46B-D3], KAF6250992.1 inositol 1_ 3_ 4-trisphosphate 5/6-kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001293	EIE18970.1 hypothetical protein COCSUDRAFT_45098 [Coccomyxa subellipsoidea C-169], EIE23260.1 hypothetical protein COCSUDRAFT_42167 [Coccomyxa subellipsoidea C-169], EIE24279.1 hypothetical protein COCSUDRAFT_41535 [Coccomyxa subellipsoidea C-169]	KAF6265087.1 hypothetical protein COO60DRAFT_1114641 [Scenedesmus sp. NREL 46B-D3]
OG0001295	EIE24996.1 hypothetical protein COCSUDRAFT_46553 [Coccomyxa subellipsoidea C-169]	KAF6260179.1 hypothetical protein COO60DRAFT_1700419 [Scenedesmus sp. NREL 46B-D3]
OG0001296	EIE23400.1 hypothetical protein COCSUDRAFT_65895 [Coccomyxa subellipsoidea C-169]	KAF6252724.1 methyltransferase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001297	EIE20606.1 hypothetical protein COCSUDRAFT_67445 [Coccomyxa subellipsoidea C-169]	KAF6252807.1 hypothetical protein COO60DRAFT_1274119 [Scenedesmus sp. NREL 46B-D3], KAF6252805.1 hypothetical protein COO60DRAFT_1643720 [Scenedesmus sp. NREL 46B-D3], KAF6251959.1 hypothetical protein COO60DRAFT_1644507 [Scenedesmus sp. NREL 46B-D3], KAF6252793.1 hypothetical protein COO60DRAFT_498682 [Scenedesmus sp. NREL 46B-D3]
OG0001305	EIE26670.1 hypothetical protein COCSUDRAFT_59190 [Coccomyxa subellipsoidea C-169]	KAF6265905.1 hypothetical protein COO60DRAFT_1697577 [Scenedesmus sp. NREL 46B-D3]
OG0001306	EIE18684.1 hypothetical protein COCSUDRAFT_68156 [Coccomyxa subellipsoidea C-169]	KAF6261912.1 hypothetical protein COO60DRAFT_714648 [Scenedesmus sp. NREL 46B-D3], KAF6261913.1 hypothetical protein COO60DRAFT_714719 [Scenedesmus sp. NREL 46B-D3]
OG0001307	EIE24949.1 magnesium chelatase subunit H [Coccomyxa subellipsoidea C-169]	KAF6251849.1 magnesium protoporphyrin chelatase [Scenedesmus sp. NREL 46B-D3]
OG0001308	EIE25357.1 prolyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	KAF6254924.1 hypothetical protein COO60DRAFT_1296819 [Scenedesmus sp. NREL 46B-D3], KAF6254937.1 NADH_ubiquinone oxidoreductase 49 kd subunit [Scenedesmus sp. NREL 46B-D3]
OG0001309	EIE18691.1 SF3A1 splicing factor 3a_ subunit 1 [Coccomyxa subellipsoidea C-169]	KAF6251060.1 putative splicing factor 3A subunit 1 [Scenedesmus sp. NREL 46B-D3]
OG0001310	EIE25782.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAF6254147.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3], KAF6248611.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001311	EIE27363.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	KAF6264582.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001312	EIE21688.1 insert subdomain of RNA polymerase alpha subunit [Coccomyxa subellipsoidea C-169]	KAF6264070.1 insert subdomain of RNA polymerase alpha subunit [Scenedesmus sp. NREL 46B-D3]
OG0001313	EIE18707.1 intramolecular transferase [Coccomyxa subellipsoidea C-169]	KAF6256137.1 phosphoacetylglucosamine mutase [Scenedesmus sp. NREL 46B-D3]
OG0001314	EIE27416.1 hypothetical protein COCSUDRAFT_55423 [Coccomyxa subellipsoidea C-169]	KAF6259157.1 hypothetical protein COO60DRAFT_1046462 [Scenedesmus sp. NREL 46B-D3], KAF6252721.1 hypothetical protein COO60DRAFT_1463572 [Scenedesmus sp. NREL 46B-D3], KAF6259158.1 hypothetical protein COO60DRAFT_1622080 [Scenedesmus sp. NREL 46B-D3]
OG0001315	EIE26195.1 hypothetical protein COCSUDRAFT_61182 [Coccomyxa subellipsoidea C-169], EIE18679.1 hypothetical protein COCSUDRAFT_59989 [Coccomyxa subellipsoidea C-169]	KAF6263194.1 hypothetical protein COO60DRAFT_512600 [Scenedesmus sp. NREL 46B-D3]
OG0001316	EIE26180.1 DnaJ-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6251111.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]
OG0001317	EIE26136.1 proliferation-associated protein 1 [Coccomyxa subellipsoidea C-169]	KAF6260545.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]
