Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_A99
OG0000925	EIE21091.1 hypothetical protein COCSUDRAFT_33788 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1200 [Chlorella sp. A99]
OG0000926	EIE19009.1 hypothetical protein COCSUDRAFT_83599 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g725 [Chlorella sp. A99]
OG0000928	EIE26399.1 acyl-CoA dependent delta5-desaturase [Coccomyxa subellipsoidea C-169], EIE26730.1 Translin [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3140 [Chlorella sp. A99]
OG0000929	EIE21682.1 G-strand telomere binding protein 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2127 [Chlorella sp. A99]
OG0000933	EIE23100.1 hypothetical protein COCSUDRAFT_42055 [Coccomyxa subellipsoidea C-169], EIE18767.1 hypothetical protein COCSUDRAFT_49195 [Coccomyxa subellipsoidea C-169], EIE24130.1 hypothetical protein COCSUDRAFT_47154 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g458 [Chlorella sp. A99]
OG0000934	EIE23704.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169], EIE23705.1 nucleotide-diphospho-sugar transferase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1410 [Chlorella sp. A99]
OG0000936	EIE27426.1 hypothetical protein COCSUDRAFT_52164 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1222 [Chlorella sp. A99]
OG0000939	EIE25345.1 gamma-glutamyltranspeptidase [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1021 [Chlorella sp. A99]
OG0000940	EIE20875.1 initiation factor 3_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1050 [Chlorella sp. A99]
OG0000941	EIE22954.1 DAGAT-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g737 [Chlorella sp. A99]
OG0000942	EIE26649.1 ankyrin [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g16 [Chlorella sp. A99]
OG0000943	EIE22040.1 ARM repeat-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE22055.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1139 [Chlorella sp. A99]
OG0000944	EIE19007.1 hypothetical protein COCSUDRAFT_83597 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3061 [Chlorella sp. A99]
OG0000948	EIE21058.1 omega-3 fatty acid desaturase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2160 [Chlorella sp. A99]
OG0000950	EIE18998.1 hypothetical protein COCSUDRAFT_20201 [Coccomyxa subellipsoidea C-169], EIE24648.1 hypothetical protein COCSUDRAFT_65460 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2921 [Chlorella sp. A99]
OG0000952	EIE23900.1 R-SNARE protein_ VAMP72-family [Coccomyxa subellipsoidea C-169], EIE19250.1 R-SNARE protein_ VAMP72-family [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2576 [Chlorella sp. A99]
OG0000953	EIE26723.1 PCI-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3154 [Chlorella sp. A99]
OG0000954	EIE22978.1 CIA30-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE18918.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2815 [Chlorella sp. A99]
OG0000955	EIE19682.1 coproporphyrinogen oxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2414 [Chlorella sp. A99], PCFQ01000003.1 g1076 [Chlorella sp. A99]
OG0000956	EIE26468.1 hypothetical protein COCSUDRAFT_12196_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g650 [Chlorella sp. A99]
OG0000958	EIE27121.1 yippee-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27240.1 yippee-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1593 [Chlorella sp. A99]
OG0000960	EIE23689.1 hypothetical protein COCSUDRAFT_63214 [Coccomyxa subellipsoidea C-169], EIE27354.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1706 [Chlorella sp. A99]
OG0000962	EIE25084.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1112 [Chlorella sp. A99]
OG0000965	EIE20761.1 RNA polymerase sigma factor_ cyanobacterial RpoD-like family [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g562 [Chlorella sp. A99]
OG0000968	EIE20775.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g497 [Chlorella sp. A99]
OG0000969	EIE26257.1 putative endosomal protein [Coccomyxa subellipsoidea C-169]	PCFQ01000014.1 g1878 [Chlorella sp. A99]
OG0000969	EIE26446.1 EMP/nonaspanin domain family protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3167 [Chlorella sp. A99]
OG0000972	EIE26041.1 NADH-ubiquinone oxidoreductase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g345 [Chlorella sp. A99], PCFQ01000006.1 g3121 [Chlorella sp. A99], PCFQ01000025.1 g2562 [Chlorella sp. A99]
OG0000973	EIE25899.1 calcium/proton exchanger [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g322 [Chlorella sp. A99]
OG0000974	EIE23469.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27725.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g320 [Chlorella sp. A99]
OG0000975	EIE20929.1 long-chain acyl-CoA synthetase 7 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g928 [Chlorella sp. A99]
OG0000977	EIE18093.1 protein disulfide isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g188 [Chlorella sp. A99]
OG0000978	EIE23193.1 hypothetical protein COCSUDRAFT_23819 [Coccomyxa subellipsoidea C-169], EIE27276.1 amidase signature enzyme [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g121 [Chlorella sp. A99]
OG0000981	EIE18967.1 hypothetical protein COCSUDRAFT_45095 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g131 [Chlorella sp. A99]
OG0000982	EIE23276.1 hypothetical protein COCSUDRAFT_36720 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2539 [Chlorella sp. A99]
OG0000984	EIE25498.1 hypothetical protein COCSUDRAFT_61711 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1093 [Chlorella sp. A99]
OG0000985	EIE25508.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1091 [Chlorella sp. A99]
OG0000987	EIE22574.1 ClpB chaperone_ Hsp100 family [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2152 [Chlorella sp. A99]
OG0000989	EIE18999.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169], EIE25574.1 ubiquinone biosynthesis protein COQ9 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2915 [Chlorella sp. A99]
OG0000992	EIE24360.1 CBS-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g402 [Chlorella sp. A99]
OG0000993	EIE18346.1 argininosuccinate synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g514 [Chlorella sp. A99]
OG0000994	EIE23646.1 glyoxalase I [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2937 [Chlorella sp. A99]
OG0000998	EIE26794.1 hypothetical protein COCSUDRAFT_35241 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3106 [Chlorella sp. A99]
OG0000999	EIE26748.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3151 [Chlorella sp. A99]
OG0001000	EIE26206.1 hypothetical protein COCSUDRAFT_46535 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g588 [Chlorella sp. A99]
OG0001001	EIE20818.1 peptidase M20 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1514 [Chlorella sp. A99]
OG0001007	EIE25431.1 casein kinase II alpha subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2770 [Chlorella sp. A99]
OG0001008	EIE20135.1 Triosephosphate isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1844 [Chlorella sp. A99]
OG0001008	EIE25640.1 Triosephosphate isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g375 [Chlorella sp. A99]
OG0001009	EIE21944.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3162 [Chlorella sp. A99], PCFQ01000058.1 g39 [Chlorella sp. A99]
OG0001010	EIE24160.1 UDP-glucose 6-dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22366.1 UDP-glucose dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2711 [Chlorella sp. A99]
OG0001012	EIE22420.1 hypothetical protein COCSUDRAFT_42729 [Coccomyxa subellipsoidea C-169], EIE25518.1 hypothetical protein COCSUDRAFT_13807_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1497 [Chlorella sp. A99], PCFQ01000081.1 g1653 [Chlorella sp. A99]
OG0001013	EIE18621.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g5 [Chlorella sp. A99]
OG0001016	EIE24034.1 chloroplast ribulose 1_5-bisphosphate carboxylase/oxygenase small subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2599 [Chlorella sp. A99], PCFQ01000004.1 g2598 [Chlorella sp. A99], PCFQ01000079.1 g1354 [Chlorella sp. A99], PCFQ01000018.1 g393 [Chlorella sp. A99]
OG0001017	EIE23177.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g556 [Chlorella sp. A99], PCFQ01000001.1 g985 [Chlorella sp. A99]
OG0001018	EIE26043.1 hypothetical protein COCSUDRAFT_52662 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g895 [Chlorella sp. A99]
OG0001019	EIE23688.1 plasma-membrane proton-e [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g968 [Chlorella sp. A99]
OG0001020	EIE18847.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1174 [Chlorella sp. A99]
OG0001022	EIE20145.1 carotenoid oxygenase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2371 [Chlorella sp. A99]
OG0001023	EIE23031.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2487 [Chlorella sp. A99]
OG0001026	EIE24233.1 cyclopropane fatty acid synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3283 [Chlorella sp. A99]
OG0001027	EIE21342.1 carotenoid cleavage dioxygenase 1B [Coccomyxa subellipsoidea C-169], EIE19763.1 carotenoid oxygenase [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3054 [Chlorella sp. A99]
OG0001028	EIE20532.1 methionine sulfoxide reductase B [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3177 [Chlorella sp. A99]
OG0001029	EIE26230.1 hypothetical protein COCSUDRAFT_12561_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3229 [Chlorella sp. A99]
OG0001030	EIE20200.1 hypothetical protein COCSUDRAFT_67529 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3298 [Chlorella sp. A99]
OG0001054	EIE25726.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3092 [Chlorella sp. A99]
OG0001055	EIE24171.1 hypothetical protein COCSUDRAFT_65781 [Coccomyxa subellipsoidea C-169], EIE23157.1 hypothetical protein COCSUDRAFT_66191 [Coccomyxa subellipsoidea C-169], EIE24220.1 hypothetical protein COCSUDRAFT_62728 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1408 [Chlorella sp. A99]
OG0001056	EIE27395.1 hypothetical protein COCSUDRAFT_26703 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2743 [Chlorella sp. A99]
OG0001058	EIE26580.1 hypothetical protein COCSUDRAFT_52390 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g155 [Chlorella sp. A99]
OG0001059	EIE26712.1 hypothetical protein COCSUDRAFT_59229 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2828 [Chlorella sp. A99]
OG0001060	EIE19232.1 nuclear RNA helicase-like protein Bat1 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1338 [Chlorella sp. A99]
OG0001061	EIE26074.1 ribosomal protein S3Ae [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g381 [Chlorella sp. A99]
OG0001062	EIE26200.1 DUF625-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1347 [Chlorella sp. A99]
OG0001064	EIE19231.1 eukaryotic-type signal peptide peptidase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1341 [Chlorella sp. A99]
OG0001065	EIE26479.1 hypothetical protein COCSUDRAFT_64509 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2437 [Chlorella sp. A99]
OG0001067	EIE26592.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1281 [Chlorella sp. A99]
OG0001068	EIE27735.1 hypothetical protein COCSUDRAFT_64358 [Coccomyxa subellipsoidea C-169], EIE22451.1 hypothetical protein COCSUDRAFT_42752 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2890 [Chlorella sp. A99]
OG0001069	EIE26582.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1934 [Chlorella sp. A99]
OG0001072	EIE20399.1 DUF663-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2441 [Chlorella sp. A99]
OG0001074	EIE27619.1 methionine adenosyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1240 [Chlorella sp. A99]
OG0001076	EIE20543.1 hypothetical protein COCSUDRAFT_43963 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g29 [Chlorella sp. A99]
OG0001077	EIE19659.1 kinesin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE22632.1 the Kifc3 motor domain in complex with Adp_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g796 [Chlorella sp. A99]
OG0001078	EIE20296.1 hypothetical protein COCSUDRAFT_58005 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g196 [Chlorella sp. A99]
OG0001079	EIE24982.1 fumble-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2340 [Chlorella sp. A99]
OG0001080	EIE20441.1 hypothetical protein COCSUDRAFT_43885 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2391 [Chlorella sp. A99]
OG0001081	EIE20242.1 hypothetical protein COCSUDRAFT_48662 [Coccomyxa subellipsoidea C-169], EIE23953.1 acid phosphatase/Vanadium-dependent haloperoxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1837 [Chlorella sp. A99]
OG0001082	EIE19366.1 hypothetical protein COCSUDRAFT_48924 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3320 [Chlorella sp. A99]
OG0001083	EIE21683.1 DUF773-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2200 [Chlorella sp. A99]
OG0001088	EIE27736.1 60S ribosomal protein L18a-2 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1233 [Chlorella sp. A99]
OG0001089	EIE24096.1 hypothetical protein COCSUDRAFT_62615 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3319 [Chlorella sp. A99]
OG0001090	EIE23039.1 mitochondrial import inner membrane translocase_ subunit Tim17/22 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2488 [Chlorella sp. A99]
OG0001092	EIE20354.1 target of rapamycin kinase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g1985 [Chlorella sp. A99]
OG0001093	EIE24267.1 hypothetical protein COCSUDRAFT_65824 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3367 [Chlorella sp. A99]
OG0001094	EIE20828.1 Galactokinase [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2620 [Chlorella sp. A99]
OG0001095	EIE27686.1 hypothetical protein COCSUDRAFT_64334 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1237 [Chlorella sp. A99]
OG0001096	EIE24578.1 putative MND1 domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3345 [Chlorella sp. A99]
OG0001097	EIE22747.1 DUF667-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g960 [Chlorella sp. A99]
OG0001098	EIE23200.1 3-oxoacyl-reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2457 [Chlorella sp. A99]
OG0001099	EIE18511.1 DNA-directed RNA polymerase II_ 36 kDa polypeptide [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1383 [Chlorella sp. A99]
OG0001100	EIE24090.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3321 [Chlorella sp. A99]
OG0001103	EIE21130.1 EMP/nonaspanin domain family protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2027 [Chlorella sp. A99]
OG0001104	EIE21103.1 putative arginine biosynthesis bifunctional protein argJ 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2031 [Chlorella sp. A99]
OG0001106	EIE24069.1 hypothetical protein COCSUDRAFT_65724 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2817 [Chlorella sp. A99]
OG0001109	EIE25003.1 hypothetical protein COCSUDRAFT_46554 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g143 [Chlorella sp. A99]
OG0001110	EIE18265.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2037 [Chlorella sp. A99]
OG0001112	EIE22866.1 flagellar outer dynein arm intermediate chain 2_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1618 [Chlorella sp. A99]
OG0001114	EIE19330.1 Mg-dependent DNase [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2581 [Chlorella sp. A99]
OG0001117	EIE22594.1 TPR-like protein [Coccomyxa subellipsoidea C-169], EIE24451.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1943 [Chlorella sp. A99]
OG0001118	EIE19822.1 hypothetical protein COCSUDRAFT_25518 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1567 [Chlorella sp. A99]
OG0001119	EIE27819.1 NGP1NT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1675 [Chlorella sp. A99]
OG0001120	EIE22071.1 RBP11-like subunits of RNA polymerase [Coccomyxa subellipsoidea C-169], EIE18255.1 RBP11-like subunits of RNA polymerase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2459 [Chlorella sp. A99]
OG0001121	EIE19264.1 hypothetical protein COCSUDRAFT_48883 [Coccomyxa subellipsoidea C-169]	PCFQ01000040.1 g2305 [Chlorella sp. A99]
OG0001122	EIE27329.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1552 [Chlorella sp. A99]
OG0001123	EIE24122.1 hypothetical protein COCSUDRAFT_65754 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3284 [Chlorella sp. A99]
OG0001125	EIE23533.1 isocitrate dehydrogenase_ NAD-dependent [Coccomyxa subellipsoidea C-169], EIE23532.1 isocitrate dehydrogenase_ NAD-dependent [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2980 [Chlorella sp. A99]
OG0001127	EIE23486.1 glyceraldehyde-3-phosphate dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g975 [Chlorella sp. A99]
OG0001128	EIE20198.1 Bax inhibitor-1 like-protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g962 [Chlorella sp. A99]
OG0001131	EIE19222.1 hypothetical protein COCSUDRAFT_68021 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2899 [Chlorella sp. A99]
OG0001133	EIE18932.1 translation elongation factor_ mitochondrial [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2837 [Chlorella sp. A99]
OG0001134	EIE20950.1 TIP120-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2643 [Chlorella sp. A99]
OG0001137	EIE26866.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2002 [Chlorella sp. A99]
OG0001139	EIE27716.1 GDP-D-mannose pyrophosphorylase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1271 [Chlorella sp. A99], PCFQ01000079.1 g1270 [Chlorella sp. A99]
OG0001141	EIE25359.1 U-box-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1017 [Chlorella sp. A99]
OG0001143	EIE24136.1 integrin alpha N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3363 [Chlorella sp. A99]
OG0001144	EIE25975.1 autophagocytosis protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g379 [Chlorella sp. A99]
OG0001145	EIE22483.1 hypothetical protein COCSUDRAFT_47906 [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1797 [Chlorella sp. A99]
OG0001148	EIE19601.1 ferredoxin-NADP+ reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g750 [Chlorella sp. A99]
OG0001150	EIE26645.1 cell division cycle 20 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1415 [Chlorella sp. A99]
OG0001151	EIE20181.1 PaO-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1468 [Chlorella sp. A99]
OG0001153	EIE21385.1 histidyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2209 [Chlorella sp. A99]
OG0001154	EIE25648.1 Aminomethyltransferase folate-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g234 [Chlorella sp. A99]
OG0001156	EIE26054.1 FAD-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1077 [Chlorella sp. A99]
OG0001160	EIE26098.1 hypothetical protein COCSUDRAFT_46490 [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1079 [Chlorella sp. A99]
OG0001163	EIE23800.1 histone deacetylase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g146 [Chlorella sp. A99]
OG0001165	EIE21552.1 GroES-like protein [Coccomyxa subellipsoidea C-169], EIE21553.1 GroES-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g114 [Chlorella sp. A99]
OG0001167	EIE20567.1 phosphate acetyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1748 [Chlorella sp. A99]
OG0001169	EIE22050.1 hypothetical protein COCSUDRAFT_56482 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g730 [Chlorella sp. A99]
OG0001173	EIE22682.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1723 [Chlorella sp. A99]
OG0001174	EIE20533.1 catalase [Coccomyxa subellipsoidea C-169], EIE20109.1 catalase-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE18384.1 catalase [Coccomyxa subellipsoidea C-169], EIE23450.1 catalase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g510 [Chlorella sp. A99]
OG0001175	EIE26386.1 fumarate hydratase [Coccomyxa subellipsoidea C-169]	PCFQ01000021.1 g2317 [Chlorella sp. A99], PCFQ01000006.1 g3098 [Chlorella sp. A99]
OG0001176	EIE23520.1 glycine cleavage system_ T protein [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2954 [Chlorella sp. A99]
OG0001177	EIE23629.1 hypothetical protein COCSUDRAFT_41812 [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1724 [Chlorella sp. A99]
OG0001180	EIE23766.1 hypothetical protein COCSUDRAFT_28997 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g944 [Chlorella sp. A99]
OG0001182	EIE21677.1 DUF926-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2129 [Chlorella sp. A99]
OG0001183	EIE25439.1 ResB-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2793 [Chlorella sp. A99]
OG0001184	EIE19306.1 hypothetical protein COCSUDRAFT_34265 [Coccomyxa subellipsoidea C-169]	PCFQ01000023.1 g2229 [Chlorella sp. A99]
OG0001189	EIE27434.1 Zn-dependent exopeptidase [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1613 [Chlorella sp. A99]
OG0001192	EIE25006.1 oxygen evolving enhancer 2 of photosystem II [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1924 [Chlorella sp. A99]
