Orthogroup	Chlorella_A99	Chlorella_Vulgaris2111P
OG0000565	PCFQ01000082.1 g559 [Chlorella sp. A99]	KAI3425980.1 hypothetical protein D9Q98_007948 [Chlorella vulgaris]
OG0000566	PCFQ01000010.1 g352 [Chlorella sp. A99]	KAI3430279.1 hypothetical protein D9Q98_004875 [Chlorella vulgaris], KAI3431453.1 hypothetical protein D9Q98_004505 [Chlorella vulgaris]
OG0000567	PCFQ01000010.1 g367 [Chlorella sp. A99]	KAI3438964.1 hypothetical protein D9Q98_001378 [Chlorella vulgaris]
OG0000567	PCFQ01000079.1 g1284 [Chlorella sp. A99]	KAI3423957.1 hypothetical protein D9Q98_009791 [Chlorella vulgaris]
OG0000568	PCFQ01000002.1 g710 [Chlorella sp. A99]	KAI3430333.1 hypothetical protein D9Q98_004928 [Chlorella vulgaris], KAI3430332.1 hypothetical protein D9Q98_004927 [Chlorella vulgaris]
OG0000569	PCFQ01000015.1 g3038 [Chlorella sp. A99]	KAI3434693.1 hypothetical protein D9Q98_002756 [Chlorella vulgaris]
OG0000572	PCFQ01000015.1 g2973 [Chlorella sp. A99]	KAI3434899.1 hypothetical protein D9Q98_002953 [Chlorella vulgaris], KAI3434894.1 hypothetical protein D9Q98_002948 [Chlorella vulgaris]
OG0000573	PCFQ01000079.1 g1402 [Chlorella sp. A99]	KAI3430859.1 hypothetical protein D9Q98_009268 [Chlorella vulgaris]
OG0000574	PCFQ01000037.1 g2403 [Chlorella sp. A99]	KAI3438549.1 hypothetical protein D9Q98_000977 [Chlorella vulgaris], KAI3438548.1 hypothetical protein D9Q98_000976 [Chlorella vulgaris]
OG0000576	PCFQ01000006.1 g3209 [Chlorella sp. A99]	KAI3424423.1 hypothetical protein D9Q98_009975 [Chlorella vulgaris]
OG0000577	PCFQ01000011.1 g2781 [Chlorella sp. A99]	KAI3428754.1 hypothetical protein D9Q98_007576 [Chlorella vulgaris], KAI3428755.1 hypothetical protein D9Q98_007577 [Chlorella vulgaris]
OG0000578	PCFQ01000046.1 g1849 [Chlorella sp. A99]	KAI3428657.1 hypothetical protein D9Q98_007480 [Chlorella vulgaris]
OG0000580	PCFQ01000077.1 g1742 [Chlorella sp. A99]	KAI3424819.1 hypothetical protein D9Q98_008205 [Chlorella vulgaris]
OG0000582	PCFQ01000005.1 g795 [Chlorella sp. A99]	KAI3434507.1 hypothetical protein D9Q98_002581 [Chlorella vulgaris]
OG0000583	PCFQ01000019.1 g1815 [Chlorella sp. A99]	KAI3438715.1 hypothetical protein D9Q98_001135 [Chlorella vulgaris]
OG0000584	PCFQ01000012.1 g1842 [Chlorella sp. A99]	KAI3425239.1 hypothetical protein D9Q98_009007 [Chlorella vulgaris]
OG0000585	PCFQ01000012.1 g1828 [Chlorella sp. A99]	KAI3425261.1 hypothetical protein D9Q98_009029 [Chlorella vulgaris], KAI3425268.1 hypothetical protein D9Q98_009035 [Chlorella vulgaris]
OG0000586	PCFQ01000078.1 g2106 [Chlorella sp. A99]	KAI3435961.1 hypothetical protein D9Q98_002019 [Chlorella vulgaris]
OG0000587	PCFQ01000037.1 g2480 [Chlorella sp. A99]	KAI3428459.1 hypothetical protein D9Q98_007285 [Chlorella vulgaris]
OG0000587	PCFQ01000037.1 g2466 [Chlorella sp. A99]	KAI3428460.1 hypothetical protein D9Q98_007286 [Chlorella vulgaris]
OG0000588	PCFQ01000002.1 g659 [Chlorella sp. A99]	KAI3428144.1 hypothetical protein D9Q98_006528 [Chlorella vulgaris]
OG0000588	PCFQ01000077.1 g1766 [Chlorella sp. A99]	KAI3428145.1 hypothetical protein D9Q98_006529 [Chlorella vulgaris]
OG0000591	PCFQ01000058.1 g136 [Chlorella sp. A99]	KAI3424863.1 hypothetical protein D9Q98_008247 [Chlorella vulgaris]
OG0000592	PCFQ01000058.1 g270 [Chlorella sp. A99]	KAI3425942.1 hypothetical protein D9Q98_007912 [Chlorella vulgaris], KAI3425941.1 hypothetical protein D9Q98_007912 [Chlorella vulgaris], KAI3425940.1 hypothetical protein D9Q98_007912 [Chlorella vulgaris], KAI3423963.1 hypothetical protein D9Q98_009797 [Chlorella vulgaris]
OG0000593	PCFQ01000007.1 g1219 [Chlorella sp. A99]	KAI3437684.1 hypothetical protein D9Q98_000133 [Chlorella vulgaris]
OG0000593	PCFQ01000023.1 g2228 [Chlorella sp. A99]	KAI3437644.1 hypothetical protein D9Q98_000095 [Chlorella vulgaris]
OG0000594	PCFQ01000081.1 g1563 [Chlorella sp. A99]	KAI3438027.1 hypothetical protein D9Q98_000470 [Chlorella vulgaris], KAI3438024.1 hypothetical protein D9Q98_000467 [Chlorella vulgaris]
OG0000595	PCFQ01000078.1 g2178 [Chlorella sp. A99]	KAI3436354.1 hypothetical protein D9Q98_002407 [Chlorella vulgaris]
OG0000596	PCFQ01000004.1 g2706 [Chlorella sp. A99]	KAI3438611.1 hypothetical protein D9Q98_001034 [Chlorella vulgaris], KAI3438612.1 hypothetical protein D9Q98_001034 [Chlorella vulgaris]
OG0000597	PCFQ01000015.1 g3066 [Chlorella sp. A99]	KAI3425341.1 hypothetical protein D9Q98_009105 [Chlorella vulgaris]
OG0000598	PCFQ01000015.1 g3077 [Chlorella sp. A99]	KAI3434643.1 hypothetical protein D9Q98_002708 [Chlorella vulgaris]
OG0000609	PCFQ01000015.1 g3074 [Chlorella sp. A99]	KAI3434633.1 hypothetical protein D9Q98_002700 [Chlorella vulgaris]
OG0000611	PCFQ01000015.1 g3046 [Chlorella sp. A99]	KAI3434679.1 hypothetical protein D9Q98_002743 [Chlorella vulgaris]
OG0000612	PCFQ01000015.1 g3081 [Chlorella sp. A99]	KAI3434628.1 hypothetical protein D9Q98_002695 [Chlorella vulgaris], KAI3434635.1 hypothetical protein D9Q98_002702 [Chlorella vulgaris]
OG0000613	PCFQ01000079.1 g1524 [Chlorella sp. A99]	KAI3425991.1 hypothetical protein D9Q98_007959 [Chlorella vulgaris]
OG0000615	PCFQ01000079.1 g1396 [Chlorella sp. A99]	KAI3430839.1 hypothetical protein D9Q98_009250 [Chlorella vulgaris]
OG0000615	PCFQ01000079.1 g1394 [Chlorella sp. A99]	KAI3431806.1 hypothetical protein D9Q98_010559 [Chlorella vulgaris]
OG0000617	PCFQ01000078.1 g2005 [Chlorella sp. A99]	KAI3435693.1 hypothetical protein D9Q98_001751 [Chlorella vulgaris]
OG0000618	PCFQ01000037.1 g2393 [Chlorella sp. A99]	KAI3438568.1 hypothetical protein D9Q98_000995 [Chlorella vulgaris], KAI3438569.1 hypothetical protein D9Q98_000996 [Chlorella vulgaris]
OG0000619	PCFQ01000006.1 g3250 [Chlorella sp. A99]	KAI3425995.1 hypothetical protein D9Q98_007963 [Chlorella vulgaris]
OG0000620	PCFQ01000007.1 g1236 [Chlorella sp. A99]	KAI3437935.1 hypothetical protein D9Q98_000379 [Chlorella vulgaris], KAI3437936.1 hypothetical protein D9Q98_000380 [Chlorella vulgaris]
OG0000621	PCFQ01000015.1 g3087 [Chlorella sp. A99]	KAI3428609.1 hypothetical protein D9Q98_007432 [Chlorella vulgaris]
OG0000623	PCFQ01000058.1 g200 [Chlorella sp. A99]	KAI3433493.1 hypothetical protein D9Q98_003305 [Chlorella vulgaris]
OG0000627	PCFQ01000058.1 g170 [Chlorella sp. A99]	KAI3433374.1 hypothetical protein D9Q98_003191 [Chlorella vulgaris]
OG0000628	PCFQ01000011.1 g2900 [Chlorella sp. A99]	KAI3428720.1 hypothetical protein D9Q98_007544 [Chlorella vulgaris]
OG0000629	PCFQ01000011.1 g2889 [Chlorella sp. A99]	KAI3432589.1 hypothetical protein D9Q98_004137 [Chlorella vulgaris]
OG0000630	PCFQ01000001.1 g963 [Chlorella sp. A99]	KAI3425043.1 hypothetical protein D9Q98_008421 [Chlorella vulgaris]
OG0000630	PCFQ01000028.1 g2727 [Chlorella sp. A99]	KAI3435779.1 hypothetical protein D9Q98_001837 [Chlorella vulgaris]
OG0000631	PCFQ01000010.1 g289 [Chlorella sp. A99]	KAI3431266.1 hypothetical protein D9Q98_004328 [Chlorella vulgaris]
OG0000632	PCFQ01000009.1 g1697 [Chlorella sp. A99]	KAI3432836.1 hypothetical protein D9Q98_010420 [Chlorella vulgaris]
OG0000633	PCFQ01000009.1 g1682 [Chlorella sp. A99]	KAI3438228.1 hypothetical protein D9Q98_000665 [Chlorella vulgaris]
OG0000634	PCFQ01000079.1 g1397 [Chlorella sp. A99]	KAI3433932.1 hypothetical protein D9Q98_003734 [Chlorella vulgaris]
OG0000634	PCFQ01000079.1 g1262 [Chlorella sp. A99]	KAI3432866.1 hypothetical protein D9Q98_010449 [Chlorella vulgaris]
OG0000635	PCFQ01000008.1 g1104 [Chlorella sp. A99]	KAI3428114.1 hypothetical protein D9Q98_006497 [Chlorella vulgaris]
OG0000636	PCFQ01000003.1 g1054 [Chlorella sp. A99]	KAI3431645.1 hypothetical protein D9Q98_004692 [Chlorella vulgaris]
OG0000637	PCFQ01000001.1 g952 [Chlorella sp. A99]	KAI3425086.1 hypothetical protein D9Q98_008464 [Chlorella vulgaris]
OG0000638	PCFQ01000011.1 g2775 [Chlorella sp. A99]	KAI3432606.1 hypothetical protein D9Q98_004153 [Chlorella vulgaris]
OG0000639	PCFQ01000082.1 g617 [Chlorella sp. A99]	KAI3424340.1 hypothetical protein D9Q98_009893 [Chlorella vulgaris]
OG0000640	PCFQ01000006.1 g3248 [Chlorella sp. A99]	KAI3434499.1 hypothetical protein D9Q98_002574 [Chlorella vulgaris]
OG0000642	PCFQ01000004.1 g2602 [Chlorella sp. A99]	KAI3429493.1 hypothetical protein D9Q98_005582 [Chlorella vulgaris]
OG0000642	PCFQ01000018.1 g447 [Chlorella sp. A99]	KAI3429701.1 hypothetical protein D9Q98_005786 [Chlorella vulgaris]
OG0000643	PCFQ01000037.1 g2411 [Chlorella sp. A99]	KAI3438389.1 hypothetical protein D9Q98_000821 [Chlorella vulgaris], KAI3438387.1 hypothetical protein D9Q98_000819 [Chlorella vulgaris]
OG0000644	PCFQ01000018.1 g421 [Chlorella sp. A99]	KAI3429630.1 hypothetical protein D9Q98_005716 [Chlorella vulgaris]
OG0000645	PCFQ01000011.1 g2794 [Chlorella sp. A99]	KAI3426131.1 hypothetical protein D9Q98_008510 [Chlorella vulgaris]
OG0000646	PCFQ01000012.1 g1829 [Chlorella sp. A99]	KAI3425286.1 hypothetical protein D9Q98_009053 [Chlorella vulgaris]
OG0000646	PCFQ01000001.1 g1002 [Chlorella sp. A99]	KAI3425283.1 hypothetical protein D9Q98_009050 [Chlorella vulgaris]
OG0000647	PCFQ01000001.1 g982 [Chlorella sp. A99]	KAI3425172.1 hypothetical protein D9Q98_008942 [Chlorella vulgaris], KAI3425171.1 hypothetical protein D9Q98_008942 [Chlorella vulgaris]
OG0000648	PCFQ01000021.1 g2313 [Chlorella sp. A99]	KAI3424237.1 hypothetical protein D9Q98_009593 [Chlorella vulgaris], KAI3436804.1 hypothetical protein D9Q98_006214 [Chlorella vulgaris]
OG0000649	PCFQ01000078.1 g2215 [Chlorella sp. A99]	KAI3436301.1 hypothetical protein D9Q98_002354 [Chlorella vulgaris]
OG0000650	PCFQ01000020.1 g893 [Chlorella sp. A99]	KAI3426365.1 hypothetical protein D9Q98_008737 [Chlorella vulgaris]
OG0000651	PCFQ01000011.1 g2885 [Chlorella sp. A99], PCFQ01000058.1 g87 [Chlorella sp. A99]	KAI3436648.1 hypothetical protein D9Q98_006064 [Chlorella vulgaris]
OG0000652	PCFQ01000003.1 g1078 [Chlorella sp. A99]	KAI3431691.1 hypothetical protein D9Q98_004737 [Chlorella vulgaris]
OG0000652	PCFQ01000024.1 g2554 [Chlorella sp. A99]	KAI3423558.1 hypothetical protein D9Q98_010740_ partial _chloroplast_ [Chlorella vulgaris], KAI3427154.1 hypothetical protein D9Q98_007091 [Chlorella vulgaris]
OG0000653	PCFQ01000037.1 g2490 [Chlorella sp. A99]	KAI3428422.1 hypothetical protein D9Q98_007249 [Chlorella vulgaris], KAI3428423.1 hypothetical protein D9Q98_007250 [Chlorella vulgaris]
OG0000654	PCFQ01000058.1 g112 [Chlorella sp. A99]	KAI3433576.1 hypothetical protein D9Q98_003387 [Chlorella vulgaris]
OG0000656	PCFQ01000082.1 g511 [Chlorella sp. A99]	KAI3425752.1 hypothetical protein D9Q98_007727 [Chlorella vulgaris]
OG0000657	PCFQ01000077.1 g1771 [Chlorella sp. A99]	KAI3427990.1 hypothetical protein D9Q98_006378 [Chlorella vulgaris], KAI3425796.1 hypothetical protein D9Q98_007771 [Chlorella vulgaris]
OG0000658	PCFQ01000078.1 g2135 [Chlorella sp. A99]	KAI3436005.1 hypothetical protein D9Q98_002062 [Chlorella vulgaris]
OG0000661	PCFQ01000079.1 g1400 [Chlorella sp. A99]	KAI3430852.1 hypothetical protein D9Q98_009262 [Chlorella vulgaris]
OG0000663	PCFQ01000006.1 g3184 [Chlorella sp. A99], PCFQ01000081.1 g1664 [Chlorella sp. A99]	KAI3435577.1 hypothetical protein D9Q98_001642 [Chlorella vulgaris], KAI3427264.1 hypothetical protein D9Q98_007197 [Chlorella vulgaris], KAI3427265.1 hypothetical protein D9Q98_007197 [Chlorella vulgaris]
OG0000664	PCFQ01000006.1 g3234 [Chlorella sp. A99]	KAI3436681.1 hypothetical protein D9Q98_006097 [Chlorella vulgaris], KAI3436682.1 hypothetical protein D9Q98_006098 [Chlorella vulgaris]
OG0000666	PCFQ01000011.1 g2819 [Chlorella sp. A99]	KAI3436671.1 hypothetical protein D9Q98_006087 [Chlorella vulgaris], KAI3436674.1 hypothetical protein D9Q98_006090 [Chlorella vulgaris], KAI3436672.1 hypothetical protein D9Q98_006088 [Chlorella vulgaris]
OG0000670	PCFQ01000004.1 g2640 [Chlorella sp. A99]	KAI3430871.1 hypothetical protein D9Q98_009280 [Chlorella vulgaris], KAI3424132.1 hypothetical protein D9Q98_009492 [Chlorella vulgaris]
OG0000671	PCFQ01000004.1 g2702 [Chlorella sp. A99]	KAI3438602.1 hypothetical protein D9Q98_001025 [Chlorella vulgaris]
OG0000672	PCFQ01000011.1 g2822 [Chlorella sp. A99]	KAI3436589.1 hypothetical protein D9Q98_006006 [Chlorella vulgaris]
OG0000672	PCFQ01000078.1 g2191 [Chlorella sp. A99]	KAI3436221.1 hypothetical protein D9Q98_002275 [Chlorella vulgaris]
OG0000673	PCFQ01000079.1 g1456 [Chlorella sp. A99]	KAI3430559.1 hypothetical protein D9Q98_005152 [Chlorella vulgaris]
OG0000674	PCFQ01000012.1 g1822 [Chlorella sp. A99]	KAI3425184.1 hypothetical protein D9Q98_008953 [Chlorella vulgaris]
OG0000677	PCFQ01000007.1 g1201 [Chlorella sp. A99]	KAI3437785.1 hypothetical protein D9Q98_000232 [Chlorella vulgaris]
OG0000677	PCFQ01000006.1 g3238 [Chlorella sp. A99]	KAI3429627.1 hypothetical protein D9Q98_005713 [Chlorella vulgaris]
OG0000678	PCFQ01000010.1 g323 [Chlorella sp. A99]	KAI3431398.1 hypothetical protein D9Q98_004451 [Chlorella vulgaris], KAI3431397.1 hypothetical protein D9Q98_004450 [Chlorella vulgaris]
OG0000679	PCFQ01000010.1 g303 [Chlorella sp. A99]	KAI3431464.1 hypothetical protein D9Q98_004516 [Chlorella vulgaris], KAI3431463.1 hypothetical protein D9Q98_004515 [Chlorella vulgaris]
OG0000680	PCFQ01000058.1 g98 [Chlorella sp. A99]	KAI3433622.1 hypothetical protein D9Q98_003431 [Chlorella vulgaris]
OG0000681	PCFQ01000058.1 g128 [Chlorella sp. A99]	KAI3433538.1 hypothetical protein D9Q98_003348 [Chlorella vulgaris]
OG0000682	PCFQ01000082.1 g542 [Chlorella sp. A99]	KAI3425774.1 hypothetical protein D9Q98_007749 [Chlorella vulgaris]
OG0000683	PCFQ01000058.1 g255 [Chlorella sp. A99], PCFQ01000079.1 g1257 [Chlorella sp. A99]	KAI3427093.1 hypothetical protein D9Q98_007032 [Chlorella vulgaris]
OG0000684	PCFQ01000002.1 g686 [Chlorella sp. A99]	KAI3428334.1 hypothetical protein D9Q98_006714 [Chlorella vulgaris]
OG0000684	PCFQ01000082.1 g625 [Chlorella sp. A99]	KAI3431411.1 hypothetical protein D9Q98_004464 [Chlorella vulgaris]
OG0000685	PCFQ01000002.1 g717 [Chlorella sp. A99]	KAI3430307.1 hypothetical protein D9Q98_004903 [Chlorella vulgaris]
OG0000685	PCFQ01000002.1 g716 [Chlorella sp. A99]	KAI3430306.1 hypothetical protein D9Q98_004902 [Chlorella vulgaris]
OG0000686	PCFQ01000008.1 g1094 [Chlorella sp. A99]	KAI3423016.1 hypothetical protein D9Q98_010859_ partial _mitochondrion_ [Chlorella vulgaris], KAI3423597.1 hypothetical protein D9Q98_010781 _chloroplast_ [Chlorella vulgaris]
OG0000687	PCFQ01000006.1 g3102 [Chlorella sp. A99]	KAI3436811.1 hypothetical protein D9Q98_006221 [Chlorella vulgaris], KAI3436794.1 hypothetical protein D9Q98_006205 [Chlorella vulgaris]
OG0000688	PCFQ01000008.1 g1160 [Chlorella sp. A99]	KAI3428208.1 hypothetical protein D9Q98_006588 [Chlorella vulgaris]
OG0000690	PCFQ01000006.1 g3135 [Chlorella sp. A99]	KAI3436875.1 hypothetical protein D9Q98_006284 [Chlorella vulgaris]
OG0000692	PCFQ01000078.1 g2074 [Chlorella sp. A99]	KAI3435905.1 hypothetical protein D9Q98_001963 [Chlorella vulgaris]
OG0000692	PCFQ01000078.1 g2078 [Chlorella sp. A99]	KAI3435904.1 hypothetical protein D9Q98_001962 [Chlorella vulgaris]
OG0000694	PCFQ01000006.1 g3141 [Chlorella sp. A99]	KAI3436883.1 hypothetical protein D9Q98_006291 [Chlorella vulgaris], KAI3436885.1 hypothetical protein D9Q98_006293 [Chlorella vulgaris]
OG0000695	PCFQ01000078.1 g2219 [Chlorella sp. A99], PCFQ01000078.1 g2181 [Chlorella sp. A99], PCFQ01000007.1 g1227 [Chlorella sp. A99]	KAI3428353.1 hypothetical protein D9Q98_006733 [Chlorella vulgaris]
OG0000696	PCFQ01000011.1 g2802 [Chlorella sp. A99]	KAI3428329.1 hypothetical protein D9Q98_006709 [Chlorella vulgaris]
OG0000696	PCFQ01000008.1 g1083 [Chlorella sp. A99]	KAI3428330.1 hypothetical protein D9Q98_006710 [Chlorella vulgaris]
OG0000697	PCFQ01000037.1 g2398 [Chlorella sp. A99]	KAI3438535.1 hypothetical protein D9Q98_000963 [Chlorella vulgaris], KAI3438534.1 hypothetical protein D9Q98_000962 [Chlorella vulgaris]
OG0000700	PCFQ01000006.1 g3221 [Chlorella sp. A99]	KAI3430816.1 hypothetical protein D9Q98_009227 [Chlorella vulgaris], KAI3435787.1 hypothetical protein D9Q98_001845 [Chlorella vulgaris]
OG0000701	PCFQ01000002.1 g648 [Chlorella sp. A99]	KAI3430417.1 hypothetical protein D9Q98_005012 [Chlorella vulgaris]
OG0000702	PCFQ01000004.1 g2583 [Chlorella sp. A99]	KAI3439118.1 hypothetical protein D9Q98_001527 [Chlorella vulgaris], KAI3439119.1 hypothetical protein D9Q98_001527 [Chlorella vulgaris]
OG0000703	PCFQ01000013.1 g3358 [Chlorella sp. A99]	KAI3429387.1 hypothetical protein D9Q98_005482 [Chlorella vulgaris], KAI3429386.1 hypothetical protein D9Q98_005481 [Chlorella vulgaris]
OG0000706	PCFQ01000058.1 g75 [Chlorella sp. A99]	KAI3433695.1 hypothetical protein D9Q98_003504 [Chlorella vulgaris], KAI3433694.1 hypothetical protein D9Q98_003503 [Chlorella vulgaris]
OG0000707	PCFQ01000058.1 g74 [Chlorella sp. A99]	KAI3433735.1 hypothetical protein D9Q98_003542 [Chlorella vulgaris]
OG0000709	PCFQ01000009.1 g1708 [Chlorella sp. A99]	KAI3424879.1 hypothetical protein D9Q98_008263 [Chlorella vulgaris]
OG0000710	PCFQ01000023.1 g2237 [Chlorella sp. A99]	KAI3439131.1 hypothetical protein D9Q98_001539 [Chlorella vulgaris], KAI3439133.1 hypothetical protein D9Q98_001541 [Chlorella vulgaris]
OG0000711	PCFQ01000037.1 g2506 [Chlorella sp. A99], PCFQ01000010.1 g315 [Chlorella sp. A99]	KAI3428524.1 hypothetical protein D9Q98_007347 [Chlorella vulgaris], KAI3436193.1 hypothetical protein D9Q98_002248 [Chlorella vulgaris]
OG0000712	PCFQ01000002.1 g740 [Chlorella sp. A99]	KAI3423433.1 hypothetical protein D9Q98_010649 [Chlorella vulgaris]
OG0000713	PCFQ01000005.1 g762 [Chlorella sp. A99]	KAI3426915.1 hypothetical protein D9Q98_006859 [Chlorella vulgaris], KAI3426917.1 hypothetical protein D9Q98_006861 [Chlorella vulgaris], KAI3426926.1 hypothetical protein D9Q98_006870 [Chlorella vulgaris]
OG0000714	PCFQ01000020.1 g904 [Chlorella sp. A99]	KAI3426411.1 hypothetical protein D9Q98_008780 [Chlorella vulgaris]
OG0000715	PCFQ01000009.1 g1729 [Chlorella sp. A99]	KAI3429852.1 hypothetical protein D9Q98_010164 [Chlorella vulgaris]
OG0000716	PCFQ01000006.1 g3215 [Chlorella sp. A99]	KAI3438585.1 hypothetical protein D9Q98_001009 [Chlorella vulgaris], KAI3438682.1 hypothetical protein D9Q98_001102 [Chlorella vulgaris]
OG0000730	PCFQ01000037.1 g2421 [Chlorella sp. A99]	KAI3438509.1 hypothetical protein D9Q98_000937 [Chlorella vulgaris]
OG0000731	PCFQ01000081.1 g1657 [Chlorella sp. A99]	KAI3437674.1 hypothetical protein D9Q98_000124 [Chlorella vulgaris]
OG0000733	PCFQ01000037.1 g2372 [Chlorella sp. A99]	KAI3438493.1 hypothetical protein D9Q98_000921 [Chlorella vulgaris]
OG0000734	PCFQ01000003.1 g1082 [Chlorella sp. A99], PCFQ01000003.1 g1081 [Chlorella sp. A99]	KAI3431603.1 hypothetical protein D9Q98_004653 [Chlorella vulgaris]
OG0000736	PCFQ01000013.1 g3344 [Chlorella sp. A99]	KAI3429238.1 hypothetical protein D9Q98_005337 [Chlorella vulgaris]
OG0000738	PCFQ01000079.1 g1406 [Chlorella sp. A99]	KAI3430869.1 hypothetical protein D9Q98_009278 [Chlorella vulgaris]
OG0000740	PCFQ01000013.1 g3265 [Chlorella sp. A99]	KAI3429281.1 hypothetical protein D9Q98_005377 [Chlorella vulgaris]
OG0000741	PCFQ01000078.1 g2019 [Chlorella sp. A99]	KAI3435704.1 hypothetical protein D9Q98_001762 [Chlorella vulgaris]
OG0000745	PCFQ01000078.1 g2062 [Chlorella sp. A99]	KAI3438118.1 hypothetical protein D9Q98_000559 [Chlorella vulgaris]
OG0000747	PCFQ01000013.1 g3352 [Chlorella sp. A99]	KAI3429409.1 hypothetical protein D9Q98_005504 [Chlorella vulgaris]
OG0000749	PCFQ01000046.1 g1851 [Chlorella sp. A99], PCFQ01000011.1 g2816 [Chlorella sp. A99]	KAI3436663.1 hypothetical protein D9Q98_006079 [Chlorella vulgaris]
OG0000750	PCFQ01000081.1 g1579 [Chlorella sp. A99]	KAI3437983.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris], KAI3437984.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris]
OG0000751	PCFQ01000004.1 g2595 [Chlorella sp. A99]	KAI3438980.1 hypothetical protein D9Q98_001394 [Chlorella vulgaris]
OG0000753	PCFQ01000023.1 g2230 [Chlorella sp. A99]	KAI3439015.1 hypothetical protein D9Q98_001427 [Chlorella vulgaris]
OG0000755	PCFQ01000011.1 g2783 [Chlorella sp. A99]	KAI3428279.1 hypothetical protein D9Q98_006658 [Chlorella vulgaris], KAI3428280.1 hypothetical protein D9Q98_006659 [Chlorella vulgaris], KAI3428281.1 hypothetical protein D9Q98_006660 [Chlorella vulgaris]
OG0000756	PCFQ01000081.1 g1636 [Chlorella sp. A99]	KAI3437869.1 hypothetical protein D9Q98_000315 [Chlorella vulgaris]
OG0000757	PCFQ01000008.1 g1097 [Chlorella sp. A99]	KAI3428833.1 hypothetical protein D9Q98_007650 [Chlorella vulgaris]
OG0000760	PCFQ01000078.1 g2073 [Chlorella sp. A99]	KAI3429778.1 hypothetical protein D9Q98_010091 [Chlorella vulgaris]
OG0000760	PCFQ01000037.1 g2430 [Chlorella sp. A99]	KAI3438340.1 hypothetical protein D9Q98_000773 [Chlorella vulgaris]
OG0000761	PCFQ01000058.1 g58 [Chlorella sp. A99]	KAI3433855.1 hypothetical protein D9Q98_003658 [Chlorella vulgaris]
OG0000763	PCFQ01000019.1 g1786 [Chlorella sp. A99]	KAI3434380.1 hypothetical protein D9Q98_002458 [Chlorella vulgaris]
OG0000765	PCFQ01000082.1 g633 [Chlorella sp. A99]	KAI3424289.1 hypothetical protein D9Q98_009844 [Chlorella vulgaris]
OG0000767	PCFQ01000078.1 g1996 [Chlorella sp. A99]	KAI3435622.1 hypothetical protein D9Q98_001682 [Chlorella vulgaris]
OG0000768	PCFQ01000011.1 g2771 [Chlorella sp. A99]	KAI3432647.1 hypothetical protein D9Q98_004193 [Chlorella vulgaris]
OG0000769	PCFQ01000014.1 g1900 [Chlorella sp. A99]	KAI3436409.1 hypothetical protein D9Q98_005826 [Chlorella vulgaris], KAI3432416.1 hypothetical protein D9Q98_003970 [Chlorella vulgaris]
OG0000770	PCFQ01000009.1 g1725 [Chlorella sp. A99]	KAI3431861.1 hypothetical protein D9Q98_010612 [Chlorella vulgaris], KAI3432413.1 hypothetical protein D9Q98_003967 [Chlorella vulgaris]
OG0000771	PCFQ01000005.1 g748 [Chlorella sp. A99]	KAI3426879.1 hypothetical protein D9Q98_006825 [Chlorella vulgaris]
