Orthogroup	Chlorella_A99	Auxenochlorella_protothecoides
OG0001093	PCFQ01000013.1 g3367 [Chlorella sp. A99]	RMZ52919.1 hypothetical protein APUTEX25_001038_ partial [Auxenochlorella protothecoides], RMZ54056.1 hypothetical protein APUTEX25_002633_ partial [Auxenochlorella protothecoides]
OG0001094	PCFQ01000004.1 g2620 [Chlorella sp. A99]	RMZ52925.1 hypothetical protein APUTEX25_001044 [Auxenochlorella protothecoides]
OG0001095	PCFQ01000007.1 g1237 [Chlorella sp. A99]	RMZ52936.1 hypothetical protein APUTEX25_001055 [Auxenochlorella protothecoides]
OG0001096	PCFQ01000013.1 g3345 [Chlorella sp. A99]	RMZ52948.1 hypothetical protein APUTEX25_001067 [Auxenochlorella protothecoides]
OG0001097	PCFQ01000001.1 g960 [Chlorella sp. A99]	RMZ52955.1 hypothetical protein APUTEX25_001074 [Auxenochlorella protothecoides]
OG0001098	PCFQ01000037.1 g2457 [Chlorella sp. A99]	RMZ52961.1 hypothetical protein APUTEX25_001080_ partial [Auxenochlorella protothecoides]
OG0001099	PCFQ01000079.1 g1383 [Chlorella sp. A99]	RMZ52989.1 hypothetical protein APUTEX25_001108_ partial [Auxenochlorella protothecoides]
OG0001100	PCFQ01000013.1 g3321 [Chlorella sp. A99]	RMZ52998.1 hypothetical protein APUTEX25_001117_ partial [Auxenochlorella protothecoides]
OG0001103	PCFQ01000078.1 g2027 [Chlorella sp. A99]	RMZ53125.1 hypothetical protein APUTEX25_005114 [Auxenochlorella protothecoides]
OG0001104	PCFQ01000078.1 g2031 [Chlorella sp. A99]	RMZ53128.1 hypothetical protein APUTEX25_005117_ partial [Auxenochlorella protothecoides]
OG0001106	PCFQ01000011.1 g2817 [Chlorella sp. A99]	RMZ53150.1 hypothetical protein APUTEX25_005139 [Auxenochlorella protothecoides]
OG0001109	PCFQ01000058.1 g143 [Chlorella sp. A99]	RMZ53183.1 hypothetical protein APUTEX25_005172 [Auxenochlorella protothecoides]
OG0001110	PCFQ01000078.1 g2037 [Chlorella sp. A99]	RMZ53192.1 hypothetical protein APUTEX25_005181 [Auxenochlorella protothecoides]
OG0001112	PCFQ01000081.1 g1618 [Chlorella sp. A99]	RMZ53218.1 hypothetical protein APUTEX25_005207_ partial [Auxenochlorella protothecoides]
OG0001114	PCFQ01000004.1 g2581 [Chlorella sp. A99]	RMZ53308.1 hypothetical protein APUTEX25_004796 [Auxenochlorella protothecoides]
OG0001117	PCFQ01000075.1 g1943 [Chlorella sp. A99]	RMZ53363.1 hypothetical protein APUTEX25_004851 [Auxenochlorella protothecoides], RMZ55765.1 hypothetical protein APUTEX25_005806_ partial [Auxenochlorella protothecoides]
OG0001118	PCFQ01000081.1 g1567 [Chlorella sp. A99]	RMZ53375.1 hypothetical protein APUTEX25_004863_ partial [Auxenochlorella protothecoides]
OG0001119	PCFQ01000009.1 g1675 [Chlorella sp. A99]	RMZ53379.1 hypothetical protein APUTEX25_004867 [Auxenochlorella protothecoides]
OG0001120	PCFQ01000037.1 g2459 [Chlorella sp. A99]	RMZ53389.1 hypothetical protein APUTEX25_004877 [Auxenochlorella protothecoides]
OG0001121	PCFQ01000040.1 g2305 [Chlorella sp. A99]	RMZ53415.1 hypothetical protein APUTEX25_004903_ partial [Auxenochlorella protothecoides]
OG0001122	PCFQ01000081.1 g1552 [Chlorella sp. A99]	RMZ57149.1 hypothetical protein APUTEX25_003606_ partial [Auxenochlorella protothecoides]
OG0001123	PCFQ01000013.1 g3284 [Chlorella sp. A99]	RMZ53506.1 hypothetical protein APUTEX25_003328 [Auxenochlorella protothecoides]
OG0001125	PCFQ01000015.1 g2980 [Chlorella sp. A99]	RMZ53544.1 hypothetical protein APUTEX25_003366 [Auxenochlorella protothecoides]
OG0001127	PCFQ01000001.1 g975 [Chlorella sp. A99]	RMZ53556.1 hypothetical protein APUTEX25_003378 [Auxenochlorella protothecoides]
OG0001128	PCFQ01000001.1 g962 [Chlorella sp. A99]	RMZ54249.1 hypothetical protein APUTEX25_000600 [Auxenochlorella protothecoides]
OG0001129	PCFQ01000003.1 g1031 [Chlorella sp. A99]	RMZ53562.1 hypothetical protein APUTEX25_003384_ partial [Auxenochlorella protothecoides]
OG0001131	PCFQ01000011.1 g2899 [Chlorella sp. A99]	RMZ53639.1 hypothetical protein APUTEX25_003173_ partial [Auxenochlorella protothecoides]
OG0001133	PCFQ01000011.1 g2837 [Chlorella sp. A99]	RMZ53758.1 hypothetical protein APUTEX25_003897 [Auxenochlorella protothecoides]
OG0001134	PCFQ01000004.1 g2643 [Chlorella sp. A99]	RMZ53762.1 hypothetical protein APUTEX25_003901 [Auxenochlorella protothecoides]
OG0001136	PCFQ01000018.1 g484 [Chlorella sp. A99]	RMZ53790.1 hypothetical protein APUTEX25_003929_ partial [Auxenochlorella protothecoides]
OG0001137	PCFQ01000078.1 g2002 [Chlorella sp. A99]	RMZ53865.1 hypothetical protein APUTEX25_005611 [Auxenochlorella protothecoides]
OG0001139	PCFQ01000079.1 g1271 [Chlorella sp. A99], PCFQ01000079.1 g1270 [Chlorella sp. A99]	RMZ53965.1 hypothetical protein APUTEX25_002542 [Auxenochlorella protothecoides]
OG0001141	PCFQ01000003.1 g1017 [Chlorella sp. A99]	RMZ53969.1 hypothetical protein APUTEX25_002546_ partial [Auxenochlorella protothecoides]
OG0001143	PCFQ01000013.1 g3363 [Chlorella sp. A99]	RMZ53994.1 hypothetical protein APUTEX25_002571_ partial [Auxenochlorella protothecoides]
OG0001144	PCFQ01000010.1 g379 [Chlorella sp. A99]	RMZ54013.1 hypothetical protein APUTEX25_002590 [Auxenochlorella protothecoides]
OG0001145	PCFQ01000019.1 g1797 [Chlorella sp. A99]	RMZ54044.1 hypothetical protein APUTEX25_002621 [Auxenochlorella protothecoides]
OG0001148	PCFQ01000005.1 g750 [Chlorella sp. A99]	RMZ54181.1 hypothetical protein APUTEX25_005337_ partial [Auxenochlorella protothecoides]
OG0001149	PCFQ01000001.1 g996 [Chlorella sp. A99]	RMZ54206.1 hypothetical protein APUTEX25_005362_ partial [Auxenochlorella protothecoides]
OG0001150	PCFQ01000079.1 g1415 [Chlorella sp. A99]	RMZ54253.1 hypothetical protein APUTEX25_000604 [Auxenochlorella protothecoides]
OG0001151	PCFQ01000079.1 g1468 [Chlorella sp. A99]	RMZ54255.1 hypothetical protein APUTEX25_000606 [Auxenochlorella protothecoides]
OG0001153	PCFQ01000078.1 g2209 [Chlorella sp. A99]	RMZ54312.1 hypothetical protein APUTEX25_001470 [Auxenochlorella protothecoides]
OG0001154	PCFQ01000058.1 g234 [Chlorella sp. A99]	RMZ54352.1 hypothetical protein APUTEX25_001928 [Auxenochlorella protothecoides]
OG0001156	PCFQ01000003.1 g1077 [Chlorella sp. A99]	RMZ54381.1 hypothetical protein APUTEX25_001957_ partial [Auxenochlorella protothecoides]
OG0001157	PCFQ01000037.1 g2495 [Chlorella sp. A99], PCFQ01000037.1 g2496 [Chlorella sp. A99]	RMZ54435.1 hypothetical protein APUTEX25_002011_ partial [Auxenochlorella protothecoides]
OG0001160	PCFQ01000003.1 g1079 [Chlorella sp. A99]	RMZ55485.1 hypothetical protein APUTEX25_000068 [Auxenochlorella protothecoides]
OG0001163	PCFQ01000058.1 g146 [Chlorella sp. A99]	RMZ54518.1 hypothetical protein APUTEX25_002094 [Auxenochlorella protothecoides]
OG0001164	PCFQ01000058.1 g118 [Chlorella sp. A99]	RMZ54552.1 hypothetical protein APUTEX25_002127 [Auxenochlorella protothecoides]
OG0001164	PCFQ01000058.1 g117 [Chlorella sp. A99]	RMZ54566.1 hypothetical protein APUTEX25_002141 [Auxenochlorella protothecoides]
OG0001165	PCFQ01000058.1 g114 [Chlorella sp. A99]	RMZ54564.1 hypothetical protein APUTEX25_002139 [Auxenochlorella protothecoides]
OG0001167	PCFQ01000077.1 g1748 [Chlorella sp. A99]	RMZ54573.1 hypothetical protein APUTEX25_002148_ partial [Auxenochlorella protothecoides]
OG0001169	PCFQ01000002.1 g730 [Chlorella sp. A99]	RMZ54685.1 hypothetical protein APUTEX25_003063 [Auxenochlorella protothecoides]
OG0001172	PCFQ01000058.1 g65 [Chlorella sp. A99]	RMZ54721.1 hypothetical protein APUTEX25_003099_ partial [Auxenochlorella protothecoides]
OG0001173	PCFQ01000009.1 g1723 [Chlorella sp. A99]	RMZ54809.1 hypothetical protein APUTEX25_000326 [Auxenochlorella protothecoides]
OG0001174	PCFQ01000082.1 g510 [Chlorella sp. A99]	RMZ54876.1 hypothetical protein APUTEX25_000393_ partial [Auxenochlorella protothecoides]
OG0001175	PCFQ01000021.1 g2317 [Chlorella sp. A99], PCFQ01000006.1 g3098 [Chlorella sp. A99]	RMZ54889.1 hypothetical protein APUTEX25_000406 [Auxenochlorella protothecoides]
OG0001176	PCFQ01000015.1 g2954 [Chlorella sp. A99]	RMZ54898.1 hypothetical protein APUTEX25_000415 [Auxenochlorella protothecoides]
OG0001177	PCFQ01000009.1 g1724 [Chlorella sp. A99]	RMZ54949.1 hypothetical protein APUTEX25_000466 [Auxenochlorella protothecoides]
OG0001180	PCFQ01000020.1 g944 [Chlorella sp. A99]	RMZ55021.1 hypothetical protein APUTEX25_005647_ partial [Auxenochlorella protothecoides]
OG0001182	PCFQ01000078.1 g2129 [Chlorella sp. A99]	RMZ55047.1 hypothetical protein APUTEX25_005673 [Auxenochlorella protothecoides]
OG0001183	PCFQ01000011.1 g2793 [Chlorella sp. A99]	RMZ55060.1 hypothetical protein APUTEX25_005686_ partial [Auxenochlorella protothecoides]
OG0001184	PCFQ01000023.1 g2229 [Chlorella sp. A99]	RMZ55090.1 hypothetical protein APUTEX25_005716_ partial [Auxenochlorella protothecoides]
OG0001189	PCFQ01000081.1 g1613 [Chlorella sp. A99]	RMZ55212.1 hypothetical protein APUTEX25_005490 [Auxenochlorella protothecoides]
OG0001192	PCFQ01000075.1 g1924 [Chlorella sp. A99]	RMZ55251.1 hypothetical protein APUTEX25_005529_ partial [Auxenochlorella protothecoides]
OG0001193	PCFQ01000013.1 g3354 [Chlorella sp. A99]	RMZ55263.1 hypothetical protein APUTEX25_005541 [Auxenochlorella protothecoides]
OG0001194	PCFQ01000081.1 g1542 [Chlorella sp. A99]	RMZ55324.1 hypothetical protein APUTEX25_003462 [Auxenochlorella protothecoides]
OG0001195	PCFQ01000081.1 g1547 [Chlorella sp. A99]	RMZ57147.1 hypothetical protein APUTEX25_003604_ partial [Auxenochlorella protothecoides], RMZ55347.1 hypothetical protein APUTEX25_003485_ partial [Auxenochlorella protothecoides]
OG0001196	PCFQ01000017.1 g2277 [Chlorella sp. A99], PCFQ01000037.1 g2363 [Chlorella sp. A99]	RMZ55352.1 hypothetical protein APUTEX25_002210_ partial [Auxenochlorella protothecoides]
OG0001197	PCFQ01000022.1 g2329 [Chlorella sp. A99]	RMZ56891.1 hypothetical protein APUTEX25_002980_ partial [Auxenochlorella protothecoides]
OG0001200	PCFQ01000078.1 g2162 [Chlorella sp. A99], PCFQ01000004.1 g2691 [Chlorella sp. A99]	RMZ55511.1 hypothetical protein APUTEX25_000094 [Auxenochlorella protothecoides]
OG0001201	PCFQ01000079.1 g1388 [Chlorella sp. A99]	RMZ55516.1 hypothetical protein APUTEX25_000099 [Auxenochlorella protothecoides]
OG0001203	PCFQ01000079.1 g1365 [Chlorella sp. A99]	RMZ55638.1 hypothetical protein APUTEX25_000221_ partial [Auxenochlorella protothecoides]
OG0001204	PCFQ01000015.1 g3033 [Chlorella sp. A99]	RMZ55750.1 hypothetical protein APUTEX25_005791 [Auxenochlorella protothecoides]
OG0001205	PCFQ01000001.1 g969 [Chlorella sp. A99], PCFQ01000007.1 g1203 [Chlorella sp. A99]	RMZ55763.1 hypothetical protein APUTEX25_005804 [Auxenochlorella protothecoides]
OG0001208	PCFQ01000077.1 g1740 [Chlorella sp. A99]	RMZ55954.1 hypothetical protein APUTEX25_004378 [Auxenochlorella protothecoides]
OG0001209	PCFQ01000005.1 g818 [Chlorella sp. A99]	RMZ55966.1 hypothetical protein APUTEX25_004390 [Auxenochlorella protothecoides]
OG0001210	PCFQ01000058.1 g191 [Chlorella sp. A99], PCFQ01000004.1 g2644 [Chlorella sp. A99]	RMZ55971.1 hypothetical protein APUTEX25_004395_ partial [Auxenochlorella protothecoides]
OG0001211	PCFQ01000058.1 g175 [Chlorella sp. A99]	RMZ56016.1 hypothetical protein APUTEX25_004440 [Auxenochlorella protothecoides]
OG0001212	PCFQ01000005.1 g817 [Chlorella sp. A99]	RMZ56061.1 hypothetical protein APUTEX25_004485 [Auxenochlorella protothecoides]
OG0001213	PCFQ01000077.1 g1737 [Chlorella sp. A99]	RMZ56127.1 hypothetical protein APUTEX25_004551 [Auxenochlorella protothecoides]
OG0001214	PCFQ01000005.1 g834 [Chlorella sp. A99]	RMZ56159.1 hypothetical protein APUTEX25_004583_ partial [Auxenochlorella protothecoides]
OG0001215	PCFQ01000079.1 g1268 [Chlorella sp. A99]	RMZ56255.1 hypothetical protein APUTEX25_002445_ partial [Auxenochlorella protothecoides]
OG0001216	PCFQ01000075.1 g1911 [Chlorella sp. A99]	RMZ56352.1 hypothetical protein APUTEX25_004709 [Auxenochlorella protothecoides]
OG0001218	PCFQ01000002.1 g741 [Chlorella sp. A99]	RMZ56443.1 hypothetical protein APUTEX25_004666 [Auxenochlorella protothecoides]
OG0001219	PCFQ01000018.1 g486 [Chlorella sp. A99]	RMZ56523.1 hypothetical protein APUTEX25_001370_ partial [Auxenochlorella protothecoides]
OG0001221	PCFQ01000006.1 g3137 [Chlorella sp. A99]	RMZ56628.1 hypothetical protein APUTEX25_002717 [Auxenochlorella protothecoides]
OG0001222	PCFQ01000002.1 g689 [Chlorella sp. A99]	RMZ56640.1 hypothetical protein APUTEX25_002729 [Auxenochlorella protothecoides]
OG0001223	PCFQ01000082.1 g502 [Chlorella sp. A99]	RMZ56644.1 hypothetical protein APUTEX25_002733 [Auxenochlorella protothecoides]
OG0001225	PCFQ01000015.1 g2947 [Chlorella sp. A99]	RMZ56664.1 hypothetical protein APUTEX25_002753_ partial [Auxenochlorella protothecoides]
OG0001226	PCFQ01000004.1 g2666 [Chlorella sp. A99]	RMZ56704.1 hypothetical protein APUTEX25_002793 [Auxenochlorella protothecoides]
OG0001229	PCFQ01000082.1 g543 [Chlorella sp. A99]	RMZ56784.1 hypothetical protein APUTEX25_002873 [Auxenochlorella protothecoides]
OG0001233	PCFQ01000058.1 g52 [Chlorella sp. A99], PCFQ01000011.1 g2741 [Chlorella sp. A99]	RMZ56973.1 hypothetical protein APUTEX25_005035_ partial [Auxenochlorella protothecoides]
OG0001235	PCFQ01000058.1 g181 [Chlorella sp. A99]	RMZ57058.1 hypothetical protein APUTEX25_002290_ partial [Auxenochlorella protothecoides]
OG0001236	PCFQ01000006.1 g3244 [Chlorella sp. A99]	RMZ57185.1 hypothetical protein APUTEX25_004019 [Auxenochlorella protothecoides]
OG0001238	PCFQ01000004.1 g2601 [Chlorella sp. A99]	RMZ57304.1 hypothetical protein APUTEX25_004138 [Auxenochlorella protothecoides], RMZ57290.1 hypothetical protein APUTEX25_004124 [Auxenochlorella protothecoides]
OG0001240	PCFQ01000002.1 g677 [Chlorella sp. A99]	RMZ57333.1 hypothetical protein APUTEX25_004167 [Auxenochlorella protothecoides]
OG0001241	PCFQ01000037.1 g2520 [Chlorella sp. A99]	RMZ57343.1 hypothetical protein APUTEX25_004177 [Auxenochlorella protothecoides]
OG0001242	PCFQ01000058.1 g41 [Chlorella sp. A99]	RMZ57497.1 hypothetical protein APUTEX25_003740_ partial [Auxenochlorella protothecoides]
OG0001243	PCFQ01000058.1 g47 [Chlorella sp. A99]	RMZ57500.1 hypothetical protein APUTEX25_003743 [Auxenochlorella protothecoides]
OG0001244	PCFQ01000058.1 g10 [Chlorella sp. A99]	RMZ57558.1 hypothetical protein APUTEX25_001758 [Auxenochlorella protothecoides]
OG0001245	PCFQ01000020.1 g906 [Chlorella sp. A99]	RMZ57560.1 hypothetical protein APUTEX25_001760_ partial [Auxenochlorella protothecoides]
OG0001246	PCFQ01000073.1 g1974 [Chlorella sp. A99]	RMZ57589.1 hypothetical protein APUTEX25_001789 [Auxenochlorella protothecoides]
OG0001248	PCFQ01000082.1 g558 [Chlorella sp. A99]	RMZ57830.1 hypothetical protein APUTEX25_002159_ partial [Auxenochlorella protothecoides]
OG0001306	PCFQ01000037.1 g2519 [Chlorella sp. A99]	RMZ52026.1 hypothetical protein APUTEX25_001220 [Auxenochlorella protothecoides]
OG0001307	PCFQ01000015.1 g3080 [Chlorella sp. A99]	RMZ52027.1 hypothetical protein APUTEX25_001221 [Auxenochlorella protothecoides]
OG0001309	PCFQ01000002.1 g669 [Chlorella sp. A99]	RMZ52043.1 hypothetical protein APUTEX25_001237 [Auxenochlorella protothecoides]
OG0001310	PCFQ01000015.1 g3078 [Chlorella sp. A99]	RMZ52046.1 hypothetical protein APUTEX25_001240_ partial [Auxenochlorella protothecoides]
OG0001311	PCFQ01000013.1 g3364 [Chlorella sp. A99]	RMZ52066.1 hypothetical protein APUTEX25_001260_ partial [Auxenochlorella protothecoides]
OG0001312	PCFQ01000046.1 g1875 [Chlorella sp. A99]	RMZ52072.1 hypothetical protein APUTEX25_001266 [Auxenochlorella protothecoides]
OG0001313	PCFQ01000079.1 g1297 [Chlorella sp. A99]	RMZ52088.1 hypothetical protein APUTEX25_001282 [Auxenochlorella protothecoides]
OG0001315	PCFQ01000079.1 g1358 [Chlorella sp. A99]	RMZ52142.1 hypothetical protein APUTEX25_001532_ partial [Auxenochlorella protothecoides]
OG0001316	PCFQ01000079.1 g1335 [Chlorella sp. A99]	RMZ52146.1 hypothetical protein APUTEX25_001536 [Auxenochlorella protothecoides]
OG0001317	PCFQ01000010.1 g376 [Chlorella sp. A99]	RMZ52148.1 hypothetical protein APUTEX25_001538_ partial [Auxenochlorella protothecoides]
OG0001318	PCFQ01000020.1 g886 [Chlorella sp. A99]	RMZ52177.1 hypothetical protein APUTEX25_001567 [Auxenochlorella protothecoides]
OG0001319	PCFQ01000011.1 g2839 [Chlorella sp. A99]	RMZ52218.1 hypothetical protein APUTEX25_001608 [Auxenochlorella protothecoides]
OG0001320	PCFQ01000079.1 g1342 [Chlorella sp. A99]	RMZ52221.1 hypothetical protein APUTEX25_001611 [Auxenochlorella protothecoides]
OG0001322	PCFQ01000079.1 g1334 [Chlorella sp. A99]	RMZ52267.1 hypothetical protein APUTEX25_001657_ partial [Auxenochlorella protothecoides]
OG0001325	PCFQ01000079.1 g1282 [Chlorella sp. A99]	RMZ52339.1 hypothetical protein APUTEX25_005092 [Auxenochlorella protothecoides]
OG0001328	PCFQ01000079.1 g1479 [Chlorella sp. A99]	RMZ52396.1 hypothetical protein APUTEX25_000671 [Auxenochlorella protothecoides]
OG0001329	PCFQ01000058.1 g34 [Chlorella sp. A99]	RMZ53102.1 hypothetical protein APUTEX25_002511_ partial [Auxenochlorella protothecoides]
OG0001330	PCFQ01000002.1 g641 [Chlorella sp. A99]	RMZ52438.1 hypothetical protein APUTEX25_000017_ partial [Auxenochlorella protothecoides]
OG0001332	PCFQ01000037.1 g2379 [Chlorella sp. A99]	RMZ52498.1 hypothetical protein APUTEX25_003641 [Auxenochlorella protothecoides]
OG0001333	PCFQ01000025.1 g2568 [Chlorella sp. A99], PCFQ01000005.1 g798 [Chlorella sp. A99]	RMZ52501.1 hypothetical protein APUTEX25_003644_ partial [Auxenochlorella protothecoides]
OG0001337	PCFQ01000005.1 g797 [Chlorella sp. A99]	RMZ52528.1 hypothetical protein APUTEX25_003671 [Auxenochlorella protothecoides]
OG0001338	PCFQ01000005.1 g801 [Chlorella sp. A99]	RMZ52539.1 hypothetical protein APUTEX25_003682_ partial [Auxenochlorella protothecoides]
OG0001341	PCFQ01000007.1 g1192 [Chlorella sp. A99]	RMZ52618.1 hypothetical protein APUTEX25_000737 [Auxenochlorella protothecoides]
OG0001342	PCFQ01000015.1 g2950 [Chlorella sp. A99]	RMZ52621.1 hypothetical protein APUTEX25_000740_ partial [Auxenochlorella protothecoides]
OG0001343	PCFQ01000004.1 g2654 [Chlorella sp. A99]	RMZ52722.1 hypothetical protein APUTEX25_000841 [Auxenochlorella protothecoides]
OG0001344	PCFQ01000005.1 g847 [Chlorella sp. A99]	RMZ52740.1 hypothetical protein APUTEX25_000859 [Auxenochlorella protothecoides]
OG0001345	PCFQ01000010.1 g308 [Chlorella sp. A99]	RMZ52746.1 hypothetical protein APUTEX25_000865 [Auxenochlorella protothecoides]
OG0001346	PCFQ01000009.1 g1711 [Chlorella sp. A99]	RMZ52753.1 hypothetical protein APUTEX25_000872 [Auxenochlorella protothecoides]
OG0001349	PCFQ01000079.1 g1385 [Chlorella sp. A99]	RMZ52790.1 hypothetical protein APUTEX25_000909 [Auxenochlorella protothecoides]
OG0001350	PCFQ01000013.1 g3268 [Chlorella sp. A99]	RMZ52797.1 hypothetical protein APUTEX25_000916 [Auxenochlorella protothecoides]
OG0001351	PCFQ01000037.1 g2522 [Chlorella sp. A99]	RMZ52810.1 hypothetical protein APUTEX25_000929_ partial [Auxenochlorella protothecoides]
OG0001353	PCFQ01000001.1 g973 [Chlorella sp. A99]	RMZ52820.1 hypothetical protein APUTEX25_000939 [Auxenochlorella protothecoides]
OG0001355	PCFQ01000037.1 g2354 [Chlorella sp. A99]	RMZ52909.1 hypothetical protein APUTEX25_001028 [Auxenochlorella protothecoides]
OG0001356	PCFQ01000018.1 g405 [Chlorella sp. A99]	RMZ52941.1 hypothetical protein APUTEX25_001060_ partial [Auxenochlorella protothecoides]
OG0001357	PCFQ01000009.1 g1712 [Chlorella sp. A99]	RMZ52944.1 hypothetical protein APUTEX25_001063_ partial [Auxenochlorella protothecoides]
OG0001358	PCFQ01000013.1 g3264 [Chlorella sp. A99]	RMZ52946.1 hypothetical protein APUTEX25_001065_ partial [Auxenochlorella protothecoides]
OG0001359	PCFQ01000037.1 g2469 [Chlorella sp. A99]	RMZ52974.1 hypothetical protein APUTEX25_001093_ partial [Auxenochlorella protothecoides]
OG0001360	PCFQ01000004.1 g2671 [Chlorella sp. A99]	RMZ52976.1 hypothetical protein APUTEX25_001095 [Auxenochlorella protothecoides]
OG0001363	PCFQ01000015.1 g3070 [Chlorella sp. A99]	RMZ53122.1 hypothetical protein APUTEX25_005111_ partial [Auxenochlorella protothecoides]
OG0001364	PCFQ01000078.1 g2033 [Chlorella sp. A99]	RMZ53133.1 hypothetical protein APUTEX25_005122 [Auxenochlorella protothecoides]
OG0001368	PCFQ01000081.1 g1573 [Chlorella sp. A99]	RMZ53152.1 hypothetical protein APUTEX25_005141_ partial [Auxenochlorella protothecoides]
OG0001370	PCFQ01000011.1 g2761 [Chlorella sp. A99]	RMZ53171.1 hypothetical protein APUTEX25_005160 [Auxenochlorella protothecoides]
OG0001372	PCFQ01000018.1 g478 [Chlorella sp. A99]	RMZ53178.1 hypothetical protein APUTEX25_005167 [Auxenochlorella protothecoides]
OG0001373	PCFQ01000011.1 g2765 [Chlorella sp. A99]	RMZ53191.1 hypothetical protein APUTEX25_005180 [Auxenochlorella protothecoides]
OG0001374	PCFQ01000011.1 g2755 [Chlorella sp. A99]	RMZ53194.1 hypothetical protein APUTEX25_005183_ partial [Auxenochlorella protothecoides]
