Orthogroup	Scenedesmus_PABB004	Chlorella_A99
OG0000940	KAF8056347.1 infC [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1050 [Chlorella sp. A99]
OG0000943	KAF8065491.1 hypothetical protein HT031_003092 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1139 [Chlorella sp. A99]
OG0000944	KAF8055117.1 hypothetical protein HT031_006826 [Scenedesmus sp. PABB004], KAF8065567.1 rluD [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3061 [Chlorella sp. A99]
OG0000948	KAF8072958.1 FAD7 [Scenedesmus sp. PABB004], KAF8065821.1 FAD7 [Scenedesmus sp. PABB004], KAF8060338.1 FAD7 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2160 [Chlorella sp. A99]
OG0000950	KAF8055491.1 lacZ [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2921 [Chlorella sp. A99]
OG0000952	KAF8061299.1 VAMP726 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2576 [Chlorella sp. A99]
OG0000953	KAF8072948.1 CSN2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3154 [Chlorella sp. A99]
OG0000954	KAF8071307.1 IP5P13 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2815 [Chlorella sp. A99]
OG0000955	KAF8061930.1 CPX1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2414 [Chlorella sp. A99], PCFQ01000003.1 g1076 [Chlorella sp. A99]
OG0000958	KAF8072466.1 ypel3 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1593 [Chlorella sp. A99]
OG0000960	KAF8065937.1 Chtf8 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1706 [Chlorella sp. A99]
OG0000961	KAF8068184.1 Polr3e [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1781 [Chlorella sp. A99]
OG0000962	KAF8072920.1 ABCF4 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1112 [Chlorella sp. A99]
OG0000968	KAF8057261.1 RECQL1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g497 [Chlorella sp. A99]
OG0000969	KAF8060051.1 TMN3 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1878 [Chlorella sp. A99]
OG0000969	KAF8058061.1 TMN3 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3167 [Chlorella sp. A99]
OG0000972	KAF8054894.1 NADH dehydrogenase [ubiquinone] flavoprotein 1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g345 [Chlorella sp. A99], PCFQ01000006.1 g3121 [Chlorella sp. A99], PCFQ01000025.1 g2562 [Chlorella sp. A99]
OG0000973	KAF8071234.1 VCX1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g322 [Chlorella sp. A99]
OG0000974	KAF8063857.1 PL10B [Scenedesmus sp. PABB004]	PCFQ01000010.1 g320 [Chlorella sp. A99]
OG0000975	KAF8056826.1 LACS7 [Scenedesmus sp. PABB004], KAF8073206.1 LACS7 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g928 [Chlorella sp. A99]
OG0000976	KAF8066334.1 hypothetical protein HT031_002657 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1030 [Chlorella sp. A99]
OG0000977	KAF8059386.1 PDIL5-4 [Scenedesmus sp. PABB004], KAF8059388.1 hypothetical protein HT031_005193 [Scenedesmus sp. PABB004], KAF8059387.1 sulfatase [Scenedesmus sp. PABB004], KAF8062775.1 PDIL5-4 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g188 [Chlorella sp. A99]
OG0000978	KAF8060585.1 zinc finger CCCH domain-containing protein 40 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g121 [Chlorella sp. A99]
OG0000981	KAF8062948.1 hypothetical protein HT031_003787 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g131 [Chlorella sp. A99]
OG0000984	KAF8071387.1 XI-I [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1241 [Chlorella sp. A99]
OG0000984	KAF8063028.1 XI-F [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1093 [Chlorella sp. A99]
OG0000985	KAF8068462.1 PP7 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1091 [Chlorella sp. A99]
OG0000986	KAF8064656.1 yfkN [Scenedesmus sp. PABB004]	PCFQ01000082.1 g541 [Chlorella sp. A99], PCFQ01000078.1 g2113 [Chlorella sp. A99]
OG0000987	KAF8065731.1 CLPB3 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2152 [Chlorella sp. A99]
OG0000987	KAF8056728.1 clpB2 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1940 [Chlorella sp. A99]
OG0000989	KAF8061102.1 coq9 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2915 [Chlorella sp. A99]
OG0000992	KAF8058331.1 CBSX3 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g402 [Chlorella sp. A99]
OG0000993	KAF8061888.1 DAW1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g514 [Chlorella sp. A99]
OG0000994	KAF8056006.1 lactoylglutathione lyase [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2937 [Chlorella sp. A99]
OG0000998	KAF8069534.1 cdkal1 [Scenedesmus sp. PABB004], KAF8072556.1 Glycosyltransferase-like protein [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3106 [Chlorella sp. A99]
OG0000999	KAF8056779.1 hypothetical protein HT031_006277 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3151 [Chlorella sp. A99]
OG0001001	KAF8071270.1 AZG1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1514 [Chlorella sp. A99]
OG0001007	KAF8067406.1 cka1 [Scenedesmus sp. PABB004], KAF8055584.1 HD6 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2770 [Chlorella sp. A99]
OG0001010	KAF8073109.1 UGD1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2711 [Chlorella sp. A99]
OG0001012	KAF8063007.1 dapb1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1497 [Chlorella sp. A99], PCFQ01000081.1 g1653 [Chlorella sp. A99]
OG0001013	KAF8073164.1 GTP-binding protein [Scenedesmus sp. PABB004]	PCFQ01000058.1 g5 [Chlorella sp. A99]
OG0001016	KAF8055287.1 RBCS-2 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2599 [Chlorella sp. A99], PCFQ01000004.1 g2598 [Chlorella sp. A99], PCFQ01000079.1 g1354 [Chlorella sp. A99], PCFQ01000018.1 g393 [Chlorella sp. A99]
OG0001017	KAF8056831.1 Nek8 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g556 [Chlorella sp. A99], PCFQ01000001.1 g985 [Chlorella sp. A99]
OG0001019	KAF8071323.1 H1A [Scenedesmus sp. PABB004], KAF8061970.1 H1B [Scenedesmus sp. PABB004]	PCFQ01000001.1 g968 [Chlorella sp. A99]
OG0001021	KAF8068320.1 gap3 [Scenedesmus sp. PABB004], KAF8068316.1 gap3 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1315 [Chlorella sp. A99]
OG0001022	KAF8072879.1 CCD8B [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2371 [Chlorella sp. A99]
OG0001023	KAF8054608.1 phosphoglycerate mutase-like protein [Scenedesmus sp. PABB004], KAF8067106.1 phosphoglycerate mutase-like protein [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2487 [Chlorella sp. A99]
OG0001024	KAF8065806.1 Fbxo31 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2650 [Chlorella sp. A99]
OG0001025	KAF8055278.1 CML21 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2853 [Chlorella sp. A99]
OG0001026	KAF8055090.1 OCA2 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3283 [Chlorella sp. A99], PCFQ01000011.1 g2908 [Chlorella sp. A99]
OG0001028	KAF8067171.1 msrB [Scenedesmus sp. PABB004], KAF8071050.1 MSRB2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3177 [Chlorella sp. A99]
OG0001030	KAF8060516.1 hup2 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3298 [Chlorella sp. A99]
OG0001054	KAF8056785.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3092 [Chlorella sp. A99]
OG0001056	KAF8057282.1 FOLD2 [Scenedesmus sp. PABB004], KAF8063044.1 FOLD2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2743 [Chlorella sp. A99]
OG0001058	KAF8073240.1 hypothetical protein HT031_000901 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g155 [Chlorella sp. A99]
OG0001059	KAF8070997.1 hypothetical protein HT031_001078 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2828 [Chlorella sp. A99]
OG0001060	KAF8063090.1 AIP1 [Scenedesmus sp. PABB004], KAF8061128.1 hypothetical protein HT031_004589 [Scenedesmus sp. PABB004], KAF8060275.1 hly [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1338 [Chlorella sp. A99]
OG0001061	KAF8065444.1 40S ribosomal protein S3a [Scenedesmus sp. PABB004]	PCFQ01000010.1 g381 [Chlorella sp. A99]
OG0001062	KAF8063085.1 smkA [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1347 [Chlorella sp. A99]
OG0001064	KAF8063764.1 SPP1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1341 [Chlorella sp. A99]
OG0001065	KAF8060053.1 ML1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2437 [Chlorella sp. A99]
OG0001067	KAF8059991.1 rsph10b [Scenedesmus sp. PABB004], KAF8059981.1 ABCF1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1281 [Chlorella sp. A99]
OG0001068	KAF8063801.1 NSE4A [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2890 [Chlorella sp. A99]
OG0001069	KAF8072987.1 GLO5 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1934 [Chlorella sp. A99]
OG0001072	KAF8060362.1 BMS1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2441 [Chlorella sp. A99]
OG0001074	KAF8073133.1 SAMS2 [Scenedesmus sp. PABB004], KAF8058429.1 hypothetical protein HT031_005553 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1240 [Chlorella sp. A99]
OG0001076	KAF8068411.1 hypothetical protein HT031_002100 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g29 [Chlorella sp. A99]
OG0001077	KAF8055758.1 KIN14F [Scenedesmus sp. PABB004]	PCFQ01000005.1 g796 [Chlorella sp. A99]
OG0001079	KAF8056112.1 pantothenate kinase 2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2340 [Chlorella sp. A99]
OG0001080	KAF8068344.1 PPIP5K1 [Scenedesmus sp. PABB004], KAF8059699.1 VIP2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2391 [Chlorella sp. A99]
OG0001081	KAF8063678.1 CCT2 [Scenedesmus sp. PABB004]	PCFQ01000012.1 g1837 [Chlorella sp. A99]
OG0001082	KAF8073167.1 ATP synthase subunit delta [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3320 [Chlorella sp. A99]
OG0001083	KAF8059193.1 CDK5RAP3-like protein [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2200 [Chlorella sp. A99]
OG0001089	KAF8067239.1 SEL1L [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3319 [Chlorella sp. A99]
OG0001092	KAF8057127.1 hypothetical protein HT031_006136 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g1985 [Chlorella sp. A99]
OG0001094	KAF8072914.1 GAL1 [Scenedesmus sp. PABB004], KAF8072885.1 GAL1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2620 [Chlorella sp. A99]
OG0001095	KAF8071286.1 hypothetical protein HT031_001369 [Scenedesmus sp. PABB004], KAF8058433.1 eukaryotic translation initiation factor 5-1 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1237 [Chlorella sp. A99]
OG0001096	KAF8067426.1 mnd1 [Scenedesmus sp. PABB004], KAF8067425.1 hypothetical protein HT031_002473 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3345 [Chlorella sp. A99]
OG0001097	KAF8072674.1 CFAP20 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g960 [Chlorella sp. A99]
OG0001098	KAF8067259.1 3-oxoacyl-[acyl-carrier-protein] reductase [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2457 [Chlorella sp. A99]
OG0001099	KAF8063747.1 NRPB3 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1383 [Chlorella sp. A99]
OG0001100	KAF8064603.1 CFAP61 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3321 [Chlorella sp. A99]
OG0001103	KAF8064568.1 TMN7 [Scenedesmus sp. PABB004], KAF8062046.1 TMN7 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2027 [Chlorella sp. A99]
OG0001104	KAF8062048.1 ArgJ [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2031 [Chlorella sp. A99]
OG0001109	KAF8067312.1 TAF1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g143 [Chlorella sp. A99]
OG0001110	KAF8068293.1 hypothetical protein HT031_001980 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2037 [Chlorella sp. A99]
OG0001112	KAF8065447.1 ODA6 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1618 [Chlorella sp. A99]
OG0001114	KAF8063861.1 tatD [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2581 [Chlorella sp. A99]
OG0001117	KAF8061421.1 APC8 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1943 [Chlorella sp. A99]
OG0001118	KAF8061901.1 P4H6 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1567 [Chlorella sp. A99]
OG0001119	KAF8067405.1 hypothetical protein HT031_002453 [Scenedesmus sp. PABB004], KAF8061967.1 NUG2 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1675 [Chlorella sp. A99]
OG0001120	KAF8069430.1 RPC19 [Scenedesmus sp. PABB004], KAF8071210.1 NRPB11 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2459 [Chlorella sp. A99]
OG0001122	KAF8071278.1 UPF2 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1552 [Chlorella sp. A99]
OG0001123	KAF8067237.1 CDC5 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3284 [Chlorella sp. A99]
OG0001125	KAF8056351.1 IDH1 [Scenedesmus sp. PABB004], KAF8056446.1 IDH6 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2980 [Chlorella sp. A99]
OG0001127	KAF8073224.1 GapC [Scenedesmus sp. PABB004]	PCFQ01000001.1 g975 [Chlorella sp. A99]
OG0001128	KAF8062010.1 TMBIM6 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g962 [Chlorella sp. A99]
OG0001129	KAF8056130.1 hypothetical protein HT031_006481 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1031 [Chlorella sp. A99]
OG0001131	KAF8071382.1 SRP68 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2899 [Chlorella sp. A99]
OG0001133	KAF8058941.1 tuf [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2837 [Chlorella sp. A99]
OG0001134	KAF8067210.1 CAND1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2643 [Chlorella sp. A99]
OG0001137	KAF8060101.1 GLCNAC1PUT2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2002 [Chlorella sp. A99]
OG0001139	KAF8072722.1 mannose-1-phosphate guanylyltransferase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1271 [Chlorella sp. A99], PCFQ01000079.1 g1270 [Chlorella sp. A99]
OG0001143	KAF8073111.1 DEX1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3363 [Chlorella sp. A99]
OG0001144	KAF8073057.1 PXM16 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g379 [Chlorella sp. A99]
OG0001145	KAF8073115.1 RFC3 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1797 [Chlorella sp. A99]
OG0001148	KAF8058332.1 hypothetical protein HT031_005649 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1471 [Chlorella sp. A99]
OG0001148	KAF8068423.1 DRC4 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g750 [Chlorella sp. A99]
OG0001149	KAF8063672.1 Extracellular serine proteinase [Scenedesmus sp. PABB004], KAF8070919.1 Extracellular serine proteinase [Scenedesmus sp. PABB004], KAF8060579.1 Extracellular serine proteinase [Scenedesmus sp. PABB004]	PCFQ01000001.1 g996 [Chlorella sp. A99]
OG0001150	KAF8069619.1 CDC20-2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1415 [Chlorella sp. A99]
OG0001151	KAF8065639.1 hypothetical protein HT031_003240 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1468 [Chlorella sp. A99]
OG0001153	KAF8060498.1 histidine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2209 [Chlorella sp. A99]
OG0001156	KAF8073160.1 D2HGDH [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1077 [Chlorella sp. A99]
OG0001165	KAF8068252.1 fdh [Scenedesmus sp. PABB004]	PCFQ01000058.1 g114 [Chlorella sp. A99]
OG0001167	KAF8061400.1 pta [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1748 [Chlorella sp. A99]
OG0001169	KAF8062989.1 crop [Scenedesmus sp. PABB004]	PCFQ01000002.1 g730 [Chlorella sp. A99]
OG0001172	KAF8059379.1 TBL2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g65 [Chlorella sp. A99]
OG0001173	KAF8063691.1 RH28 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1723 [Chlorella sp. A99]
OG0001174	KAF8066435.1 CAT2 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g510 [Chlorella sp. A99]
OG0001175	KAF8057645.1 FUM1 [Scenedesmus sp. PABB004]	PCFQ01000021.1 g2317 [Chlorella sp. A99], PCFQ01000006.1 g3098 [Chlorella sp. A99]
OG0001176	KAF8064541.1 hypothetical protein HT031_003341 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2954 [Chlorella sp. A99]
OG0001177	KAF8068202.1 Ugt3a1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1724 [Chlorella sp. A99]
OG0001180	KAF8071164.1 SOL1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g944 [Chlorella sp. A99]
OG0001182	KAF8065835.1 Nkapl [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2129 [Chlorella sp. A99]
OG0001183	KAF8066257.1 CCS1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2793 [Chlorella sp. A99]
OG0001189	KAF8073182.1 Cndp1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1613 [Chlorella sp. A99]
OG0001192	KAF8057635.1 hypothetical protein HT031_005984 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1924 [Chlorella sp. A99]
OG0001193	KAF8073176.1 FAH1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3354 [Chlorella sp. A99]
OG0001194	KAF8055583.1 SDH1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1542 [Chlorella sp. A99]
OG0001195	KAF8072465.1 Ipo9 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1547 [Chlorella sp. A99]
OG0001196	KAF8065548.1 hslU [Scenedesmus sp. PABB004], KAF8072735.1 hslU [Scenedesmus sp. PABB004]	PCFQ01000017.1 g2277 [Chlorella sp. A99], PCFQ01000037.1 g2363 [Chlorella sp. A99]
OG0001199	KAF8068384.1 VSR2 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g858 [Chlorella sp. A99]
OG0001200	KAF8072906.1 ATXR3 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2162 [Chlorella sp. A99], PCFQ01000004.1 g2691 [Chlorella sp. A99]
OG0001201	KAF8073231.1 ALS SURB [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1388 [Chlorella sp. A99]
OG0001203	KAF8073033.1 Tryptophan--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1365 [Chlorella sp. A99]
OG0001204	KAF8057878.1 hypothetical protein HT031_005824 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3033 [Chlorella sp. A99]
OG0001205	KAF8056000.1 ERD4 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g969 [Chlorella sp. A99], PCFQ01000007.1 g1203 [Chlorella sp. A99]
OG0001208	KAF8065656.1 KIN4A [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1740 [Chlorella sp. A99]
OG0001210	KAF8063009.1 Kdm4B [Scenedesmus sp. PABB004]	PCFQ01000058.1 g191 [Chlorella sp. A99], PCFQ01000004.1 g2644 [Chlorella sp. A99]
OG0001211	KAF8059698.1 csn7 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g175 [Chlorella sp. A99]
OG0001212	KAF8055819.1 hypothetical protein HT031_006594 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g817 [Chlorella sp. A99]
OG0001213	KAF8067298.1 CYCB2-1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1737 [Chlorella sp. A99]
OG0001214	KAF8063761.1 KIN5A [Scenedesmus sp. PABB004]	PCFQ01000005.1 g834 [Chlorella sp. A99]
OG0001215	KAF8060009.1 UBP12 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1268 [Chlorella sp. A99]
OG0001216	KAF8062701.1 SPAC3H8.02 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1911 [Chlorella sp. A99]
OG0001219	KAF8073106.1 KIN13B [Scenedesmus sp. PABB004]	PCFQ01000018.1 g486 [Chlorella sp. A99]
OG0001221	KAF8067134.1 SYP32 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3137 [Chlorella sp. A99]
OG0001223	KAF8062096.1 Cwc22 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g502 [Chlorella sp. A99]
OG0001226	KAF8058832.1 fabG2 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2666 [Chlorella sp. A99]
OG0001229	KAF8059136.1 LWD1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g543 [Chlorella sp. A99]
OG0001233	KAF8069410.1 TMN11 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g52 [Chlorella sp. A99], PCFQ01000011.1 g2741 [Chlorella sp. A99]
OG0001235	KAF8057725.1 hypothetical protein HT031_005909 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g181 [Chlorella sp. A99]
OG0001236	KAF8065590.1 hypothetical protein HT031_003191 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3244 [Chlorella sp. A99]
OG0001238	KAF8055125.1 ERDJ2A [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2601 [Chlorella sp. A99]
OG0001240	KAF8064529.1 egl-4 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g677 [Chlorella sp. A99]
OG0001241	KAF8073125.1 hypothetical protein HT031_000786 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2520 [Chlorella sp. A99]
OG0001242	KAF8072790.1 SBT6.1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g41 [Chlorella sp. A99]
OG0001243	KAF8061307.1 hypothetical protein HT031_004398 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g47 [Chlorella sp. A99]
OG0001244	KAF8067170.1 hypothetical protein HT031_002217 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g10 [Chlorella sp. A99]
OG0001245	KAF8071241.1 Kcnt2 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g906 [Chlorella sp. A99]
OG0001246	KAF8056743.1 glutamate--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1974 [Chlorella sp. A99]
OG0001248	KAF8072982.1 UPL3 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g558 [Chlorella sp. A99]
OG0001249	KAF8055390.1 hypothetical protein HT031_006757 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g134 [Chlorella sp. A99]
OG0001251	KAF8069457.1 CCR1 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1901 [Chlorella sp. A99], PCFQ01000010.1 g380 [Chlorella sp. A99]
OG0001252	KAF8057281.1 SP1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g476 [Chlorella sp. A99]
OG0001253	KAF8061895.1 NAP1 [Scenedesmus sp. PABB004], KAF8057726.1 NAP1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g544 [Chlorella sp. A99]
OG0001255	KAF8055114.1 APUM1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g601 [Chlorella sp. A99]
OG0001257	KAF8066201.1 FOLB1 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g813 [Chlorella sp. A99]
OG0001258	KAF8062725.1 YSL5 [Scenedesmus sp. PABB004], KAF8068239.1 YSL6 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g876 [Chlorella sp. A99]
OG0001260	KAF8068226.1 hypothetical protein HT031_001912 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1352 [Chlorella sp. A99]
OG0001262	KAF8072844.1 methyltransferase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1411 [Chlorella sp. A99]
OG0001263	KAF8061401.1 hypothetical protein HT031_004492 [Scenedesmus sp. PABB004], KAF8072463.1 olpB [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1615 [Chlorella sp. A99], PCFQ01000046.1 g1859 [Chlorella sp. A99]
OG0001264	KAF8057775.1 tropinone reductase [Scenedesmus sp. PABB004], KAF8057855.1 tropinone reductase-like protein [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1705 [Chlorella sp. A99]
OG0001267	KAF8062806.1 hypothetical protein HT031_004136 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2408 [Chlorella sp. A99]
OG0001268	KAF8062638.1 ssr1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2436 [Chlorella sp. A99]
OG0001269	KAF8064673.1 hypothetical protein HT031_003475 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2790 [Chlorella sp. A99], PCFQ01000037.1 g2521 [Chlorella sp. A99]
OG0001270	KAF8065840.1 IPCS1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2524 [Chlorella sp. A99]
OG0001271	KAF8061140.1 hypothetical protein HT031_004601 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2888 [Chlorella sp. A99]
OG0001274	KAF8063646.1 SPP2 [Scenedesmus sp. PABB004], KAF8054588.1 SPP2 [Scenedesmus sp. PABB004], KAF8063648.1 SPP1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3145 [Chlorella sp. A99]
OG0001275	KAF8060052.1 TRAPPC8 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3191 [Chlorella sp. A99]
OG0001276	KAF8065884.1 MSH1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3230 [Chlorella sp. A99]
OG0001277	KAF8063702.1 hypothetical protein HT031_003557 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3332 [Chlorella sp. A99]
