Orthogroup	Scenedesmus_PABB004	Chlorella_VariabilisNC64A
OG0000307	KAF8054990.1 hypothetical protein HT031_006880 [Scenedesmus sp. PABB004]	XP_005848305.1 hypothetical protein CHLNCDRAFT_35132 [Chlorella variabilis]
OG0000308	KAF8059656.1 LIP2 [Scenedesmus sp. PABB004]	XP_005843759.1 hypothetical protein CHLNCDRAFT_59145 [Chlorella variabilis], XP_005843809.1 hypothetical protein CHLNCDRAFT_59146 [Chlorella variabilis]
OG0000309	KAF8072675.1 PFE2 [Scenedesmus sp. PABB004]	XP_005845790.1 hypothetical protein CHLNCDRAFT_58473 [Chlorella variabilis]
OG0000311	KAF8057909.1 yrhG [Scenedesmus sp. PABB004]	XP_005845955.1 hypothetical protein CHLNCDRAFT_53335 [Chlorella variabilis]
OG0000312	KAF8061912.1 hypothetical protein HT031_004172 [Scenedesmus sp. PABB004]	XP_005847619.1 hypothetical protein CHLNCDRAFT_133932 [Chlorella variabilis]
OG0000312	KAF8069396.1 hypothetical protein HT031_001511 [Scenedesmus sp. PABB004]	XP_005847618.1 hypothetical protein CHLNCDRAFT_133931 [Chlorella variabilis]
OG0000313	KAF8064623.1 ABCA12 [Scenedesmus sp. PABB004], KAF8060279.1 ABCA8 [Scenedesmus sp. PABB004], KAF8065710.1 ABCA3 [Scenedesmus sp. PABB004]	XP_005847503.1 hypothetical protein CHLNCDRAFT_23609_ partial [Chlorella variabilis], XP_005849509.1 hypothetical protein CHLNCDRAFT_30336 [Chlorella variabilis], XP_005842625.1 hypothetical protein CHLNCDRAFT_141395_ partial [Chlorella variabilis]
OG0000314	KAF8072384.1 POLD2 [Scenedesmus sp. PABB004]	XP_005847151.1 hypothetical protein CHLNCDRAFT_35821 [Chlorella variabilis], XP_005847150.1 hypothetical protein CHLNCDRAFT_134907 [Chlorella variabilis]
OG0000315	KAF8067212.1 R1 [Scenedesmus sp. PABB004]	XP_005852304.1 hypothetical protein CHLNCDRAFT_59481 [Chlorella variabilis], XP_005846168.1 hypothetical protein CHLNCDRAFT_136163 [Chlorella variabilis], XP_005843373.1 hypothetical protein CHLNCDRAFT_37464 [Chlorella variabilis]
OG0000316	KAF8065940.1 XRN1 [Scenedesmus sp. PABB004]	XP_005842593.1 hypothetical protein CHLNCDRAFT_55867_ partial [Chlorella variabilis], XP_005849872.1 hypothetical protein CHLNCDRAFT_143098_ partial [Chlorella variabilis]
OG0000317	KAF8063788.1 26S proteasome regulatory subunit 6B [Scenedesmus sp. PABB004]	XP_005848629.1 hypothetical protein CHLNCDRAFT_30648 [Chlorella variabilis]
OG0000317	KAF8062645.1 RPT2A [Scenedesmus sp. PABB004]	XP_005847625.1 26S proteasome AAA-ATPase subunit RPT2a [Chlorella variabilis]
OG0000319	KAF8066177.1 SS3 [Scenedesmus sp. PABB004]	XP_005845987.1 hypothetical protein CHLNCDRAFT_25405_ partial [Chlorella variabilis]
OG0000320	KAF8068412.1 anon-84Ea [Scenedesmus sp. PABB004]	XP_005846023.1 hypothetical protein CHLNCDRAFT_136135 [Chlorella variabilis], XP_005852051.1 hypothetical protein CHLNCDRAFT_14012_ partial [Chlorella variabilis]
OG0000321	KAF8059134.1 AAP19-1 [Scenedesmus sp. PABB004]	XP_005848515.1 hypothetical protein CHLNCDRAFT_145001 [Chlorella variabilis], XP_005848518.1 hypothetical protein CHLNCDRAFT_145007 [Chlorella variabilis], XP_005847616.1 hypothetical protein CHLNCDRAFT_59671 [Chlorella variabilis]
OG0000324	KAF8061415.1 SAMHD1 [Scenedesmus sp. PABB004]	XP_005844582.1 hypothetical protein CHLNCDRAFT_26697_ partial [Chlorella variabilis]
OG0000324	KAF8072993.1 Kars1 [Scenedesmus sp. PABB004]	XP_005844581.1 hypothetical protein CHLNCDRAFT_138835 [Chlorella variabilis]
OG0000325	KAF8059665.1 HAK2 [Scenedesmus sp. PABB004]	XP_005843519.1 hypothetical protein CHLNCDRAFT_55134 [Chlorella variabilis]
OG0000327	KAF8068305.1 celD [Scenedesmus sp. PABB004], KAF8062642.1 VHA-F [Scenedesmus sp. PABB004]	XP_005847159.1 hypothetical protein CHLNCDRAFT_24142_ partial [Chlorella variabilis]
OG0000328	KAF8063840.1 GUF1-like protein [Scenedesmus sp. PABB004]	XP_005843413.1 hypothetical protein CHLNCDRAFT_49251 [Chlorella variabilis]
OG0000328	KAF8057237.1 GUF1-like protein [Scenedesmus sp. PABB004]	XP_005849257.1 hypothetical protein CHLNCDRAFT_56093 [Chlorella variabilis], XP_005849054.1 hypothetical protein CHLNCDRAFT_17930_ partial [Chlorella variabilis]
OG0000329	KAF8060042.1 solute carrier family 40 member 1 [Scenedesmus sp. PABB004]	XP_005843352.1 hypothetical protein CHLNCDRAFT_59298 [Chlorella variabilis]
OG0000329	KAF8066230.1 hypothetical protein HT031_002553 [Scenedesmus sp. PABB004]	XP_005843355.1 hypothetical protein CHLNCDRAFT_28256 [Chlorella variabilis], XP_005850044.1 hypothetical protein CHLNCDRAFT_57047 [Chlorella variabilis]
OG0000330	KAF8055645.1 CAH2 [Scenedesmus sp. PABB004]	XP_005851926.1 hypothetical protein CHLNCDRAFT_59546 [Chlorella variabilis], XP_005851928.1 hypothetical protein CHLNCDRAFT_59547 [Chlorella variabilis], XP_005850965.1 hypothetical protein CHLNCDRAFT_19445_ partial [Chlorella variabilis]
OG0000331	KAF8056865.1 hypothetical protein HT031_006209 [Scenedesmus sp. PABB004]	XP_005844135.1 hypothetical protein CHLNCDRAFT_139638 [Chlorella variabilis], XP_005849137.1 hypothetical protein CHLNCDRAFT_51331 [Chlorella variabilis]
OG0000336	KAF8072570.1 hypothetical protein HT031_000230 [Scenedesmus sp. PABB004]	XP_005851089.1 hypothetical protein CHLNCDRAFT_137615 [Chlorella variabilis]
OG0000340	KAF8059752.1 CLPB1 [Scenedesmus sp. PABB004]	XP_005846623.1 hypothetical protein CHLNCDRAFT_24443_ partial [Chlorella variabilis], XP_005850990.1 hypothetical protein CHLNCDRAFT_56016 [Chlorella variabilis]
OG0000341	KAF8073051.1 NADK2 [Scenedesmus sp. PABB004]	XP_005846222.1 hypothetical protein CHLNCDRAFT_35997_ partial [Chlorella variabilis], XP_005849110.1 hypothetical protein CHLNCDRAFT_143672 [Chlorella variabilis]
OG0000343	KAF8065846.1 SPT5 [Scenedesmus sp. PABB004]	XP_005842816.1 hypothetical protein CHLNCDRAFT_142577 [Chlorella variabilis]
OG0000343	KAF8072860.1 CAT1 [Scenedesmus sp. PABB004]	XP_005842818.1 hypothetical protein CHLNCDRAFT_7483_ partial [Chlorella variabilis]
OG0000344	KAF8063008.1 FTSH2 [Scenedesmus sp. PABB004]	XP_005846213.1 hypothetical protein CHLNCDRAFT_25190 [Chlorella variabilis]
OG0000344	KAF8069387.1 FTSH1 [Scenedesmus sp. PABB004]	XP_005843263.1 hypothetical protein CHLNCDRAFT_141387 [Chlorella variabilis]
OG0000345	KAF8061394.1 DNA polymerase alpha catalytic subunit [Scenedesmus sp. PABB004]	XP_005844384.1 hypothetical protein CHLNCDRAFT_139024 [Chlorella variabilis]
OG0000346	KAF8066301.1 SAE2 [Scenedesmus sp. PABB004]	XP_005844208.1 hypothetical protein CHLNCDRAFT_27175 [Chlorella variabilis], XP_005843206.1 hypothetical protein CHLNCDRAFT_55365 [Chlorella variabilis]
OG0000347	KAF8060356.1 rlmI [Scenedesmus sp. PABB004], KAF8060353.1 Wscd1 [Scenedesmus sp. PABB004]	XP_005843989.1 hypothetical protein CHLNCDRAFT_8704_ partial [Chlorella variabilis]
OG0000349	KAF8067387.1 yhjG [Scenedesmus sp. PABB004]	XP_005844687.1 hypothetical protein CHLNCDRAFT_58794 [Chlorella variabilis]
OG0000349	KAF8059670.1 CWINV3 [Scenedesmus sp. PABB004], KAF8056761.1 hypothetical protein HT031_006259 [Scenedesmus sp. PABB004], KAF8056752.1 BFRUCT3 [Scenedesmus sp. PABB004]	XP_005845850.1 hypothetical protein CHLNCDRAFT_136342 [Chlorella variabilis]
OG0000350	KAF8061144.1 SEC8 [Scenedesmus sp. PABB004]	XP_005847197.1 hypothetical protein CHLNCDRAFT_134996 [Chlorella variabilis]
OG0000350	KAF8058407.1 PRPF4B [Scenedesmus sp. PABB004]	XP_005847196.1 hypothetical protein CHLNCDRAFT_31552 [Chlorella variabilis]
OG0000351	KAF8056858.1 Aimp1 [Scenedesmus sp. PABB004]	XP_005846183.1 hypothetical protein CHLNCDRAFT_25329_ partial [Chlorella variabilis]
OG0000351	KAF8061153.1 YARS1 [Scenedesmus sp. PABB004]	XP_005846328.1 hypothetical protein CHLNCDRAFT_56223 [Chlorella variabilis]
OG0000352	KAF8068195.1 thioredoxin domain-containing protein 9 [Scenedesmus sp. PABB004]	XP_005843767.1 hypothetical protein CHLNCDRAFT_54929 [Chlorella variabilis], XP_005845791.1 hypothetical protein CHLNCDRAFT_136500 [Chlorella variabilis]
OG0000353	KAF8058859.1 SNRNP40 [Scenedesmus sp. PABB004]	XP_005846842.1 hypothetical protein CHLNCDRAFT_35689 [Chlorella variabilis], XP_005842605.1 hypothetical protein CHLNCDRAFT_16011_ partial [Chlorella variabilis]
OG0000354	KAF8067349.1 glpV [Scenedesmus sp. PABB004]	XP_005842621.1 hypothetical protein CHLNCDRAFT_141574_ partial [Chlorella variabilis]
OG0000354	KAF8058074.1 glpV [Scenedesmus sp. PABB004]	XP_005844455.1 hypothetical protein CHLNCDRAFT_58959 [Chlorella variabilis]
OG0000355	KAF8068435.1 PUB1 [Scenedesmus sp. PABB004]	XP_005843184.1 hypothetical protein CHLNCDRAFT_141464 [Chlorella variabilis]
OG0000356	KAF8073076.1 Ddx47 [Scenedesmus sp. PABB004]	XP_005850419.1 hypothetical protein CHLNCDRAFT_142335 [Chlorella variabilis]
OG0000357	KAF8059975.1 slc38a7 [Scenedesmus sp. PABB004], KAF8055471.1 slc38a7 [Scenedesmus sp. PABB004]	XP_005847947.1 hypothetical protein CHLNCDRAFT_145403 [Chlorella variabilis], XP_005850718.1 hypothetical protein CHLNCDRAFT_50436 [Chlorella variabilis], XP_005844729.1 hypothetical protein CHLNCDRAFT_138717 [Chlorella variabilis]
OG0000362	KAF8061170.1 STK38L [Scenedesmus sp. PABB004]	XP_005846340.1 hypothetical protein CHLNCDRAFT_135759 [Chlorella variabilis]
OG0000363	KAF8065511.1 KCNJ12 [Scenedesmus sp. PABB004]	XP_005852061.1 hypothetical protein CHLNCDRAFT_133057 [Chlorella variabilis], XP_005850270.1 hypothetical protein CHLNCDRAFT_57031 [Chlorella variabilis]
OG0000364	KAF8058898.1 jdp [Scenedesmus sp. PABB004]	XP_005850940.1 hypothetical protein CHLNCDRAFT_19791_ partial [Chlorella variabilis]
OG0000364	KAF8069581.1 DJA6 [Scenedesmus sp. PABB004]	XP_005845878.1 hypothetical protein CHLNCDRAFT_15844_ partial [Chlorella variabilis], XP_005846493.1 hypothetical protein CHLNCDRAFT_53215 [Chlorella variabilis]
OG0000365	KAF8055910.1 ATJ72 [Scenedesmus sp. PABB004], KAF8072961.1 rhy-1 [Scenedesmus sp. PABB004]	XP_005846753.1 hypothetical protein CHLNCDRAFT_52968 [Chlorella variabilis], XP_005850570.1 hypothetical protein CHLNCDRAFT_50241 [Chlorella variabilis], XP_005848779.1 hypothetical protein CHLNCDRAFT_144549 [Chlorella variabilis]
OG0000366	KAF8067133.1 CBP1 [Scenedesmus sp. PABB004]	XP_005851231.1 hypothetical protein CHLNCDRAFT_33865 [Chlorella variabilis]
OG0000366	KAF8057860.1 protein phosphatase 2C 26 [Scenedesmus sp. PABB004]	XP_005851227.1 hypothetical protein CHLNCDRAFT_137936 [Chlorella variabilis]
OG0000367	KAF8071102.1 hypothetical protein HT031_001184 [Scenedesmus sp. PABB004]	XP_005844530.1 hypothetical protein CHLNCDRAFT_138936 [Chlorella variabilis], XP_005850563.1 hypothetical protein CHLNCDRAFT_140464 [Chlorella variabilis]
OG0000368	KAF8069592.1 hypothetical protein HT031_001709 [Scenedesmus sp. PABB004]	XP_005847830.1 expressed protein [Chlorella variabilis]
OG0000368	KAF8066351.1 hypothetical protein HT031_002675 [Scenedesmus sp. PABB004]	XP_005843659.1 hypothetical protein CHLNCDRAFT_140027 [Chlorella variabilis]
OG0000369	KAF8057748.1 DHAR1 [Scenedesmus sp. PABB004]	XP_005843180.1 hypothetical protein CHLNCDRAFT_141455 [Chlorella variabilis], XP_005843181.1 hypothetical protein CHLNCDRAFT_141456 [Chlorella variabilis], XP_005849684.1 hypothetical protein CHLNCDRAFT_143262 [Chlorella variabilis]
OG0000370	KAF8065897.1 TRA1 [Scenedesmus sp. PABB004]	XP_005843889.1 hypothetical protein CHLNCDRAFT_59118_ partial [Chlorella variabilis]
OG0000371	KAF8059406.1 SPA2 [Scenedesmus sp. PABB004]	XP_005850581.1 hypothetical protein CHLNCDRAFT_6949_ partial [Chlorella variabilis]
OG0000371	KAF8071312.1 SPA1 [Scenedesmus sp. PABB004]	XP_005849481.1 hypothetical protein CHLNCDRAFT_142774 [Chlorella variabilis]
OG0000372	KAF8058047.1 GME-2 [Scenedesmus sp. PABB004]	XP_005850810.1 hypothetical protein CHLNCDRAFT_140350 [Chlorella variabilis]
OG0000374	KAF8071074.1 SK1 [Scenedesmus sp. PABB004]	XP_005849751.1 hypothetical protein CHLNCDRAFT_34609 [Chlorella variabilis]
OG0000374	KAF8071212.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 1 [Scenedesmus sp. PABB004]	XP_005849750.1 hypothetical protein CHLNCDRAFT_21051_ partial [Chlorella variabilis]
OG0000375	KAF8061932.1 davT [Scenedesmus sp. PABB004]	XP_005846709.1 hypothetical protein CHLNCDRAFT_8428_ partial [Chlorella variabilis]
OG0000376	KAF8070943.1 RDN1 [Scenedesmus sp. PABB004]	XP_005846161.1 hypothetical protein CHLNCDRAFT_8919_ partial [Chlorella variabilis], XP_005842701.1 hypothetical protein CHLNCDRAFT_136271_ partial [Chlorella variabilis], XP_005848407.1 hypothetical protein CHLNCDRAFT_22296_ partial [Chlorella variabilis]
OG0000377	KAF8062032.1 hypothetical protein HT031_004292 [Scenedesmus sp. PABB004], KAF8062793.1 hypothetical protein HT031_004123 [Scenedesmus sp. PABB004], KAF8058425.1 hypothetical protein HT031_005549 [Scenedesmus sp. PABB004]	XP_005851388.1 hypothetical protein CHLNCDRAFT_137626 [Chlorella variabilis]
OG0000377	KAF8060285.1 CCR4 [Scenedesmus sp. PABB004]	XP_005851389.1 hypothetical protein CHLNCDRAFT_137627 [Chlorella variabilis]
OG0000378	KAF8055110.1 CYP716B1 [Scenedesmus sp. PABB004]	XP_005848878.1 hypothetical protein CHLNCDRAFT_144260 [Chlorella variabilis], XP_005848877.1 hypothetical protein CHLNCDRAFT_144259 [Chlorella variabilis], XP_005847697.1 hypothetical protein CHLNCDRAFT_134129 [Chlorella variabilis], XP_005847695.1 hypothetical protein CHLNCDRAFT_57899 [Chlorella variabilis], XP_005848879.1 hypothetical protein CHLNCDRAFT_144261 [Chlorella variabilis]
OG0000379	KAF8057891.1 PRY3 [Scenedesmus sp. PABB004]	XP_005851202.1 expressed protein [Chlorella variabilis]
OG0000379	KAF8072510.1 DNA glycosylase-like protein [Scenedesmus sp. PABB004]	XP_005848801.1 hypothetical protein CHLNCDRAFT_11543_ partial [Chlorella variabilis]
OG0000383	KAF8065953.1 PUMP1 [Scenedesmus sp. PABB004]	XP_005851508.1 hypothetical protein CHLNCDRAFT_48478 [Chlorella variabilis]
OG0000384	KAF8067314.1 Polq [Scenedesmus sp. PABB004]	XP_005847145.1 hypothetical protein CHLNCDRAFT_134898 [Chlorella variabilis]
OG0000385	KAF8060055.1 ppa2 [Scenedesmus sp. PABB004], KAF8072952.1 ppa2 [Scenedesmus sp. PABB004]	XP_005843969.1 hypothetical protein CHLNCDRAFT_32962 [Chlorella variabilis]
OG0000386	KAF8059162.1 CARNS1 [Scenedesmus sp. PABB004]	XP_005848278.1 hypothetical protein CHLNCDRAFT_144890 [Chlorella variabilis], XP_005851161.1 hypothetical protein CHLNCDRAFT_137776 [Chlorella variabilis]
OG0000386	KAF8057917.1 hypothetical protein HT031_005863 [Scenedesmus sp. PABB004]	XP_005845470.1 hypothetical protein CHLNCDRAFT_137125 [Chlorella variabilis]
OG0000387	KAF8060367.1 hypothetical protein HT031_004903 [Scenedesmus sp. PABB004], KAF8060344.1 hypothetical protein HT031_004880 [Scenedesmus sp. PABB004], KAF8062789.1 ASC1-like protein [Scenedesmus sp. PABB004], KAF8060337.1 CYL3 [Scenedesmus sp. PABB004], KAF8061066.1 Ornithine decarboxylase [Scenedesmus sp. PABB004], KAF8066429.1 MP3 [Scenedesmus sp. PABB004], KAF8059680.1 hypothetical protein HT031_005088 [Scenedesmus sp. PABB004], KAF8060345.1 rplS [Scenedesmus sp. PABB004]	XP_005846659.1 hypothetical protein CHLNCDRAFT_135353 [Chlorella variabilis]
OG0000388	KAF8070909.1 CSP41A [Scenedesmus sp. PABB004]	XP_005844539.1 hypothetical protein CHLNCDRAFT_138964 [Chlorella variabilis]
OG0000388	KAF8060556.1 hypothetical protein HT031_004733 [Scenedesmus sp. PABB004]	XP_005843549.1 hypothetical protein CHLNCDRAFT_55078 [Chlorella variabilis]
OG0000389	KAF8071350.1 DExH7 [Scenedesmus sp. PABB004]	XP_005851473.1 hypothetical protein CHLNCDRAFT_137841 [Chlorella variabilis]
OG0000389	KAF8055672.1 DHX57 [Scenedesmus sp. PABB004]	XP_005844949.1 hypothetical protein CHLNCDRAFT_138311 [Chlorella variabilis]
OG0000390	KAF8072870.1 HSD17B12 [Scenedesmus sp. PABB004]	XP_005844467.1 hypothetical protein CHLNCDRAFT_138794 [Chlorella variabilis]
OG0000390	KAF8067246.1 hemW [Scenedesmus sp. PABB004]	XP_005844468.1 hypothetical protein CHLNCDRAFT_138795 [Chlorella variabilis]
OG0000393	KAF8057126.1 PLIP1 [Scenedesmus sp. PABB004]	XP_005851855.1 hypothetical protein CHLNCDRAFT_56546 [Chlorella variabilis], XP_005851853.1 hypothetical protein CHLNCDRAFT_133374 [Chlorella variabilis]
OG0000394	KAF8062083.1 APY2 [Scenedesmus sp. PABB004]	XP_005852179.1 hypothetical protein CHLNCDRAFT_133375 [Chlorella variabilis]
OG0000395	KAF8055488.1 tmcC [Scenedesmus sp. PABB004], KAF8061342.1 hypothetical protein HT031_004433 [Scenedesmus sp. PABB004], KAF8072512.1 DSK2A [Scenedesmus sp. PABB004]	XP_005844816.1 hypothetical protein CHLNCDRAFT_138736 [Chlorella variabilis], XP_005844817.1 hypothetical protein CHLNCDRAFT_138738 [Chlorella variabilis], XP_005843985.1 hypothetical protein CHLNCDRAFT_54730 [Chlorella variabilis]
OG0000396	KAF8073041.1 hypothetical protein HT031_000702 [Scenedesmus sp. PABB004]	XP_005842757.1 hypothetical protein CHLNCDRAFT_37743_ partial [Chlorella variabilis], XP_005849041.1 hypothetical protein CHLNCDRAFT_143478 [Chlorella variabilis], XP_005844416.1 hypothetical protein CHLNCDRAFT_26961_ partial [Chlorella variabilis]
OG0000398	KAF8060292.1 Poglut3 [Scenedesmus sp. PABB004]	XP_005844515.1 hypothetical protein CHLNCDRAFT_138890 [Chlorella variabilis], XP_005851843.1 hypothetical protein CHLNCDRAFT_133347 [Chlorella variabilis]
OG0000398	KAF8056254.1 hypothetical protein HT031_006442 [Scenedesmus sp. PABB004]	XP_005844213.1 hypothetical protein CHLNCDRAFT_139417 [Chlorella variabilis], XP_005843546.1 hypothetical protein CHLNCDRAFT_33034 [Chlorella variabilis]
OG0000404	KAF8065909.1 LIP1 [Scenedesmus sp. PABB004]	XP_005847137.1 hypothetical protein CHLNCDRAFT_24051 [Chlorella variabilis]
OG0000404	KAF8066207.1 LIP1P [Scenedesmus sp. PABB004]	XP_005848552.1 hypothetical protein CHLNCDRAFT_10627_ partial [Chlorella variabilis]
OG0000405	KAF8061987.1 MO1 [Scenedesmus sp. PABB004]	XP_005845359.1 hypothetical protein CHLNCDRAFT_137177 [Chlorella variabilis], XP_005849429.1 hypothetical protein CHLNCDRAFT_143971 [Chlorella variabilis]
OG0000407	KAF8065859.1 Calcium-dependent protein kinase SK5 [Scenedesmus sp. PABB004]	XP_005842866.1 hypothetical protein CHLNCDRAFT_59450 [Chlorella variabilis]
OG0000407	KAF8073021.1 ARF1 [Scenedesmus sp. PABB004]	XP_005844175.1 hypothetical protein CHLNCDRAFT_32668 [Chlorella variabilis]
OG0000408	KAF8073007.1 Arginine--tRNA ligase [Scenedesmus sp. PABB004]	XP_005845135.1 hypothetical protein CHLNCDRAFT_26194 [Chlorella variabilis], XP_005845028.1 hypothetical protein CHLNCDRAFT_137251 [Chlorella variabilis]
OG0000409	KAF8064525.1 PCK1 [Scenedesmus sp. PABB004]	XP_005843995.1 hypothetical protein CHLNCDRAFT_139487 [Chlorella variabilis], XP_005844689.1 hypothetical protein CHLNCDRAFT_49080 [Chlorella variabilis], XP_005851829.1 hypothetical protein CHLNCDRAFT_56532 [Chlorella variabilis]
OG0000410	KAF8057239.1 Dagla [Scenedesmus sp. PABB004]	XP_005849499.1 hypothetical protein CHLNCDRAFT_142819 [Chlorella variabilis]
OG0000410	KAF8066220.1 MSI2 [Scenedesmus sp. PABB004]	XP_005842660.1 hypothetical protein CHLNCDRAFT_138759_ partial [Chlorella variabilis]
OG0000411	KAF8064590.1 gins1 [Scenedesmus sp. PABB004]	XP_005851894.1 hypothetical protein CHLNCDRAFT_56579 [Chlorella variabilis], XP_005852225.1 expressed protein_ partial [Chlorella variabilis]
OG0000412	KAF8069671.1 ABCI19 [Scenedesmus sp. PABB004]	XP_005843796.1 hypothetical protein CHLNCDRAFT_139944 [Chlorella variabilis]
OG0000412	KAF8072767.1 ABCI20 [Scenedesmus sp. PABB004]	XP_005844481.1 hypothetical protein CHLNCDRAFT_26750_ partial [Chlorella variabilis]
OG0000413	KAF8063089.1 Stearoyl-[acyl-carrier-protein] 9-desaturase [Scenedesmus sp. PABB004]	XP_005848353.1 hypothetical protein CHLNCDRAFT_35190 [Chlorella variabilis], XP_005849748.1 hypothetical protein CHLNCDRAFT_48629 [Chlorella variabilis]
OG0000414	KAF8058120.1 XEG113 [Scenedesmus sp. PABB004]	XP_005852062.1 hypothetical protein CHLNCDRAFT_133059 [Chlorella variabilis], XP_005843950.1 hypothetical protein CHLNCDRAFT_37217 [Chlorella variabilis]
OG0000415	KAF8054900.1 Thyn1 [Scenedesmus sp. PABB004]	XP_005843073.1 hypothetical protein CHLNCDRAFT_28531 [Chlorella variabilis]
OG0000415	KAF8054903.1 MUS81 [Scenedesmus sp. PABB004], KAF8054904.1 hypothetical protein HT031_006903 [Scenedesmus sp. PABB004]	XP_005848408.1 hypothetical protein CHLNCDRAFT_144716 [Chlorella variabilis], XP_005846782.1 hypothetical protein CHLNCDRAFT_135296 [Chlorella variabilis]
OG0000416	KAF8057130.1 acu-9 [Scenedesmus sp. PABB004]	XP_005851977.1 hypothetical protein CHLNCDRAFT_49305 [Chlorella variabilis], XP_005852109.1 hypothetical protein CHLNCDRAFT_133175 [Chlorella variabilis]
OG0000418	KAF8060086.1 FTSH11 [Scenedesmus sp. PABB004]	XP_005849660.1 hypothetical protein CHLNCDRAFT_34770 [Chlorella variabilis]
OG0000418	KAF8056381.1 FTSH5 [Scenedesmus sp. PABB004]	XP_005850396.1 hypothetical protein CHLNCDRAFT_142278 [Chlorella variabilis]
OG0000419	KAF8058414.1 PIP5K5 [Scenedesmus sp. PABB004]	XP_005848192.1 hypothetical protein CHLNCDRAFT_145618 [Chlorella variabilis]
