Orthogroup	Chlorella_VariabilisNC64A	Auxenochlorella_protothecoides
OG0001320	XP_005845683.1 hypothetical protein CHLNCDRAFT_8099_ partial [Chlorella variabilis]	RMZ52221.1 hypothetical protein APUTEX25_001611 [Auxenochlorella protothecoides]
OG0001321	XP_005845675.1 hypothetical protein CHLNCDRAFT_136751 [Chlorella variabilis]	RMZ52238.1 hypothetical protein APUTEX25_001628 [Auxenochlorella protothecoides]
OG0001322	XP_005845602.1 hypothetical protein CHLNCDRAFT_25736_ partial [Chlorella variabilis]	RMZ52267.1 hypothetical protein APUTEX25_001657_ partial [Auxenochlorella protothecoides]
OG0001323	XP_005844820.1 hypothetical protein CHLNCDRAFT_58835 [Chlorella variabilis]	RMZ57725.1 hypothetical protein APUTEX25_001202_ partial [Auxenochlorella protothecoides], RMZ52292.1 hypothetical protein APUTEX25_001682 [Auxenochlorella protothecoides]
OG0001324	XP_005850695.1 expressed protein [Chlorella variabilis]	RMZ52336.1 hypothetical protein APUTEX25_005089 [Auxenochlorella protothecoides]
OG0001325	XP_005844274.1 hypothetical protein CHLNCDRAFT_32696 [Chlorella variabilis]	RMZ52339.1 hypothetical protein APUTEX25_005092 [Auxenochlorella protothecoides]
OG0001326	XP_005851949.1 hypothetical protein CHLNCDRAFT_56617_ partial [Chlorella variabilis], XP_005851948.1 hypothetical protein CHLNCDRAFT_133619 [Chlorella variabilis]	RMZ52365.1 hypothetical protein APUTEX25_000640_ partial [Auxenochlorella protothecoides]
OG0001327	XP_005848380.1 hypothetical protein CHLNCDRAFT_145144 [Chlorella variabilis]	RMZ56811.1 hypothetical protein APUTEX25_002900 [Auxenochlorella protothecoides]
OG0001328	XP_005844082.1 hypothetical protein CHLNCDRAFT_56342 [Chlorella variabilis]	RMZ52396.1 hypothetical protein APUTEX25_000671 [Auxenochlorella protothecoides]
OG0001329	XP_005851068.1 hypothetical protein CHLNCDRAFT_14696_ partial [Chlorella variabilis]	RMZ53102.1 hypothetical protein APUTEX25_002511_ partial [Auxenochlorella protothecoides]
OG0001330	XP_005843354.1 hypothetical protein CHLNCDRAFT_33194 [Chlorella variabilis]	RMZ52438.1 hypothetical protein APUTEX25_000017_ partial [Auxenochlorella protothecoides]
OG0001331	XP_005848712.1 hypothetical protein CHLNCDRAFT_144369 [Chlorella variabilis]	RMZ52480.1 hypothetical protein APUTEX25_003623 [Auxenochlorella protothecoides]
OG0001332	XP_005849793.1 hypothetical protein CHLNCDRAFT_57223 [Chlorella variabilis]	RMZ52498.1 hypothetical protein APUTEX25_003641 [Auxenochlorella protothecoides]
OG0001333	XP_005848725.1 hypothetical protein CHLNCDRAFT_57521 [Chlorella variabilis]	RMZ52501.1 hypothetical protein APUTEX25_003644_ partial [Auxenochlorella protothecoides]
OG0001334	XP_005845274.1 hypothetical protein CHLNCDRAFT_25981 [Chlorella variabilis]	RMZ52507.1 hypothetical protein APUTEX25_003650 [Auxenochlorella protothecoides]
OG0001335	XP_005848925.1 hypothetical protein CHLNCDRAFT_144374 [Chlorella variabilis]	RMZ52518.1 hypothetical protein APUTEX25_003661_ partial [Auxenochlorella protothecoides]
OG0001336	XP_005845403.1 hypothetical protein CHLNCDRAFT_136966 [Chlorella variabilis]	RMZ52525.1 hypothetical protein APUTEX25_003668 [Auxenochlorella protothecoides]
OG0001337	XP_005848930.1 hypothetical protein CHLNCDRAFT_51602 [Chlorella variabilis]	RMZ52528.1 hypothetical protein APUTEX25_003671 [Auxenochlorella protothecoides]
OG0001338	XP_005848731.1 hypothetical protein CHLNCDRAFT_144412 [Chlorella variabilis]	RMZ52539.1 hypothetical protein APUTEX25_003682_ partial [Auxenochlorella protothecoides]
OG0001339	XP_005848825.1 hypothetical protein CHLNCDRAFT_22031_ partial [Chlorella variabilis], XP_005848149.1 hypothetical protein CHLNCDRAFT_145496 [Chlorella variabilis]	RMZ52598.1 hypothetical protein APUTEX25_000717 [Auxenochlorella protothecoides]
OG0001340	XP_005844812.1 hypothetical protein CHLNCDRAFT_36797 [Chlorella variabilis]	RMZ52615.1 hypothetical protein APUTEX25_000734 [Auxenochlorella protothecoides]
OG0001341	XP_005847940.1 hypothetical protein CHLNCDRAFT_52074 [Chlorella variabilis]	RMZ52618.1 hypothetical protein APUTEX25_000737 [Auxenochlorella protothecoides]
OG0001342	XP_005849334.1 hypothetical protein CHLNCDRAFT_143718 [Chlorella variabilis]	RMZ52621.1 hypothetical protein APUTEX25_000740_ partial [Auxenochlorella protothecoides]
OG0001343	XP_005849911.1 hypothetical protein CHLNCDRAFT_21002 [Chlorella variabilis]	RMZ52722.1 hypothetical protein APUTEX25_000841 [Auxenochlorella protothecoides]
OG0001344	XP_005848636.1 hypothetical protein CHLNCDRAFT_144173 [Chlorella variabilis]	RMZ52740.1 hypothetical protein APUTEX25_000859 [Auxenochlorella protothecoides]
OG0001345	XP_005845209.1 hypothetical protein CHLNCDRAFT_10750_ partial [Chlorella variabilis]	RMZ52746.1 hypothetical protein APUTEX25_000865 [Auxenochlorella protothecoides]
OG0001346	XP_005845140.1 hypothetical protein CHLNCDRAFT_137269 [Chlorella variabilis]	RMZ52768.1 hypothetical protein APUTEX25_000887_ partial [Auxenochlorella protothecoides]
OG0001348	XP_005848841.1 hypothetical protein CHLNCDRAFT_144168 [Chlorella variabilis]	RMZ52789.1 hypothetical protein APUTEX25_000908 [Auxenochlorella protothecoides]
OG0001349	XP_005848828.1 hypothetical protein CHLNCDRAFT_57473 [Chlorella variabilis]	RMZ52790.1 hypothetical protein APUTEX25_000909 [Auxenochlorella protothecoides]
OG0001350	XP_005851680.1 hypothetical protein CHLNCDRAFT_29144 [Chlorella variabilis]	RMZ52797.1 hypothetical protein APUTEX25_000916 [Auxenochlorella protothecoides]
OG0001351	XP_005847302.1 hypothetical protein CHLNCDRAFT_134414 [Chlorella variabilis]	RMZ52810.1 hypothetical protein APUTEX25_000929_ partial [Auxenochlorella protothecoides]
OG0001352	XP_005843860.1 hypothetical protein CHLNCDRAFT_54832 [Chlorella variabilis]	RMZ53814.1 hypothetical protein APUTEX25_003953_ partial [Auxenochlorella protothecoides], RMZ52812.1 hypothetical protein APUTEX25_000931_ partial [Auxenochlorella protothecoides], RMZ54557.1 hypothetical protein APUTEX25_002132 [Auxenochlorella protothecoides], RMZ57250.1 hypothetical protein APUTEX25_004084 [Auxenochlorella protothecoides]
OG0001353	XP_005846771.1 hypothetical protein CHLNCDRAFT_52990 [Chlorella variabilis]	RMZ52820.1 hypothetical protein APUTEX25_000939 [Auxenochlorella protothecoides]
OG0001354	XP_005847346.1 hypothetical protein CHLNCDRAFT_7420_ partial [Chlorella variabilis]	RMZ52830.1 hypothetical protein APUTEX25_000949_ partial [Auxenochlorella protothecoides]
OG0001355	XP_005851798.1 hypothetical protein CHLNCDRAFT_133240 [Chlorella variabilis], XP_005843247.1 hypothetical protein CHLNCDRAFT_55316 [Chlorella variabilis]	RMZ52909.1 hypothetical protein APUTEX25_001028 [Auxenochlorella protothecoides]
OG0001356	XP_005851938.1 hypothetical protein CHLNCDRAFT_133597 [Chlorella variabilis]	RMZ52941.1 hypothetical protein APUTEX25_001060_ partial [Auxenochlorella protothecoides]
OG0001357	XP_005845138.1 hypothetical protein CHLNCDRAFT_53990 [Chlorella variabilis], XP_005848630.1 hypothetical protein CHLNCDRAFT_144153 [Chlorella variabilis]	RMZ52944.1 hypothetical protein APUTEX25_001063_ partial [Auxenochlorella protothecoides]
OG0001358	XP_005852008.1 hypothetical protein CHLNCDRAFT_56440 [Chlorella variabilis]	RMZ52946.1 hypothetical protein APUTEX25_001065_ partial [Auxenochlorella protothecoides]
OG0001359	XP_005847448.1 hypothetical protein CHLNCDRAFT_134358 [Chlorella variabilis]	RMZ52974.1 hypothetical protein APUTEX25_001093_ partial [Auxenochlorella protothecoides]
OG0001360	XP_005849861.1 hypothetical protein CHLNCDRAFT_143054 [Chlorella variabilis]	RMZ52976.1 hypothetical protein APUTEX25_001095 [Auxenochlorella protothecoides]
OG0001361	XP_005849130.1 hypothetical protein CHLNCDRAFT_11055_ partial [Chlorella variabilis]	RMZ53037.1 hypothetical protein APUTEX25_001156 [Auxenochlorella protothecoides]
OG0001362	XP_005848983.1 hypothetical protein CHLNCDRAFT_144531 [Chlorella variabilis]	RMZ53104.1 hypothetical protein APUTEX25_002513_ partial [Auxenochlorella protothecoides]
OG0001363	XP_005849404.1 hypothetical protein CHLNCDRAFT_34933 [Chlorella variabilis]	RMZ53122.1 hypothetical protein APUTEX25_005111_ partial [Auxenochlorella protothecoides]
OG0001364	XP_005846506.1 hypothetical protein CHLNCDRAFT_135735 [Chlorella variabilis]	RMZ53133.1 hypothetical protein APUTEX25_005122 [Auxenochlorella protothecoides]
OG0001365	XP_005847199.1 hypothetical protein CHLNCDRAFT_134999 [Chlorella variabilis]	RMZ53135.1 hypothetical protein APUTEX25_005124 [Auxenochlorella protothecoides]
OG0001366	XP_005850938.1 hypothetical protein CHLNCDRAFT_140676 [Chlorella variabilis]	RMZ53142.1 hypothetical protein APUTEX25_005131 [Auxenochlorella protothecoides]
OG0001367	XP_005845941.1 hypothetical protein CHLNCDRAFT_36198 [Chlorella variabilis]	RMZ53145.1 hypothetical protein APUTEX25_005134_ partial [Auxenochlorella protothecoides]
OG0001368	XP_005847184.1 hypothetical protein CHLNCDRAFT_134974 [Chlorella variabilis]	RMZ53152.1 hypothetical protein APUTEX25_005141_ partial [Auxenochlorella protothecoides]
OG0001369	XP_005846325.1 hypothetical protein CHLNCDRAFT_36102 [Chlorella variabilis]	RMZ53158.1 hypothetical protein APUTEX25_005147 [Auxenochlorella protothecoides]
OG0001370	XP_005843617.1 hypothetical protein CHLNCDRAFT_27963 [Chlorella variabilis]	RMZ53171.1 hypothetical protein APUTEX25_005160 [Auxenochlorella protothecoides]
OG0001371	XP_005846981.1 hypothetical protein CHLNCDRAFT_8393_ partial [Chlorella variabilis]	RMZ53173.1 hypothetical protein APUTEX25_005162_ partial [Auxenochlorella protothecoides], RMZ55644.1 hypothetical protein APUTEX25_000227_ partial [Auxenochlorella protothecoides]
OG0001372	XP_005843961.1 hypothetical protein CHLNCDRAFT_32938 [Chlorella variabilis]	RMZ53178.1 hypothetical protein APUTEX25_005167 [Auxenochlorella protothecoides]
OG0001373	XP_005843625.1 hypothetical protein CHLNCDRAFT_59232 [Chlorella variabilis]	RMZ53191.1 hypothetical protein APUTEX25_005180 [Auxenochlorella protothecoides]
OG0001374	XP_005843622.1 hypothetical protein CHLNCDRAFT_49235 [Chlorella variabilis]	RMZ53194.1 hypothetical protein APUTEX25_005183_ partial [Auxenochlorella protothecoides]
OG0001375	XP_005847170.1 hypothetical protein CHLNCDRAFT_23906 [Chlorella variabilis]	RMZ53223.1 hypothetical protein APUTEX25_005212 [Auxenochlorella protothecoides]
OG0001376	XP_005852078.1 expressed protein [Chlorella variabilis]	RMZ53247.1 hypothetical protein APUTEX25_005236 [Auxenochlorella protothecoides], RMZ53235.1 hypothetical protein APUTEX25_005224 [Auxenochlorella protothecoides]
OG0001378	XP_005843575.1 hypothetical protein CHLNCDRAFT_140223 [Chlorella variabilis]	RMZ53267.1 hypothetical protein APUTEX25_005256_ partial [Auxenochlorella protothecoides]
OG0001379	XP_005845901.1 hypothetical protein CHLNCDRAFT_136485 [Chlorella variabilis]	RMZ53290.1 hypothetical protein APUTEX25_004778 [Auxenochlorella protothecoides]
OG0001380	XP_005850964.1 hypothetical protein CHLNCDRAFT_140737 [Chlorella variabilis]	RMZ53324.1 hypothetical protein APUTEX25_004812 [Auxenochlorella protothecoides]
OG0001381	XP_005844407.1 argininosuccinate lyase [Chlorella variabilis]	RMZ53325.1 hypothetical protein APUTEX25_004813 [Auxenochlorella protothecoides]
OG0001382	XP_005843626.1 hypothetical protein CHLNCDRAFT_59234 [Chlorella variabilis]	RMZ53337.1 hypothetical protein APUTEX25_004825_ partial [Auxenochlorella protothecoides]
OG0001383	XP_005842570.1 hypothetical protein CHLNCDRAFT_55891_ partial [Chlorella variabilis], XP_005843581.1 hypothetical protein CHLNCDRAFT_56398 [Chlorella variabilis]	RMZ53373.1 hypothetical protein APUTEX25_004861_ partial [Auxenochlorella protothecoides]
OG0001384	XP_005844414.1 hypothetical protein CHLNCDRAFT_58914 [Chlorella variabilis]	RMZ53380.1 hypothetical protein APUTEX25_004868 [Auxenochlorella protothecoides]
OG0001385	XP_005844342.1 hypothetical protein CHLNCDRAFT_26891 [Chlorella variabilis]	RMZ53421.1 hypothetical protein APUTEX25_004909_ partial [Auxenochlorella protothecoides]
OG0001386	XP_005849104.1 hypothetical protein CHLNCDRAFT_21734 [Chlorella variabilis]	RMZ53451.1 hypothetical protein APUTEX25_003273 [Auxenochlorella protothecoides]
OG0001387	XP_005842577.1 hypothetical protein CHLNCDRAFT_143426_ partial [Chlorella variabilis]	RMZ53484.1 hypothetical protein APUTEX25_003306 [Auxenochlorella protothecoides]
OG0001388	XP_005844954.1 hypothetical protein CHLNCDRAFT_26393_ partial [Chlorella variabilis]	RMZ53491.1 hypothetical protein APUTEX25_003313_ partial [Auxenochlorella protothecoides]
OG0001389	XP_005844852.1 hypothetical protein CHLNCDRAFT_138340 [Chlorella variabilis]	RMZ53533.1 hypothetical protein APUTEX25_003355 [Auxenochlorella protothecoides]
OG0001390	XP_005848117.1 hypothetical protein CHLNCDRAFT_145421 [Chlorella variabilis]	RMZ53535.1 hypothetical protein APUTEX25_003357_ partial [Auxenochlorella protothecoides]
OG0001392	XP_005849305.1 hypothetical protein CHLNCDRAFT_143626 [Chlorella variabilis]	RMZ53551.1 hypothetical protein APUTEX25_003373_ partial [Auxenochlorella protothecoides]
OG0001393	XP_005846625.1 hypothetical protein CHLNCDRAFT_9747_ partial [Chlorella variabilis]	RMZ53620.1 hypothetical protein APUTEX25_003154_ partial [Auxenochlorella protothecoides]
OG0001394	XP_005851419.1 hypothetical protein CHLNCDRAFT_49839 [Chlorella variabilis]	RMZ53628.1 hypothetical protein APUTEX25_003162 [Auxenochlorella protothecoides]
OG0001395	XP_005851593.1 hypothetical protein CHLNCDRAFT_138110_ partial [Chlorella variabilis]	RMZ53636.1 hypothetical protein APUTEX25_003170 [Auxenochlorella protothecoides]
OG0001396	XP_005848078.1 hypothetical protein CHLNCDRAFT_57727 [Chlorella variabilis]	RMZ53637.1 hypothetical protein APUTEX25_003171_ partial [Auxenochlorella protothecoides]
OG0001397	XP_005846379.1 hypothetical protein CHLNCDRAFT_24755_ partial [Chlorella variabilis]	RMZ53645.1 hypothetical protein APUTEX25_003179 [Auxenochlorella protothecoides]
OG0001398	XP_005849717.1 hypothetical protein CHLNCDRAFT_34562 [Chlorella variabilis]	RMZ53652.1 hypothetical protein APUTEX25_003186 [Auxenochlorella protothecoides]
OG0001399	XP_005844415.1 hypothetical protein CHLNCDRAFT_32566 [Chlorella variabilis]	RMZ53656.1 hypothetical protein APUTEX25_003190 [Auxenochlorella protothecoides]
OG0001400	XP_005843813.1 hypothetical protein CHLNCDRAFT_12853_ partial [Chlorella variabilis]	RMZ53663.1 hypothetical protein APUTEX25_003197 [Auxenochlorella protothecoides]
OG0001401	XP_005848967.1 hypothetical protein CHLNCDRAFT_144492 [Chlorella variabilis]	RMZ53689.1 hypothetical protein APUTEX25_003223 [Auxenochlorella protothecoides]
OG0001402	XP_005843615.1 hypothetical protein CHLNCDRAFT_55096 [Chlorella variabilis]	RMZ53693.1 hypothetical protein APUTEX25_003227 [Auxenochlorella protothecoides]
OG0001403	XP_005844284.1 hypothetical protein CHLNCDRAFT_37045 [Chlorella variabilis]	RMZ53705.1 hypothetical protein APUTEX25_003239 [Auxenochlorella protothecoides]
OG0001404	XP_005848470.1 hypothetical protein CHLNCDRAFT_144869 [Chlorella variabilis], XP_005845730.1 expressed protein [Chlorella variabilis], XP_005846872.1 expressed protein [Chlorella variabilis]	RMZ53715.1 hypothetical protein APUTEX25_003249 [Auxenochlorella protothecoides]
OG0001405	XP_005843978.1 hypothetical protein CHLNCDRAFT_139795 [Chlorella variabilis], XP_005843977.1 hypothetical protein CHLNCDRAFT_139794 [Chlorella variabilis]	RMZ53788.1 hypothetical protein APUTEX25_003927 [Auxenochlorella protothecoides]
OG0001406	XP_005851025.1 hypothetical protein CHLNCDRAFT_56983 [Chlorella variabilis]	RMZ53802.1 hypothetical protein APUTEX25_003941 [Auxenochlorella protothecoides]
OG0001407	XP_005851000.1 expressed protein [Chlorella variabilis], XP_005851001.1 hypothetical protein CHLNCDRAFT_140833 [Chlorella variabilis]	RMZ53807.1 hypothetical protein APUTEX25_003946_ partial [Auxenochlorella protothecoides]
OG0001408	XP_005844747.1 hypothetical protein CHLNCDRAFT_56301 [Chlorella variabilis]	RMZ53813.1 hypothetical protein APUTEX25_003952 [Auxenochlorella protothecoides]
OG0001409	XP_005846539.1 hypothetical protein CHLNCDRAFT_135831 [Chlorella variabilis]	RMZ53876.1 hypothetical protein APUTEX25_005622 [Auxenochlorella protothecoides]
OG0001410	XP_005848268.1 hypothetical protein CHLNCDRAFT_57614 [Chlorella variabilis]	RMZ53880.1 hypothetical protein APUTEX25_005626 [Auxenochlorella protothecoides]
OG0001411	XP_005848264.1 hypothetical protein CHLNCDRAFT_22355 [Chlorella variabilis]	RMZ53884.1 hypothetical protein APUTEX25_005630 [Auxenochlorella protothecoides]
OG0001412	XP_005851779.1 hypothetical protein CHLNCDRAFT_14045_ partial [Chlorella variabilis], XP_005851781.1 hypothetical protein CHLNCDRAFT_133197 [Chlorella variabilis]	RMZ53893.1 hypothetical protein APUTEX25_005575 [Auxenochlorella protothecoides]
OG0001413	XP_005844453.1 hypothetical protein CHLNCDRAFT_139190_ partial [Chlorella variabilis]	RMZ53907.1 hypothetical protein APUTEX25_004750 [Auxenochlorella protothecoides]
OG0001413	XP_005844452.1 hypothetical protein CHLNCDRAFT_139189 [Chlorella variabilis]	RMZ57731.1 hypothetical protein APUTEX25_001701_ partial [Auxenochlorella protothecoides]
OG0001414	XP_005848239.1 hypothetical protein CHLNCDRAFT_35065 [Chlorella variabilis], XP_005848240.1 hypothetical protein CHLNCDRAFT_35071 [Chlorella variabilis]	RMZ53917.1 hypothetical protein APUTEX25_004942 [Auxenochlorella protothecoides]
OG0001415	XP_005852110.1 hypothetical protein CHLNCDRAFT_133176 [Chlorella variabilis]	RMZ53923.1 hypothetical protein APUTEX25_004948 [Auxenochlorella protothecoides]
OG0001416	XP_005848230.1 hypothetical protein CHLNCDRAFT_144757 [Chlorella variabilis]	RMZ53924.1 hypothetical protein APUTEX25_004949 [Auxenochlorella protothecoides]
OG0001417	XP_005848359.1 hypothetical protein CHLNCDRAFT_59660 [Chlorella variabilis]	RMZ53961.1 hypothetical protein APUTEX25_002538 [Auxenochlorella protothecoides]
OG0001418	XP_005848299.1 hypothetical protein CHLNCDRAFT_59654 [Chlorella variabilis]	RMZ53962.1 hypothetical protein APUTEX25_002539 [Auxenochlorella protothecoides]
OG0001419	XP_005848556.1 hypothetical protein CHLNCDRAFT_22513 [Chlorella variabilis]	RMZ53972.1 hypothetical protein APUTEX25_002549 [Auxenochlorella protothecoides]
OG0001420	XP_005851832.1 hypothetical protein CHLNCDRAFT_133322 [Chlorella variabilis]	RMZ53982.1 hypothetical protein APUTEX25_002559 [Auxenochlorella protothecoides]
OG0001421	XP_005851869.1 hypothetical protein CHLNCDRAFT_49595 [Chlorella variabilis], XP_005851868.1 hypothetical protein CHLNCDRAFT_133423 [Chlorella variabilis]	RMZ53997.1 hypothetical protein APUTEX25_002574 [Auxenochlorella protothecoides]
OG0001422	XP_005852150.1 hypothetical protein CHLNCDRAFT_133281 [Chlorella variabilis]	RMZ54007.1 hypothetical protein APUTEX25_002584 [Auxenochlorella protothecoides]
