Orthogroup	Chlorella_VariabilisNC64A	Chlorella_A99
OG0000711	XP_005843514.1 hypothetical protein CHLNCDRAFT_55126 [Chlorella variabilis], XP_005849326.1 hypothetical protein CHLNCDRAFT_57398 [Chlorella variabilis], XP_005843589.1 hypothetical protein CHLNCDRAFT_55051 [Chlorella variabilis], XP_005849106.1 hypothetical protein CHLNCDRAFT_143658 [Chlorella variabilis], XP_005849105.1 hypothetical protein CHLNCDRAFT_143657 [Chlorella variabilis], XP_005844278.1 expressed protein [Chlorella variabilis]	PCFQ01000058.1 g88 [Chlorella sp. A99]
OG0000711	XP_005843534.1 hypothetical protein CHLNCDRAFT_55059 [Chlorella variabilis], XP_005847476.1 hypothetical protein CHLNCDRAFT_52582 [Chlorella variabilis]	PCFQ01000037.1 g2506 [Chlorella sp. A99], PCFQ01000010.1 g315 [Chlorella sp. A99]
OG0000712	XP_005845512.1 hypothetical protein CHLNCDRAFT_25722 [Chlorella variabilis]	PCFQ01000002.1 g740 [Chlorella sp. A99]
OG0000713	XP_005848972.1 hypothetical protein CHLNCDRAFT_30702 [Chlorella variabilis], XP_005848970.1 hypothetical protein CHLNCDRAFT_144498 [Chlorella variabilis], XP_005848959.1 hypothetical protein CHLNCDRAFT_51650 [Chlorella variabilis]	PCFQ01000005.1 g762 [Chlorella sp. A99]
OG0000714	XP_005848349.1 hypothetical protein CHLNCDRAFT_57660 [Chlorella variabilis]	PCFQ01000020.1 g904 [Chlorella sp. A99]
OG0000715	XP_005851957.1 hypothetical protein CHLNCDRAFT_133638 [Chlorella variabilis]	PCFQ01000009.1 g1729 [Chlorella sp. A99]
OG0000716	XP_005846261.1 hypothetical protein CHLNCDRAFT_58246 [Chlorella variabilis]	PCFQ01000078.1 g2081 [Chlorella sp. A99]
OG0000716	XP_005849543.1 hypothetical protein CHLNCDRAFT_142917 [Chlorella variabilis], XP_005849592.1 hypothetical protein CHLNCDRAFT_143026 [Chlorella variabilis]	PCFQ01000006.1 g3215 [Chlorella sp. A99]
OG0000730	XP_005849770.1 hypothetical protein CHLNCDRAFT_142824 [Chlorella variabilis]	PCFQ01000037.1 g2421 [Chlorella sp. A99]
OG0000731	XP_005848150.1 hypothetical protein CHLNCDRAFT_145497 [Chlorella variabilis]	PCFQ01000081.1 g1657 [Chlorella sp. A99]
OG0000733	XP_005849761.1 hypothetical protein CHLNCDRAFT_142805 [Chlorella variabilis]	PCFQ01000037.1 g2372 [Chlorella sp. A99]
OG0000734	XP_005852203.1 hypothetical protein CHLNCDRAFT_133427 [Chlorella variabilis]	PCFQ01000003.1 g1081 [Chlorella sp. A99]
OG0000736	XP_005851982.1 hypothetical protein CHLNCDRAFT_132885 [Chlorella variabilis]	PCFQ01000013.1 g3344 [Chlorella sp. A99]
OG0000738	XP_005844727.1 hypothetical protein CHLNCDRAFT_138712 [Chlorella variabilis]	PCFQ01000079.1 g1406 [Chlorella sp. A99]
OG0000740	XP_005852007.1 hypothetical protein CHLNCDRAFT_29140 [Chlorella variabilis]	PCFQ01000013.1 g3265 [Chlorella sp. A99]
OG0000741	XP_005846353.1 hypothetical protein CHLNCDRAFT_135795 [Chlorella variabilis], XP_005846354.1 hypothetical protein CHLNCDRAFT_135796 [Chlorella variabilis]	PCFQ01000078.1 g2019 [Chlorella sp. A99]
OG0000745	XP_005847114.1 hypothetical protein CHLNCDRAFT_23898 [Chlorella variabilis]	PCFQ01000078.1 g2062 [Chlorella sp. A99]
OG0000747	XP_005852076.1 hypothetical protein CHLNCDRAFT_18784_ partial [Chlorella variabilis]	PCFQ01000013.1 g3352 [Chlorella sp. A99]
OG0000749	XP_005850653.1 hypothetical protein CHLNCDRAFT_48545 [Chlorella variabilis]	PCFQ01000046.1 g1851 [Chlorella sp. A99], PCFQ01000011.1 g2816 [Chlorella sp. A99]
OG0000750	XP_005847187.1 hypothetical protein CHLNCDRAFT_134979 [Chlorella variabilis]	PCFQ01000081.1 g1579 [Chlorella sp. A99]
OG0000751	XP_005843817.1 hypothetical protein CHLNCDRAFT_59800 [Chlorella variabilis]	PCFQ01000004.1 g2595 [Chlorella sp. A99]
OG0000753	XP_005843828.1 hypothetical protein CHLNCDRAFT_139908 [Chlorella variabilis]	PCFQ01000023.1 g2230 [Chlorella sp. A99]
OG0000755	XP_005850401.1 hypothetical protein CHLNCDRAFT_142291 [Chlorella variabilis]	PCFQ01000011.1 g2783 [Chlorella sp. A99]
OG0000756	XP_005847893.1 hypothetical protein CHLNCDRAFT_145259 [Chlorella variabilis]	PCFQ01000081.1 g1636 [Chlorella sp. A99]
OG0000757	XP_005850208.1 hypothetical protein CHLNCDRAFT_20630_ partial [Chlorella variabilis]	PCFQ01000008.1 g1097 [Chlorella sp. A99]
OG0000760	XP_005852243.1 hypothetical protein CHLNCDRAFT_133550 [Chlorella variabilis]	PCFQ01000037.1 g2430 [Chlorella sp. A99]
OG0000761	XP_005850911.1 hypothetical protein CHLNCDRAFT_20112 [Chlorella variabilis], XP_005851393.1 hypothetical protein CHLNCDRAFT_137637 [Chlorella variabilis]	PCFQ01000058.1 g58 [Chlorella sp. A99]
OG0000763	XP_005843981.1 hypothetical protein CHLNCDRAFT_54895 [Chlorella variabilis], XP_005843980.1 hypothetical protein CHLNCDRAFT_139801 [Chlorella variabilis], XP_005842893.1 hypothetical protein CHLNCDRAFT_141821 [Chlorella variabilis], XP_005842898.1 hypothetical protein CHLNCDRAFT_141839 [Chlorella variabilis], XP_005842909.1 hypothetical protein CHLNCDRAFT_59425 [Chlorella variabilis]	PCFQ01000019.1 g1786 [Chlorella sp. A99]
OG0000765	XP_005843741.1 hypothetical protein CHLNCDRAFT_59198 [Chlorella variabilis]	PCFQ01000082.1 g633 [Chlorella sp. A99]
OG0000767	XP_005846395.1 hypothetical protein CHLNCDRAFT_135881 [Chlorella variabilis]	PCFQ01000078.1 g1996 [Chlorella sp. A99]
OG0000768	XP_005843611.1 hypothetical protein CHLNCDRAFT_140196 [Chlorella variabilis]	PCFQ01000011.1 g2771 [Chlorella sp. A99]
OG0000769	XP_005844359.1 hypothetical protein CHLNCDRAFT_139161 [Chlorella variabilis], XP_005850765.1 hypothetical protein CHLNCDRAFT_140943 [Chlorella variabilis]	PCFQ01000014.1 g1900 [Chlorella sp. A99]
OG0000770	XP_005847482.1 hypothetical protein CHLNCDRAFT_35636 [Chlorella variabilis], XP_005844360.1 hypothetical protein CHLNCDRAFT_36917 [Chlorella variabilis]	PCFQ01000009.1 g1725 [Chlorella sp. A99]
OG0000771	XP_005848780.1 hypothetical protein CHLNCDRAFT_22081_ partial [Chlorella variabilis], XP_005848986.1 hypothetical protein CHLNCDRAFT_144541 [Chlorella variabilis]	PCFQ01000005.1 g748 [Chlorella sp. A99]
OG0000772	XP_005848245.1 hypothetical protein CHLNCDRAFT_30765 [Chlorella variabilis], XP_005848244.1 expressed protein [Chlorella variabilis]	PCFQ01000020.1 g872 [Chlorella sp. A99]
OG0000773	XP_005849009.1 hypothetical protein CHLNCDRAFT_144584 [Chlorella variabilis], XP_005849010.1 hypothetical protein CHLNCDRAFT_144585 [Chlorella variabilis]	PCFQ01000005.1 g758 [Chlorella sp. A99]
OG0000774	XP_005849008.1 hypothetical protein CHLNCDRAFT_30733 [Chlorella variabilis]	PCFQ01000005.1 g761 [Chlorella sp. A99]
OG0000776	XP_005844569.1 hypothetical protein CHLNCDRAFT_138808 [Chlorella variabilis], XP_005844568.1 hypothetical protein CHLNCDRAFT_138806 [Chlorella variabilis]	PCFQ01000079.1 g1414 [Chlorella sp. A99]
OG0000777	XP_005842954.1 hypothetical protein CHLNCDRAFT_141766 [Chlorella variabilis], XP_005842955.1 hypothetical protein CHLNCDRAFT_141768 [Chlorella variabilis]	PCFQ01000079.1 g1465 [Chlorella sp. A99]
OG0000778	XP_005843007.1 hypothetical protein CHLNCDRAFT_141664 [Chlorella variabilis]	PCFQ01000078.1 g2222 [Chlorella sp. A99]
OG0000781	XP_005843281.1 hypothetical protein CHLNCDRAFT_141323 [Chlorella variabilis], XP_005843290.1 hypothetical protein CHLNCDRAFT_141350 [Chlorella variabilis]	PCFQ01000004.1 g2672 [Chlorella sp. A99]
OG0000783	XP_005851277.1 hypothetical protein CHLNCDRAFT_19312 [Chlorella variabilis], XP_005851278.1 hypothetical protein CHLNCDRAFT_138066 [Chlorella variabilis]	PCFQ01000058.1 g158 [Chlorella sp. A99]
OG0000784	XP_005849247.1 hypothetical protein CHLNCDRAFT_57362 [Chlorella variabilis]	PCFQ01000015.1 g3059 [Chlorella sp. A99], PCFQ01000015.1 g3064 [Chlorella sp. A99]
OG0000785	XP_005849994.1 hypothetical protein CHLNCDRAFT_29986 [Chlorella variabilis]	PCFQ01000077.1 g1756 [Chlorella sp. A99]
OG0000786	XP_005844217.1 expressed protein [Chlorella variabilis], XP_005846364.1 hypothetical protein CHLNCDRAFT_135817 [Chlorella variabilis], XP_005846363.1 hypothetical protein CHLNCDRAFT_48255 [Chlorella variabilis]	PCFQ01000038.1 g487 [Chlorella sp. A99]
OG0000787	XP_005846828.1 hypothetical protein CHLNCDRAFT_24676 [Chlorella variabilis], XP_005843931.1 hypothetical protein CHLNCDRAFT_56353 [Chlorella variabilis], XP_005843855.1 hypothetical protein CHLNCDRAFT_139681 [Chlorella variabilis], XP_005846829.1 hypothetical protein CHLNCDRAFT_135426 [Chlorella variabilis]	PCFQ01000009.1 g1720 [Chlorella sp. A99]
OG0000788	XP_005843738.1 hypothetical protein CHLNCDRAFT_140078 [Chlorella variabilis]	PCFQ01000082.1 g627 [Chlorella sp. A99]
OG0000791	XP_005843423.1 hypothetical protein CHLNCDRAFT_141080 [Chlorella variabilis]	PCFQ01000023.1 g2224 [Chlorella sp. A99]
OG0000793	XP_005842638.1 hypothetical protein CHLNCDRAFT_55812_ partial [Chlorella variabilis], XP_005842545.1 expressed protein [Chlorella variabilis]	PCFQ01000011.1 g2797 [Chlorella sp. A99]
OG0000794	XP_005851651.1 hypothetical protein CHLNCDRAFT_138231 [Chlorella variabilis], XP_005851647.1 hypothetical protein CHLNCDRAFT_50112 [Chlorella variabilis]	PCFQ01000058.1 g221 [Chlorella sp. A99]
OG0000796	XP_005850519.1 hypothetical protein CHLNCDRAFT_140366 [Chlorella variabilis], XP_005850520.1 hypothetical protein CHLNCDRAFT_140367 [Chlorella variabilis]	PCFQ01000006.1 g3157 [Chlorella sp. A99]
OG0000798	XP_005845673.1 hypothetical protein CHLNCDRAFT_13956_ partial [Chlorella variabilis], XP_005843079.1 hypothetical protein CHLNCDRAFT_33285 [Chlorella variabilis]	PCFQ01000046.1 g1853 [Chlorella sp. A99]
OG0000800	XP_005850010.1 hypothetical protein CHLNCDRAFT_57025 [Chlorella variabilis]	PCFQ01000077.1 g1773 [Chlorella sp. A99]
OG0000801	XP_005850255.1 hypothetical protein CHLNCDRAFT_141951 [Chlorella variabilis]	PCFQ01000077.1 g1780 [Chlorella sp. A99]
OG0000802	XP_005843317.1 ribosomal protein L19 [Chlorella variabilis], XP_005843318.1 expressed protein [Chlorella variabilis]	PCFQ01000079.1 g1447 [Chlorella sp. A99]
OG0000803	XP_005849959.1 hypothetical protein CHLNCDRAFT_143317 [Chlorella variabilis], XP_005850121.1 hypothetical protein CHLNCDRAFT_142213 [Chlorella variabilis], XP_005851844.1 hypothetical protein CHLNCDRAFT_133350 [Chlorella variabilis]	PCFQ01000078.1 g2151 [Chlorella sp. A99]
OG0000804	XP_005846927.1 hypothetical protein CHLNCDRAFT_10756_ partial [Chlorella variabilis]	PCFQ01000009.1 g1699 [Chlorella sp. A99]
OG0000807	XP_005844294.1 hypothetical protein CHLNCDRAFT_139414 [Chlorella variabilis]	PCFQ01000014.1 g1877 [Chlorella sp. A99]
OG0000808	XP_005844199.1 hypothetical protein CHLNCDRAFT_139385 [Chlorella variabilis]	PCFQ01000075.1 g1942 [Chlorella sp. A99]
OG0000808	XP_005846301.1 hypothetical protein CHLNCDRAFT_31755 [Chlorella variabilis]	PCFQ01000078.1 g2101 [Chlorella sp. A99]
OG0000811	XP_005850877.1 hypothetical protein CHLNCDRAFT_34091 [Chlorella variabilis]	PCFQ01000006.1 g3117 [Chlorella sp. A99]
OG0000812	XP_005843012.1 hypothetical protein CHLNCDRAFT_59377 [Chlorella variabilis], XP_005849646.1 hypothetical protein CHLNCDRAFT_6358_ partial [Chlorella variabilis]	PCFQ01000004.1 g2606 [Chlorella sp. A99]
OG0000814	XP_005850045.1 hypothetical protein CHLNCDRAFT_34336 [Chlorella variabilis]	PCFQ01000011.1 g2907 [Chlorella sp. A99]
OG0000814	XP_005847310.1 hypothetical protein CHLNCDRAFT_31314 [Chlorella variabilis]	PCFQ01000037.1 g2532 [Chlorella sp. A99]
OG0000815	XP_005849184.1 hypothetical protein CHLNCDRAFT_143855 [Chlorella variabilis], XP_005849380.1 hypothetical protein CHLNCDRAFT_143854 [Chlorella variabilis]	PCFQ01000003.1 g1073 [Chlorella sp. A99]
OG0000815	XP_005845320.1 hypothetical protein CHLNCDRAFT_25846 [Chlorella variabilis]	PCFQ01000078.1 g2118 [Chlorella sp. A99]
OG0000818	XP_005849239.1 hypothetical protein CHLNCDRAFT_34838 [Chlorella variabilis]	PCFQ01000015.1 g2933 [Chlorella sp. A99]
OG0000820	XP_005847553.1 hypothetical protein CHLNCDRAFT_35390 [Chlorella variabilis]	PCFQ01000082.1 g517 [Chlorella sp. A99]
OG0000820	XP_005850191.1 hypothetical protein CHLNCDRAFT_20587 [Chlorella variabilis]	PCFQ01000008.1 g1084 [Chlorella sp. A99]
OG0000822	XP_005848724.1 hypothetical protein CHLNCDRAFT_12548_ partial [Chlorella variabilis]	PCFQ01000017.1 g2276 [Chlorella sp. A99]
OG0000824	XP_005847788.1 hypothetical protein CHLNCDRAFT_133943 [Chlorella variabilis]	PCFQ01000082.1 g499 [Chlorella sp. A99]
OG0000825	XP_005850799.1 hypothetical protein CHLNCDRAFT_20050_ partial [Chlorella variabilis]	PCFQ01000006.1 g3205 [Chlorella sp. A99]
OG0000827	XP_005847337.1 hypothetical protein CHLNCDRAFT_58001 [Chlorella variabilis]	PCFQ01000037.1 g2479 [Chlorella sp. A99]
OG0000830	XP_005850427.1 hypothetical protein CHLNCDRAFT_7891_ partial [Chlorella variabilis], XP_005846670.1 hypothetical protein CHLNCDRAFT_58196 [Chlorella variabilis]	PCFQ01000001.1 g989 [Chlorella sp. A99]
OG0000832	XP_005847663.1 hypothetical protein CHLNCDRAFT_35453 [Chlorella variabilis]	PCFQ01000082.1 g534 [Chlorella sp. A99]
OG0000833	XP_005849091.1 hypothetical protein CHLNCDRAFT_143611 [Chlorella variabilis]	PCFQ01000004.1 g2580 [Chlorella sp. A99]
OG0000833	XP_005848111.1 hypothetical protein CHLNCDRAFT_145405 [Chlorella variabilis]	PCFQ01000020.1 g869 [Chlorella sp. A99]
OG0000834	XP_005846484.1 hypothetical protein CHLNCDRAFT_135683 [Chlorella variabilis]	PCFQ01000078.1 g2090 [Chlorella sp. A99]
OG0000835	XP_005847403.1 hypothetical protein CHLNCDRAFT_35559 [Chlorella variabilis]	PCFQ01000058.1 g151 [Chlorella sp. A99]
OG0000837	XP_005846762.1 hypothetical protein CHLNCDRAFT_9822_ partial [Chlorella variabilis], XP_005846763.1 hypothetical protein CHLNCDRAFT_135251 [Chlorella variabilis]	PCFQ01000073.1 g1958 [Chlorella sp. A99]
OG0000839	XP_005851116.1 hypothetical protein CHLNCDRAFT_137688 [Chlorella variabilis]	PCFQ01000058.1 g42 [Chlorella sp. A99]
OG0000840	XP_005851390.1 hypothetical protein CHLNCDRAFT_137629 [Chlorella variabilis], XP_005849445.1 hypothetical protein CHLNCDRAFT_13259_ partial [Chlorella variabilis]	PCFQ01000037.1 g2412 [Chlorella sp. A99]
OG0000842	XP_005851381.1 hypothetical protein CHLNCDRAFT_137609 [Chlorella variabilis]	PCFQ01000058.1 g4 [Chlorella sp. A99]
OG0000843	XP_005850348.1 hypothetical protein CHLNCDRAFT_142172 [Chlorella variabilis]	PCFQ01000008.1 g1121 [Chlorella sp. A99]
OG0000844	XP_005848488.1 hypothetical protein CHLNCDRAFT_14865_ partial [Chlorella variabilis], XP_005843114.1 hypothetical protein CHLNCDRAFT_13992_ partial [Chlorella variabilis]	PCFQ01000082.1 g578 [Chlorella sp. A99]
OG0000845	XP_005851102.1 expressed protein [Chlorella variabilis], XP_005851101.1 expressed protein [Chlorella variabilis]	PCFQ01000058.1 g63 [Chlorella sp. A99]
OG0000846	XP_005848932.1 hypothetical protein CHLNCDRAFT_144392 [Chlorella variabilis]	PCFQ01000005.1 g799 [Chlorella sp. A99]
OG0000847	XP_005845015.1 hypothetical protein CHLNCDRAFT_138487 [Chlorella variabilis]	PCFQ01000010.1 g384 [Chlorella sp. A99]
OG0000847	XP_005845352.1 hypothetical protein CHLNCDRAFT_137162 [Chlorella variabilis]	PCFQ01000080.1 g1956 [Chlorella sp. A99]
OG0000847	XP_005846215.1 hypothetical protein CHLNCDRAFT_135473 [Chlorella variabilis]	PCFQ01000078.1 g2155 [Chlorella sp. A99]
OG0000848	XP_005847147.1 hypothetical protein CHLNCDRAFT_24040 [Chlorella variabilis]	PCFQ01000018.1 g426 [Chlorella sp. A99]
OG0000848	XP_005848612.1 hypothetical protein CHLNCDRAFT_34957 [Chlorella variabilis]	PCFQ01000005.1 g853 [Chlorella sp. A99]
OG0000849	XP_005848681.1 hypothetical protein CHLNCDRAFT_144275 [Chlorella variabilis]	PCFQ01000005.1 g824 [Chlorella sp. A99]
OG0000850	XP_005846998.1 hypothetical protein CHLNCDRAFT_8887_ partial [Chlorella variabilis]	PCFQ01000081.1 g1606 [Chlorella sp. A99]
OG0000851	XP_005852136.1 hypothetical protein CHLNCDRAFT_49501 [Chlorella variabilis]	PCFQ01000081.1 g1611 [Chlorella sp. A99]
OG0000851	XP_005849816.1 expressed protein [Chlorella variabilis], XP_005849815.1 hypothetical protein CHLNCDRAFT_142936 [Chlorella variabilis]	PCFQ01000081.1 g1612 [Chlorella sp. A99]
OG0000852	XP_005850489.1 expressed protein [Chlorella variabilis]	PCFQ01000078.1 g1995 [Chlorella sp. A99]
OG0000853	XP_005846316.1 hypothetical protein CHLNCDRAFT_10962_ partial [Chlorella variabilis]	PCFQ01000078.1 g2040 [Chlorella sp. A99]
OG0000853	XP_005849306.1 hypothetical protein CHLNCDRAFT_10198_ partial [Chlorella variabilis]	PCFQ01000015.1 g2979 [Chlorella sp. A99]
OG0000854	XP_005845283.1 hypothetical protein CHLNCDRAFT_53866 [Chlorella variabilis]	PCFQ01000078.1 g2204 [Chlorella sp. A99]
OG0000854	XP_005845412.1 hypothetical protein CHLNCDRAFT_136985 [Chlorella variabilis]	PCFQ01000078.1 g2192 [Chlorella sp. A99]
OG0000855	XP_005849735.1 hypothetical protein CHLNCDRAFT_11790_ partial [Chlorella variabilis]	PCFQ01000037.1 g2384 [Chlorella sp. A99]
OG0000855	XP_005845100.1 hypothetical protein CHLNCDRAFT_137443 [Chlorella variabilis]	PCFQ01000011.1 g2871 [Chlorella sp. A99]
OG0000856	XP_005844273.1 hypothetical protein CHLNCDRAFT_27124 [Chlorella variabilis]	PCFQ01000004.1 g2683 [Chlorella sp. A99]
OG0000878	XP_005848440.1 hypothetical protein CHLNCDRAFT_57598_ partial [Chlorella variabilis]	PCFQ01000046.1 g1872 [Chlorella sp. A99]
OG0000882	XP_005842852.1 hypothetical protein CHLNCDRAFT_37697 [Chlorella variabilis]	PCFQ01000079.1 g1306 [Chlorella sp. A99]
OG0000886	XP_005845239.1 expressed protein [Chlorella variabilis]	PCFQ01000009.1 g1713 [Chlorella sp. A99]
OG0000889	XP_005846865.1 hypothetical protein CHLNCDRAFT_31413 [Chlorella variabilis]	PCFQ01000079.1 g1331 [Chlorella sp. A99]
OG0000890	XP_005847925.1 hypothetical protein CHLNCDRAFT_145342 [Chlorella variabilis]	PCFQ01000007.1 g1208 [Chlorella sp. A99]
OG0000891	XP_005852227.1 hypothetical protein CHLNCDRAFT_133490 [Chlorella variabilis], XP_005843275.1 hypothetical protein CHLNCDRAFT_141315 [Chlorella variabilis]	PCFQ01000018.1 g440 [Chlorella sp. A99]
OG0000892	XP_005848068.1 hypothetical protein CHLNCDRAFT_145286 [Chlorella variabilis]	PCFQ01000081.1 g1638 [Chlorella sp. A99]
OG0000893	XP_005848060.1 hypothetical protein CHLNCDRAFT_145270 [Chlorella variabilis]	PCFQ01000081.1 g1634 [Chlorella sp. A99]
OG0000897	XP_005852006.1 hypothetical protein CHLNCDRAFT_56437 [Chlorella variabilis]	PCFQ01000013.1 g3266 [Chlorella sp. A99]
OG0000898	XP_005849127.1 hypothetical protein CHLNCDRAFT_57403 [Chlorella variabilis]	PCFQ01000015.1 g2951 [Chlorella sp. A99]
OG0000899	XP_005843944.1 hypothetical protein CHLNCDRAFT_59104 [Chlorella variabilis]	PCFQ01000006.1 g3223 [Chlorella sp. A99]
OG0000900	XP_005849925.1 hypothetical protein CHLNCDRAFT_56087 [Chlorella variabilis]	PCFQ01000004.1 g2619 [Chlorella sp. A99]
OG0000902	XP_005848028.1 expressed protein [Chlorella variabilis], XP_005842736.1 hypothetical protein CHLNCDRAFT_145635 [Chlorella variabilis]	PCFQ01000007.1 g1179 [Chlorella sp. A99]
OG0000903	XP_005849599.1 expressed protein [Chlorella variabilis], XP_005849600.1 hypothetical protein CHLNCDRAFT_21254 [Chlorella variabilis]	PCFQ01000004.1 g2677 [Chlorella sp. A99]
OG0000907	XP_005849659.1 hypothetical protein CHLNCDRAFT_57315 [Chlorella variabilis], XP_005842682.1 hypothetical protein CHLNCDRAFT_55756_ partial [Chlorella variabilis]	PCFQ01000004.1 g2658 [Chlorella sp. A99], PCFQ01000004.1 g2653 [Chlorella sp. A99]
OG0000908	XP_005844750.1 hypothetical protein CHLNCDRAFT_14993_ partial [Chlorella variabilis]	PCFQ01000026.1 g2296 [Chlorella sp. A99]
OG0000915	XP_005842649.1 hypothetical protein CHLNCDRAFT_139443_ partial [Chlorella variabilis]	PCFQ01000037.1 g2511 [Chlorella sp. A99]
OG0000917	XP_005844982.1 hypothetical protein CHLNCDRAFT_138388 [Chlorella variabilis]	PCFQ01000003.1 g1053 [Chlorella sp. A99]
OG0000919	XP_005848079.1 hypothetical protein CHLNCDRAFT_145324 [Chlorella variabilis]	PCFQ01000007.1 g1206 [Chlorella sp. A99]
OG0000920	XP_005852303.1 hypothetical protein CHLNCDRAFT_145188_ partial [Chlorella variabilis], XP_005846035.1 hypothetical protein CHLNCDRAFT_136162 [Chlorella variabilis], XP_005845722.1 hypothetical protein CHLNCDRAFT_58419 [Chlorella variabilis]	PCFQ01000077.1 g1752 [Chlorella sp. A99]
OG0000922	XP_005846667.1 hypothetical protein CHLNCDRAFT_10179_ partial [Chlorella variabilis]	PCFQ01000011.1 g2846 [Chlorella sp. A99]
OG0000924	XP_005848266.1 expressed protein [Chlorella variabilis]	PCFQ01000080.1 g1951 [Chlorella sp. A99]
OG0000925	XP_005846393.1 expressed protein [Chlorella variabilis]	PCFQ01000007.1 g1200 [Chlorella sp. A99]
OG0000926	XP_005844518.1 hypothetical protein CHLNCDRAFT_138907 [Chlorella variabilis]	PCFQ01000002.1 g725 [Chlorella sp. A99]
OG0000929	XP_005845475.1 hypothetical protein CHLNCDRAFT_32263 [Chlorella variabilis]	PCFQ01000078.1 g2127 [Chlorella sp. A99]
OG0000933	XP_005851816.1 hypothetical protein CHLNCDRAFT_133279 [Chlorella variabilis]	PCFQ01000018.1 g458 [Chlorella sp. A99]
OG0000934	XP_005844039.1 hypothetical protein CHLNCDRAFT_139598 [Chlorella variabilis]	PCFQ01000079.1 g1410 [Chlorella sp. A99]
OG0000936	XP_005847964.1 hypothetical protein CHLNCDRAFT_145441 [Chlorella variabilis]	PCFQ01000007.1 g1222 [Chlorella sp. A99]
OG0000937	XP_005848651.1 hypothetical protein CHLNCDRAFT_144199 [Chlorella variabilis], XP_005848279.1 hypothetical protein CHLNCDRAFT_22427_ partial [Chlorella variabilis]	PCFQ01000080.1 g1946 [Chlorella sp. A99]
OG0000939	XP_005850227.1 hypothetical protein CHLNCDRAFT_141864 [Chlorella variabilis]	PCFQ01000003.1 g1021 [Chlorella sp. A99]
OG0000940	XP_005843223.1 hypothetical protein CHLNCDRAFT_141304 [Chlorella variabilis], XP_005843267.1 hypothetical protein CHLNCDRAFT_141293 [Chlorella variabilis]	PCFQ01000003.1 g1050 [Chlorella sp. A99]
