Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_NREL
OG0001020	PRW45046.1 acetyltransferase [Chlorella sorokiniana]	KAF6256304.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6263502.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001021	PRW57505.1 major facilitator transporter [Chlorella sorokiniana]	KAF6254119.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001021	PRW57280.1 type I glyceraldehyde-3-phosphate dehydrogenase [Chlorella sorokiniana]	KAF6254120.1 hypothetical protein COO60DRAFT_1703479 [Scenedesmus sp. NREL 46B-D3]
OG0001022	PRW59383.1 Carotenoid cleavage dioxygenase 8 [Chlorella sorokiniana]	KAF6252627.1 retinal pigment epithelial membrane protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266758.1 carotenoid oxygenase [Scenedesmus sp. NREL 46B-D3]
OG0001023	PRW57633.1 glycerolphosphate mutase [Chlorella sorokiniana], PRW44449.1 phosphoglycerate mutase [Chlorella sorokiniana]	KAF6253071.1 histidine phosphatase superfamily_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001024	PRW60854.1 PTS beta-glucoside transporter subunit EIIBCA [Chlorella sorokiniana], PRW60251.1 non-classical export Nce102 [Chlorella sorokiniana], PRW44544.1 MARVEL-like domain [Chlorella sorokiniana], PRW44363.1 ABC transporter ATP-binding [Chlorella sorokiniana]	KAF6254339.1 membrane-associating domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001025	PRW55928.1 putative calcium-binding CML21 [Chlorella sorokiniana]	KAF6257667.1 hypothetical protein COO60DRAFT_1701728 [Scenedesmus sp. NREL 46B-D3], KAF6257666.1 hypothetical protein COO60DRAFT_1639765 [Scenedesmus sp. NREL 46B-D3]
OG0001025	PRW33510.1 GCN5 family acetyltransferase [Chlorella sorokiniana]	KAF6253297.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001026	PRW60674.1 cyclopropane-fatty-acyl-phospholipid synthase [Chlorella sorokiniana]	KAF6253952.1 cyclopropane fatty acid synthase [Scenedesmus sp. NREL 46B-D3]
OG0001026	PRW59766.1 citrate transporter [Chlorella sorokiniana]	KAF6265152.1 hypothetical protein COO60DRAFT_1117786 [Scenedesmus sp. NREL 46B-D3]
OG0001027	PRW57550.1 carotenoid 9_10_9_ 10_-cleavage dioxygenase 1 [Chlorella sorokiniana]	KAF6261683.1 carotenoid cleavage dioxygenase [Scenedesmus sp. NREL 46B-D3]
OG0001028	PRW33723.1 methionine sulfoxide reductase B [Chlorella sorokiniana]	KAF6265861.1 radial spoke protein 9 [Scenedesmus sp. NREL 46B-D3], KAF6255384.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255385.1 Mss4-like protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001029	PRW32606.1 SAM-dependent methyltransferase [Chlorella sorokiniana]	KAF6261359.1 hypothetical protein COO60DRAFT_1625355 [Scenedesmus sp. NREL 46B-D3]
OG0001029	PRW45097.1 wd repeat-containing 78 [Chlorella sorokiniana]	KAF6248663.1 hypothetical protein COO60DRAFT_1466522 [Scenedesmus sp. NREL 46B-D3], KAF6261369.1 hypothetical protein COO60DRAFT_1625359 [Scenedesmus sp. NREL 46B-D3]
OG0001030	PRW60562.1 kelch 10 [Chlorella sorokiniana]	KAF6256002.1 hypothetical protein COO60DRAFT_1702518 [Scenedesmus sp. NREL 46B-D3]
OG0001031	PRW20550.1 Equilibrative nucleoside transporter 4 [Chlorella sorokiniana], PRW59073.1 equilibrative nucleotide transporter 8 [Chlorella sorokiniana]	KAF6250567.1 hypothetical protein COO60DRAFT_797956 [Scenedesmus sp. NREL 46B-D3], KAF6258945.1 nucleoside transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001032	PRW34095.1 zinc finger with UFM1-specific peptidase domain [Chlorella sorokiniana]	KAF6259178.1 hypothetical protein COO60DRAFT_1028508 [Scenedesmus sp. NREL 46B-D3], KAF6257644.1 hypothetical protein COO60DRAFT_1213707 [Scenedesmus sp. NREL 46B-D3], KAF6259181.1 peptidase family C78-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001033	PRW39243.1 metalloprotease 1 [Chlorella sorokiniana], PRW39223.1 ATP-dependent Clp protease adapter chloroplastic [Chlorella sorokiniana]	KAF6257797.1 ATP-dependent Clp protease adaptor protein ClpS-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001036	PRW50781.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana], PRW50780.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana]	KAF6253283.1 hypothetical protein COO60DRAFT_431881 [Scenedesmus sp. NREL 46B-D3], KAF6261583.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001037	PRW50788.1 Uroporphyrinogen-III chloroplastic isoform D [Chlorella sorokiniana], PRW50789.1 Uroporphyrinogen-III chloroplastic isoform A [Chlorella sorokiniana], PRW50787.1 Uroporphyrinogen-III chloroplastic isoform B [Chlorella sorokiniana], PRW50790.1 Uroporphyrinogen-III chloroplastic isoform C [Chlorella sorokiniana]	KAF6257905.1 uroporphyrinogen-iii synthase [Scenedesmus sp. NREL 46B-D3]
OG0001038	PRW59910.1 DSBA family thioredoxin domain containing [Chlorella sorokiniana], PRW56259.1 disulfide bond formation [Chlorella sorokiniana], PRW56343.1 DSBA oxidoreductase [Chlorella sorokiniana]	KAF6246659.1 DSBA-like thioredoxin domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258895.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001039	PRW57004.1 CHRD domain-containing [Chlorella sorokiniana], PRW56753.1 CHRD domain-containing [Chlorella sorokiniana]	KAF6260364.1 hypothetical protein COO60DRAFT_1507370 [Scenedesmus sp. NREL 46B-D3], KAF6260365.1 hypothetical protein COO60DRAFT_900550 [Scenedesmus sp. NREL 46B-D3]
OG0001040	PRW56763.1 hypothetical protein C2E21_4548 [Chlorella sorokiniana]	KAF6262489.1 hypothetical protein COO60DRAFT_1699220 [Scenedesmus sp. NREL 46B-D3]
OG0001041	PRW59366.1 transmembrane 115 [Chlorella sorokiniana], PRW59084.1 serine threonine [Chlorella sorokiniana], PRW59146.1 TKL kinase [Chlorella sorokiniana]	KAF6261762.1 eukaryotic integral membrane protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001042	PRW61069.1 hypothetical protein C2E21_0568 [Chlorella sorokiniana], PRW61070.1 hypothetical protein C2E21_0568 [Chlorella sorokiniana]	KAF6265025.1 hypothetical protein COO60DRAFT_1634066 [Scenedesmus sp. NREL 46B-D3]
OG0001043	PRW61429.1 ammonium transporter [Chlorella sorokiniana]	KAF6259876.1 putative ammonium transporter [Scenedesmus sp. NREL 46B-D3], KAF6259887.1 ammonium transporter AmtB-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001052	PRW56079.1 NUDIX hydrolase domain-like [Chlorella sorokiniana]	KAF6255334.1 hypothetical protein COO60DRAFT_226811 [Scenedesmus sp. NREL 46B-D3]
OG0001053	PRW32620.1 putative DNA replication complex GINS PSF3 [Chlorella sorokiniana], PRW32668.1 Tetratricopeptide-like helical [Chlorella sorokiniana]	KAF6265819.1 hypothetical protein COO60DRAFT_763757 [Scenedesmus sp. NREL 46B-D3]
OG0001054	PRW20695.1 mitochondrial substrate carrier [Chlorella sorokiniana]	KAF6251457.1 mitochondrial substrate carrier protein [Scenedesmus sp. NREL 46B-D3], KAF6251459.1 mitochondrial substrate carrier_ partial [Scenedesmus sp. NREL 46B-D3], KAF6237335.1 mitochondrial substrate carrier protein [Scenedesmus sp. NREL 46B-D3]
OG0001056	PRW44475.1 tetrahydrofolate dehydrogenase cyclohydrolase [Chlorella sorokiniana]	KAF6256478.1 tetrahydrofolate dehydrogenase/cyclohydrolase [Scenedesmus sp. NREL 46B-D3], KAF6250681.1 tetrahydrofolate dehydrogenase/cyclohydrolase [Scenedesmus sp. NREL 46B-D3], KAF6257748.1 5_10-methylenetetrahydrofolate dehydrogenase/5_10-methenyltetrahydrofolate cyclohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001057	PRW45009.1 MPN domain-containing [Chlorella sorokiniana]	KAF6264894.1 hypothetical protein COO60DRAFT_1698027 [Scenedesmus sp. NREL 46B-D3], KAF6257396.1 hypothetical protein COO60DRAFT_1235274 [Scenedesmus sp. NREL 46B-D3]
OG0001058	PRW61344.1 PUB domain [Chlorella sorokiniana], PRW20553.1 hypothetical protein C2E21_8918 [Chlorella sorokiniana], PRW60996.1 hypothetical protein C2E21_0371 [Chlorella sorokiniana]	KAF6251942.1 hypothetical protein COO60DRAFT_1556043 [Scenedesmus sp. NREL 46B-D3]
OG0001060	PRW61181.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Chlorella sorokiniana]	KAF6258226.1 nuclear RNA helicase-like protein Bat1 [Scenedesmus sp. NREL 46B-D3]
OG0001061	PRW39385.1 40S ribosomal S3a-2 isoform A [Chlorella sorokiniana], PRW39386.1 40S ribosomal S3a-2 isoform B [Chlorella sorokiniana]	KAF6259709.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001062	PRW61604.1 Serine threonine- phosphatase 4 regulatory subunit 3 [Chlorella sorokiniana]	KAF6258240.1 component of IIS longevity pathway SMK-1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001063	PRW20680.1 water dikinase [Chlorella sorokiniana]	KAF6254566.1 selenide_ water dikinase [Scenedesmus sp. NREL 46B-D3]
OG0001064	PRW61442.1 signal peptide peptidase-like [Chlorella sorokiniana]	KAF6254616.1 signal peptide peptidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260106.1 signal peptide peptidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001065	PRW61306.1 MEI2-like 1 isoform X1 [Chlorella sorokiniana], PRW59072.1 MEI2-like 1 [Chlorella sorokiniana]	KAF6251408.1 RNA recognition motif 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001066	PRW60902.1 26S proteasome complex subunit DSS1 [Chlorella sorokiniana]	KAF6265928.1 hypothetical protein COO60DRAFT_1633330 [Scenedesmus sp. NREL 46B-D3]
OG0001067	PRW61109.1 ATP-binding cassette [Chlorella sorokiniana]	KAF6257127.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6257126.1 hypothetical protein COO60DRAFT_1701976 [Scenedesmus sp. NREL 46B-D3], KAF6255498.1 hypothetical protein COO60DRAFT_1702818 [Scenedesmus sp. NREL 46B-D3]
OG0001068	PRW56062.1 non-structural maintenance of chromosomes element 4-like protein A-like [Chlorella sorokiniana]	KAF6265604.1 hypothetical protein COO60DRAFT_1623787 [Scenedesmus sp. NREL 46B-D3], KAF6265615.1 Nse4 C-terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250413.1 Nse4 C-terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001069	PRW60891.1 Dual specificity kinase splA isoform B [Chlorella sorokiniana], PRW60892.1 Dual specificity kinase splA isoform A [Chlorella sorokiniana]	KAF6266550.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001070	PRW50954.1 F-box only 21-like [Chlorella sorokiniana], PRW59079.1 F-box only 21 [Chlorella sorokiniana], PRW59357.1 uvrB uvrC motif-containing [Chlorella sorokiniana]	KAF6258348.1 Transglutaminase-like superfamily-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001072	PRW58959.1 ribosome biogenesis BMS1-like protein [Chlorella sorokiniana]	KAF6264612.1 NUC121 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001073	PRW57012.1 hypothetical protein C2E21_4311 [Chlorella sorokiniana]	KAF6254715.1 hypothetical protein COO60DRAFT_1703205 [Scenedesmus sp. NREL 46B-D3], KAF6250394.1 hypothetical protein COO60DRAFT_858686 [Scenedesmus sp. NREL 46B-D3]
OG0001073	PRW57096.1 glycosyl transferase family 1 [Chlorella sorokiniana], PRW56917.1 cyanobacterial porin [Chlorella sorokiniana]	KAF6251030.1 hypothetical protein COO60DRAFT_692198 [Scenedesmus sp. NREL 46B-D3]
OG0001074	PRW57411.1 S-adenosylmethionine synthetase [Chlorella sorokiniana]	KAF6257969.1 S-adenosyl-L-methionine synthetase [Scenedesmus sp. NREL 46B-D3], KAF6261472.1 S-adenosylmethionine synthase [Scenedesmus sp. NREL 46B-D3]
OG0001075	PRW51152.1 peroxisomal membrane 11A isoform B [Chlorella sorokiniana], PRW51151.1 peroxisomal membrane 11A isoform A [Chlorella sorokiniana]	KAF6260485.1 hypothetical protein COO60DRAFT_893457 [Scenedesmus sp. NREL 46B-D3]
OG0001076	PRW57444.1 hypothetical protein C2E21_4037 [Chlorella sorokiniana]	KAF6259463.1 hypothetical protein COO60DRAFT_1011290 [Scenedesmus sp. NREL 46B-D3]
OG0001077	PRW50920.1 kinesin KP1-like [Chlorella sorokiniana]	KAF6266161.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001078	PRW58665.1 CCR4-NOT transcription complex subunit 3 [Chlorella sorokiniana], PRW39295.1 Not1 domain-containing [Chlorella sorokiniana]	KAF6248985.1 hypothetical protein COO60DRAFT_1289142 [Scenedesmus sp. NREL 46B-D3], KAF6248984.1 hypothetical protein COO60DRAFT_1007444 [Scenedesmus sp. NREL 46B-D3], KAF6260769.1 Not1 N-terminal domain_ CCR4-Not complex component-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001079	PRW59429.1 Pantothenate kinase 2 [Chlorella sorokiniana]	KAF6257385.1 fumble-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257411.1 fumble-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001080	PRW58968.1 Phosphoglycerate mutase-like family isoform 1 [Chlorella sorokiniana]	KAF6254560.1 histidine phosphatase superfamily-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263760.1 histidine phosphatase superfamily-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001081	PRW33528.1 choline-phosphate cytidylyltransferase 1 [Chlorella sorokiniana]	KAF6262004.1 hypothetical protein COO60DRAFT_703437 [Scenedesmus sp. NREL 46B-D3]
OG0001082	PRW60568.1 ATP synthase subunit delta mitochondrial-like [Chlorella sorokiniana]	KAF6260361.1 ATP synthase [Scenedesmus sp. NREL 46B-D3]
OG0001083	PRW59501.1 CDK5RAP3 isoform B [Chlorella sorokiniana], PRW59500.1 CDK5RAP3 isoform A [Chlorella sorokiniana]	KAF6256988.1 hypothetical protein COO60DRAFT_47816 [Scenedesmus sp. NREL 46B-D3], KAF6256987.1 hypothetical protein COO60DRAFT_1526169 [Scenedesmus sp. NREL 46B-D3], KAF6258640.1 hypothetical protein COO60DRAFT_1626360 [Scenedesmus sp. NREL 46B-D3]
OG0001084	PRW20912.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana], PRW56041.1 Nex18 symbiotically induced [Chlorella sorokiniana]	KAF6260076.1 hypothetical protein COO60DRAFT_1700525 [Scenedesmus sp. NREL 46B-D3]
OG0001085	PRW45357.1 caleosin domain containing [Chlorella sorokiniana]	KAF6251364.1 Caleosin related protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259149.1 Caleosin related protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001086	PRW21067.1 PHD finger protein isoform B [Chlorella sorokiniana], PRW21066.1 PHD finger protein isoform C [Chlorella sorokiniana], PRW21068.1 PHD finger protein isoform A [Chlorella sorokiniana]	KAF6255667.1 hypothetical protein COO60DRAFT_1272383 [Scenedesmus sp. NREL 46B-D3], KAF6255670.1 hypothetical protein COO60DRAFT_192043 [Scenedesmus sp. NREL 46B-D3]
OG0001087	PRW59386.1 TLC ATP ADP transporter [Chlorella sorokiniana]	KAF6253317.1 hypothetical protein COO60DRAFT_1547527 [Scenedesmus sp. NREL 46B-D3], KAF6260333.1 hypothetical protein COO60DRAFT_1459686 [Scenedesmus sp. NREL 46B-D3]
OG0001088	PRW57226.1 60S ribosomal L18a-2 [Chlorella sorokiniana], PRW57005.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	KAF6262745.1 ribosomal protein L18A component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001089	PRW60402.1 Sel-1 1 [Chlorella sorokiniana]	KAF6264686.1 hypothetical protein COO60DRAFT_1634287 [Scenedesmus sp. NREL 46B-D3]
OG0001091	PRW58889.1 F-box LRR-repeat 15 [Chlorella sorokiniana]	KAF6252650.1 hypothetical protein COO60DRAFT_505510 [Scenedesmus sp. NREL 46B-D3], KAF6252399.1 hypothetical protein COO60DRAFT_527710 [Scenedesmus sp. NREL 46B-D3], KAF6251796.1 hypothetical protein COO60DRAFT_583369 [Scenedesmus sp. NREL 46B-D3]
OG0001092	PRW60020.1 Serine threonine- kinase TOR [Chlorella sorokiniana]	KAF6257915.1 hypothetical protein COO60DRAFT_1639598 [Scenedesmus sp. NREL 46B-D3], KAF6252503.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6241927.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252504.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001093	PRW60388.1 A disintegrin and metallo ase with thrombospondin motifs 12 [Chlorella sorokiniana]	KAF6258050.1 hypothetical protein COO60DRAFT_1701519 [Scenedesmus sp. NREL 46B-D3], KAF6262397.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001094	PRW59155.1 Galactokinase [Chlorella sorokiniana]	KAF6266742.1 hypothetical protein COO60DRAFT_11231 [Scenedesmus sp. NREL 46B-D3], KAF6266747.1 putative galactose kinase [Scenedesmus sp. NREL 46B-D3]
OG0001095	PRW20878.1 eukaryotic translation initiation factor 5 [Chlorella sorokiniana]	KAF6261468.1 hypothetical protein COO60DRAFT_774232 [Scenedesmus sp. NREL 46B-D3], KAF6261490.1 eukaryotic translation initiation factor 5 [Scenedesmus sp. NREL 46B-D3]
OG0001096	PRW60566.1 meiotic nuclear division 1-like protein [Chlorella sorokiniana]	KAF6253902.1 putative MND1 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001097	PRW45527.1 UPF0468 [Chlorella sorokiniana]	KAF6259474.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3], KAF6251066.1 Cilia/flagella-associated protein 20/WDR90/C3orf67 [Scenedesmus sp. NREL 46B-D3], KAF6255993.1 gene trap locus 3 [Scenedesmus sp. NREL 46B-D3]
OG0001098	PRW44528.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana], PRW60823.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana]	KAF6254427.1 hypothetical protein COO60DRAFT_1622466 [Scenedesmus sp. NREL 46B-D3], KAF6251114.1 hypothetical protein COO60DRAFT_1471642 [Scenedesmus sp. NREL 46B-D3]
OG0001099	PRW51041.1 DNA-directed RNA polymerases IV and V subunit 3 [Chlorella sorokiniana]	KAF6253922.1 DNA-directed RNA polymerase II_ 36 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]
OG0001100	PRW60302.1 kinase [Chlorella sorokiniana]	KAF6254037.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256795.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256796.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3]
OG0001101	PRW33071.1 eukaryotic translation initiation factor 3 subunit D-like [Chlorella sorokiniana]	KAF6253322.1 eukaryotic translation initiation factor 3_ subunit 7 [Scenedesmus sp. NREL 46B-D3]
OG0001102	PRW45569.1 ferric-chelate reductase [Chlorella sorokiniana], PRW60931.1 Ferric reductase [Chlorella sorokiniana]	KAF6255889.1 hypothetical protein COO60DRAFT_1702588 [Scenedesmus sp. NREL 46B-D3], KAF6254932.1 hypothetical protein COO60DRAFT_273403 [Scenedesmus sp. NREL 46B-D3]
OG0001103	PRW59585.1 transmembrane 9 superfamily member 7 [Chlorella sorokiniana]	KAF6252463.1 EMP/nonaspanin domain family protein [Scenedesmus sp. NREL 46B-D3], KAF6263028.1 EMP/nonaspanin domain family protein [Scenedesmus sp. NREL 46B-D3]
OG0001104	PRW60578.1 arginine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]	KAF6263030.1 arginine biosynthesis protein ArgJ [Scenedesmus sp. NREL 46B-D3]
OG0001105	PRW61209.1 OPI10-like protein [Chlorella sorokiniana]	KAF6265837.1 hypothetical protein COO60DRAFT_1266128 [Scenedesmus sp. NREL 46B-D3]
OG0001106	PRW56010.1 kinesin K39 isoform B [Chlorella sorokiniana], PRW56011.1 kinesin K39 isoform A [Chlorella sorokiniana]	KAF6254261.1 TIP-1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001107	PRW20545.1 small RNA degrading nuclease 5 isoform X1 isoform A [Chlorella sorokiniana], PRW20546.1 small RNA degrading nuclease 5 isoform X1 isoform B [Chlorella sorokiniana], PRW44608.1 small RNA degrading nuclease 5-like isoform X2 [Chlorella sorokiniana]	KAF6265013.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001108	PRW57450.1 chitin [Chlorella sorokiniana], PRW57796.1 Polysaccharide deacetylase domain-containing [Chlorella sorokiniana]	KAF6253582.1 hypothetical protein COO60DRAFT_406260 [Scenedesmus sp. NREL 46B-D3]
OG0001109	PRW61591.1 Transcription initiation factor TFIID subunit 1 isoform A [Chlorella sorokiniana], PRW61593.1 Transcription initiation factor TFIID subunit 1 isoform C [Chlorella sorokiniana], PRW61592.1 Transcription initiation factor TFIID subunit 1 isoform B [Chlorella sorokiniana]	KAF6260733.1 hypothetical protein COO60DRAFT_1700187 [Scenedesmus sp. NREL 46B-D3]
OG0001110	PRW33002.1 kelch motif [Chlorella sorokiniana]	KAF6252776.1 RmlC-like cupin domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001111	PRW32873.1 MFS general substrate transporter [Chlorella sorokiniana], PRW57489.1 MFS general substrate transporter [Chlorella sorokiniana]	KAF6251968.1 Nodulin-like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
