Orthogroup	Chlorella_Sorokiniana1602	Auxenochlorella_protothecoides
OG0001353	PRW45650.1 D-amino-acid chloroplastic-like isoform B [Chlorella sorokiniana], PRW45649.1 D-amino-acid chloroplastic-like isoform A [Chlorella sorokiniana]	RMZ52820.1 hypothetical protein APUTEX25_000939 [Auxenochlorella protothecoides]
OG0001354	PRW44606.1 metal transporter Nramp3 [Chlorella sorokiniana]	RMZ52830.1 hypothetical protein APUTEX25_000949_ partial [Auxenochlorella protothecoides]
OG0001355	PRW20414.1 sorbosone dehydrogenase [Chlorella sorokiniana], PRW61336.1 sorbosone dehydrogenase [Chlorella sorokiniana]	RMZ52909.1 hypothetical protein APUTEX25_001028 [Auxenochlorella protothecoides]
OG0001356	PRW60577.1 Fanconi anemia group M isoform X3 [Chlorella sorokiniana]	RMZ52941.1 hypothetical protein APUTEX25_001060_ partial [Auxenochlorella protothecoides]
OG0001357	PRW45521.1 phosphatase 2C [Chlorella sorokiniana], PRW51169.1 phosphatase 2C 6 [Chlorella sorokiniana]	RMZ52944.1 hypothetical protein APUTEX25_001063_ partial [Auxenochlorella protothecoides]
OG0001358	PRW60866.1 elongation factor G- mitochondrial isoform B [Chlorella sorokiniana], PRW60865.1 elongation factor G- mitochondrial isoform A [Chlorella sorokiniana]	RMZ52946.1 hypothetical protein APUTEX25_001065_ partial [Auxenochlorella protothecoides]
OG0001359	PRW44379.1 helicase and polymerase-containing TEBICHI [Chlorella sorokiniana]	RMZ52974.1 hypothetical protein APUTEX25_001093_ partial [Auxenochlorella protothecoides]
OG0001360	PRW59017.1 dehydroquinate dehydratase [Chlorella sorokiniana]	RMZ52976.1 hypothetical protein APUTEX25_001095 [Auxenochlorella protothecoides]
OG0001361	PRW57654.1 Parkin coregulated like isoform B [Chlorella sorokiniana], PRW57653.1 Parkin coregulated like isoform A [Chlorella sorokiniana]	RMZ53037.1 hypothetical protein APUTEX25_001156 [Auxenochlorella protothecoides]
OG0001362	PRW51056.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]	RMZ53104.1 hypothetical protein APUTEX25_002513_ partial [Auxenochlorella protothecoides]
OG0001363	PRW57586.1 proline--tRNA cytoplasmic isoform B [Chlorella sorokiniana], PRW57585.1 proline--tRNA cytoplasmic isoform A [Chlorella sorokiniana]	RMZ53122.1 hypothetical protein APUTEX25_005111_ partial [Auxenochlorella protothecoides]
OG0001364	PRW59461.1 Calcium release-activated calcium channel isoform B [Chlorella sorokiniana], PRW59460.1 Calcium release-activated calcium channel isoform A [Chlorella sorokiniana]	RMZ53133.1 hypothetical protein APUTEX25_005122 [Auxenochlorella protothecoides]
OG0001365	PRW57227.1 ARM REPEAT PROTEIN INTERACTING WITH ABF2-like [Chlorella sorokiniana]	RMZ53135.1 hypothetical protein APUTEX25_005124 [Auxenochlorella protothecoides]
OG0001366	PRW56314.1 IMPACT [Chlorella sorokiniana]	RMZ53142.1 hypothetical protein APUTEX25_005131 [Auxenochlorella protothecoides]
OG0001367	PRW05787.1 thioredoxin F- chloroplastic-like [Chlorella sorokiniana]	RMZ53145.1 hypothetical protein APUTEX25_005134_ partial [Auxenochlorella protothecoides]
OG0001368	PRW57246.1 vesicle-associated membrane 714 [Chlorella sorokiniana]	RMZ53152.1 hypothetical protein APUTEX25_005141_ partial [Auxenochlorella protothecoides]
OG0001369	PRW59524.1 Ubiquitin-conjugating enzyme E2 36 [Chlorella sorokiniana]	RMZ53158.1 hypothetical protein APUTEX25_005147 [Auxenochlorella protothecoides]
OG0001370	PRW61016.1 3-dehydroquinate chloroplastic [Chlorella sorokiniana]	RMZ53171.1 hypothetical protein APUTEX25_005160 [Auxenochlorella protothecoides]
OG0001371	PRW57125.1 dol-P-Man_Man_7_ c_2_-PP-Dol alpha-1_6-mannosyltransferase [Chlorella sorokiniana]	RMZ53173.1 hypothetical protein APUTEX25_005162_ partial [Auxenochlorella protothecoides]
OG0001372	PRW20709.1 serine threonine- phosphatase 2A 65 kDa regulatory subunit A beta isoform [Chlorella sorokiniana]	RMZ53178.1 hypothetical protein APUTEX25_005167 [Auxenochlorella protothecoides]
OG0001373	PRW61011.1 Auxilin-related 2 [Chlorella sorokiniana]	RMZ53191.1 hypothetical protein APUTEX25_005180 [Auxenochlorella protothecoides]
OG0001374	PRW60970.1 ADP-ribosylation factor 8A [Chlorella sorokiniana]	RMZ53194.1 hypothetical protein APUTEX25_005183_ partial [Auxenochlorella protothecoides]
OG0001375	PRW57254.1 rae1 [Chlorella sorokiniana]	RMZ53223.1 hypothetical protein APUTEX25_005212 [Auxenochlorella protothecoides]
OG0001376	PRW60394.1 ubiquitin-conjugating enzyme E2 32 [Chlorella sorokiniana]	RMZ53247.1 hypothetical protein APUTEX25_005236 [Auxenochlorella protothecoides], RMZ53235.1 hypothetical protein APUTEX25_005224 [Auxenochlorella protothecoides]
OG0001377	PRW59727.1 3-ketoacyl- synthase 11 isoform B [Chlorella sorokiniana]	RMZ53259.1 hypothetical protein APUTEX25_005248 [Auxenochlorella protothecoides]
OG0001378	PRW61157.1 Morn repeat 1 [Chlorella sorokiniana]	RMZ53267.1 hypothetical protein APUTEX25_005256_ partial [Auxenochlorella protothecoides]
OG0001379	PRW33584.1 Cathepsin Z [Chlorella sorokiniana]	RMZ53290.1 hypothetical protein APUTEX25_004778 [Auxenochlorella protothecoides]
OG0001380	PRW55994.1 internal alternative NAD_P_H-ubiquinone oxidoreductase mitochondrial-like [Chlorella sorokiniana]	RMZ53324.1 hypothetical protein APUTEX25_004812 [Auxenochlorella protothecoides]
OG0001381	PRW61120.1 argininosuccinate lyase [Chlorella sorokiniana]	RMZ53325.1 hypothetical protein APUTEX25_004813 [Auxenochlorella protothecoides]
OG0001382	PRW61563.1 structural maintenance of chromosomes 2-1 isoform A [Chlorella sorokiniana], PRW61562.1 structural maintenance of chromosomes 2-1 isoform B [Chlorella sorokiniana]	RMZ53337.1 hypothetical protein APUTEX25_004825_ partial [Auxenochlorella protothecoides]
OG0001383	PRW61571.1 DNA gyrase subunit A [Chlorella sorokiniana]	RMZ53373.1 hypothetical protein APUTEX25_004861_ partial [Auxenochlorella protothecoides]
OG0001384	PRW61467.1 PALE chloroplastic isoform A [Chlorella sorokiniana], PRW61468.1 PALE chloroplastic isoform B [Chlorella sorokiniana]	RMZ53380.1 hypothetical protein APUTEX25_004868 [Auxenochlorella protothecoides]
OG0001385	PRW61315.1 DNA topoisomerase 6 subunit B [Chlorella sorokiniana]	RMZ53421.1 hypothetical protein APUTEX25_004909_ partial [Auxenochlorella protothecoides]
OG0001386	PRW57780.1 DNA-directed RNA polymerases and III subunit RPABC2 [Chlorella sorokiniana]	RMZ53451.1 hypothetical protein APUTEX25_003273 [Auxenochlorella protothecoides]
OG0001387	PRW57712.1 CHROMATIN REMODELING 5 isoform B [Chlorella sorokiniana], PRW57711.1 CHROMATIN REMODELING 5 isoform A [Chlorella sorokiniana]	RMZ53484.1 hypothetical protein APUTEX25_003306 [Auxenochlorella protothecoides]
OG0001388	PRW33124.1 DEAD-box ATP-dependent RNA helicase 29 isoform X1 isoform C [Chlorella sorokiniana], PRW33125.1 DEAD-box ATP-dependent RNA helicase 29 isoform X1 isoform B [Chlorella sorokiniana], PRW33126.1 DEAD-box ATP-dependent RNA helicase 29 isoform X1 isoform A [Chlorella sorokiniana]	RMZ53491.1 hypothetical protein APUTEX25_003313_ partial [Auxenochlorella protothecoides]
OG0001389	PRW33217.1 oxysterol-binding -related 1C-like isoform X1 [Chlorella sorokiniana]	RMZ53533.1 hypothetical protein APUTEX25_003355 [Auxenochlorella protothecoides]
OG0001390	PRW20848.1 arginine methyltransferase [Chlorella sorokiniana]	RMZ53535.1 hypothetical protein APUTEX25_003357_ partial [Auxenochlorella protothecoides]
OG0001391	PRW56645.1 Meiotically up-regulated 158 [Chlorella sorokiniana]	RMZ53543.1 hypothetical protein APUTEX25_003365_ partial [Auxenochlorella protothecoides]
OG0001392	PRW34047.1 BEACH domain-containing lvsC isoform X1 isoform B [Chlorella sorokiniana], PRW34046.1 BEACH domain-containing lvsC isoform X1 isoform A [Chlorella sorokiniana]	RMZ53551.1 hypothetical protein APUTEX25_003373_ partial [Auxenochlorella protothecoides]
OG0001393	PRW45556.1 cyclin-dependent kinase C-2-like [Chlorella sorokiniana]	RMZ53620.1 hypothetical protein APUTEX25_003154_ partial [Auxenochlorella protothecoides]
OG0001394	PRW32930.1 mannan endo-1_4-beta-mannosidase [Chlorella sorokiniana]	RMZ53628.1 hypothetical protein APUTEX25_003162 [Auxenochlorella protothecoides]
OG0001395	PRW58691.1 DNA-directed RNA polymerase I subunit [Chlorella sorokiniana]	RMZ53636.1 hypothetical protein APUTEX25_003170 [Auxenochlorella protothecoides]
OG0001396	PRW57291.1 chloroplast envelope translocase family [Chlorella sorokiniana]	RMZ53637.1 hypothetical protein APUTEX25_003171_ partial [Auxenochlorella protothecoides]
OG0001397	PRW59690.1 suppressor of mec-8 and unc-52-like protein 1 [Chlorella sorokiniana]	RMZ53645.1 hypothetical protein APUTEX25_003179 [Auxenochlorella protothecoides]
OG0001398	PRW57297.1 cysteine desulfurase [Chlorella sorokiniana]	RMZ53652.1 hypothetical protein APUTEX25_003186 [Auxenochlorella protothecoides]
OG0001399	PRW61556.1 kelch repeat-containing protein isoform X1 [Chlorella sorokiniana], PRW61300.1 kelch repeat-containing protein [Chlorella sorokiniana], PRW61583.1 splicing factor 3A subunit 2 [Chlorella sorokiniana]	RMZ53656.1 hypothetical protein APUTEX25_003190 [Auxenochlorella protothecoides]
OG0001400	PRW58920.1 Coiled-coil domain-containing 25 isoform B [Chlorella sorokiniana], PRW58921.1 Coiled-coil domain-containing 25 isoform A [Chlorella sorokiniana]	RMZ53663.1 hypothetical protein APUTEX25_003197 [Auxenochlorella protothecoides]
OG0001401	PRW56238.1 hypothetical protein C2E21_5212 [Chlorella sorokiniana], PRW44962.1 permease urea carboxylase system [Chlorella sorokiniana], PRW51110.1 PITH domain-containing protein [Chlorella sorokiniana]	RMZ53689.1 hypothetical protein APUTEX25_003223 [Auxenochlorella protothecoides]
OG0001402	PRW61403.1 putative plant SNARE 11 [Chlorella sorokiniana], PRW61351.1 hypothetical protein C2E21_0299 [Chlorella sorokiniana]	RMZ53693.1 hypothetical protein APUTEX25_003227 [Auxenochlorella protothecoides]
OG0001403	PRW61396.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]	RMZ53705.1 hypothetical protein APUTEX25_003239 [Auxenochlorella protothecoides]
OG0001404	PRW33747.1 peripheral-type benzodiazepine receptor-associated 1 [Chlorella sorokiniana], PRW57181.1 hypothetical protein C2E21_3881 [Chlorella sorokiniana]	RMZ53715.1 hypothetical protein APUTEX25_003249 [Auxenochlorella protothecoides]
OG0001406	PRW56251.1 20S proteasome beta subunit type beta 5 isoform B [Chlorella sorokiniana], PRW56250.1 20S proteasome beta subunit type beta 5 isoform A [Chlorella sorokiniana]	RMZ53802.1 hypothetical protein APUTEX25_003941 [Auxenochlorella protothecoides]
OG0001407	PRW55978.1 DDT domain-containing isoform B [Chlorella sorokiniana], PRW55979.1 DDT domain-containing isoform A [Chlorella sorokiniana]	RMZ53807.1 hypothetical protein APUTEX25_003946_ partial [Auxenochlorella protothecoides]
OG0001408	PRW21042.1 exportin 1 [Chlorella sorokiniana]	RMZ53813.1 hypothetical protein APUTEX25_003952 [Auxenochlorella protothecoides]
OG0001409	PRW59968.1 S-adenosyl-L-methionine-dependent [Chlorella sorokiniana]	RMZ53876.1 hypothetical protein APUTEX25_005622 [Auxenochlorella protothecoides]
OG0001410	PRW45246.1 BOBBER 1-like [Chlorella sorokiniana]	RMZ53880.1 hypothetical protein APUTEX25_005626 [Auxenochlorella protothecoides]
OG0001411	PRW45151.1 glycine-rich RNA-binding RZ1C [Chlorella sorokiniana]	RMZ53884.1 hypothetical protein APUTEX25_005630 [Auxenochlorella protothecoides]
OG0001412	PRW60434.1 methyl- binding domain 4 [Chlorella sorokiniana]	RMZ53893.1 hypothetical protein APUTEX25_005575 [Auxenochlorella protothecoides]
OG0001413	PRW60950.1 ribosomal- -alanine acetyltransferase [Chlorella sorokiniana]	RMZ57731.1 hypothetical protein APUTEX25_001701_ partial [Auxenochlorella protothecoides]
OG0001414	PRW45178.1 Protease Do-like chloroplastic [Chlorella sorokiniana]	RMZ53917.1 hypothetical protein APUTEX25_004942 [Auxenochlorella protothecoides]
OG0001415	PRW60781.1 DUF151 domain-containing [Chlorella sorokiniana]	RMZ53923.1 hypothetical protein APUTEX25_004948 [Auxenochlorella protothecoides]
OG0001416	PRW45265.1 transcription factor BIM2-like isoform X2 [Chlorella sorokiniana]	RMZ53924.1 hypothetical protein APUTEX25_004949 [Auxenochlorella protothecoides]
OG0001417	PRW45089.1 Threonine chloroplastic [Chlorella sorokiniana]	RMZ53961.1 hypothetical protein APUTEX25_002538 [Auxenochlorella protothecoides]
OG0001418	PRW56154.1 kDa class I heat shock -like [Chlorella sorokiniana]	RMZ53962.1 hypothetical protein APUTEX25_002539 [Auxenochlorella protothecoides]
OG0001419	PRW45173.1 Malonyl- -acyl carrier mitochondrial [Chlorella sorokiniana]	RMZ53972.1 hypothetical protein APUTEX25_002549 [Auxenochlorella protothecoides]
OG0001420	PRW60504.1 14 kDa zinc-binding [Chlorella sorokiniana]	RMZ53982.1 hypothetical protein APUTEX25_002559 [Auxenochlorella protothecoides]
OG0001421	PRW60199.1 FAM179B isoform X2 [Chlorella sorokiniana], PRW60475.1 phospholipase A_1_ LCAT3 [Chlorella sorokiniana]	RMZ53997.1 hypothetical protein APUTEX25_002574 [Auxenochlorella protothecoides]
OG0001422	PRW60842.1 ras-related RABC1-like [Chlorella sorokiniana]	RMZ54007.1 hypothetical protein APUTEX25_002584 [Auxenochlorella protothecoides]
OG0001423	PRW59649.1 PIN isoform A [Chlorella sorokiniana], PRW59648.1 PIN isoform B [Chlorella sorokiniana], PRW59740.1 hypothetical protein C2E21_1833 [Chlorella sorokiniana]	RMZ54023.1 hypothetical protein APUTEX25_002600 [Auxenochlorella protothecoides]
OG0001424	PRW45081.1 homoserine kinase [Chlorella sorokiniana]	RMZ54027.1 hypothetical protein APUTEX25_002604 [Auxenochlorella protothecoides]
OG0001425	PRW45147.1 anthranilate synthase beta subunit [Chlorella sorokiniana]	RMZ54031.1 hypothetical protein APUTEX25_002608 [Auxenochlorella protothecoides]
OG0001426	PRW60964.1 pre-mRNA-processing-splicing factor 8 isoform A [Chlorella sorokiniana], PRW60965.1 pre-mRNA-processing-splicing factor 8 isoform B [Chlorella sorokiniana]	RMZ54040.1 hypothetical protein APUTEX25_002617 [Auxenochlorella protothecoides]
OG0001427	PRW45176.1 lysine-specific demethylase JMJ16 [Chlorella sorokiniana]	RMZ54054.1 hypothetical protein APUTEX25_002631 [Auxenochlorella protothecoides]
OG0001428	PRW59964.1 putative transmembrane GTPase FZO- chloroplastic isoform B [Chlorella sorokiniana], PRW59965.1 putative transmembrane GTPase FZO- chloroplastic isoform A [Chlorella sorokiniana]	RMZ54058.1 hypothetical protein APUTEX25_002635 [Auxenochlorella protothecoides]
OG0001429	PRW20873.1 Leucine Rich Repeat isoform A [Chlorella sorokiniana], PRW20871.1 Leucine Rich Repeat isoform B [Chlorella sorokiniana], PRW20872.1 Leucine Rich Repeat isoform C [Chlorella sorokiniana]	RMZ54413.1 hypothetical protein APUTEX25_001989 [Auxenochlorella protothecoides]
OG0001430	PRW45125.1 hypothetical protein C2E21_6403 [Chlorella sorokiniana], PRW44995.1 hypothetical protein C2E21_6402 [Chlorella sorokiniana]	RMZ54123.1 hypothetical protein APUTEX25_005279 [Auxenochlorella protothecoides]
OG0001431	PRW44970.1 RAB6A-GEF complex partner 1-like isoform A [Chlorella sorokiniana], PRW44969.1 RAB6A-GEF complex partner 1-like isoform B [Chlorella sorokiniana]	RMZ57736.1 hypothetical protein APUTEX25_003265_ partial [Auxenochlorella protothecoides], RMZ54177.1 hypothetical protein APUTEX25_005333 [Auxenochlorella protothecoides]
OG0001432	PRW20283.1 adrenodoxin mitochondrial isoform X3 isoform B [Chlorella sorokiniana], PRW20284.1 adrenodoxin mitochondrial isoform X3 isoform A [Chlorella sorokiniana]	RMZ54237.1 hypothetical protein APUTEX25_000588 [Auxenochlorella protothecoides]
OG0001433	PRW20421.1 N-carbamyl-L-amino acid amidohydrolase [Chlorella sorokiniana]	RMZ54281.1 hypothetical protein APUTEX25_001439 [Auxenochlorella protothecoides]
OG0001434	PRW59969.1 nuclear mitotic apparatus 1 [Chlorella sorokiniana], PRW59817.1 phospho-2-dehydro-3-deoxyheptonate aldolase [Chlorella sorokiniana]	RMZ54355.1 hypothetical protein APUTEX25_001931 [Auxenochlorella protothecoides]
OG0001435	PRW58433.1 sucrose synthase 3 isoform A [Chlorella sorokiniana], PRW58434.1 sucrose synthase 3 isoform B [Chlorella sorokiniana]	RMZ54389.1 hypothetical protein APUTEX25_001965_ partial [Auxenochlorella protothecoides]
OG0001436	PRW58519.1 Tetratricopeptide repeat 37 [Chlorella sorokiniana]	RMZ54390.1 hypothetical protein APUTEX25_001966 [Auxenochlorella protothecoides]
OG0001437	PRW20812.1 Receptor of activated kinase C component of 40S small ribosomal subunit isoform B [Chlorella sorokiniana], PRW20811.1 Receptor of activated kinase C component of 40S small ribosomal subunit isoform C [Chlorella sorokiniana]	RMZ54391.1 hypothetical protein APUTEX25_001967 [Auxenochlorella protothecoides]
OG0001438	PRW59749.1 ceramide kinase-like [Chlorella sorokiniana], PRW20731.1 ceramide kinase isoform X2 [Chlorella sorokiniana]	RMZ54403.1 hypothetical protein APUTEX25_001979 [Auxenochlorella protothecoides]
OG0001439	PRW59962.1 white-brown complex 30 [Chlorella sorokiniana]	RMZ54405.1 hypothetical protein APUTEX25_001981_ partial [Auxenochlorella protothecoides]
OG0001440	PRW59896.1 tubulin nucleotide-binding domain [Chlorella sorokiniana]	RMZ54457.1 hypothetical protein APUTEX25_002033_ partial [Auxenochlorella protothecoides]
OG0001441	PRW58597.1 Type I inositol 1_4_5-trisphosphate 5-phosphatase 12 [Chlorella sorokiniana]	RMZ54465.1 hypothetical protein APUTEX25_002041_ partial [Auxenochlorella protothecoides]
OG0001442	PRW59509.1 transmembrane mitochondrial [Chlorella sorokiniana]	RMZ54511.1 hypothetical protein APUTEX25_002087 [Auxenochlorella protothecoides]
OG0001443	PRW60730.1 Acetate kinase [Chlorella sorokiniana], PRW56667.1 Acetate kinase [Chlorella sorokiniana]	RMZ54539.1 hypothetical protein APUTEX25_002114 [Auxenochlorella protothecoides]
OG0001445	PRW33236.1 nucleolar GTP-binding isoform A [Chlorella sorokiniana], PRW33235.1 nucleolar GTP-binding isoform B [Chlorella sorokiniana]	RMZ54593.1 hypothetical protein APUTEX25_002179_ partial [Auxenochlorella protothecoides]
OG0001446	PRW58214.1 DNA-directed RNA polymerases II and V subunit 8A-like [Chlorella sorokiniana]	RMZ54598.1 hypothetical protein APUTEX25_002184 [Auxenochlorella protothecoides]
OG0001447	PRW32567.1 vacuolar sorting-associated 52 A isoform A [Chlorella sorokiniana], PRW32568.1 vacuolar sorting-associated 52 A isoform B [Chlorella sorokiniana]	RMZ54604.1 hypothetical protein APUTEX25_002190 [Auxenochlorella protothecoides]
OG0001448	PRW32675.1 DNA RNA polymerase superfamily with reverse transcriptase domain [Chlorella sorokiniana], PRW32690.1 General transcription factor 3C polypeptide 5 [Chlorella sorokiniana]	RMZ54615.1 hypothetical protein APUTEX25_002201 [Auxenochlorella protothecoides]
OG0001449	PRW56632.1 hypothetical protein C2E21_4702 [Chlorella sorokiniana]	RMZ54626.1 hypothetical protein APUTEX25_003004 [Auxenochlorella protothecoides]
OG0001450	PRW20226.1 Metal tolerance 1 [Chlorella sorokiniana]	RMZ54656.1 hypothetical protein APUTEX25_003034 [Auxenochlorella protothecoides]
